=== A. All delegations for stake1uxztgcgh ===
epoch_no,pool_id_hex,ticker_name,pool_name,delegation_tx,block_time
=== B. Current unspent UTxOs for stake1uxztgcgh ===
tx_out_id,created_in_tx,created_epoch,ada,address
10749146,ab5a39ab84ebd4f5eca2cbf59581d6a57ab5546029abef9e8ff037739c567878,250,2514.968304,addr1q84qw26450qz5raerf6yvupnr8crk3z8cjrhvkmvfw6u95yyk3s302tp7mt5qt2vhyfuyj0y5h8xkm58qa726gr62jjqn9uju3
=== C. All transactions involving stake1uxztgcgh (received large amounts) ===
direction,tx_hash,epoch_no,block_time,tx_out_id,ada
RECEIVED,988b65ca092d5d4254ce4313d593aafdd0bab57a59ac9059332e74087ea08858,236,2020-12-21 07:24:26,7616163,19285887.535
RECEIVED,26174c832f6261944ac9074817b0dbe8ef7f81d55f193723672cfd0065d0bc04,221,2020-10-03 11:10:43,6733113,9642248.500
RECEIVED,963c761a2e798bfe2e35bf7d3bb888c1c178fb8407b9e431b93bcddbd7fe83d0,208,2020-07-31 00:29:11,6000725,8737703.715
RECEIVED,34147ef46fd105ed39e3be63ac194e79622fb1bf9ea6e50313a0c3e0e6fd20c3,239,2021-01-01 10:17:58,7835689,8356376.525
RECEIVED,024ae3eaedfd98e5fa61b2650eab0ef1f40190da600a5cd8b2184a60856e8737,234,2020-12-11 03:41:45,7474973,6281772.356
RECEIVED,272c7e1ebffe90d85c9a5670575ba591c9c978c65f9accfdcb1d85fac2c51b59,213,2020-08-24 02:17:29,6337983,2186723.675
RECEIVED,eab096a72f4779c10f8708e95675f7e7a01bed690f19da465cd15ae4f96f1869,224,2020-10-19 01:58:53,6841878,1492623.118
RECEIVED,e5a19acb10e8f19dddb100f6101e1f35e5391edf3eecf68e99b2ab26eda06327,223,2020-10-14 02:43:55,6811148,1171930.021
=== D. Total ADA received and current balance ===
total_utxos_ever,total_ada_ever_received,current_utxo_count,current_balance_ada
80,72488293.814,1,2514.968
