=== Aggregate destinations from ALL spend transactions of 150M UTxOs ===
                                               destination                                                |  addr_type   | hops_count |                       from_hops                       | output_count | total_ada 
----------------------------------------------------------------------------------------------------------+--------------+------------+-------------------------------------------------------+--------------+-----------
 DdzFFzCqrhseJzp1U9YSd7kqkAo48HxmejdRR5pSbSRfstVmram8rU6GKMGh1vedde4SQZgfdrYQZZnifzCTm53HdjX5kioFafQ8m4No | byron/script |          1 | 150M_hop3                                             |            1 |   2610633
 Ae2tdPwUPEZ6xYrxCgRDM2NQFM5oajHEoJN3i9ZVV2AbsbvxoJBjVu3yP7W                                              | byron/script |          5 | 150M_hop2, 150M_hop3, 150M_hop5, 150M_hop6, 150M_hop7 |            6 |   1154881
 DdzFFzCqrht2bfFZGJMqwtFYZufwErLvFRuYmxJ67toxaBUfchPDa1VWG5d3zm6rC1ksLWXx9CoX6D8eGPpyMfgi561iNjvTmhZNYggx | byron/script |          1 | 150M_hop6                                             |            1 |    444754
 DdzFFzCqrhtD12Pkxugeuq4os1BKH7jiDMkvfSBG9D3h9umRbPBg7qQjtVkM8C4bc4rX5Y8LwAKS3iUXwuD3sMKvXbZai4ys78oP1hHA | byron/script |          1 | 150M_hop5                                             |            1 |    358689
 addr1vy0wj3jgj2rde0vqfjs4mh43n3hnjgtjejhuhxru0lwnrrq4ym04d                                               | byron/script |          1 | 150M_hop5                                             |            1 |    323878
 DdzFFzCqrhsrheUtXkewE7Rc3m2uL5hdiAoLe1vCCCW2iC8G8AbZ12CVDWFsoJ2ABeWrw5Aws6BW4FmbYgCzKjKVKHfnjQFWNKsR2eRH | byron/script |          1 | 150M_hop8                                             |            1 |    272587
 DdzFFzCqrht1kS1RAYhvt7SiRTT2CNy4oqJhZCobWZAX84ySNinnCa48EnUxn4HJtM4oQdBT8SGcHjyGTyVJsPWvXHyMt3rWXb3zAuqK | byron/script |          1 | 150M_hop3                                             |            1 |    268433
 DdzFFzCqrht368cV9yWforFxALSNWdHV8q3xwNuzLFg5xj7AWiKXCXHteARVx3QoaomdVpLN6vn8o49EEGRQz7eTCFTDdAVCY3ZTYrkN | byron/script |          1 | 150M_hop6                                             |            1 |    265426
 stake1u9wxw9y574v9ngskl63effw6qlwl4tg6dr2zrrufhc7anncvvnqkp                                              | shelley      |          3 | 150M_hop4, 150M_hop5, 150M_hop8                       |            3 |    258815
 DdzFFzCqrhsmLfQVpdMcZEKoMCbxynn2qpAoYoZZE2QbtrgAZXEgkMtkdzCpMTrNEo4SsdTBgjHnDPbrwZbnuivaCxe4VceuSL45UdEW | byron/script |          1 | 150M_hop2                                             |            1 |    222219
 DdzFFzCqrht3cyNQQy47X16F5FtFgKLG7MdxkygUFbamd1tmozyueZwUa8JFph3xJskgMXHChP4wziPiWvykEoV8qi1qaJMiSLd2mCYt | byron/script |          1 | 150M_hop7                                             |            1 |    217702
 stake1uyfhgxyanylqywls83kz4nxvazanermczdx7cjnkqg09m9snk7zq8                                              | shelley      |          1 | 150M_hop6                                             |            1 |    146600
 stake1uxu7ujse5j7ga9wxj9gwt8z60d4w9wgcr8utagrgc75xtqqrn9sjw                                              | shelley      |          1 | 150M_hop5                                             |            1 |    100000
 stake1uxq8kej5h3afkm0ngxyk5zv4xfsx0ryhz7khglfq2ygx7mq5lcekh                                              | shelley      |          1 | 150M_hop7                                             |            1 |    100000
 DdzFFzCqrhtB8YdQawWvrN3AFYmgD7RQUqCRowBr5F6p2R1hxojheiMyBcTUy7pwFEJiUSPm3DMQJcGS1JfaBm41RS2ckFx6VJV1V8SZ | byron/script |          1 | 150M_hop2                                             |            1 |     97897
 DdzFFzCqrhsfRo8vL3CJdiWX1quJwjx5F95hPLHLLxCGmu5GB2dpuhB6f4ksKxbqKp9XFhJiBdrZatA5SJv8XWDASyuGLT3outB3YeDQ | byron/script |          1 | 150M_hop5                                             |            1 |     95764
 Ae2tdPwUPEYwNguM7TB3dMnZMfZxn1pjGHyGdjaF4mFqZF9L3bj6cdhiH8t                                              | byron/script |          1 | 150M_hop5                                             |            1 |     73975
 DdzFFzCqrhspMC8p92QzVChY9CqQfT6k4YNFRzV3qcmbpGi9bfn2b4rUP5jgWRErTpgnzDBgEkJ4fzTNuQVP8JAGusoXnRgfYU5zTUJq | byron/script |          1 | 150M_hop2                                             |            1 |     62435
 stake1u8u3wu3he6s6905svg7h4hcg37l4m6wcc54nhep7r5nwecq4fqk4s                                              | shelley      |          1 | 150M_hop2                                             |            1 |     50386
 DdzFFzCqrhsyjHeK8W3zHVA32Fe9vcYYF6sHDTSpgmgPqg88vVdWCRJDVrzXNR4nifqZ7xdLeZCByoAffsEAVNvxz3mhPMUSrg3PG3Pn | byron/script |          1 | 150M_hop5                                             |            1 |     42698
 DdzFFzCqrhsi7AkRgfXQgs1Ng7RZwiBL8E21SxXfSrSZk8ryAyth49Nk7oFwA2Co2RKzismXpdSLSpXxAY8b2Kqj2hGZUYKXTUHGNvma | byron/script |          1 | 150M_hop3                                             |            1 |     38558
 stake1uxhd66t5j9mf4a9zh0cczvmuxve6w2v0rljjk7u8excq50gs2jsqn                                              | shelley      |          1 | 150M_hop5                                             |            1 |     32907
 DdzFFzCqrht6irmCYTQWafBntoVbfAempLDYrph9w38RKYKc8MocrfHjFVBV6LGQQNLfDWfo7EXCT4Q6A5GLzQyAcbi73rWYFHNVZRgF | byron/script |          1 | 150M_hop7                                             |            1 |     30185
 DdzFFzCqrht4wWPPZxLaH34qaT6L6qWkvXNnggzMzSAVX43MtNMwoZq9cp56rpN2XSN2zgGV9utvELpbaoZ8fsWbxD3qdphYDmRBZcsr | byron/script |          1 | 150M_hop7                                             |            1 |     17721
 stake1uyv7x7r873azfdzew52ywczgwdz8tpdaccs07e3s3rnd89qks6tfw                                              | shelley      |          1 | 150M_hop3                                             |            1 |     10976
 addr1v9u7va2sktlnz8dp3qadpnxxlv4m03672jy6elmntlxxs7q9nnwl9                                               | byron/script |          1 | 150M_hop0                                             |            1 |     10666
 DdzFFzCqrhtAcnXkv5ThJoGCegv6RhVdey4P2J1rom28Cim8GWJ4gq7TUkabGYFGaBjqDnsM3hSTCibjcSaXKSWdzWr5HrzeoNJyT7av | byron/script |          1 | 150M_hop4                                             |            1 |     10117
 addr1vx068tl6se63hz7fa5csd33k0mxqq9zzqnemmt0dnlvmsyc9e92f2                                               | byron/script |          1 | 150M_hop8                                             |            1 |     10079
 DdzFFzCqrhsjLqPGD3bosHj4K3Z5ue31QY5jPxEBtjX6kEpnp8HKCqSGFb3qXGiXBKQqjSvU1nkRCEGhWiaRXo96S14Bm3J2dmNNigwF | byron/script |          1 | 150M_hop4                                             |            1 |      9736
 stake1uyhfzlqz778hktywzv0s6gl0j2ak7xkdw2kxapsgc5xj40suj8sgf                                              | shelley      |          1 | 150M_hop7                                             |            1 |      8023
(30 rows)


=== Hub 1 (Ae2tdPwUPEZ6xYrxCgRDM2NQFM5oajHEoJN3i9ZVV2AbsbvxoJBjVu3yP7W) transactions detail ===
   label   |                          spend_tx_hash                           | spend_epoch |    block_time    |  hub1_ada_received  
-----------+------------------------------------------------------------------+-------------+------------------+---------------------
 150M_hop2 | b2fe1770b2cd47ab0ebd081e4d2acb4478854576e43f279cbf0eff8e4e13d2ec |         263 | 2021-05-05 18:01 | 391582.549335000000
 150M_hop3 | 71061ec885904d6866489f72412c51ee95c540984da022c2b1a4427ca428d070 |         266 | 2021-05-16 18:17 | 107809.130059000000
 150M_hop3 | fef8746cdb7a6efd3fbea9d690b5ebaea5cbd161faf1238656b6e8c39f4012ec |         280 | 2021-07-27 17:00 |  87494.226591000000
 150M_hop5 | 1fdb88c852ec4757bb8f3cd2f7ea2f4f4f4daffef1bf117d0f10acd3a7cbae52 |         264 | 2021-05-06 09:58 | 107371.130059000000
 150M_hop6 | 069c141cadc52525e44d231fd5c6bb275c8efb83c834a5c12b401ca5cf89c806 |         280 | 2021-07-27 16:13 | 132945.998809000000
 150M_hop7 | d862980f500b92477721b4331a17e3af9c87c139867c99bc9a682425ace74095 |         266 | 2021-05-17 20:02 | 327678.130059000000
(6 rows)


=== Grand total: how much of each 150M hop went to Hub 1 vs other destinations ===
   label   | ada_to_hub1 | ada_to_other | total_output_ada | hub1_pct 
-----------+-------------+--------------+------------------+----------
 150M_hop0 |           0 |        14876 |            14876 |      0.0
 150M_hop2 |      391583 |       447966 |           839548 |     46.6
 150M_hop3 |      195303 |      2943214 |          3138518 |      6.2
 150M_hop4 |           0 |       105434 |           105434 |      0.0
 150M_hop5 |      107371 |      1104860 |          1212231 |      8.9
 150M_hop6 |      132946 |       857614 |           990560 |     13.4
 150M_hop7 |      327678 |       373637 |           701315 |     46.7
 150M_hop8 |           0 |       399785 |           399785 |      0.0
(8 rows)

