anchor_out_id,lovelace,ada,anchor_dest_address,first_spend_tx_hash,first_spend_epoch,first_spend_time_utc,spend_tx_inputs,spend_tx_outputs
14539,781381495000000,781381495.000000,DdzFFzCqrhspiThx6UaeJASmHTbwbXp2FtdCkF9AU9QXPF9D8sUC7Fqrv9bmYkxradBbqMrSxukTTsqCPNPwRh5PHazdiwWTuJYVMMaf,c8596b9cd81f734f8129604ff86f23bd4a910465acb84ad9e9d1ac223ccb4a76,4,2017-10-18 05:15:51,2,2
