tx_hash,epoch_no,block_time_utc,index,ada,stake_address,address
1daba6274dbbe2f6a9cf3a031ee716597e14e7c43b1beec6ee2650ad6ee76b5a,391,2023-02-02 15:41:54,0,152299985.000000,stake1uxexwrph9r2p3lv42r7ccjptpmml33u2v3xx4p0q9ks85wc2y9t33,addr1q8hsff3uwtphx7dtya7unjwjwug52e5jvqp09je6pwqx8k4jvuxrw2x5rr7e258a33yzkrhhlrrc5ezvd2z7qtdq0gasme44c9
1daba6274dbbe2f6a9cf3a031ee716597e14e7c43b1beec6ee2650ad6ee76b5a,391,2023-02-02 15:41:54,1,8007872.284526,stake1u9zjr6e37w53a474puhx606ayr3rz2l6jljrmzvlzkk3cmg0m2zw0,addr1q8elqhkuvtyelgcedpup58r893awhg3l87a4rz5d5acatuj9y84nruafrmta2rewd5l46g8zxy4l49ly8kye79ddr3ksqal35g
531150c6924b6054d9cc3801297477e9b7aeba0f5ee34f17241e8b97d579e3e0,391,2023-02-02 15:46:32,0,100000000.000000,stake1uxexwrph9r2p3lv42r7ccjptpmml33u2v3xx4p0q9ks85wc2y9t33,addr1q8hsff3uwtphx7dtya7unjwjwug52e5jvqp09je6pwqx8k4jvuxrw2x5rr7e258a33yzkrhhlrrc5ezvd2z7qtdq0gasme44c9
531150c6924b6054d9cc3801297477e9b7aeba0f5ee34f17241e8b97d579e3e0,391,2023-02-02 15:46:32,1,1408414.619271,stake1u9zjr6e37w53a474puhx606ayr3rz2l6jljrmzvlzkk3cmg0m2zw0,addr1q8elqhkuvtyelgcedpup58r893awhg3l87a4rz5d5acatuj9y84nruafrmta2rewd5l46g8zxy4l49ly8kye79ddr3ksqal35g
