current_utxo_rows,current_ada,min_depth,max_depth,distinct_stake_addresses,byron_or_no_stake_utxos,byron_or_no_stake_ada,shelley_staked_ada
75989,506900169.14853600,4,14,48581,3198,7581394.383501000000,499318774.76503500
