snapshot_utc,trace_schema,stake_address_id,stake_address,latest_drep_id_bech32,latest_drep_hash_id,latest_vote_epoch,behavior_class,behavior_score,behavior_flags,root_count,root_combo,current_utxos,current_lovelace,current_ada,min_depth,max_depth,output_block_count,same_block_event_count,max_same_block_stake_peers,same_epoch_drep_event_count,max_same_epoch_drep_stake_peers,voted_proposal_count
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,277798,stake1uxmwlru8xqd8c0gkgafplrdvatrg94g5eflpr0w9t57rergq0qtxk,,,,coordinated_like,7,same_block_hop;cross_root_current_cluster,2,emurgo+iog,9,21131939840,21131.93984,10,14,9,4,4,0,0,0
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,541857,stake1uxdmldtrgeg8w4er2chgsj9e0s5mmckau5j9k09n53wg2qqxaqkxx,,,,coordinated_like,7,same_block_hop;cross_root_current_cluster,2,emurgo+iog,8,21069306000,21069.306,12,14,8,5,5,0,0,0
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,268455,stake1uxlq886fc0qmcvtywefl857slqunh2tr57zr97qk7dpvcrs7994wx,,,,coordinated_like,7,same_block_hop;cross_root_current_cluster,2,emurgo+iog,10,20521254558,20521.254558,9,14,10,2,3,0,0,0
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,400232,stake1uy7qunwx5pvtd0s7kwue9fq0pgnlve9svk6e9pmru0xy7cs53v7zp,,,,coordinated_like,7,same_block_hop;cross_root_current_cluster,2,emurgo+iog,6,20248074863,20248.074863,13,14,6,5,4,0,0,0
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,1188264,stake1uyegev3ge7jury2tv05ek3la2arq27vp89nzkj0kw3glxws426ccf,drep_always_abstain,14,586,coordinated_like,7,same_epoch_drep_cohort;cross_root_current_cluster;current_drep_delegation,2,emurgo+iog,4,20000000000,20000.0,13,14,4,0,1,1,5,0
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,504608,stake1uyxswvgkk6ghmqct8e9wv2vsr4dpkufcn648fpuwta0pvvsm9szpg,,,,coordinated_like,7,same_block_hop;cross_root_current_cluster,2,emurgo+iog,5,19665579858,19665.579858,11,13,5,3,3,0,0,0
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,869619,stake1u9h72rmwd4vjwurkvcww6pcgc7n7ygk08zdy9334syrcs6s50kj26,,,,coordinated_like,7,same_block_hop;cross_root_current_cluster,2,emurgo+iog,5,19653314523,19653.314523,12,14,5,2,3,0,0,0
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,554467,stake1u9s7mc80umqlvgnjr5nf0au93zd2nzk6pznqvazcsv55esqqewj4c,,,,coordinated_like,7,same_block_hop;cross_root_current_cluster,2,emurgo+iog,7,18969004607,18969.004607,12,14,7,5,3,0,0,0
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,329364,stake1u8q00jmz9wnupjzmeq3clu7anqnd6w8dsrc4z59cje5a7lc9cz0l4,,,,coordinated_like,7,same_block_hop;cross_root_current_cluster,2,emurgo+iog,11,18248722000,18248.722,12,14,11,6,4,0,0,0
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,290916,stake1uxkcjndql0kzdc3skyf25j66rkpcmum6mlktfaryq4hnfaccn6y02,drep1jnmmkfwpta0yuwjchw0gu6csh75vy62088egy9n67d0zc7sn83m,1948,527,coordinated_like,7,same_block_hop;same_epoch_drep_cohort;current_drep_delegation;drep_has_proposal_votes,1,iog,3,18112077377,18112.077377,12,13,3,2,5,2,3,141
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,435702,stake1u8754wkymu34ncymudcchvrj9wtl82wlxfltrd8zppp8ulsh4arn2,,,,coordinated_like,7,same_block_hop;cross_root_current_cluster,2,emurgo+iog,5,17592130299,17592.130299,12,14,5,2,3,0,0,0
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,304648,stake1u8z4rtgshm79gq2mq0gf3fs8358pgzmjgmqpsu99vlqp9es8m4hm7,,,,coordinated_like,7,same_block_hop;cross_root_current_cluster,2,emurgo+iog,6,16995000000,16995.0,12,14,6,4,4,0,0,0
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,345210,stake1u9rxfw7wmtzpx7nnqgz7ew4k4acmd8halaz49c53xwmae8ssmvats,,,,coordinated_like,7,same_block_hop;cross_root_current_cluster,2,emurgo+iog,12,16966208864,16966.208864,10,14,12,7,3,0,0,0
