snapshot_utc,trace_schema,latest_drep_id_bech32,latest_drep_hash_id,drep_distribution_epoch,drep_voting_power_lovelace,drep_voting_power_ada,behavior_class,dedup_current_utxos,dedup_current_stake_credentials,dedup_current_lovelace,dedup_current_ada,trace_value_to_drep_power_ratio,min_depth,max_depth,root_overlap_summary
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,drep1ju2udpph53uuaut4sy6ss46rs9595yeaqnxjsvsms5htkyup4cn,53308,640,2491266008827,2491266.008827,weak_behavior_signal,10,10,958165815359,958165.815359,0.38461,12,14,iog
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,drep1ydvwp8x9j8u4flwjqwxf8jdjwp9p4zf2x4rk7vv7fgzk6j2k7c6,703,640,76010436955413,76010436.955413,weak_behavior_signal,21,21,786601614318,786601.614318,0.0103486,11,14,iog
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,drep1djhscd8wt6zxmfnedk4nm7zu79z4fvzswaffkmznwnac76chsvu,41446,640,11087371757060,11087371.75706,weak_behavior_signal,1,1,726974099887,726974.099887,0.06556776,14,14,iog
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,drep1qe2l8gw8v7ydswfp9twytxcc3wzwdq8npt55f3vnlgv2u8sx3nt,60721,640,595013768459950,595013768.45995,coordinated_like,339,339,628373031288,628373.031288,0.00105606,11,14,emurgo; emurgo+iog; iog
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,drep1ydvwp8x9j8u4flwjqwxf8jdjwp9p4zf2x4rk7vv7fgzk6j2k7c6,703,640,76010436955413,76010436.955413,coordinated_like,15,15,619948594840,619948.59484,0.0081561,12,14,iog
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,drep127pc58jyky40fvess0c4tjxkrnkf8ta3sfltvm4ptypqc5fgav3,42,640,62682578605590,62682578.60559,weak_behavior_signal,37,37,575648175189,575648.175189,0.00918354,11,14,iog
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,drep1mkmnzmtlflcadyyy7g6ju3sn9ppcrut5wn73x00mfwmw642g5qy,8,640,71098807286264,71098807.286264,weak_behavior_signal,17,17,534851940131,534851.940131,0.00752266,13,14,iog
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,drep14pjm8ytt682wkp4jcegdj2yerkcy9a20xevvp7udlcd0ggjxdud,34,640,44673182905504,44673182.905504,weak_behavior_signal,7,7,446208925495,446208.925495,0.00998829,13,14,iog
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,drep1kyppjlhz4lawh4g0ewx2d8a5l20t4yclfnppnuvdkmt7vccg836,11,640,173282170863023,173282170.863023,weak_behavior_signal,49,49,368565203560,368565.20356,0.00212697,11,14,iog
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,drep1qz8frp3eq58v3dcguhv0753yt9gf3g50plrxw8rxu2f2krf2p5d,377,640,89601583317696,89601583.317696,weak_behavior_signal,34,34,356541131446,356541.131446,0.00397918,12,14,iog
