snapshot_utc,trace_schema,root_seed_id,latest_drep_id_bech32,latest_drep_hash_id,drep_distribution_epoch,drep_voting_power_lovelace,drep_voting_power_ada,behavior_class,current_trace_rows,current_utxos,current_stake_credentials,current_lovelace,current_ada,min_depth,max_depth
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1xa90kae89lneyj6ktjrl3mwyvvkq7pxegtjw5rpy50kvclrsl4f,32246,640,3181168275335,3181168.275335,high_confidence_retained_like,9,9,1,19593143544,19593.143544,11,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep_always_no_confidence,27,640,176605061827128,176605061.827128,probable_retained_like,5,5,1,18750968121,18750.968121,12,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1h95f0wrxasn0fwfajwe8jtjfdw5nd880d073wh2llvxk54rvnus,40411,640,4223833330418,4223833.330418,weak_behavior_signal,16,16,11,18366524678,18366.524678,13,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1hsy55c300sxskmq0vssqgp8uahwhcdnxxevzysmd7gzmcgzgzsu,3282,640,19830466260323,19830466.260323,weak_behavior_signal,22,22,8,17382699101,17382.699101,11,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1t5mwnpn5x3u3r2jl2fzwg7da3atfthkj9c4wkzhj7k6mxtm0tp6,32157,640,388628292966,388628.292966,weak_behavior_signal,4,4,2,17000000000,17000.0,13,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1rsmldjj7vg9a9r5lqsegynzw03yyfhzdqwfs8fq3ctsk2rwjlfy,3135,640,341409902504,341409.902504,weak_behavior_signal,14,14,2,16680096831,16680.096831,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1n6gwr6wsyhawt2lewpssmqqnfu4ss75h0stc25lkpsl2q72gycy,278,,,,coordinated_like,8,8,3,15957916011,15957.916011,13,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,emurgo,drep1h95f0wrxasn0fwfajwe8jtjfdw5nd880d073wh2llvxk54rvnus,40411,640,4223833330418,4223833.330418,high_confidence_retained_like,3,3,3,15798845741,15798.845741,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,emurgo,drep120m237kstm7pzywv5nwtjm8gj8dl55j9nupwlkapz77mgv7zu7l,1570,640,89656586410219,89656586.410219,weak_behavior_signal,13,13,2,15562557703,15562.557703,12,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1km69g7ksf8t5g0h9d9tkrcd2tezxelx0wtr76rv2mrkl5nzd6v3,155,640,93575476629369,93575476.629369,probable_retained_like,4,4,2,15462290139,15462.290139,13,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep125s4lx920k0z38fptf2lvtf933kr5udts3ahdh5am0nxzcqwua9,6,640,32330625910162,32330625.910162,weak_behavior_signal,16,16,12,14487545426,14487.545426,13,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1shzhuz4cr3tfxpheupc5tfv7mh583df4uf5uv3za4ut7va9za7v,94324,640,5830778472092,5830778.472092,weak_behavior_signal,2,2,2,14327491337,14327.491337,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1e364nt4y8hgft8ezdztu5hemgezempljsdacgrghc6j6g23whmq,930,640,93368214965,93368.214965,coordinated_like,4,4,1,14111529987,14111.529987,13,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,emurgo,drep1lw0n54ypc0pcqeptzwycpp0nk3c3wh62gnss79txgcdjgds4tvl,6771,640,5921612409391,5921612.409391,weak_behavior_signal,5,5,1,13732308859,13732.308859,13,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1ydvwp8x9j8u4flwjqwxf8jdjwp9p4zf2x4rk7vv7fgzk6j2k7c6,703,640,76010436955413,76010436.955413,high_confidence_retained_like,3,3,1,13712879403,13712.879403,10,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep19670y5nce5e33ev42u8a53ktn5azaad055ew52w6famfjch58z6,22781,640,886958414526,886958.414526,weak_behavior_signal,1,1,1,13608488192,13608.488192,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1xa90kae89lneyj6ktjrl3mwyvvkq7pxegtjw5rpy50kvclrsl4f,32246,640,3181168275335,3181168.275335,weak_behavior_signal,6,6,4,13579999230,13579.99923,12,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1ectemlv45xsnvenfgkhwsxncfvxev4qllj7x5w6vlfc7kmd9zcs,122071,640,159701968406964,159701968.406964,probable_retained_like,2,2,1,13198299114,13198.299114,12,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep15jspgw8ea9pw3w0fwyqam2lw58ulw7z6qhr8qyuah7j0yj962w7,351,640,16988382993843,16988382.993843,weak_behavior_signal,9,9,6,12909266898,12909.266898,13,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1j2q76kng7lmgm60pw7tq5ucesuw59gdkx8lt5z3h50puqnqcxwv,2777,,,,weak_behavior_signal,1,1,1,12761521700,12761.5217,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1duf9wj2007jp8zd2k2khq69ppykwq68zsp8vksselwaj5nvnr3n,315,640,11286550702142,11286550.702142,weak_behavior_signal,6,6,6,12384370197,12384.370197,13,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1m7rzzk4ftvd02w872genpy6kzeyplhdyjeaw9kq3yhmzxtwnfu0,1985,640,22012129167801,22012129.167801,coordinated_like,1,1,1,11695416282,11695.416282,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1lwcy7r8qjsml2an3njxyaqk6pkmevn6zh6xqc0ntgzvzwds0cgt,3325,640,523306419811,523306.419811,weak_behavior_signal,2,2,2,11587914723,11587.914723,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1lhkqu7uhq9532xr5558q7gh5rl54m4ezav8p5yfkgz27yrx735a,1937,640,92106939455581,92106939.455581,coordinated_like,3,3,1,11385609000,11385.609,13,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep15jspgw8ea9pw3w0fwyqam2lw58ulw7z6qhr8qyuah7j0yj962w7,351,640,16988382993843,16988382.993843,coordinated_like,9,9,3,11268598208,11268.598208,12,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,emurgo,drep1ydvwp8x9j8u4flwjqwxf8jdjwp9p4zf2x4rk7vv7fgzk6j2k7c6,703,640,76010436955413,76010436.955413,high_confidence_retained_like,1,1,1,11252233755,11252.233755,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep109rd2sz08kvw089d4hw7zy2ygjs575rwh429ntn37fx5v3pwhtl,385,640,38484814067507,38484814.067507,coordinated_like,2,2,1,11094764554,11094.764554,11,13
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1k5unlp7snmuzkx3z7wwr0xtgc33sesuuf2aaxl0ramcazvulefk,2640,640,792888248651,792888.248651,weak_behavior_signal,2,2,1,10904000000,10904.0,12,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1lrtg6qx8tend00wuxs0eg5mgwxejrcu8s5w6zyk07745xuzqf7a,541,640,68014604480556,68014604.480556,weak_behavior_signal,6,6,3,10751566639,10751.566639,13,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep109rd2sz08kvw089d4hw7zy2ygjs575rwh429ntn37fx5v3pwhtl,385,640,38484814067507,38484814.067507,weak_behavior_signal,5,5,4,10331791578,10331.791578,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,emurgo,drep1qz8frp3eq58v3dcguhv0753yt9gf3g50plrxw8rxu2f2krf2p5d,377,640,89601583317696,89601583.317696,coordinated_like,2,2,1,10199806031,10199.806031,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,cf,drep1jnmmkfwpta0yuwjchw0gu6csh75vy62088egy9n67d0zc7sn83m,1948,640,432487134870637,432487134.870637,weak_behavior_signal,1,1,1,10001000000,10001.0,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,emurgo,drep1jnmmkfwpta0yuwjchw0gu6csh75vy62088egy9n67d0zc7sn83m,1948,640,432487134870637,432487134.870637,weak_behavior_signal,1,1,1,9999906395,9999.906395,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,emurgo,drep16tsw66jtrver8ur3y3zzq2fl0m4swl4lwk88fvu8d4z4ydukrj0,751,640,242678026974016,242678026.974016,high_confidence_retained_like,7,7,4,9597132234,9597.132234,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1ydvwp8x9j8u4flwjqwxf8jdjwp9p4zf2x4rk7vv7fgzk6j2k7c6,703,640,76010436955413,76010436.955413,probable_retained_like,1,1,1,9586700000,9586.7,13,13
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1mkmnzmtlflcadyyy7g6ju3sn9ppcrut5wn73x00mfwmw642g5qy,8,640,71098807286264,71098807.286264,coordinated_like,2,2,1,9189292100,9189.2921,13,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1kyppjlhz4lawh4g0ewx2d8a5l20t4yclfnppnuvdkmt7vccg836,11,640,173282170863023,173282170.863023,probable_retained_like,3,3,2,8991696801,8991.696801,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep109sf5yy88t6lqrgtfw2uejek9z7kqqupzwckexp4e25a6j28a5v,835,640,75391298880090,75391298.88009,weak_behavior_signal,1,1,1,8954006690,8954.00669,12,12
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1c42yvfrpxemmtgrmdq5v6qydqe4dcegmmzg5dasm5ffejzzxj63,16174,640,316307560157,316307.560157,weak_behavior_signal,5,5,1,8953518833,8953.518833,13,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1ectemlv45xsnvenfgkhwsxncfvxev4qllj7x5w6vlfc7kmd9zcs,122071,640,159701968406964,159701968.406964,coordinated_like,20,20,10,8743213238,8743.213238,12,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1897nvzpn69pmpcgxejzgasre3mztxj7qf2hqs5se9n3p7qdc3yt,2030,640,25859291685248,25859291.685248,weak_behavior_signal,1,1,1,8499000000,8499.0,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1ectemlv45xsnvenfgkhwsxncfvxev4qllj7x5w6vlfc7kmd9zcs,122071,640,159701968406964,159701968.406964,high_confidence_retained_like,4,4,2,7317520452,7317.520452,13,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1duf9wj2007jp8zd2k2khq69ppykwq68zsp8vksselwaj5nvnr3n,315,640,11286550702142,11286550.702142,coordinated_like,9,9,2,7187307909,7187.307909,12,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,35597,640,950109656857,950109.656857,coordinated_like,2,2,1,7181409400,7181.4094,13,13
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,emurgo,drep16tsw66jtrver8ur3y3zzq2fl0m4swl4lwk88fvu8d4z4ydukrj0,751,640,242678026974016,242678026.974016,weak_behavior_signal,1,1,1,7132048123,7132.048123,13,13
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,emurgo,drep14pjm8ytt682wkp4jcegdj2yerkcy9a20xevvp7udlcd0ggjxdud,34,640,44673182905504,44673182.905504,coordinated_like,5,5,1,7125122139,7125.122139,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep14pjm8ytt682wkp4jcegdj2yerkcy9a20xevvp7udlcd0ggjxdud,34,640,44673182905504,44673182.905504,coordinated_like,5,5,1,7125122139,7125.122139,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1h92sg90589pmhaexdfxz04w00lsaldpllvjf5wwa2d5j5pcehve,1069,640,1702809242594,1702809.242594,weak_behavior_signal,2,2,1,7035707138,7035.707138,12,12
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,emurgo,drep13d6sxkyz6st9h65qqrzd8ukpywhr8swe9f6357qntgjqye0gttd,612,640,222597864038928,222597864.038928,probable_retained_like,4,4,4,6771604455,6771.604455,13,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep13d6sxkyz6st9h65qqrzd8ukpywhr8swe9f6357qntgjqye0gttd,612,640,222597864038928,222597864.038928,probable_retained_like,5,5,4,6725371620,6725.37162,13,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,emurgo,drep1ksd86wmjajshc6yvjyaur963827qnhfmtjfy0gjpl92eg3l9cl6,15644,640,331045069258,331045.069258,probable_retained_like,1,1,1,6620000000,6620.0,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1ksd86wmjajshc6yvjyaur963827qnhfmtjfy0gjpl92eg3l9cl6,15644,640,331045069258,331045.069258,probable_retained_like,1,1,1,6620000000,6620.0,13,13
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1yk4lqv8va8hyhmxhmmr3vlfsja84y09cw03vllpxcqh7qlxdlh4,53213,640,74667982550535,74667982.550535,weak_behavior_signal,1,1,1,6347000000,6347.0,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,emurgo,drep1kyppjlhz4lawh4g0ewx2d8a5l20t4yclfnppnuvdkmt7vccg836,11,640,173282170863023,173282170.863023,high_confidence_retained_like,1,1,1,6092942312,6092.942312,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1xa90kae89lneyj6ktjrl3mwyvvkq7pxegtjw5rpy50kvclrsl4f,32246,640,3181168275335,3181168.275335,coordinated_like,5,5,1,6017469472,6017.469472,13,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,emurgo,drep1ectemlv45xsnvenfgkhwsxncfvxev4qllj7x5w6vlfc7kmd9zcs,122071,640,159701968406964,159701968.406964,high_confidence_retained_like,2,2,2,5774590030,5774.59003,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,6643,640,1715166420073,1715166.420073,weak_behavior_signal,5,5,1,5717118895,5717.118895,11,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1efj8hmm06p550extkumgsc9rs552dvlyrds20fvlsjdvy4wl890,434,640,2675170882207,2675170.882207,weak_behavior_signal,2,2,2,5621651759,5621.651759,12,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep12ukt4ctzmtf6l5rj76cddgf3dvuy0lfz7uky08jfvgr9ugaapz4,46759,640,731816748219,731816.748219,weak_behavior_signal,6,6,4,5599041215,5599.041215,12,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep13hw8d4m6pc9wfj2xmpr3xjhvl4wyhkvkqwq6qxn9atw9ssqheer,14704,640,30924603994810,30924603.99481,weak_behavior_signal,4,4,4,4908113241,4908.113241,13,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,emurgo,drep_always_no_confidence,27,640,176605061827128,176605061.827128,coordinated_like,6,6,6,4783302832,4783.302832,13,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep13yw08r2vm4fek08uz0qvz6le379fsdalt3tmwkntxqlgjcdfekw,3293,640,1022067122570,1022067.12257,weak_behavior_signal,4,4,3,4684300581,4684.300581,12,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep15nvw9d6zr6m08dpckkx4d3g6dplc5vh7yhekyjw0vq07spk38ak,38,640,1486618477860,1486618.47786,weak_behavior_signal,4,4,1,4547315886,4547.315886,13,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1urfk5ag64xkhv44kmu99uj2afdx0m4pdlxwkdfxxnwsxvd8cw5f,150313,640,33776780527,33776.780527,weak_behavior_signal,1,1,1,4523000000,4523.0,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1cm6mupj0lszffgnfe3t0we7r7c9kwc6lxd4ad7dstf6gggtdqc3,1584,,,,weak_behavior_signal,8,8,3,4433332876,4433.332876,11,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep13kczm9gva59uzucm3tdej4jgyjlj2lcj7wverypfk8r2sqkq5mj,3206,640,382814449638,382814.449638,weak_behavior_signal,1,1,1,4404001712,4404.001712,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep15tv59ngt58zm9ps5dtg4v7a4mqztf57l8slkzfxdw2kfk8qdtdz,1913,,,,weak_behavior_signal,4,4,4,4398843632,4398.843632,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep16v76d0z26a2wta75f4lt0mm9t6jq75ua67zqcz58vzk4jh5yuhc,160,640,21923672787413,21923672.787413,weak_behavior_signal,8,8,3,4390423199,4390.423199,13,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1vlx2m8ymj0eug8g9w0n869r3mtn5k66avkjce2w2qrzx6hx8jje,49247,,,,weak_behavior_signal,3,3,3,4114288595,4114.288595,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1alkaplr0l7lt9fva4zrduvke22m8tsntw380p2ery9w7gpf74km,57161,640,623686193504,623686.193504,high_confidence_retained_like,4,4,1,4088183300,4088.1833,12,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1g4da8ta85wx94ygtslafuu6gfx7uhmes8mak7cpz07cycvluds0,20265,640,16476933245,16476.933245,trace_only,2,2,1,4050200000,4050.2,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep17vw9clp7lnv2qjqtnx68vm6yjfslpgewprqa4kxg7rmkznaryj5,498,640,3633110523975,3633110.523975,weak_behavior_signal,2,2,2,3803320652,3803.320652,11,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1h95f0wrxasn0fwfajwe8jtjfdw5nd880d073wh2llvxk54rvnus,40411,640,4223833330418,4223833.330418,coordinated_like,11,11,4,3763385557,3763.385557,13,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep18c6dw0e6z9lx65f22zrzgl0z49j48k39ttxqk4q6h953utzepy5,790,640,28117314762727,28117314.762727,weak_behavior_signal,3,3,2,3543525000,3543.525,13,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,emurgo,drep109rd2sz08kvw089d4hw7zy2ygjs575rwh429ntn37fx5v3pwhtl,385,640,38484814067507,38484814.067507,coordinated_like,1,1,1,3446300000,3446.3,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep17delrdj6c38jgmh73y4rs3qxrad3k4qtnscx2f3v4z3x6vp08vd,130281,640,53998496119709,53998496.119709,coordinated_like,5,5,1,3391781914,3391.781914,12,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1c0uv6z9uywhq2pslkj3sp8j0hzd2uyyzjt49y989rmucysxtd2j,1478,640,35660765002,35660.765002,weak_behavior_signal,2,2,1,3389458763,3389.458763,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1tjulmrtfl2lu4x9p86r4dj9xw4tmpzec7v826cukmhzfzf3dk49,33738,640,1014006873987,1014006.873987,coordinated_like,4,4,1,3069300183,3069.300183,13,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep120m237kstm7pzywv5nwtjm8gj8dl55j9nupwlkapz77mgv7zu7l,1570,640,89656586410219,89656586.410219,coordinated_like,5,5,2,3040830317,3040.830317,13,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1vjwg9fm0h8f0qeg7txujermuzcum8tnxrafpqjj23yr02urhgjy,2794,640,2573494393791,2573494.393791,weak_behavior_signal,5,5,3,2902003035,2902.003035,13,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,emurgo,drep1m7rzzk4ftvd02w872genpy6kzeyplhdyjeaw9kq3yhmzxtwnfu0,1985,640,22012129167801,22012129.167801,coordinated_like,2,2,1,2842841813,2842.841813,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1z4vr6q5kxpr7kmm667zgnpm7p2yps56zp3mqhjynt7sjyf4p65k,1846,640,1312619482146,1312619.482146,coordinated_like,3,3,1,2842151999,2842.151999,13,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,emurgo,drep1m8mnpykcjfyax5mcs42whu3dt347u8aq43x45ucs6dv3ztw0lez,53942,640,297720207470339,297720207.470339,probable_retained_like,2,2,2,2736700000,2736.7,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep185yt5r9avk7m9zfyx4cuycak9eeksj0w6rfua6t9c4q6k23mz02,14202,640,874979063562,874979.063562,weak_behavior_signal,1,1,1,2688400000,2688.4,13,13
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1nm3mpnnvtxvlmqt7lpnskm0clhtm7ngg4pm7qklv42j5qcvhhnw,28,640,721884162052,721884.162052,weak_behavior_signal,5,5,3,2667149240,2667.14924,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1alkaplr0l7lt9fva4zrduvke22m8tsntw380p2ery9w7gpf74km,57161,640,623686193504,623686.193504,coordinated_like,6,6,1,2646783733,2646.783733,13,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1km69g7ksf8t5g0h9d9tkrcd2tezxelx0wtr76rv2mrkl5nzd6v3,155,640,93575476629369,93575476.629369,coordinated_like,9,9,6,2521365228,2521.365228,13,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,emurgo,drep13d6sxkyz6st9h65qqrzd8ukpywhr8swe9f6357qntgjqye0gttd,612,640,222597864038928,222597864.038928,high_confidence_retained_like,8,8,8,2478849648,2478.849648,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep183kpqfxmxtttuu6jxyug4m4mzn24y6270p5pg7d80530kj4u6m4,4090,640,166396556104,166396.556104,weak_behavior_signal,3,3,1,2286824863,2286.824863,13,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,emurgo,drep15jspgw8ea9pw3w0fwyqam2lw58ulw7z6qhr8qyuah7j0yj962w7,351,640,16988382993843,16988382.993843,weak_behavior_signal,2,2,1,2107467673,2107.467673,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,emurgo,drep1ydvwp8x9j8u4flwjqwxf8jdjwp9p4zf2x4rk7vv7fgzk6j2k7c6,703,640,76010436955413,76010436.955413,probable_retained_like,1,1,1,1956466539,1956.466539,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1t2vz3lrh2vjxcah2mwdjlcsm9l2kxmqy4lqhnm7tawltsm6rugp,845,640,5981626143336,5981626.143336,coordinated_like,2,2,1,1933500000,1933.5,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep19qg34ctllr7lh48nnj4akfc978qzqzuwzkgsdu6r3zc42e5y854,3714,640,2750409194372,2750409.194372,weak_behavior_signal,3,3,2,1905005175,1905.005175,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1hsy55c300sxskmq0vssqgp8uahwhcdnxxevzysmd7gzmcgzgzsu,3282,640,19830466260323,19830466.260323,coordinated_like,4,4,2,1731700000,1731.7,12,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,emurgo,drep1xa90kae89lneyj6ktjrl3mwyvvkq7pxegtjw5rpy50kvclrsl4f,32246,640,3181168275335,3181168.275335,high_confidence_retained_like,2,2,1,1695016694,1695.016694,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,emurgo,drep1yzzd7prdl628lwac455e0sc5wtw2fldg3f2th6jg7r5c7pvf3mk,763,640,71106551665260,71106551.66526,coordinated_like,1,1,1,1692625000,1692.625,13,13
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,emurgo,drep1alkaplr0l7lt9fva4zrduvke22m8tsntw380p2ery9w7gpf74km,57161,640,623686193504,623686.193504,high_confidence_retained_like,2,2,1,1532883300,1532.8833,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1vzp4tgzwp35r7u9yv2ms58nn7rr3mqpcrsku3qc23mujvv9c8el,10366,640,1779021295300,1779021.2953,weak_behavior_signal,1,1,1,1245752000,1245.752,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1mkmnzmtlflcadyyy7g6ju3sn9ppcrut5wn73x00mfwmw642g5qy,8,640,71098807286264,71098807.286264,probable_retained_like,5,5,1,1230801041,1230.801041,11,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,cf,drep14l69ewnmc5h6uftda9ghs3mw49hdu7w93e9alhzxckp0v5pczql,712,640,6937427568766,6937427.568766,weak_behavior_signal,1,1,1,1200000000,1200.0,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep14l69ewnmc5h6uftda9ghs3mw49hdu7w93e9alhzxckp0v5pczql,712,640,6937427568766,6937427.568766,weak_behavior_signal,7,7,3,1177232048,1177.232048,13,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1pk0t0dhcs3vv6juetycqn6fhgfr8h670atffmelw22llj7ksvpt,15720,640,30538983904892,30538983.904892,weak_behavior_signal,2,2,1,1117533715,1117.533715,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep120kypfarsk0z5534fu8mtm6sl7gyqc3cz6udcfm4a3ty759ld55,2022,640,1017704631121,1017704.631121,weak_behavior_signal,2,2,1,1093644798,1093.644798,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1aqr3j77yyu92kyjuln30n59tpnp5z3aceaq6d5ljr0jx6ket027,35597,640,950109656857,950109.656857,weak_behavior_signal,1,1,1,1079881026,1079.881026,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1n0008pjgues7wd8ntj7jg00eqpsaa00jsvla3lxthgxl73z0650,11434,,,,weak_behavior_signal,1,1,1,1069486250,1069.48625,14,14
2026-07-03 15:12:42.348269,abcde_forensics_stage_founders_depth14,iog,drep1gdgxcfaf24rur87f6rjkayn5slf7k0kspmq30nsfff6w23q8qgc,18717,640,21023252499607,21023252.499607,weak_behavior_signal,2,2,2,1002193517,1002.193517,14,14
