address,ada,is_spent
addr1q83acay0x98r28qtx74pxkuyhf7hr7g44smjl64kvf2yu3vjd0xcw0p8zvqqvpq4c3cjjnqcjx8saeyksraeer7g6m4qzwrlak,5000.000000,f
addr1q83cqakfjjh3gwnry3ug48p92r0z048u9rwyr8z8zvr83k9ecp3jakfx9zcnntyvsp4g9us66fuw7rky3368d69qaeyqhl77q6,5000.000000,f
addr1q83cv6fw8703z5c8sqty6ttmzzswlrptt3cq3ltc3srfy0xtjjr5n9wm4tzp8paf9c59hyeuz3du2mlfw9kyn5h26swqm6ggca,5000.000000,f
addr1q83dtdhps3m5t32znz2a9z9ny2urd64rsy7k0rayzfg77a0xtmrckpdaftkc8fekkxu78prn24m8y65peuwmpu2juvasumn9qy,5000.000000,f
addr1q83ennehm0agwacfey3t4740nuk96kuvnhgfueuwsvtl5cy3tfhk0j0snzvav86wfgcaw2vkplypvclcyrxlf92x978skvahgn,5000.000000,f
addr1q83epuldnmhf4hum4f4h945fq68c9su4hyhplx0d8lc876yrtwgaynfxc5zwtpatssvy5x5zma5kekzaqqlamkvmfxms55dmgy,5000.000000,f
addr1q83f4wyu36ksxq9rnqacx8dzllc0ntz8fh3lxzj22xy6n4qmy6vmslmug6t9m4hsh5tk4p2j4e2w8l20cccyvc62gsesu7zrmc,5000.000000,f
addr1q83f68928agf5hmfqqgjdq6l5fmpa2d65d8j3x8ds2xj7tgr803aygfvf7cgywm2ax0nlcmdghts25gef60hhf66jvjsr5vjvd,5000.000000,f
addr1q83fcz04cz0yysy2xnrzjtp0d8567sdmyxjj237uus2rhx54hhr45w5d0mlr7n7txj69grg78rc43p9esjvjf757zufs00tjth,5000.000000,f
addr1q83fkhlmkmlf6svnzrrqgcqfpxjq4kn9kd0586e34rhg70xk3xfk33agf6ccay9835y8zhjs6mn28phk7waa7tqqcdmshnq5x0,5000.000000,f
addr1q83gst7usgdwvcuexkv954w76pgl09uqgglwuf2nnrqc6ucfrtn2ydxw0leqjwtg9sz46wjnk37dkprs8d0t8afvfd7sqgkyjz,5000.000000,f
addr1q83h02lnhk6n6ag7ntzl7rq7q4udlwuwtzn5spmk74hfvvv8teqxux93j63rvh3dxs4cr4uy583epw9cufc9yn6ckmpq06jzg3,5000.000000,f
addr1q83j6ca0amseytjrczmngvhwtswnvdjn38jcdmuqyad7hkl7j4cc909f7t0cazdcj849pen09ja8nst740pnk36gwkws3vplv6,5000.000000,f
addr1q83jfkc7r9495cu20tnusqee0rx7mul5hgj2e05eu9glrpwcvw4s9sumtmpt7k6ughp3qwhmg3ykkfnyqugvkze0q2xq5m8c69,5000.000000,f
addr1q83kfeaht7k9fws7w6u6z0p0lsy983e3u0y6nkgz64yzn2hs6mhv4gawu299d0833a29vmw8368wtsy0t6au40fsvjtqurt8vy,5000.000000,f
