stake_address,total_output_rows,current_utxos,current_ada,first_received_time,last_received_time,last_outgoing_time,stake_key_registered,pool_delegation_certs,current_pool_bech32,latest_pool_cert_time,latest_pool_active_epoch,drep_delegation_certs,current_drep,latest_drep_cert_time,rewards_earned_ada,last_reward_spendable_epoch,withdrawal_count,rewards_withdrawn_ada,last_withdrawal_time,rewards_unclaimed_ada
stake1u8tkr4lx97lkqw77apqcwfzkncfmd68xcarg9h2zeht2dxgh29hgn,346,1,13.466560,2022-01-27 00:44:34,2025-04-26 20:20:16,2025-04-26 20:20:16,t,1,pool15kek228mhvnsncdjn77u8qtrn8hjh5wfzmh6g942xf0353yc77j,2022-03-21 16:29:34,329,5,drep_always_abstain,2025-02-11 03:10:21,2318235.231957,641,212,2318234.992995,2025-05-10 20:16:16,0.238962
stake1u9xkxdzv8f275qx8scx8v7qt0qrzyf804lczcp0fayq375s4d6az0,106,1,13.253600,2022-05-16 11:30:14,2025-05-08 12:20:19,2025-05-08 12:20:19,t,1,pool1qv3velgldz529zq904jy9qfrhdh0akwkkhylu2rymd6sw9m02cc,2022-03-22 22:19:34,330,0,,,1668382.700113,473,131,1668382.700113,2024-03-16 05:43:48,0.000000
stake1u8crtndmpus4uqq4u3yg6z2y3a402rwym450cjz7r6dnq0cgqzsgc,22,1,3.016206,2022-01-31 11:41:47,2023-09-27 16:13:13,2023-09-27 16:13:13,t,1,pool1f8py9p8xrt2ccmjeapjuwn5mpg9rve2wkgy34kzxu8zwcd3wpv6,2022-03-21 19:26:27,329,5,drep_always_abstain,2025-02-11 03:14:40,1148405.835723,441,111,1148405.835723,2023-10-08 00:07:59,0.000000
stake1u8qg0xv5mgwfgqwjs3ks3r8gmj2rzjurq0ydwu3g2tw380g3j6rsl,2,1,3.016206,2023-06-20 18:33:11,2023-09-27 18:20:07,2023-09-27 18:20:07,t,1,pool1tj7x0rmcq2x05xvk6wsz5n39f70tr3qrt4w350vgyzp4jckdyn9,2022-11-02 14:52:29,375,5,drep_always_abstain,2025-02-11 03:12:01,128467.090921,441,19,128467.090921,2023-10-08 00:17:48,0.000000
stake1u8t84tvkjz9cq53c5p3lthamzwac9vkc7u0g7vjml20gd9cdg2ekl,2,1,3.016206,2023-07-08 12:01:46,2023-09-26 19:30:18,2023-09-26 19:30:18,t,1,pool14uhzw8vmdcdq6ednqv09n55wanntuuxjwdldmc8cl2zp6a6z2h0,2022-11-02 14:49:09,375,5,drep_always_abstain,2025-02-11 03:03:38,21537.115955,441,16,21537.115955,2023-10-08 00:18:19,0.000000
stake1u8v4y8vxxlcd2lxkj34vgdtyzq2q4tucjfeq3gd8r2mflqsxw7vur,2,1,3.016206,2023-07-15 12:01:16,2023-09-27 14:30:03,2023-09-27 14:30:03,t,1,pool1j2wjlmw53xl40sqhxw9yk0y96nhyg8sjswwk5utntukwws0zda2,2022-11-03 19:30:17,375,1,drep_always_abstain,2025-02-11 19:46:57,29425.486555,441,14,29425.486555,2023-10-08 00:18:58,0.000000
stake1u8w45rk62ctwng3sk7566za5csw904t2fayjld4xpt0h7kceqcyzr,2,1,3.016206,2023-07-26 12:02:28,2023-09-27 15:20:37,2023-09-27 15:20:37,t,1,pool1stgy93q7wjsuajc8hnffj5wddkp8w8x5nnf70jfmj5r3zj6hr6j,2022-11-04 19:50:31,375,1,drep_always_abstain,2025-02-11 19:54:52,26110.727326,441,12,26110.727326,2023-10-08 00:20:49,0.000000
stake1ux2jhmwtf0uw7nrwc0t3e2en88whjtjcn525ffzqknevskcye2v5p,2,1,3.016206,2023-06-23 12:01:15,2023-09-27 15:30:08,2023-09-27 15:30:08,t,1,pool1qm56y83vzd89t80lz9t2x98keukxazlme8a7cx2g07jkzu60zps,2022-10-11 22:01:20,370,5,drep_always_abstain,2025-02-11 03:10:21,26735.600555,441,19,26735.600555,2023-10-08 00:12:45,0.000000
stake1ux96wfszeylp92v8gvc9n94htwnm3y3yxrgys7v54e0paxc952eum,2,1,3.016206,2023-07-20 12:01:16,2023-09-26 19:10:09,2023-09-26 19:10:09,t,1,pool186uw5gwdedads7mkr064k05qjqlxr2whqypjdzrgz02vscmz3yy,2022-11-03 21:31:26,375,1,drep_always_abstain,2025-02-11 18:27:40,17226.400788,441,13,17226.400788,2023-10-08 00:19:34,0.000000
stake1uxf8u49a6p8plqfj5jf59739wdy3ksgtu3t2p6nfdf7uvkg5w0fac,2,1,3.016206,2023-07-14 12:02:02,2023-09-27 18:40:19,2023-09-27 18:40:19,t,1,pool14cqn5jmfpw34azued5se235ml0ace3awst94cu682y8d29ndlrr,2022-11-03 19:28:27,375,5,drep_always_abstain,2025-02-11 03:12:01,41604.460054,441,15,41604.460054,2023-10-08 00:18:19,0.000000
stake1uxldwgnlv6ktx29xknutvf353kfrqymf8xgn36zj4v9h55g59w69h,17,1,3.016206,2022-01-28 17:26:04,2023-09-26 21:50:24,2023-09-26 21:50:24,t,1,pool1zmmwnfm8mwu5qrfah60hxa8w7lrsd0dgwpvj5ldt63a82c63xgc,2022-03-21 18:51:12,329,5,drep_always_abstain,2025-02-11 03:10:21,1212282.155357,441,113,1212282.155357,2023-10-08 00:08:56,0.000000
stake1uxnqywfn4puhs25hs505suku79mg8fsyfhg27w4t70lwdnqst0ztk,25,1,3.016206,2022-06-13 00:01:27,2023-09-27 20:20:10,2023-09-27 20:20:10,t,1,pool1qp20c7jwxnu6rmh3tgzlmlyaxg77awdh9f94a3g5y3lxvr523rn,2022-03-25 21:46:37,330,5,drep_always_abstain,2025-02-11 03:01:45,931359.506681,441,94,931359.506681,2023-10-08 00:11:30,0.000000
stake1uyghq5fwp0l2rkpcxkwmgyt5776sv5hvs25wt4jm7hrr2jg9t0kfp,20,1,3.016206,2022-01-28 17:08:39,2023-09-27 14:30:20,2023-09-27 14:30:20,t,1,pool1vheljad46m5040lj0z0f6j966ft78tl7ms4rj64ytrr7kw7t3dl,2022-03-21 18:33:31,329,5,drep_always_abstain,2025-02-11 03:16:09,1137760.173892,441,111,1137760.173892,2023-10-08 00:08:26,0.000000
stake1uyhv70lq3rrmt4xxn3z9z05ddjhnfz2mk2ekr89paeqxxecylupfp,2,1,3.016206,2023-06-30 12:03:28,2023-09-27 16:00:54,2023-09-27 16:00:54,t,1,pool1vscdcudhndfte7v0f2ywnflw4sqm6wptzh06xd74hq45jmzn02l,2022-11-02 14:10:19,375,5,drep_always_abstain,2025-02-11 03:13:04,28968.291115,441,16,28968.291115,2023-10-08 00:17:01,0.000000
stake1uym3nh503jku544302937xnnw50744aj63r6vm0rdq2gaycttg7uf,8,1,3.016206,2023-06-20 19:43:26,2023-09-27 14:30:20,2023-09-27 14:30:20,t,1,pool1lx3vj9zapwz9hlrj04yw8dfsk8e3d8nsljw4wwx4glfx2ph5l0m,2022-11-01 21:14:41,374,1,drep_always_abstain,2025-02-11 19:48:25,203052.381879,441,19,203052.381879,2023-10-08 00:17:01,0.000000
stake1uyyl9720cgufzexqxr4qlcwe9ymd7gu2ls3c9dxryrlp7ugajlkc7,9,1,3.016206,2023-06-20 19:43:26,2023-09-27 15:50:14,2023-09-27 15:50:14,t,1,pool165aluqv7dcdnragfy2aeny4xue03xyefwusat8wlpu8mqxpu2m8,2022-11-01 21:07:58,374,1,drep_always_abstain,2025-02-11 19:44:03,199909.784734,441,19,199909.784734,2023-10-08 00:13:50,0.000000
stake1u8frdfav0ynjfn5c2q4wk54awjx8wk0kc4tf4hzkk2mvcpstqeh6g,3,1,3.014464,2023-07-25 12:01:31,2023-09-26 19:20:12,2023-09-26 19:20:12,t,1,pool1stgy93q7wjsuajc8hnffj5wddkp8w8x5nnf70jfmj5r3zj6hr6j,2022-11-04 19:50:17,375,1,drep_always_abstain,2025-02-11 18:28:19,15319.244568,441,12,15319.244568,2023-10-08 00:19:56,0.000000
stake1u8wzsfttqkylfm6xkhnxnlpcvesx2kg65v56dhkmdm90t9gfmkr8c,3,1,3.014464,2023-06-25 12:01:37,2023-09-27 17:40:05,2023-09-27 17:40:05,t,2,pool1wyrr7n6sgwqva8qyva82uw0mawvedx5jurqkzc5pa74vqx56z3g,2022-11-01 18:37:16,374,1,drep_always_abstain,2025-02-11 18:16:33,20969.576154,441,18,20969.576154,2023-10-08 00:13:31,0.000000
stake1u909uw2aey5ccvkltvjtreqt9vpqeul9zxryuzfj94x3vsc6ekql7,24,1,3.014464,2022-06-17 00:02:00,2023-09-27 14:30:20,2023-09-27 14:30:20,t,1,pool1qp20c7jwxnu6rmh3tgzlmlyaxg77awdh9f94a3g5y3lxvr523rn,2022-03-25 21:47:08,330,1,drep_always_abstain,2025-02-11 18:18:05,974541.740548,441,94,974541.740548,2023-10-08 00:11:30,0.000000
stake1u94xkexfh54yvzk26r3fxy5xv5ltq9fsavgvmjx54jzddush3v83v,3,1,3.014464,2023-07-09 12:01:28,2023-09-27 14:30:20,2023-09-27 14:30:20,t,1,pool14uhzw8vmdcdq6ednqv09n55wanntuuxjwdldmc8cl2zp6a6z2h0,2022-11-02 14:51:31,375,5,drep_always_abstain,2025-02-11 03:04:05,20550.393131,441,16,20550.393131,2023-10-08 00:17:48,0.000000
stake1u98tlzzv8tmurf5xypzpj0a50mchwjjxs4ptr5pwnqjhzzgw8faqn,3,1,3.014464,2023-07-19 12:02:18,2023-09-27 16:21:20,2023-09-27 16:21:20,t,1,pool186uw5gwdedads7mkr064k05qjqlxr2whqypjdzrgz02vscmz3yy,2022-11-03 21:29:56,375,1,drep_always_abstain,2025-02-11 19:46:20,14882.410345,441,13,14882.410345,2023-10-08 00:19:34,0.000000
stake1u9egh4w3lup0cjgmujussljs35x9a2recqfgvevzs6rezpcndwdsu,3,1,3.014464,2023-07-13 12:01:23,2023-09-26 21:30:25,2023-09-26 21:30:25,t,1,pool14cqn5jmfpw34azued5se235ml0ace3awst94cu682y8d29ndlrr,2022-11-03 19:19:47,375,5,drep_always_abstain,2025-02-11 03:04:00,18547.969985,441,15,18547.969985,2023-10-08 00:18:19,0.000000
stake1u9f3d7ksntme28nle2c2p2zpq9334vtnyv8wld4vmtn0kaspdmx74,3,1,3.014464,2023-06-24 12:01:31,2023-09-26 19:10:09,2023-09-26 19:10:09,t,2,pool1wyrr7n6sgwqva8qyva82uw0mawvedx5jurqkzc5pa74vqx56z3g,2022-11-01 18:36:10,374,5,drep_always_abstain,2025-02-11 03:13:18,19453.132773,441,19,19453.132773,2023-10-08 00:12:45,0.000000
stake1u9f7jzpwqrgwxxc9ma8amjzvu26n6c8xcxcxyn9h3jqy2vgpq8zqs,3,1,3.014464,2023-07-03 12:01:28,2023-09-27 15:20:37,2023-09-27 15:20:37,t,1,pool13xga85s5y0zl3ug9q4np3ysqclakrma2jw99c3myd7kmwwxhmhe,2022-11-02 14:18:33,375,1,drep_always_abstain,2025-02-11 19:53:59,20341.984753,441,17,20341.984753,2023-10-08 00:14:08,0.000000
stake1u9m9gm5lc4259n9sruc8d3cgam9k0f0krdylqs0p0dntzzss7e5gv,3,1,3.014464,2023-06-22 01:16:13,2023-09-27 16:00:54,2023-09-27 16:00:54,t,1,pool1qm56y83vzd89t80lz9t2x98keukxazlme8a7cx2g07jkzu60zps,2022-10-11 21:53:14,370,1,drep_always_abstain,2025-02-11 19:58:19,20095.853820,441,19,20095.853820,2023-10-08 00:12:33,0.000000
stake1u9q3sfzwq4x542spmf3r2kswhrzdryfjy3htkjevnq9tgqsh6gc6r,3,1,3.014464,2023-07-12 12:01:21,2023-09-27 17:30:23,2023-09-27 17:30:23,t,1,pool1l2jv8nn6777cwjyt96lxamt5a0h8s807mve9u6hasdypqv5cszk,2022-11-03 19:18:52,375,5,drep_always_abstain,2025-02-11 03:03:38,18180.898288,441,15,18180.898288,2023-10-08 00:18:00,0.000000
stake1u9rh6ucawdqddla96snwjt4nc6r8l7m4g6f4a0s2g6rqqqq6208ql,3,1,3.014464,2023-07-02 12:01:39,2023-09-27 17:10:32,2023-09-27 17:10:32,t,2,pool13xga85s5y0zl3ug9q4np3ysqclakrma2jw99c3myd7kmwwxhmhe,2022-11-02 14:20:14,375,1,drep_always_abstain,2025-02-11 18:25:04,17831.345656,441,17,17831.345656,2023-10-08 00:17:01,0.000000
stake1u9rt2uymmhgf80w4zwgcla5e69rpz6xq4j4nrrw5gx4yn4c88ycez,3,1,3.014464,2023-07-16 12:01:24,2023-09-26 19:20:12,2023-09-26 19:20:12,t,1,pool1j2wjlmw53xl40sqhxw9yk0y96nhyg8sjswwk5utntukwws0zda2,2022-11-03 21:25:32,375,1,drep_always_abstain,2025-02-11 18:29:05,16467.809088,441,14,16467.809088,2023-10-08 00:18:58,0.000000
stake1ux045sg3s2xd283d66xq3w22lyd89mtzy8lhcwjt2upxdwq90z9xv,3,1,3.014464,2023-07-18 12:01:42,2023-09-26 21:20:39,2023-09-26 21:20:39,t,1,pool1slmxqrcuddvefaymn2mm9qy3633ds7kw5wcw0kcg59kwyx5c6hn,2022-11-03 21:28:48,375,1,drep_always_abstain,2025-02-11 18:19:55,17826.139556,441,13,17826.139556,2023-10-08 00:18:58,0.000000
stake1ux4cr3llg2p20yxvgawlvqdx09n7yg48ty5yzp6jttckmjcdfckj4,3,1,3.014464,2023-07-01 12:01:24,2023-09-26 21:30:25,2023-09-26 21:30:25,t,1,pool1vscdcudhndfte7v0f2ywnflw4sqm6wptzh06xd74hq45jmzn02l,2022-11-02 14:11:01,375,1,drep_always_abstain,2025-02-11 19:52:28,23349.377771,441,16,23349.377771,2023-10-08 00:17:01,0.000000
stake1ux56fz2fqdycds6gquldk2tpkuyyp8ntlmp86jp5lg9qz6s90hyhh,3,1,3.014464,2023-07-05 12:02:35,2023-09-27 18:20:07,2023-09-27 18:20:07,t,1,pool19hycpwuvqd6w5zhrx89axun76phd7tjmq5trmxjzu5x82qa0lwk,2022-11-02 14:27:40,375,5,drep_always_abstain,2025-02-11 03:08:01,14271.652636,441,16,14271.652636,2023-10-08 00:14:37,0.000000
stake1uxgncgzw3009p07r9e0rs6n0f50asnch069gj6aydh0l50qgh84np,3,1,3.014464,2023-07-23 12:01:24,2023-09-27 18:20:07,2023-09-27 18:20:07,t,1,pool1re5ld34xeljh839pnc0m26yaxyp36cl0c8fajvuxrp6lu69fqpz,2022-11-04 19:47:01,375,5,drep_always_abstain,2025-02-11 03:08:01,15236.294146,441,13,15236.294146,2023-10-08 00:14:37,0.000000
stake1uxqzfuvxfrlval94umaaelljmnrma7hvyzh57gckztv4qfqa249an,3,1,3.014464,2023-07-11 12:01:22,2023-09-27 18:30:20,2023-09-27 18:30:20,t,1,pool1l2jv8nn6777cwjyt96lxamt5a0h8s807mve9u6hasdypqv5cszk,2022-11-03 19:15:50,375,5,drep_always_abstain,2025-02-11 03:14:40,17851.524812,441,15,17851.524812,2023-10-08 00:17:48,0.000000
stake1uxtnm2vyx8yw8hdetyzpt8w3emktfkkdv8wu7g6e5pu38cs39hthf,3,1,3.014464,2023-07-04 12:02:22,2023-09-27 16:00:54,2023-09-27 16:00:54,t,1,pool19hycpwuvqd6w5zhrx89axun76phd7tjmq5trmxjzu5x82qa0lwk,2022-11-02 14:25:16,375,1,drep_always_abstain,2025-02-11 19:39:07,16234.384014,441,17,16234.384014,2023-10-08 00:14:11,0.000000
stake1uxvv6chm2fh5vg9jygkvq2la6zkgamp29c5dqvg2e37dg8cpyjlvf,4,1,3.014464,2023-06-20 19:43:07,2023-09-27 18:30:20,2023-09-27 18:30:20,t,1,pool18t5chuxq82ssl39fczux8lyxfrnr6l92gavrkz27vvc4vjwgvjf,2022-11-01 18:13:35,374,1,drep_always_abstain,2025-02-11 18:25:46,17531.432538,441,10,17531.432538,2023-10-08 00:15:22,0.000000
stake1uy2g37qx3haqw9lj9a7z6wds5ff6n3qfen6d0tghy0fwyrszng987,3,1,3.014464,2023-07-17 12:02:16,2023-09-26 21:50:24,2023-09-26 21:50:24,t,1,pool1slmxqrcuddvefaymn2mm9qy3633ds7kw5wcw0kcg59kwyx5c6hn,2022-11-03 21:27:48,375,1,drep_always_abstain,2025-02-11 19:41:15,18711.383784,441,13,18711.383784,2023-10-08 00:18:58,0.000000
stake1uy2umq66zp8cqdlluc6fzd5uc6ly7vaqyq887s99q07aarq9yyu83,3,1,3.014464,2023-06-26 12:01:15,2023-09-27 17:40:05,2023-09-27 17:40:05,t,1,pool1nz32f8nhawty9x29q6azxpqlxh406595lmldn3lgsq3ewae0tlx,2022-11-01 18:33:21,374,1,drep_always_abstain,2025-02-11 19:53:07,22653.327597,441,18,22653.327597,2023-10-08 00:13:31,0.000000
stake1uyjl0zthm0vpy3ga89ugdfjhq77fe0yw8pqhwztvtrg709cwea58h,3,1,3.014464,2023-07-29 12:01:42,2023-09-27 14:30:20,2023-09-27 14:30:20,t,1,pool1s9dxgxnu72x60aluxqs7dxu5w344vldp8sgesfzzzgd5w0ln8r8,2022-11-04 19:56:10,375,1,drep_always_abstain,2025-02-11 19:49:19,15365.155816,441,12,15365.155816,2023-10-08 00:20:49,0.000000
stake1uyuznshe6qagevyg85sm2yjelad4wdhjagxap5rvalynyzgmjmhud,3,1,3.014464,2023-07-07 12:01:29,2023-09-27 17:30:23,2023-09-27 17:30:23,t,1,pool1a2jn7cgnqzxexx7p5pdrtc3tfgjm0x4csf9ax4sa69g9kkxxke6,2022-11-02 14:48:01,375,5,drep_always_abstain,2025-02-11 03:03:38,17741.834450,441,16,17741.834450,2023-10-08 00:17:48,0.000000
stake1u8f6v24kuva0lyn3v7wtx2d8kmxtq474cznuekj7vk2zw0qhaw5js,4,1,3.012722,2023-06-27 12:01:41,2023-09-26 19:40:05,2023-09-26 19:40:05,t,1,pool1nz32f8nhawty9x29q6azxpqlxh406595lmldn3lgsq3ewae0tlx,2022-11-01 18:44:12,374,5,drep_always_abstain,2025-02-11 03:13:18,18965.256851,441,18,18965.256851,2023-10-08 00:13:50,0.000000
stake1u8wstmnw7dyrynp5yw9pxzjtnmr8uq57rk5d6uua5d2l0scjyd5x7,4,1,3.012722,2023-07-24 12:01:21,2023-09-26 19:40:05,2023-09-26 19:40:05,t,1,pool1re5ld34xeljh839pnc0m26yaxyp36cl0c8fajvuxrp6lu69fqpz,2022-11-04 19:48:05,375,1,drep_always_abstain,2025-02-11 19:59:07,13169.709718,441,13,13169.709718,2023-10-08 00:19:56,0.000000
stake1u8y5wvzl70uhf4saelfd2e2qr4t5flg9z9feu4l8ujrmy0qhcdr2l,4,1,3.012722,2023-07-22 12:01:48,2023-09-26 21:20:39,2023-09-26 21:20:39,t,2,pool1nz2pnmn624uvl5dmadvzesd0lpy36s6t8g3xwu36d9cy2f5n2kt,2022-11-03 21:38:10,375,1,drep_always_abstain,2025-02-11 19:41:55,14400.371514,441,11,14400.371514,2023-10-08 00:19:56,0.000000
stake1u94hd85km4c2dsvu59pfmwzqjjdqm6ph2xlqpuyg4wc77ds6gq28k,4,1,3.012722,2023-07-06 12:01:19,2023-09-27 18:20:07,2023-09-27 18:20:07,t,1,pool1a2jn7cgnqzxexx7p5pdrtc3tfgjm0x4csf9ax4sa69g9kkxxke6,2022-11-02 14:46:14,375,1,drep_always_abstain,2025-02-11 18:21:42,15669.123463,441,16,15669.123463,2023-10-08 00:17:48,0.000000
stake1u9afphw0vh5htqhx9ch76v2nfvk25ux5cz7cpl3evcte9ugugwlww,4,1,3.012722,2023-07-28 12:01:18,2023-09-27 15:20:37,2023-09-27 15:20:37,t,1,pool1dp768j37vc5zfeg0kygauvpx4l7474qe9dcw7c7t68e2krak2c7,2022-11-04 19:55:46,375,5,drep_always_abstain,2025-02-11 03:16:09,12806.982587,441,12,12806.982587,2023-10-08 00:20:49,0.000000
stake1uxsylehgc33v3rpd2xajkmnsqa0cragt25c4x62qkmucjpqyak2jp,4,1,3.012722,2023-07-21 12:01:15,2023-09-26 19:30:18,2023-09-26 19:30:18,t,2,pool1nz2pnmn624uvl5dmadvzesd0lpy36s6t8g3xwu36d9cy2f5n2kt,2022-11-03 21:40:52,375,5,drep_always_abstain,2025-02-11 03:08:40,15510.998458,441,11,15510.998458,2023-10-08 00:19:34,0.000000
stake1uxyu2ypd7rptwlneec2dv686szan2zlptsmq63a5safq6ssptphea,4,1,3.012722,2023-07-27 12:01:47,2023-09-26 17:10:34,2023-09-26 17:10:34,t,1,pool1dp768j37vc5zfeg0kygauvpx4l7474qe9dcw7c7t68e2krak2c7,2022-11-04 19:51:28,375,1,drep_always_abstain,2025-02-11 19:56:54,12300.779874,441,12,12300.779874,2023-10-08 00:20:49,0.000000
stake1uy4kksweys6elwzl40r2m2ceqxu36n786myn4rc9evd4f3qm6nfzx,4,1,3.012722,2023-07-10 12:01:28,2023-09-27 15:10:36,2023-09-27 15:10:36,t,1,pool1tj7x0rmcq2x05xvk6wsz5n39f70tr3qrt4w350vgyzp4jckdyn9,2022-11-02 14:54:08,375,5,drep_always_abstain,2025-02-11 03:14:40,14749.245241,441,15,14749.245241,2023-10-08 00:17:48,0.000000
stake1uy4x68z8qlstyy92rdruvwyhhfayk3h7tc08cvmkj58xhjcpkhu9z,4,1,3.012722,2023-06-29 12:01:30,2023-09-27 14:30:20,2023-09-27 14:30:20,t,1,pool1lx3vj9zapwz9hlrj04yw8dfsk8e3d8nsljw4wwx4glfx2ph5l0m,2022-11-01 21:16:26,374,5,drep_always_abstain,2025-02-11 03:10:51,19373.215316,441,18,19373.215316,2023-10-08 00:17:01,0.000000
stake1uyfxqvu90hd9nlmsc709aklwfequf96juhqljukxr7jzpaqwsh4lp,5,1,3.012722,2023-06-20 19:43:07,2023-09-27 14:30:20,2023-09-27 14:30:20,t,1,pool18t5chuxq82ssl39fczux8lyxfrnr6l92gavrkz27vvc4vjwgvjf,2022-11-01 18:16:45,374,5,drep_always_abstain,2025-02-11 03:09:41,12281.677518,441,10,12281.677518,2023-10-08 00:15:22,0.000000
stake1uyh9hw3lll8gr6k9um9a24a8pcyz6yj4aq9ld9u5l43q96sdg2ay9,27,1,3.012722,2022-01-31 11:38:37,2023-09-26 19:20:12,2023-09-26 19:20:12,t,1,pool1f8py9p8xrt2ccmjeapjuwn5mpg9rve2wkgy34kzxu8zwcd3wpv6,2022-03-21 19:23:36,329,5,drep_always_abstain,2025-02-11 03:14:40,1396320.982328,441,111,1396320.982328,2023-10-08 00:07:59,0.000000
stake1uynsac74dcvw940vk86wgkzxu80emld2tmwlwut470h5t5q026fhw,4,1,3.012722,2023-07-30 12:01:36,2023-09-27 16:21:20,2023-09-27 16:21:20,t,1,pool1s9dxgxnu72x60aluxqs7dxu5w344vldp8sgesfzzzgd5w0ln8r8,2022-11-04 19:57:11,375,0,,,10618.437287,441,11,10618.437287,2023-10-08 00:20:49,0.000000
stake1uypu4ykcpjpgtnewvyvzl9sfg47zqc7cywkrq8aqeuxnaec8y9qar,29,1,3.012722,2022-01-28 17:23:12,2023-09-27 18:10:13,2023-09-27 18:10:13,t,1,pool1evlpg292f5jqeffgah7ejtt9px68xdvyn2glp4cwtv8l6mgu6qe,2022-03-21 17:58:39,329,5,drep_always_abstain,2025-02-11 03:09:41,1396112.837022,441,113,1396112.837022,2023-10-08 00:04:47,0.000000
stake1uxghxrup8sec7n5zsysjrvgextaj62mfy3n5078mu3zaxlgj3crd6,27,1,3.000525,2022-01-28 17:24:46,2023-09-27 14:30:20,2023-09-27 14:30:20,t,1,pool1zmmwnfm8mwu5qrfah60hxa8w7lrsd0dgwpvj5ldt63a82c63xgc,2022-03-21 18:51:12,329,1,drep_always_abstain,2025-02-11 19:53:33,1527041.583669,441,111,1527041.583669,2023-10-08 00:08:56,0.000000
stake1u8vfctapg79ytgtnehsm3rx8rwqt9k3tzuav6dz0qjhc2usfqfrcm,33,1,2.995298,2022-01-28 17:07:45,2023-09-27 17:10:32,2023-09-27 17:10:32,t,1,pool1vheljad46m5040lj0z0f6j966ft78tl7ms4rj64ytrr7kw7t3dl,2022-03-21 18:35:58,329,5,drep_always_abstain,2025-02-11 03:03:38,1569450.199751,441,113,1569450.199751,2023-10-08 00:07:53,0.000000
stake1uycpuensksew5q847a3yng79tkjlx0ql5s37s4jt0ny7k7cfeywsz,19,1,2.990070,2022-09-22 12:00:42,2023-09-27 20:40:06,2023-09-27 20:40:06,t,1,pool14nxj3szga2tgllwenjgajfl3y4t570yghhyk36d2heuqvy63wl3,2022-07-26 23:50:48,355,1,drep_always_abstain,2025-02-11 18:18:39,1114926.290890,641,75,1114926.277716,2023-10-23 00:11:40,0.013174
stake1u8m8lgr5u65kdhc3u2p7ahxdtj7cwh2lxgjemy7975emyqs80f929,37,1,2.962144,2022-08-23 00:01:02,2023-09-27 20:40:06,2023-09-27 20:40:06,t,2,pool1dqzprrl8305mlysnh85znqpe22lg0q2d9zest7jjhugajuf46kv,2022-08-29 19:38:01,362,5,drep_always_abstain,2025-02-11 03:03:38,1212183.944615,625,129,1212183.912992,2024-11-11 00:07:26,0.031623
stake1u9syjjz72yumjuus538m0ktrfgm5jy4ly3zy3xk08m8k93c4put4e,53,1,2.953432,2022-01-27 15:40:59,2023-09-27 20:40:06,2023-09-27 20:40:06,t,1,pool1evlpg292f5jqeffgah7ejtt9px68xdvyn2glp4cwtv8l6mgu6qe,2022-03-21 17:57:22,329,5,drep_always_abstain,2025-02-11 03:16:09,1385928.764020,441,112,1385928.764020,2023-10-08 00:04:47,0.000000
