endpoint,endpoint_kind,pools,stake_ada,delegators,tickers,pool_bech32s
dns:relay.cardano.securestaking.io,dns,5,214252478,9974,SECUR SECUR SECUR SECUR SECUR,pool15yyxtkhz64p7a8cnax9l7u82s9t9hdhyxsa3tdm977qhgpnsuhq pool1xjhzgchsl2ccvc5pj3aqytv9hh0jnaz63wtfnw4th07tjypm46x pool1lhz4gsk5ezdl5s4mv2kxgrkhzzhad6me2v0xmwuyt845vensdlc pool13qdkwy5y88ncr5qpjrh8hgtf94d0zw4wuhgezjg3hvlyyrh37c7 pool14n77mmxh6a2d9k05jamzdwsws2ayvkyje8uc7led958p63at3aj
dns:secur2.cardano.securestaking.io,dns,5,214252478,9974,SECUR SECUR SECUR SECUR SECUR,pool15yyxtkhz64p7a8cnax9l7u82s9t9hdhyxsa3tdm977qhgpnsuhq pool1xjhzgchsl2ccvc5pj3aqytv9hh0jnaz63wtfnw4th07tjypm46x pool1lhz4gsk5ezdl5s4mv2kxgrkhzzhad6me2v0xmwuyt845vensdlc pool13qdkwy5y88ncr5qpjrh8hgtf94d0zw4wuhgezjg3hvlyyrh37c7 pool14n77mmxh6a2d9k05jamzdwsws2ayvkyje8uc7led958p63at3aj
ipv4:148.113.17.23,ipv4,5,175627224,13359,EDEN EDEN EDEN EDEN EDEN,pool103455uc7a3477q8pdmzvny884qtlv9vhm2csxvqx2cadwuk36sq pool1cmaafeyy52ppz62jqmsm20c5p8nua7xx95lkkf96ktmqqj3w5td pool16kus5xvdysgmtjp0hhlwt72tsm0yn2zcn0a8wg9emc6c75lxvmc pool1c7jrfce3zxkk9s9enzpvwj8fuayvx3pdzc2k2es6mrw6gsfcjep pool142xwjhpcvtp7tahpmn8tlnek7smefp9wn66z67j8vjpmjxqdg56
ipv4:158.69.25.103,ipv4,5,175627224,13359,EDEN EDEN EDEN EDEN EDEN,pool103455uc7a3477q8pdmzvny884qtlv9vhm2csxvqx2cadwuk36sq pool1cmaafeyy52ppz62jqmsm20c5p8nua7xx95lkkf96ktmqqj3w5td pool16kus5xvdysgmtjp0hhlwt72tsm0yn2zcn0a8wg9emc6c75lxvmc pool1c7jrfce3zxkk9s9enzpvwj8fuayvx3pdzc2k2es6mrw6gsfcjep pool142xwjhpcvtp7tahpmn8tlnek7smefp9wn66z67j8vjpmjxqdg56
dns:private-pools.fivebinaries.com,dns,5,67975163,10286,,pool1398lzhvtaa0hgz305d2jz4urfkwkkt66yv476wqe6att2f7dphh pool1nhhsh9yhlrvj9e3nce0zpx0xm2xlt6tx7gqakhr6hjc8wy84sat pool1k2qhlrrweu8fecd4hx4hn22lv00nrd3rjdxj6durax7m78q7ynu pool1z9m2kxeat06t30yf6ar7sqpert0cjdgxzcv2dv36dcwcqcqtgk4 pool1z5rt6kn6yvuczj44qla73mfyln9l55lw0jkz6x4kjw00u32zec3
ipv4:116.203.210.102,ipv4,5,2058831,290,VENUS ERA CPU CAHLI MINES,pool1r8938r4ts8f4t8nsp9xl9dktzapt7f67jgpsp4wrju39xrdnaye pool1zvm45jj5wz6kgfr2xfg75rx0auzxaedu4ulddhnrzk4uwuyuvpn pool1k3wpsc8q8za2qeptx5kv73r76hs5gvp59gga6ad6u5hnj3scy3q pool18mnua97ndq302yw2c6aaw6msx5rgf79mfnk4xe5y92tvjl45etl pool18e0uhtm4pspfrnktwguypytjfgwz6dw6zzn3gulpdjfx7qd0439
ipv4:5.161.139.193,ipv4,5,2058831,290,VENUS ERA CPU CAHLI MINES,pool1r8938r4ts8f4t8nsp9xl9dktzapt7f67jgpsp4wrju39xrdnaye pool1zvm45jj5wz6kgfr2xfg75rx0auzxaedu4ulddhnrzk4uwuyuvpn pool1k3wpsc8q8za2qeptx5kv73r76hs5gvp59gga6ad6u5hnj3scy3q pool18mnua97ndq302yw2c6aaw6msx5rgf79mfnk4xe5y92tvjl45etl pool18e0uhtm4pspfrnktwguypytjfgwz6dw6zzn3gulpdjfx7qd0439
ipv4:35.164.48.223,ipv4,5,525,6,STBL2 STBL5 STBL4 STBL1 STBL3,pool166fpvc9lelw8pdvc4n3xeqns5ktkkmzu4plaen999fwy2xytgce pool1x9tc05u8dqefrdyw9pgxn72szr7p2peyd7xgqs3l28s76f59c0y pool1ajpxqyq3p3aczgaxuc66lwtgzhrapzu6duk90dz0wz5twh9jzyw pool1w92z3lxwrycf3kmf075dja2fwem0luyjc4ysv2afh6sg554qjwn pool18au4xxwcu552tjyxgyfssc95lwcf08g49z0ln5f7l060qh8r3wv
ipv4:103.127.207.20,ipv4,5,3,2,,pool1u6rml05w6hpl3t3ft8zwng6quksexa97wsxgdpg5kj4f78hhv7h pool16vk9aj2ml9llc3upqg8jpgn6lzkqakty8nkgx3vy0ayf78zdsgj pool16ceelqjus36kgzkcscnjstv0upva203vvzv8zdpv06h9cjgzynz pool137fwd42fzdpddzxh56gxntpke3hcm5scr7f0fwn9f3xrsd4pu20 pool1p7mhtnmcst29u7ws7d70lhugg4udywmhdgggy4km0dnnga0tymr
dns:167.172.1.22,dns,5,0,1,,pool12fvqhdv6wx77zkjdq06k5ylzswd06w7yavt8fd6sm5pwk30k9l4 pool13ugz5ye96g5jcxw2c3kt9x7cc75p4lmxl2jz7cy0a4xkkju0dr0 pool1tn49xn2jpq62uwff9lt8d25kfzhu3nzjkkytq8pc062n6c7h6tg pool1nms3yppslynx2etssx3sslg0mzpc345wzynf64lzjmfyg6ghj9t pool1yjeekxeu402msk7pnj9vkrtr9glf95jd2tzwwrld309m2flq7yu
ipv4:103.127.207.19,ipv4,5,0,2,,pool1swywvk87zmgypz45ura8d5af6aw5nrrgalt96raqm6ze2uqkhk0 pool1qdrzlpjyf8qvscu3wyttg6z9s475mfmlkk69ulpmlekgyx73fuy pool1p7mhtnmcst29u7ws7d70lhugg4udywmhdgggy4km0dnnga0tymr pool1l2z734tugnn4tue9sw6e39nr6pcgv7wqynpra4maz4j92wzws8c pool10n5e9hupkx0fs39fmhzpusdhd25vh6twxyq2n5dncegpkumhuz5
dns:gateway.adavault.com,dns,4,216166630,12121,ADV3 ADV ADV2 ADV4,pool1ahazpr2yz5gljk2m4q8g7wnmq7m2sr9unhdfmr5arhqrjnntwdz pool1xytvsd9qnvqxpthh9p8k85e823trvn3npxeur8kr9zhkqz5uls9 pool18vej0s9gska8c847aj95g9v24duuxg2g63d5cuqngnxew643jw9 pool19k9grwq9cdswn4k7vxzmwcls24jj3466g4s4xr5vucehcqpslfy
dns:relay1.nedscave.io,dns,4,123566812,7171,NEDS1 NEDS4 NEDS3 NEDS2,pool1qfxukshs4fkcrflzdnxa2fdza5lfvew3y6echg8ckaa4q8m5hyf pool1vdh6kxcqt9mxavyv80ggnec6jjwms44ms30rhle3lt266aj8jgh pool1gas95lqlch5pj5e4lwg78gxlq7km9xfurfd557x4tgwk5kktd04 pool1cn0dqtplwf67fds40hgkf0u5rm4q4azev5qutmgkw5hdyvue2ue
dns:relay2.nedscave.io,dns,4,123566812,7171,NEDS1 NEDS4 NEDS3 NEDS2,pool1qfxukshs4fkcrflzdnxa2fdza5lfvew3y6echg8ckaa4q8m5hyf pool1vdh6kxcqt9mxavyv80ggnec6jjwms44ms30rhle3lt266aj8jgh pool1gas95lqlch5pj5e4lwg78gxlq7km9xfurfd557x4tgwk5kktd04 pool1cn0dqtplwf67fds40hgkf0u5rm4q4azev5qutmgkw5hdyvue2ue
dns:relay3.nedscave.io,dns,4,123566812,7171,NEDS1 NEDS4 NEDS3 NEDS2,pool1qfxukshs4fkcrflzdnxa2fdza5lfvew3y6echg8ckaa4q8m5hyf pool1vdh6kxcqt9mxavyv80ggnec6jjwms44ms30rhle3lt266aj8jgh pool1gas95lqlch5pj5e4lwg78gxlq7km9xfurfd557x4tgwk5kktd04 pool1cn0dqtplwf67fds40hgkf0u5rm4q4azev5qutmgkw5hdyvue2ue
dns:relay4.nedscave.io,dns,4,123566812,7171,NEDS1 NEDS4 NEDS3 NEDS2,pool1qfxukshs4fkcrflzdnxa2fdza5lfvew3y6echg8ckaa4q8m5hyf pool1vdh6kxcqt9mxavyv80ggnec6jjwms44ms30rhle3lt266aj8jgh pool1gas95lqlch5pj5e4lwg78gxlq7km9xfurfd557x4tgwk5kktd04 pool1cn0dqtplwf67fds40hgkf0u5rm4q4azev5qutmgkw5hdyvue2ue
dns:cardano-relays.autostake.com,dns,4,93941527,4565,AUTO AUTO AUTO AUTO,pool1zz7x8ergn02chznayj9fjds2gk5q6prmpdr49faspd65kzqsrjs pool1ljywsch33t7gaf02aeeqkqpuku0ngpwl9fm04t7u5sl5xyunmgp pool1yet04d4ykpp7me8uc2jx2glxrx88kt9uhmv6jeh7xkmtu5zucna pool194usk2h8vcq6yw89xs5asrvw22g08kcfy72xyfrnnkg6qrhtlfw
dns:relay.azureada.com,dns,4,81155971,12714,AZUR AZUR2 AZUR3 ZILLA,pool108zdflss3ayqlm5c7vr6mtqj2uwl99vk28ur8dv4zswdzt6yauc pool1m4enp55hp80tf6xl7k6f6593wnyu3pr83xfvef9x3ktdw9m0em5 pool1hkklrx9ac7w57d79mnv76rxlgq4acg5ecwhyep7k3zn0u5cz2k9 pool12jzydsj2yjjn59zefvgz2q47rvfk950xckm5x4ejcdvucueg5c8
ipv4:202.61.246.91,ipv4,4,72759343,1124,SPS2 SPS5 SPS4 SPS3,pool10quq4wlghwrvmhdzc7geq22pyhzegccwj56ax2g8hx0cjfahufs pool1xftlxx9slpz59thcgtwgdj3k9e0ntn3p4qnmzs3r84dkx0hccjc pool1mqy259k253xryf4hvdq0n72n2uvadcgp34r0fxwpqzm0z5n0qp6 pool1lqucyxuvjktfmpf7fd28j54cfgamyrxed344vnwlm9wqkwjeqwk
dns:asia.jazzstakepool.net,dns,4,72336816,504,JAZZ3 JAZZ JAZZ2 JAZZ4,pool1hsq2jrulgj97tna2femdhsfn2wurkkwt8uk9uvs42h9zs0a783p pool1h0524mtazrjnzqh5e4u060jsfk8lpsqqjfpa5gygjwuhqu34wvt pool1gwnu7f7qgaruxph8gn3u28qphvquvnj63elyd3r0nndacj9g9pa pool1fmcv9p7vv754rwc0p6ud2mgm76vnn0gq0gngrk7rq400vsvhsvs
dns:relays.onyxstakepool.com,dns,4,65429160,2778,ONYX ONYX ONYX ONYX,pool1tdvqgy6mq7lx7d345e276xmgmhh3s4zj8dzu6xzq5m7rx4tzkg2 pool17xextu09ghdfcmsq83whq0a45geg83jxe4qt94sevu087tzdzkl pool1g6g2d09le8hd6nv9jhyavewdnw8tu0ndst4lqysd00ru24cav0a pool1q5sspejl875flc0z6wh9y9zxkgqnk0y3aaw8jc0pkxs6cpavm4q
dns:missouri.cardanode.io,dns,4,55333662,6152,CNODE FUND FUND2 FUND3,pool1qa6lqyu67ghpa0evxfu9nzqkj3h82qpfku82ec79zdwru4pd25m pool1jufp9k6gmyusvch65ra8yk2s7wu6cx5fsgnltl83p93ejg6h3xg pool1lkcd3w5g6s6v3hf6kwt55dqpalrmq9h9f3ec033nnzhvgjgl860 pool17wsk3ww9asev7kfk9ktfw2cxcq865jq2l796aue66xldwx6cy82
dns:perth.cardanode.io,dns,4,55333662,6152,CNODE FUND FUND2 FUND3,pool1qa6lqyu67ghpa0evxfu9nzqkj3h82qpfku82ec79zdwru4pd25m pool1jufp9k6gmyusvch65ra8yk2s7wu6cx5fsgnltl83p93ejg6h3xg pool1lkcd3w5g6s6v3hf6kwt55dqpalrmq9h9f3ec033nnzhvgjgl860 pool17wsk3ww9asev7kfk9ktfw2cxcq865jq2l796aue66xldwx6cy82
dns:relay0.bluecheesestakehouse.com,dns,4,31068214,2992,BCSH BCSH1 BCSH6 BCSH5,pool1qzlw7z5mutmd39ldyjnp8n650weqe55z5p8dl3fagac3ge0nx8l pool1qzlwlyu92fsx94qu6u5nw3sy334f5yat3dv3jgx0grrsv0kp422 pool1qzlw76zztkg02rywyypyw6s0gtkg2zpkaxhl6cq7eauqg8h9659 pool1qzlw756y0z6ehg9jkerrfrydr7qlvzl5pgset33h3h2akst593a
ipv4:127.0.0.1,ipv4,4,101862,11,FREE,pool18q92uyx3973u3qt64nxf8p7us58gwkytrn0c3ed2a99s5uc9usc pool1ju00mkurj9t920staddyd3ln9r98kktx38jrer0zp82eg8x36jf pool1sqxvayj9w80g42w7chla9x56atj75jwxvkrkrtkcvcyjcak9wx2 pool16zfptlhz8qd0zhufg5w09cp44rm50xt3mphwt28l4cxw55ewvh0
dns:relay1.celts.io,dns,4,1132,4,,pool1vkaycnf2sv8rxzv4nex8s2unnzahtjs8eht9ypua4takugjgaa0 pool18qamc87vnl2sjd888f3gv4ssh4qjww859z9v6mr622fvjhemunh pool1qhnjcmyy9xrf00z4uj66yedje5ue2ukqte2hr6dmty9a2gz7tu5 pool17p4syst04f92ylfzlcn8qwq8w5muxkwqn0a5fl98ksxhwj6y7g7
dns:relay2.celts.io,dns,4,1132,4,,pool1vkaycnf2sv8rxzv4nex8s2unnzahtjs8eht9ypua4takugjgaa0 pool1qhnjcmyy9xrf00z4uj66yedje5ue2ukqte2hr6dmty9a2gz7tu5 pool17p4syst04f92ylfzlcn8qwq8w5muxkwqn0a5fl98ksxhwj6y7g7 pool18qamc87vnl2sjd888f3gv4ssh4qjww859z9v6mr622fvjhemunh
dns:relay3.celts.io,dns,4,1132,4,,pool1vkaycnf2sv8rxzv4nex8s2unnzahtjs8eht9ypua4takugjgaa0 pool18qamc87vnl2sjd888f3gv4ssh4qjww859z9v6mr622fvjhemunh pool17p4syst04f92ylfzlcn8qwq8w5muxkwqn0a5fl98ksxhwj6y7g7 pool1qhnjcmyy9xrf00z4uj66yedje5ue2ukqte2hr6dmty9a2gz7tu5
dns:frey-0.jotunn.com,dns,4,0,0,,pool1sgrrjyfj3ujzqrgtgrt5sd9nlvsztmxm32ax79tlu4ghy58ps7q pool1lelfqaufr7mmmdkaaqd8e78a762c6ddlrnkkaepkk70nyp7ku25 pool19cfmy93acrj292lwhak0laxrlt88ndausl3fhdgq8pckxnxc6le pool1fn6rz40s843u3fwthk8eaqn6ath3z7wgfrhndskuzmslzxgtv50
dns:170.23.181.50,dns,3,245030792,5863,PPTG1 P2P P2P2,pool1lu2luhmkyayq9njh848kfknn6evwzmn3gzsxar7z3sttg7grxcm pool1c2wf97p3j9gfvfjshj99ufxerpy3aznm8tzr2fd0ua465s26th4 pool19qgfp80d2sv3p2azmygfq87g7va4s3ewd6aaulas6eqsyz4r2yl
ipv4:35.75.32.253,ipv4,3,190114005,14,SBP1 SBP2 SBP3,pool18gk8kvd9qf829nldqus92q9y640e6u0jdyfz04mmktwxvglgt06 pool1fpvs8h5q5kwpz4k2yd0vw90dgdxacr3ef508tzzewm0kysdt4eq pool1zeamhwsgj7n5wh499krl3dn2dp94tmeeh53q6g2jlm60jag2jwm
dns:relays.stakepool.at,dns,3,126340265,7607,ATADA ATAD2 ALPEN,pool1qqqqqdk4zhsjuxxd8jyvwncf5eucfskz0xjjj64fdmlgj735lr9 pool19w5khsnmu27au0kprw0kjm8jr7knneysj7lfkqvnu66hyz0jxsx pool1xnaxushl47aeha3mr3uwnxcfkvzj0um6c4zxdr064d3y68z646c
ipv4:34.23.88.7,ipv4,3,121461541,1427,MS6 MS4 MS5,pool1fpu5xurq3jx5rn626ejcx0dzzzk5lmtvdl2qkj9l4kw2sjp50dz pool1wpmjtfqcwvtcs9znpuulk99yk2zz6pfh0c4k9f2xlcspgqjndk2 pool19lz8nyz0jjpdrdtnjaar4untk4th23gpg5s7aegn7480zff4vgq
ipv4:35.211.17.86,ipv4,3,121461541,1427,MS6 MS4 MS5,pool1fpu5xurq3jx5rn626ejcx0dzzzk5lmtvdl2qkj9l4kw2sjp50dz pool1wpmjtfqcwvtcs9znpuulk99yk2zz6pfh0c4k9f2xlcspgqjndk2 pool19lz8nyz0jjpdrdtnjaar4untk4th23gpg5s7aegn7480zff4vgq
ipv4:169.58.185.200,ipv4,3,103977394,2183,SIPO SIPO2 SIPO3,pool1w6l6rvhxtym5psec3mvgrjlg28d6hrv8g9jjexadzmxfgndfg2f pool18rhzlrv83a7ygj7cp5uv8dx07qkn5drhe8nh6f3qvhv66xcyj2m pool1p5ja48uqc7pjnuqvwu7cgmspvx938qpnf4zqm0x2k0ngkh4lkjx
ipv4:169.58.186.24,ipv4,3,103977394,2183,SIPO SIPO2 SIPO3,pool1w6l6rvhxtym5psec3mvgrjlg28d6hrv8g9jjexadzmxfgndfg2f pool18rhzlrv83a7ygj7cp5uv8dx07qkn5drhe8nh6f3qvhv66xcyj2m pool1p5ja48uqc7pjnuqvwu7cgmspvx938qpnf4zqm0x2k0ngkh4lkjx
ipv4:169.58.186.9,ipv4,3,103977394,2183,SIPO SIPO2 SIPO3,pool1w6l6rvhxtym5psec3mvgrjlg28d6hrv8g9jjexadzmxfgndfg2f pool18rhzlrv83a7ygj7cp5uv8dx07qkn5drhe8nh6f3qvhv66xcyj2m pool1p5ja48uqc7pjnuqvwu7cgmspvx938qpnf4zqm0x2k0ngkh4lkjx
dns:cap-1.cardanocafe.org,dns,3,94200809,7550,CAFE CAFE2 CAFE3,pool1tdsrw0n33gmy0mzh7cgtn9p0jy5xwjxaa2s26gn2ewf8kg4nrzx pool1ufp38a9zwlvvrzcyxaxdrvav50nd7az5lyuzh4t0h3qp2gqamsx pool18ljuhhw27t85zddz0pvsmsjsz5k0mlz03pzsxgh8qarcsw5wycc
dns:cap-2.cardanocafe.org,dns,3,94200809,7550,CAFE CAFE2 CAFE3,pool1tdsrw0n33gmy0mzh7cgtn9p0jy5xwjxaa2s26gn2ewf8kg4nrzx pool1ufp38a9zwlvvrzcyxaxdrvav50nd7az5lyuzh4t0h3qp2gqamsx pool18ljuhhw27t85zddz0pvsmsjsz5k0mlz03pzsxgh8qarcsw5wycc
dns:cof-1.cardanocafe.org,dns,3,94200809,7550,CAFE CAFE2 CAFE3,pool1tdsrw0n33gmy0mzh7cgtn9p0jy5xwjxaa2s26gn2ewf8kg4nrzx pool1ufp38a9zwlvvrzcyxaxdrvav50nd7az5lyuzh4t0h3qp2gqamsx pool18ljuhhw27t85zddz0pvsmsjsz5k0mlz03pzsxgh8qarcsw5wycc
dns:cof-2.cardanocafe.org,dns,3,94200809,7550,CAFE CAFE2 CAFE3,pool1tdsrw0n33gmy0mzh7cgtn9p0jy5xwjxaa2s26gn2ewf8kg4nrzx pool1ufp38a9zwlvvrzcyxaxdrvav50nd7az5lyuzh4t0h3qp2gqamsx pool18ljuhhw27t85zddz0pvsmsjsz5k0mlz03pzsxgh8qarcsw5wycc
dns:lat-1.cardanocafe.org,dns,3,94200809,7550,CAFE CAFE2 CAFE3,pool1tdsrw0n33gmy0mzh7cgtn9p0jy5xwjxaa2s26gn2ewf8kg4nrzx pool1ufp38a9zwlvvrzcyxaxdrvav50nd7az5lyuzh4t0h3qp2gqamsx pool18ljuhhw27t85zddz0pvsmsjsz5k0mlz03pzsxgh8qarcsw5wycc
dns:lat-2.cardanocafe.org,dns,3,94200809,7550,CAFE CAFE2 CAFE3,pool1tdsrw0n33gmy0mzh7cgtn9p0jy5xwjxaa2s26gn2ewf8kg4nrzx pool1ufp38a9zwlvvrzcyxaxdrvav50nd7az5lyuzh4t0h3qp2gqamsx pool18ljuhhw27t85zddz0pvsmsjsz5k0mlz03pzsxgh8qarcsw5wycc
dns:eu.bloompool.io,dns,3,93984639,9058,BLOOM BLOOM BLOOM,pool1hntu7agmt8u5j9c20ejen7dvq0jfkvkpnul3mrdd8tppqvwfvt2 pool12vs4c3cm0tr49c7alrevfs0xa5g3s4al4fn46h33e69uusat04v pool17kew7rtakc7g6qzydntann5umw08xq3ll2j7spk7en4kvff69fa
ipv4:20.69.213.207,ipv4,3,71462336,17904,ITC ITC2 ITC3,pool138m7hevnvp664cmtralju857t5k7e4frpnaevtgpuykggr50kne pool1psk0c2p7pwactw00nkzjexdw0msn7g8nddc06eyvds6yswr3tjg pool16j3mvwws7zc9pjluyhddgea0tq647v0dh3y4nkcuckg9znjcun2
dns:na.bloompool.io,dns,3,65942762,6266,BLOOM BLOOM BLOOM,pool13crd2ljx87988umk22er6ynwadfwdqupdpcq6prc6v59z62kxse pool19r8kcmqpajlm6h5q0lv8jye0q7evdur39wfsgs4z98fcqpz9lct pool1uyvyxt9k9g038h567x8halej4x87j7m4r4zyz9lhv4dcv83husk
dns:aclrelay1.cardanoland.com,dns,3,65689823,3899,ACL ACL ACL,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3 pool1pemnlylem2e94xguhd3fytj90848kpv4agvr6rthx2tp58z79ek pool1tah22gjtc7ntrdezv49hysegcwpzafea35t6f4hn3wr2y4hz3vz
dns:aclrelay2.cardanoland.com,dns,3,65689823,3899,ACL ACL ACL,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3 pool1pemnlylem2e94xguhd3fytj90848kpv4agvr6rthx2tp58z79ek pool1tah22gjtc7ntrdezv49hysegcwpzafea35t6f4hn3wr2y4hz3vz
dns:aclrelay3.cardanoland.com,dns,3,65689823,3899,ACL ACL ACL,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3 pool1pemnlylem2e94xguhd3fytj90848kpv4agvr6rthx2tp58z79ek pool1tah22gjtc7ntrdezv49hysegcwpzafea35t6f4hn3wr2y4hz3vz
dns:aclrelay4.cardanoland.com,dns,3,65689823,3899,ACL ACL ACL,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3 pool1pemnlylem2e94xguhd3fytj90848kpv4agvr6rthx2tp58z79ek pool1tah22gjtc7ntrdezv49hysegcwpzafea35t6f4hn3wr2y4hz3vz
dns:aclrelay5.cardanoland.com,dns,3,65689823,3899,ACL ACL ACL,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3 pool1pemnlylem2e94xguhd3fytj90848kpv4agvr6rthx2tp58z79ek pool1tah22gjtc7ntrdezv49hysegcwpzafea35t6f4hn3wr2y4hz3vz
dns:aclrelay6.cardanoland.com,dns,3,65689823,3899,ACL ACL ACL,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3 pool1pemnlylem2e94xguhd3fytj90848kpv4agvr6rthx2tp58z79ek pool1tah22gjtc7ntrdezv49hysegcwpzafea35t6f4hn3wr2y4hz3vz
dns:germany.cardanode.io,dns,3,54991574,6144,CNODE FUND FUND2,pool1qa6lqyu67ghpa0evxfu9nzqkj3h82qpfku82ec79zdwru4pd25m pool1jufp9k6gmyusvch65ra8yk2s7wu6cx5fsgnltl83p93ejg6h3xg pool1lkcd3w5g6s6v3hf6kwt55dqpalrmq9h9f3ec033nnzhvgjgl860
dns:la.cardanode.io,dns,3,54991574,6144,CNODE FUND FUND2,pool1qa6lqyu67ghpa0evxfu9nzqkj3h82qpfku82ec79zdwru4pd25m pool1jufp9k6gmyusvch65ra8yk2s7wu6cx5fsgnltl83p93ejg6h3xg pool1lkcd3w5g6s6v3hf6kwt55dqpalrmq9h9f3ec033nnzhvgjgl860
dns:cardano-relays.atomicwallet.io,dns,3,47998130,83429,STSH1 STSH3 STSH2,pool15wkxegrfflzcyhurrjxsm9ljqtz09xr5rtnqsarnp7hmsz5um3t pool13annzt9hjfc822f0ejvxjf7fsmxd6cc28whpk5kagec6ggfmm7u pool14enw2643rn9nn6yzv60jyz3hj4kxs0jvap87lkgsqykh508jxm6
ipv4:135.181.194.233,ipv4,3,43380035,3912,TERA3 TERA TERA2,pool149d5lzg7m6susau4f4yfdztgkty34qrcdpvd3ygsetmljgxxf8g pool1wyfau3rlkckr3clr4mkyxn9vdlrkup0fj7uyyflfccmms24gm3a pool12rs385dd534g8gtdtmnvlhq63whdvc6vnuzxa5cpx843zdy73qy
ipv4:168.119.101.200,ipv4,3,43380035,3912,TERA3 TERA TERA2,pool149d5lzg7m6susau4f4yfdztgkty34qrcdpvd3ygsetmljgxxf8g pool1wyfau3rlkckr3clr4mkyxn9vdlrkup0fj7uyyflfccmms24gm3a pool12rs385dd534g8gtdtmnvlhq63whdvc6vnuzxa5cpx843zdy73qy
ipv4:51.15.47.58,ipv4,3,43091856,155,CTAX RANKT PSPJ,pool1xlra52x2es7dmsvpmcp2922h89h346awe7yuu664e50yvrzaaqe pool1zdtqtsu3l3ytatzyvrq48d4mpnll9c5evwfq6taxkmn9vvdz839 pool1568zhphxsnj5mfszwgta5zlvulu67g8f4jn6d3xs2tvas8ffu76
dns:r1.isp-r1.wjg.jp,dns,3,38373309,209,WEP ISP DGK,pool189vq6ay0gku9tkqc2t3nfjk3n88mm23grmfas852jruw6fjlkaf pool1hkpgddlnya3pgktj3sxdraa8x8400vhaphcudvym9ye22esak43 pool19rz6ve8nz6uvq97yspwh3fvt7w03dsjsnmft6du83hvtc324dus
dns:r2.isp-r1.wjg.jp,dns,3,38373309,209,WEP ISP DGK,pool189vq6ay0gku9tkqc2t3nfjk3n88mm23grmfas852jruw6fjlkaf pool1hkpgddlnya3pgktj3sxdraa8x8400vhaphcudvym9ye22esak43 pool19rz6ve8nz6uvq97yspwh3fvt7w03dsjsnmft6du83hvtc324dus
dns:liberty.kiwipool.org,dns,3,38129164,8260,KIWI RAMEN KIWI,pool1vquhv3kh6xkklckaenl8alyuhfsld57ef5573aqauueyqacx4ak pool1y53awxsm6cmksp8qht8qfq5f5c69t6mrgrdcresk5y0ecv2yj93 pool1jgwu8lq3dqddnnx7prymcgcyrqy0fdlghg33he2hmw9t2gma3zd
dns:love.kiwipool.org,dns,3,38129164,8260,KIWI RAMEN KIWI,pool1vquhv3kh6xkklckaenl8alyuhfsld57ef5573aqauueyqacx4ak pool1y53awxsm6cmksp8qht8qfq5f5c69t6mrgrdcresk5y0ecv2yj93 pool1jgwu8lq3dqddnnx7prymcgcyrqy0fdlghg33he2hmw9t2gma3zd
dns:truth.kiwipool.org,dns,3,38129164,8260,KIWI RAMEN KIWI,pool1vquhv3kh6xkklckaenl8alyuhfsld57ef5573aqauueyqacx4ak pool1y53awxsm6cmksp8qht8qfq5f5c69t6mrgrdcresk5y0ecv2yj93 pool1jgwu8lq3dqddnnx7prymcgcyrqy0fdlghg33he2hmw9t2gma3zd
dns:relay1.apexfusionhosting.com,dns,3,36797798,2275,DAPP LGC DAPP,pool1qakys0fxx5p2fxcnsc2tyjpqa88q7qgtdh5t3a32hplv6fg25r9 pool13xzckaj3srgldr67dksx874jxe3c9xnc245xyr44p7cdxh07hft pool12m0v0myprg2nfvlymzaghvjrzhnlzkh2psn3sur2nhkj5wpkdmh
dns:relay2.apexfusionhosting.com,dns,3,36797798,2275,DAPP LGC DAPP,pool1qakys0fxx5p2fxcnsc2tyjpqa88q7qgtdh5t3a32hplv6fg25r9 pool13xzckaj3srgldr67dksx874jxe3c9xnc245xyr44p7cdxh07hft pool12m0v0myprg2nfvlymzaghvjrzhnlzkh2psn3sur2nhkj5wpkdmh
dns:tadpole.adafrog.io,dns,3,12621818,4420,FROG2 FROG WOLF,pool1qqqqrwzy7njvjq9wph7usj5gghm3py9c97688ek8pgc7uem9cfz pool1qqqqzyqf8mlm70883zht60n4q6uqxg4a8x266sewv8ad2grkztl pool1qqqqx69ztfvd83rtafs3mk4lwanehrglmp2vwkjpaguecs2t4c2
dns:rnode1.cardano-ada-staking-pool.com,dns,3,12559647,237,JSP RPSP BREAD,pool1dhf4dt395f0c0ujnscazvzvw73ynzgwvtf5k4y9c907hwjdyaq4 pool1tj3u8pz6732uy2ut3s90e0j880jyu9j0ve9vtu9zj5xzglhdlqy pool10ldeq0mccp8t4gfmvfkwmfcvh2pvz44hj2hmewfpk9udjxug58y
