snapshot_utc,trace_schema,cert_type,root_combo,epoch_no,cert_count,distinct_stake_addresses,distinct_targets
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,218,10,8,9
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,219,6,6,5
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,220,8,8,7
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,221,14,14,14
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,222,3,3,3
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,223,5,4,4
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,224,4,4,4
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,225,14,14,14
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,226,7,7,6
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,227,9,9,8
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,228,7,7,5
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,229,14,14,10
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,230,29,27,21
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,231,15,14,11
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,232,35,33,28
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,233,22,21,18
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,234,7,7,7
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,235,12,10,9
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,236,8,7,6
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,237,7,7,6
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,238,6,6,6
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,239,7,7,7
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,240,24,23,23
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,241,8,8,8
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,242,9,8,7
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,243,6,6,5
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,244,7,7,7
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,245,25,23,23
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,246,7,7,7
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,247,5,4,4
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,248,3,3,3
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,249,3,3,3
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,250,4,4,4
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,251,4,4,4
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,252,4,4,4
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,253,2,2,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,254,2,2,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,255,4,4,3
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,256,4,4,4
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,257,5,5,5
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,258,4,4,4
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,259,3,3,3
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,260,4,4,4
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,261,3,3,3
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,262,17,17,17
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,263,4,4,4
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,264,3,3,3
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,265,4,4,4
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,266,4,4,4
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,267,7,7,7
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,268,3,3,3
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,269,3,3,3
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,270,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,271,3,3,3
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,272,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,273,4,4,4
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,274,3,3,3
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,276,3,3,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,277,19,19,19
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,278,4,4,4
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,280,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,281,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,282,6,6,6
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,283,3,3,3
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,284,4,4,4
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,285,3,2,3
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,286,3,3,3
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,287,2,2,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,288,5,4,5
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,291,2,2,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,292,2,2,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,293,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,294,2,2,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,295,3,2,3
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,296,12,12,12
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,297,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,298,4,4,4
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,299,3,3,3
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,300,2,2,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,301,3,3,3
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,302,6,4,6
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,303,11,11,9
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,304,7,7,7
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,305,9,9,9
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,306,5,4,4
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,307,8,8,7
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,308,5,5,5
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,309,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,310,2,1,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,311,5,4,5
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,312,3,3,3
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,313,5,5,4
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,314,4,4,4
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,315,11,9,10
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,316,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,317,7,5,6
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,318,6,6,5
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,320,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,321,21,15,15
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,322,6,5,5
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,323,3,3,3
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,324,5,5,4
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,325,2,2,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,326,3,3,3
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,327,5,5,5
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,328,4,3,3
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,329,3,3,3
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,330,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,332,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,334,2,2,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,335,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,336,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,338,3,3,3
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,339,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,343,2,2,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,346,5,5,5
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,351,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,352,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,356,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,357,2,1,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,358,2,2,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,361,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,366,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,367,2,2,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,372,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,378,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,379,4,3,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,385,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,388,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,391,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,393,3,3,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,394,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,396,2,2,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,399,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,403,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,410,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,414,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,423,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,425,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,428,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,443,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,445,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,446,2,2,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,449,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,450,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,451,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,454,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,457,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,458,2,2,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,459,3,3,3
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,462,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,464,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,468,2,2,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,473,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,481,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,490,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,503,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,510,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,515,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,517,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,518,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,519,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,522,2,2,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,523,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,534,2,2,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,543,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,546,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,557,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,588,2,2,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,605,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,616,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf,635,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,208,17,8,14
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,209,5,5,5
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,210,9,8,9
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,211,2,2,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,212,2,2,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,213,4,4,3
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,214,2,2,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,216,5,4,5
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,217,3,1,3
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,220,5,1,3
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,226,2,1,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,229,2,2,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,231,2,2,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,232,3,3,3
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,233,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,234,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,235,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,236,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,237,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,238,2,2,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,239,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,241,3,3,3
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,245,2,2,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,247,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,249,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,252,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,253,3,2,3
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,254,2,2,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,255,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,256,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,257,2,2,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,258,2,2,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,262,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,265,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,268,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,270,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,276,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,280,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,282,2,1,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,287,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,290,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,293,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,301,2,2,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,303,2,1,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,305,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,314,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,321,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,327,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,328,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,329,2,2,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,339,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,355,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,363,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,402,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,406,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,418,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,421,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,427,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,449,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,489,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,514,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,546,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,569,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,578,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo,600,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo+iog,208,14,11,13
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo+iog,209,10,8,9
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo+iog,210,9,9,8
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo+iog,211,8,6,7
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo+iog,212,2,2,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo+iog,213,2,2,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo+iog,214,5,4,4
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo+iog,215,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo+iog,216,4,3,3
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo+iog,217,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo+iog,218,3,3,3
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo+iog,219,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo+iog,221,2,2,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo+iog,222,3,3,3
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo+iog,223,3,2,3
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo+iog,225,2,2,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo+iog,226,2,2,2
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo+iog,227,1,1,1
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo+iog,228,6,6,5
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo+iog,229,3,2,3
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo+iog,230,4,4,3
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo+iog,231,4,2,4
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo+iog,232,5,5,5
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo+iog,233,5,5,5
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo+iog,234,3,3,3
2026-06-11T13:54:37Z,abcde_forensics_stage_founders_depth14,spo_delegation,cf+emurgo+iog,236,2,2,2
