address,has_script,qty_night,utxos,pct_of_supply
addr1qxzegfr2al8ecc5syar2gtm6apvws7up4nn4wdl8gnrsljwxx9u5x3h69xu3y6ppyjnj87zx6290wktp3dg5zh6gjt5qzlvd4e,false,1200000.26,2,0.005
addr1z8p79rpkcdz8x9d6tft0x0dx5mwuzac2sa4gm8cvkw5hcnra8aqy7jgevlssqd0wvksdn03llpehzjng4h4t47dqhmgsreupet,true,1200000.0,12,0.005
addr1q8xjklxu3mr0zm54temeczu2c000sadmfr7vxruk5fq707nf7zcyky7gk2fqhsua0f74ng9pxv99g6ss9p70qw30736qfgkgm6,false,1194125.117416,1,0.005
addr1q8rsen0ms285zjawcz3yylykf8lhrc3cssjpzrz3vezp696vv86d7p6pfvymmxnjjku2pu8k06377gn4alp2dttmgddqldg680,false,1192407.793819,37,0.005
addr1vxxlnar4em87lz3zevttwa5h5kg9wefr8pmh9vu6pzv7qngstcfzf,false,1191972.951517,56,0.005
addr1q87ur5gxkdaj6t60n3zz943cxdcvcqd68f8tqdn97cc4a2gqwhts0ezlfwtqymvhen0pzx8d9zgdsyedwxyulywpn2zqw3fmgq,false,1191845.286699,1,0.005
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwf485tvj0e2yn0xh7r305p2yxyajjfl4dhr58hef6fzxsws8jyq3e,true,1188591.469655,1,0.005
addr1qyrx6cnflhl33p5hdns5m9e67up43qdsnjy0ae20rhpdulp485tvj0e2yn0xh7r305p2yxyajjfl4dhr58hef6fzxswsradvlt,false,1188591.469652,1,0.005
addr1q86w6em03jtlnjrah70vxndfush2v7apkjev3z85e2264efmvzrtqsqvs0duaq4ms0m0etrfxgvwuw5zl2wsanlsasfq6a8xvy,false,1184531.590757,19,0.0049
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwf4j5uhpjts5vpdgpupvtvejcnlv8j8ytp2pjv0rd2y4t2qxa49fz,true,1177795.308225,1,0.0049
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwvsvaaww65d9u32xmyyxtgsmp8hn8fmv7x0gc7a60tekn9q3ecmkz,true,1172957.595063,1,0.0049
addr1z8p79rpkcdz8x9d6tft0x0dx5mwuzac2sa4gm8cvkw5hcnqk45w0xr6h74a7r3gmrn2fwq0fx3wlu5q9ywdryx7ll4pq5246hh,true,1168000.0,40,0.0049
addr1q8h2tyuengvsnyncm2es063vhufftkxjssyvmqe4c4uuq9n7hn4nxjev2c8p23wvwlaplh4kfmtx7rzlqvlzeq55zl7s58pd5m,false,1166581.277202,5,0.0049
addr1qy63u92ajxnzewlgt0cwrw8quurh2j8r6yy4vq09wm0qreskka9gvs2asv63z5862wvkhl6p64sasj50rm5eyxk9gm3slxwah3,false,1161599.942278,39,0.0048
addr1q87rqd9qgrwczvnr0v2s8jpvm6zrr7z92raxh2zr4s39l6cl70q702sccmjfzdr3fh5wdryalqz5gdl6vq94wdhfexpsl0m5py,false,1160572.412496,23,0.0048
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwdwyxk5esgll2j4fdztl4z87txy3mg6salzfyhaqr4hp7kskp0q0f,true,1155638.701535,1,0.0048
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwvejk20t57hlsn6xwas75e8lzr9gpppchr3z2d3sk4w2zeqc759tc,true,1152563.642226,1,0.0048
addr1q8zplpayj3h4x9rzefq2yknc0c3purwuj359q3stc5jyvr6y7dfqvcu5d09em2kc0zqqa86e5g9742whtwdt34ydcy3ql5nn8p,false,1149930.0,2,0.0048
addr1q94v8h9y7z6a03alfyzwpxpvn0vdcjaz9dwm9x8ps34flyy9tl3a9566xnv0r6zjykwts5ycs9lcenhf3lsdup8s204s7zszar,false,1148937.280258,51,0.0048
addr1qyy4uwfn8s80d3z7cynnw7330rn9uwjk77esjauxle2k3nmv69rj6x7gl35hpu7wxsgkqhntdz9er4t3pfr38dreznfsktm0td,false,1147187.93,3,0.0048
addr1qxp53jjhwckjkh7aq6ey9jhj6445fa7zar0e7n4rfv5rxe47tvxdtfq6hn8c79cxt4a5adl3mlwnh0yssdhtp26hnk5q9z8da2,false,1145500.524108,10,0.0048
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkw2qt82nnsj5r872dj0hpssksdc8vzvdq257rmncuwteughsat9wj2,true,1144784.769024,1,0.0048
addr1qyzewrcaxzycaap98hd98cgyd5xctn8qpfs8xpzjw4w87hr8j8ewxd2ppprk5c5yy0lzca8xf0wgv8tuvparfqnkmuusc24vs9,false,1143005.367455,1,0.0048
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkw07dpwy9rgxpzw8zrzgskm3u56tdskx0uanvpz02mxcsjfshd98sd,true,1142039.216225,1,0.0048
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwvhmjwsamgyyejfdfpjdlm9vf0859k58eyszvczccv7ex3sskx6vp,true,1141570.181257,2,0.0048
addr1q9tsnre8ae9x3spcurc9adazw5zt65z29cecay25unq72rhqa7x0pg20c0hy7t50r82zzyanc22c7mvm5hjgvchqg3tqty4ftw,false,1138937.952973,2,0.0047
addr1q9ya40pn58m95333ulk96mfd9jyr60qqg8eef9n7wr4vr63lsr0gkexecjsmr5c76nc2zfx08vwg7x7w0fd8j08zqunq6pqd2n,false,1136084.645294,1,0.0047
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwvmla2jq9art5x4p0achnpql08qglucfkqx4y5lanzne0ksswzzsr,true,1130755.875326,1,0.0047
addr1qy3seas3ejt6zdg3djufzfkkp4pzp65uawmwj54sf6e4yq78ake7lvjw5nnzcasmp265myl09d2m576fplk5j5ctj74s7ma56v,false,1130589.700234,3,0.0047
addr1zxhew7fmsup08qvhdnkg8ccra88pw7q5trrncja3dlszhqacq84zk0xfmaxftjjzm9f2q5mauka7jcrdjj89ehx3ex8qa2epvx,true,1128999.57823,1,0.0047
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwt3k8r5jyfcv75hvkzkrwm7ghkkd9mj3fctrkpj8u33qh6shvuk0l,true,1127033.721264,1,0.0047
addr1q8jdx69a2ju0gdnxcwp344rgq8vvshrv5lu95eu3zm05zv2yxlrhrdgj49e94fu7m4ru2d8s63mnu3kmsdhv943a6xksga5kca,false,1125779.752131,23,0.0047
addr1qy0fsy6mnys7fl6hd9mtl5ss539hzrtrj5metvt7lzkw0rc7nqf4hxfpunl4w6tkhlfppfztwyxk89fhjkcha79vu78ssrsy7n,false,1125746.959582,6,0.0047
addr1qy2nhrj67g5zdgt4wu08zfxrrlga2h0pvmr72vlu4h59pmxx8jascmh8kmee9sausk2ls9cxcw6r8zc4hn6ql3r8agfqsw62hw,false,1125000.47,3,0.0047
addr1qyw7h92aedny4qs2nl20nd3gqd7x09fekkds9um0tgl8ntmnwdfd205u2fwl4ltufs0lxysk60q5lmlfvzlxjzl3cj4sdspy7p,false,1124957.372055,3,0.0047
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwvahucqjtykn7fmn9m230a6rd858meaglvck85glfukjgrskc4425,true,1124613.471117,1,0.0047
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwtcsvq8r04wezxjcpj4ehlf9gmvff40zl5844cwxy9gwegqsumrrf,true,1123345.411926,1,0.0047
addr1q9hlhjy9zgc2hngrd2q3dzkycwvd998q88ts52emxj9u5070dw83jmth96fwnmx7vfjgweff2ah097mncnd4tj2tqncsraarsz,false,1122207.054531,2,0.0047
addr1qyz8tkzpfa7ad0k49cv9d68dylcs4kfh3sp6ulmduw58zhv3svnklkz5u654u96gdmzqtx99v0p00nje4ksrc8ly58psttkxdn,false,1121206.223303,3,0.0047
addr1q9kfru559ctk97zawu9r3k3de4n6nu7hf5pxqrlpp9uqlldk0t8zlckk0lfumppp08lne0yx488lqe3dheu0la2uczjq2puxcp,false,1117607.71,2,0.0047
addr1q9mtsxk4mfjgpwy36gy3vr7c9cha5qr24umvvqwpjjanhen76lsnv6ztgvyt4g93njnypu2h4ynjg6kzluw2gwv5qwqschc0mj,false,1116198.954106,18,0.0047
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwdkttc0w9th6aeqad4hue9trh8yz4rp5zhxmkvwl2duw0jqtlzl4j,true,1114691.153593,1,0.0046
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwv5w6w0he6f0se883gfekde8zwma8wd7kd7hrjfp4hr2lvqvwfwcv,true,1113782.173631,1,0.0046
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwfujc9y2d9zt3eye74klkeycrptqnrhzyk0knfrwaj8mv6sh23wyl,true,1110841.78237,1,0.0046
addr1qy5fw49xvr9jwuce5szm29z5lkxa4tl8ym87kexcshcry2erz0hvu9e75eatjrte6ftwxqt2l90nesc59currhkg346s4cggv3,false,1110327.427331,1,0.0046
addr1qxzhx5p0x47nzyuxl4xs3kq92ppx74m3dn0zc7375hrrq3986dhcf64ws9syyjaf0fs28vvcmyh236c60h045k8cswdskfhmkm,false,1105500.250609,21,0.0046
addr1qx0mwy68v3uv4lv0zgsf88tyvekqxn0v2upnrurjsnfvwpl083mp4297xpjh2jnd4a49j9fla9ykxrk4z0q7ck42eygskqv0x9,false,1105455.401031,1,0.0046
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwdcx6c6jfy8nz36msrqddqag8xvxdps8cld48e8n0l0zpvqz02ez6,true,1095855.668846,1,0.0046
addr1q9tr0eug2zs04f64kmmjf88yfefweahfznn9stg9mjcpev52zxc9dwgxjk2cxxg2ufgt65s5pg7ea7n6yuu7yx6k3c2shhsfy3,false,1095141.93686,1,0.0046
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwgg7gtg635kj247kjw5l25pexjrxszjs2rhplnmu2lqj46s2wky4f,true,1090698.624113,1,0.0045
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwvjumg8qrsh39yz6gpdrmjqjtgs9xzu5wqkm86eyk3vd02q7zcqdw,true,1089869.37002,1,0.0045
addr1v8mjm3sj2de0rj8fresctkfzjgwz73xt7pq79hewvhzc6vq6gvpq7,false,1087421.4,10,0.0045
addr1qx0pclm68r5qlpww9tgnze2xz0nrddw96e7nn86pke2q59dq87h970xugkphafpl9372zcffx8h8hkqan6gwcjwx3lnqxqdm6r,false,1082668.602807,4,0.0045
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwgf8r55kwac4hdh4jnadgc4w9gggw3xw02cauux83r3w8wq0l60f0,true,1079787.704947,1,0.0045
addr1qym7huj06zfc53uywju5sjwa6ap83a8lw9vd8der68hc5zhznveqw9e6vsvn469ezc7chema2zhc3me8sp5ha2vxzlssqtzpg5,false,1078731.0,1,0.0045
addr1q9w0ndla05z8euk8cfxgrj8l389y62seayfanaa3gdn2l8wkrwg624d76jjjgkyp9fu930wxz92lyq9e0tk78gg43ycqu53kgy,false,1078030.114413,1,0.0045
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwfk7a9d54kmvu2nr5495nkj7yjqjvhkhnjn7pqptxmr4pwszw6u8y,true,1076124.120091,1,0.0045
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkww768sw24vejr68a6jrlurt26kwjfktn6zjjvdsnfnxhvmsg5jdqz,true,1073911.064512,1,0.0045
addr1v8ectxgpdthf53k2du5t5nq9j93t8ty4z3s22zwyyaudztgc8a4u7,false,1073692.330101,11,0.0045
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwv0e8f7jvyvkq9jq4cpnnpygd7cjjez5rklv3lwzusrta9s9cn05h,true,1073377.637556,1,0.0045
addr1qxgv79h4epcxdujy0cskexv6z0jkws4k4ah4lnfwjrxfuj87y4rz59ac24eq3d2q92mzsdgkh99d7hjted9t559falwsc5nnfp,false,1069911.102006,2,0.0045
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwfjdak54rlqspm8cupqm9jvry3l8czstk7fw2dp7wx7mlwq2em43c,true,1066608.612429,1,0.0044
addr1q8xtddn4ejqvh67pt2qsf4mvepmmua7qqzslu9y2had28nfjdak54rlqspm8cupqm9jvry3l8czstk7fw2dp7wx7mlwq6wq6ks,false,1066608.612428,2,0.0044
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwvxtrll2ht5edrcpszvc6qacmh0t8wfj8qzslwg2nqdwdusc4rh0w,true,1066531.119287,1,0.0044
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwg94lmyn536k5t2evkl3hmdur2rf56u37drttcj6n8rp5sqt33hzf,true,1062492.725058,1,0.0044
addr1qxlg7kwk9u9y9v3ckwl0t03l9ymxfz05hk5ukn4wqanjlfxwjassa8ms45mejcryzjwr06gh2chrkdh8mvxldlve7hqs68xt8k,false,1056985.75998,12,0.0044
addr1q9q6eefjv54evyd42y0zcurnl6q3fclq0m0luna2m22dhmz8wuplafr70ez705a8lxa45mxmqgxhdatj3kpnkywfhdgs2zg5kf,false,1052585.498,5,0.0044
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwwv59gdzsjwa8ffa88qa8wq33ez2dvlhlvkppahlcjn8v3qp4wagl,true,1048302.189693,1,0.0044
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwdk4v94m730w2mmegf9v4aq2sl5htljenf6yugejczvw4zsdyqcfh,true,1048221.438261,1,0.0044
addr1q9hc6v32akyzhsjxx7pj7qlhm7hlmfwlgfr5eayfalwjpy0zwep6gq8gxwghzy5t486awmtkn73gx3f77mfktcrmkesqk8gg8u,false,1043770.474897,2,0.0043
addr1qycuacp7ugmv53tdxsvnggu0pq9lm3c67yzcf30g43nne3nfh8sd38j0pnxfg9d4nw2ylze6mjwq7yrcm06hh82kghzsjp0s2n,false,1043391.0,2,0.0043
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwve7075nqrf8yq5wqs7r9sla8cpl4xhp9st2j69zdg5kdlqh4n6v8,true,1042943.536841,1,0.0043
addr1q8ud9xfhkh0z4xhjunas4fda0aenpe56sgu6y7gq7l9yxg5e7075nqrf8yq5wqs7r9sla8cpl4xhp9st2j69zdg5kdlqxaxer5,false,1042943.53684,2,0.0043
addr1q9fdvrcyjwh69llqf7d2gj2xvl9re4t346s5zjwfvtn6nlgl76a7rfhu409ea5dpr5kzq3ascj6h86r8dt62d56mtmtqlu5n0k,false,1042083.366031,22,0.0043
addr1qyn5h4usxauv2htmasv3rvgcxzw2pceewjwzwgz0apawq8guwnkd3hz2ax9quef2q5vp56plj5xwnqjn0felfckeq40qn2ype4,false,1041333.110574,1,0.0043
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwtmd84ygjsf5359slqpyyjks4kury45e97dpd9ma8susqzstyqh3a,true,1041282.388155,1,0.0043
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwtaglvgm9pgfhpu9f2vngse9xxgg2x7v08gtjpj364rjm9q7emzgf,true,1041281.19441,1,0.0043
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwg9whm6fru3yxhgypq2yquxnrp9xcyrgpwhnpp9t2j97p5sv4e92f,true,1041076.123975,1,0.0043
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkw29ahh59zjj647yvej3y0tz3e3ft6su34syurlgtmjgph3s2nchnq,true,1041043.902902,1,0.0043
addr1q96s48vntypfrfz03vqahnvffrglw89c5z2al90nhfpmrfmrpkyt8kxtwjnqa703xxw4w6nv3zx9mrjhe3hlut44avyst3f4w8,false,1040980.0,59,0.0043
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwdg9ftlcsjj2gfvvajdzurdzplxda4aly6chg8ypfshc3pq4mu4xh,true,1039758.554926,1,0.0043
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwtfczhdqyug3us85rnu38shvtln3pjjpgx0hp9ls6pdcnhsjduda2,true,1039687.349125,1,0.0043
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkw0ajt37xp9grhx09gkque5fhg9vjmd5lfwn7wje34gvzvcqhpcun0,true,1039508.048631,1,0.0043
addr1q8xtwf5ztja5fdgk65zljrf76apa4wtycvyduczqsg88fjh64x2j9rtmwguvvns4d59mp2jat2nspg75czq6ppusrq8shdu3hx,false,1038989.179217,1,0.0043
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwt6hzr4mfzd5fumxdns8ks9r5yfdmmsrdu0f70fawkkdgms2yhmw8,true,1037180.788873,1,0.0043
addr1q8gq48ux6xp3p34r58t2pgv4u0lgc0uxulhs9n9k843z0eey3y5c5t4s9eedc645ql56qar2jtezrutfrtz4tuz2zz0sl7dkak,false,1036950.994386,43,0.0043
addr1q9suarfxkgfq8z2952nyct6lhgzvdu7hn93lvd2zelu690er9cwenth6dlka80xx23jvfdx2vw9l00k709vn7g3mw2rqnvr8l7,false,1031767.8861,1,0.0043
addr1z8p79rpkcdz8x9d6tft0x0dx5mwuzac2sa4gm8cvkw5hcn8ckt5v6630ryw3mfc6uwc00qv820m080pua6ahrjvwa8dqjr4286,true,1029291.963893,3,0.0043
addr1q9aedys43xvqpffqg08ujgcjucfw6st5dsecyplrhqatq68a5vsr30yffhk4ufkkh9e5ddhfwcecrhss2fps6s5czpvslmchu4,false,1026943.671749,49,0.0043
addr1qxnyq34m7yn0s6zrz2zq2jmuawknqcgg9yy2w7elt4hgact85u0fad7rfw6esa3007lxt7qvf4a3wft9ts9uhyxpanhs7xlc9s,false,1026014.540705,22,0.0043
addr1q9wzjd3wrlxddpz74hppat4n5mufnxgveasgy065c57sl8h794safgqysna8rlt9wg2wr8u5f65ea8fs3dz7dmzqwyxsq07xna,false,1025158.437273,2,0.0043
addr1qyeqf72md20rk7rwe79843t3a4am5ctj2tsa5t0dtdquytlcqcr5ytvx9756usja9pgg805rh4ftg7k6jhmes9u6eyeqfazz2g,false,1025057.398299,5,0.0043
addr1qxmw4xtlrs2t9rynctua308jvqdsckv8gltd5lhzvqhuky7cjh9kr6hcsvst2pmtec3q5rqwlrt5azxz2v99h8pdetps03vn0a,false,1024899.481671,56,0.0043
addr1qy9fdz4yyrgufs2xmgyq4nv3n6ljs9zaxd8nrta3f9jwaj4sxszcttzh62j287l7v2eskcdtk0utcshhnezgtyvjd8zq5rrmc7,false,1024816.673921,1,0.0043
addr1qxppp9n6rmzywv7328e8xr9ru84thdgnmv7pvykqz574ahtjfwwfkxu2uqqz3fx3tv9a35alq8q9n684gd3qn7etfwjszvytjm,false,1023637.361922,1,0.0043
addr1q8lqx34s2scyg6uwlsy4xfdc0s04cpgum3zpee87vdhdwcyhjmlua2p4l7jq7p5mz6t9pfmlu2h80x84s6vwd7vw06vql3lmkm,false,1021049.404163,10,0.0043
addr1qyskzkfqg7ku84348z33crh7qrh59qg2e9muxnzcxg7amd5l3gmxwd9qxt27x6qak0tl4frpdewhhe4nrft0vm876w7s5h5p5t,false,1019885.667451,7,0.0042
addr1qy4x0233tswq4c8qmyntp307uuttq990ftg5j68428dfaj0ejamlgl3hkfe8hfrqyk5qec24tn37ualdg6ju8g4l893qz2g3hx,false,1019250.744627,1,0.0042
addr1q9l5kuqaw4gxge0qk567v9cmt6nk4z3aah3r8etjt7x72rysq0e804w8vkc0drluhv5v8932ydmgs5jthvnyc8flge0s5sgggq,false,1018942.744023,1,0.0042
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwvy9ghramf7s4j5p0qnegnf796hd583ecme9x30j9xvqems6jqwh8,true,1017553.645836,1,0.0042
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwg32shhflnqtdpsaa3ql6ld27q3jurqc9xkck4xelgl4p9smyw4m4,true,1014211.97664,1,0.0042
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwwn0wjnyedq9nt6skfzqzkhmqk680qvtu08vmtpgk6js4qqhjhsm3,true,1013066.286186,2,0.0042
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwflv67seu3c5ldsejz9952udf00qhzmr5vf3yrs2np8869szw4d7s,true,1012787.613607,1,0.0042
addr1q8ysshcm2eew0g54qzz62gs6askvuu0dqfdjryz3p2egwz0te5hg8g8vynl63n5ae5seavh3dy5387ffs32r0ltl4hds09ufuk,false,1012031.119308,10,0.0042
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwwfdclkzfm8a7u7pa4u272kyph4zgklgywq7f7dv76yz7aqlu5rgg,true,1011095.285073,1,0.0042
addr1qxcu9lvzlv5v7n7k07vd02j4c4eagh7xfwc4wed0p8scdhthykaqh2mdut5gvy0lxmfxnt2ns7tvvze4zmpt0puh2d8qg42ywv,false,1010422.797966,2,0.0042
addr1qxglr726e9yh3hcqzyvn4c7rurxte430w4t0an0lhed3lr4afg9cj574vwsjq2ur8vpq2e36fy64rvpxtfnmumt3r72qc8f33l,false,1010089.483544,1,0.0042
addr1qylph6sejxcrshluphwnq2yradxh8rs48gre7yhs2mqx2hwtett5yzy6wrh3ekfva0p82tucqm42la257v49rzq0mq9sr3cr9e,false,1008801.443904,1,0.0042
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwwsagn7a3mx8dyf35ukaz3ngek65r28f458wq06ysx40uhsk02mxq,true,1008730.964991,1,0.0042
addr1qxxw3uwzua3fyjte695a5rs86jzxunz4uql5rlrllu2x0rhugldyeyeww3prus5t5983p4ndqvc36mrm9sjffwcafhtsgmw8tp,false,1008677.032136,1,0.0042
addr1q85qutazk26td3vvhgy3heq470m4xt8whej6pedae72xc5xj87l43ysadr4gmymjy3406hntv5xtughs3xfjd6f6j94qxmvl7w,false,1005927.977282,10,0.0042
addr1qycvhcz75sutegp2k44lqd75p9x7zd5nj0kd9qw3kq26csvpttqmsyjg2wauv442na3p57umdfm6u70k6tl8t9jdym9qe8tf66,false,1003025.531602,10,0.0042
addr1q9xzhyrm65udsf7q222qdkft4hv3lkhsxc7qr9zjqxsh7xmaldv7pfw4sr4tmq5asn8f429s7vyma0zn0apjq9naqrxqujtr9p,false,1001972.2238,8,0.0042
addr1qxz9zrgkqqgj2zt5uplak4h7csal0pup02lpmxz87acgejt42wwpwshwrck2c8ggtvdxwsk5g24pfd99vl5v7x0kgm2sy875gu,false,1000276.15506,5,0.0042
addr1q92gcqccgdup05hwz8dvw9y6p4ksf5u4sjvz6735lfw4f7aj08rcdd4fx6k72ukdkulj6dp8teukstk0ejs783sghftst3d964,false,1000009.830672,16,0.0042
addr1qxj3x6k5cge0ksrt8d9gaz3pujl0xwexzpw06gu86q4av37ku77kyp6rs4e6j5cymz3jl47s5lr8ezamsgv5p978k9msjpdkvm,false,1000000.0,2,0.0042
addr1q9suwdljmahznf7m2hq7ynhcunqedzzduyxjntwlj6xlae0rzr27g03klu862usxqsru794d03gzkk8n86ta34n85z0slaq9av,false,1000000.0,1,0.0042
addr1q9gaamvlh3ksswtxgmdargfu43vtw5wjcjsa24ysh39wd6hsyzasxeklwauqmpvsnfugu362zdhg5pwwwwc9cp0kkyes3lrfs7,false,996281.162356,37,0.0042
addr1q9dkulg8z0y8fqljzmdkg02h2j88k94qd9k4czxg2fwkd8e5lny9hz0pjealnpvqs3l5z6gvhj2gn6ctyct5kh2veh4s9gwn9u,false,990100.0,3,0.0041
addr1q96j5fw9nwfyl43kuexxkm2ssjs8mhrjjq2sd8d064f38q84pxvsq20yglz07rejnemxu5zdgccfy5wmn28pcm7y59zqrkzlxz,false,990050.0,2,0.0041
addr1qy8jq5pgvxyufaja3c98nzp32pur2uv2ltzx2kfvgzpmkw463803z22cvyjp68rr009u248qwan2lvm6rjufzvepp42q8argsm,false,990050.0,2,0.0041
addr1q90l9yducwvx8kf0u0y6gjd39rs9gmynyqxdz3zemkcja8x8y20hdk3ckd6urftct02zemupzyta9yaf0s3f99568h6q5lsh5n,false,990050.0,2,0.0041
addr1q8nx6pftcxl6u9zsykzsmtxytdzwdc0w62lfqgeqj424dgpglaz7m86tapjuqhkw3uu9vla7yeaytat2hl2auzfcsxsqu9wg0l,false,990050.0,2,0.0041
addr1q8543ne74gccmg586r9ngqpz33fr6uwxg2ejfhw25tt7gane0pyg4l8k89dn2jjewpfxsyzlqkrkc94yj4065h0u9fxqxpn6jr,false,990050.0,2,0.0041
addr1qylk542z0hkkqs0t8r5yj7q837x4t4xv80q7nepa39heatms89wenkvc2zt26kkxhhg6ev4cn380d7am7uhutcvz3h0sskv6r8,false,990050.0,1,0.0041
addr1qy26t6ft8ydaf2fnvg62457llw33pu0jruzvdwm4yhethhtd8w5vd0dwxzym94472r4s9q8zq2xdwppgqpuezqtgldss9pvqa0,false,990050.0,2,0.0041
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwt7pjjsmzdtfu57prjjauh0pplcd58tuxut8zju3rjwnxgsj9ht4k,true,989520.403911,1,0.0041
addr1q9lr86289l4phmh5vlhs9lmapda59k3q68e7nmfar93r22la7c0txx3xe2qv3646qseuaxg5z80hlp5zx78lv5xmulfqx92gpn,false,987411.295805,21,0.0041
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkwvjvsxaayyutfr4e5crem7zw9nu6q8tl8gauk6qvt9w8agsjupsm8,true,986489.728809,1,0.0041
addr1q8ffzm0egw9fqsv0lkxjt574x2wql9t9dwulzpz0geey6kxrkmee8u8fhw4fmr9twrmttpf8vfwy6scx8c060zfl9huq5s6ra2,false,986001.964181,2,0.0041
addr1w8vtd879xcmme7kmc3rfpqlhq67zj06dn53fvervtjsk0wc7a283u,true,980749.41295,3,0.0041
addr1qxl30r4tutehpt36505l7cgaj3nnh0h4v7lpeqegr3hq54ghhndskw66jg3snsy6svzkyr3kyg67kldj86l44v727aqqgd9xfk,false,979860.0591,3,0.0041
addr1z9vcd07vpjluvr0v3hu8w9wvjhgrs9a2cwrtp6wn8ksrkw26p264zaz6kzzf233kwmflgyys85alvz8ln6u089rh4lhqh7qnsa,true,978631.508929,1,0.0041
addr1qxlcq65392ej6ndg9hgyyjp2ttmnjn9rtz38d5x2awxrk86u8wv4rj7s8fsg06g29xc42pklqp9jumvmqy2uyemrggps45k00j,false,977543.715528,2,0.0041
addr1q8rss4qlllmamdum7z0e3n29w5jzcsf0sk7tf2wslrpkagupfu5tkqd9lt790e3fsu632l3d0sjdh2vl0drle59wtq7qjqx37w,false,976827.18766,5,0.0041
addr1q8d500r8fwvqt6w7jctn4p69nh4h0nujclyd44hnpazggfxrmtveeh8t252kt5aexnwfxjvv3f07r08l33ld5clpjatqypuz7p,false,974888.814732,1,0.0041
