source_tip_block,source_tip_epoch,source_tip_time_utc,funder_stake_address,source_type,source,transaction_count,associated_lovelace,first_event_utc,last_event_utc,attribution_note
13520244,635,2026-06-07 18:44:37,stake1u8nynuagsfkjfsjfhm57dnyzfae8e5szh4rfdxjk2drt53qwhz039,stake_address,stake1u84rc0rq5jt5jcx7s9fweknxv6jxvgjyqyfpwlgn0x43gpqe3tet3,1,149737969,2023-12-18 15:31:43,2023-12-18 15:31:43,full target deposit associated with each distinct input identifier
13520244,635,2026-06-07 18:44:37,stake1u8nynuagsfkjfsjfhm57dnyzfae8e5szh4rfdxjk2drt53qwhz039,stake_address,stake1uxzdq8q940dese0jm7s9j77fyphgckrxxhfhw8s9ar0266s3j74jq,4,128320000,2023-03-29 21:12:22,2023-04-12 14:33:38,full target deposit associated with each distinct input identifier
13520244,635,2026-06-07 18:44:37,stake1u8nynuagsfkjfsjfhm57dnyzfae8e5szh4rfdxjk2drt53qwhz039,address,addr1wxr2a8htmzuhj39y2gq7ftkpxv98y2g67tg8zezthgq4jkg0a4ul4,1,81991246,2025-12-30 14:13:29,2025-12-30 14:13:29,full target deposit associated with each distinct input identifier
13520244,635,2026-06-07 18:44:37,stake1u8nynuagsfkjfsjfhm57dnyzfae8e5szh4rfdxjk2drt53qwhz039,stake_address,stake1u9g6asneq6t7yprajwnxkuwjcvppyweyl7dgn7m879hgtcq6jh4d8,1,81991246,2025-12-30 14:13:29,2025-12-30 14:13:29,full target deposit associated with each distinct input identifier
13520244,635,2026-06-07 18:44:37,stake1u8nynuagsfkjfsjfhm57dnyzfae8e5szh4rfdxjk2drt53qwhz039,stake_address,stake1uy2a3eq0mghumfyk7e3lh6mdyu2nfmaes3zleam5vnhwl0gkjdw2m,1,81991246,2025-12-30 14:13:29,2025-12-30 14:13:29,full target deposit associated with each distinct input identifier
13520244,635,2026-06-07 18:44:37,stake1u8nynuagsfkjfsjfhm57dnyzfae8e5szh4rfdxjk2drt53qwhz039,stake_address,stake1uxkecek9ujt0ylv2zty964qzsc2s4v94yhlpacc5p329yssp4zxd8,2,30350000,2023-03-29 21:05:08,2023-04-12 14:36:52,full target deposit associated with each distinct input identifier
13520244,635,2026-06-07 18:44:37,stake1u8nynuagsfkjfsjfhm57dnyzfae8e5szh4rfdxjk2drt53qwhz039,stake_address,stake1uxlqrnmfca5vxxxy3qfnks6g2yh7lq402cxv5xeq8zxmpngf3jmzn,2,9650000,2025-01-11 17:00:29,2025-01-11 17:02:38,full target deposit associated with each distinct input identifier
13520244,635,2026-06-07 18:44:37,stake1u8nynuagsfkjfsjfhm57dnyzfae8e5szh4rfdxjk2drt53qwhz039,stake_address,stake1uy2hcj23sxyq8uextp8kuvalr2yf0y5pzp5u8neflw9zjws26g26c,1,6650000,2025-08-12 18:54:51,2025-08-12 18:54:51,full target deposit associated with each distinct input identifier
13520244,635,2026-06-07 18:44:37,stake1u8nynuagsfkjfsjfhm57dnyzfae8e5szh4rfdxjk2drt53qwhz039,address,addr1w8cafpjmeer4j8t8aseqayhwkf4ezuufue0clvfthxecsacv83rt0,2,4000000,2025-05-29 16:57:51,2025-05-29 17:10:56,full target deposit associated with each distinct input identifier
13520244,635,2026-06-07 18:44:37,stake1u8nynuagsfkjfsjfhm57dnyzfae8e5szh4rfdxjk2drt53qwhz039,address,addr1wywdvw0qwv2n97e8y5jsfqq3qryu6re3gxwqcc7fzscpwugxz5dwe,2,4000000,2025-05-29 16:57:51,2025-05-29 17:10:56,full target deposit associated with each distinct input identifier
13520244,635,2026-06-07 18:44:37,stake1u8nynuagsfkjfsjfhm57dnyzfae8e5szh4rfdxjk2drt53qwhz039,stake_address,stake1uy0lqw67dgf68xf049uns2ryjqr53fj7t3cysnugnvlp3kgc79utt,1,1500000,2026-01-16 14:03:10,2026-01-16 14:03:10,full target deposit associated with each distinct input identifier
13520244,635,2026-06-07 18:44:37,stake1u8nynuagsfkjfsjfhm57dnyzfae8e5szh4rfdxjk2drt53qwhz039,stake_address,stake1u8j34yrhtyyky9sh3gc0m469ajy55q3a8rdu3q9jknw65lcv7nfuu,1,1155080,2025-06-02 19:56:13,2025-06-02 19:56:13,full target deposit associated with each distinct input identifier
13520244,635,2026-06-07 18:44:37,stake1u8nynuagsfkjfsjfhm57dnyzfae8e5szh4rfdxjk2drt53qwhz039,stake_address,stake1uyyws9jcq556alxqu053722uvgx988d44gcr43x0tz89d3qydvfae,1,1146460,2025-04-02 07:27:29,2025-04-02 07:27:29,full target deposit associated with each distinct input identifier
13520244,635,2026-06-07 18:44:37,stake1uy6yzwsxxc28lfms0qmpxvyz9a7y770rtcqx9y96m42cttqwvp4m5,stake_address,stake1uy6yzwsxxc28lfms0qmpxvyz9a7y770rtcqx9y96m42cttqwvp4m5,3,15250000,2020-12-11 05:32:58,2025-09-05 20:57:02,full target deposit associated with each distinct input identifier
13520244,635,2026-06-07 18:44:37,stake1uy6yzwsxxc28lfms0qmpxvyz9a7y770rtcqx9y96m42cttqwvp4m5,stake_address,stake1u8nynuagsfkjfsjfhm57dnyzfae8e5szh4rfdxjk2drt53qwhz039,1,10000000,2025-08-28 22:50:48,2025-08-28 22:50:48,full target deposit associated with each distinct input identifier
13520244,635,2026-06-07 18:44:37,stake1uy6yzwsxxc28lfms0qmpxvyz9a7y770rtcqx9y96m42cttqwvp4m5,stake_address,stake1uxrz6c2cen8856ft2q90fzd82d24ttglz93l3fwhe6k25pqzek6t9,1,10000000,2026-01-07 22:51:23,2026-01-07 22:51:23,full target deposit associated with each distinct input identifier
13520244,635,2026-06-07 18:44:37,stake1uy6yzwsxxc28lfms0qmpxvyz9a7y770rtcqx9y96m42cttqwvp4m5,address,addr1v8vqle5aa50ljr6pu5ndqve29luch29qmpwwhz2pk5tcggqn3q8mu,1,5000000,2020-12-11 04:53:08,2020-12-11 04:53:08,full target deposit associated with each distinct input identifier
13520244,635,2026-06-07 18:44:37,stake1uy6yzwsxxc28lfms0qmpxvyz9a7y770rtcqx9y96m42cttqwvp4m5,stake_address,stake1u9c07x9z7w35zmm5tumm5lpltdjpma8gx95y9vw7e35j67gz7r8a7,1,5000000,2023-10-05 19:59:26,2023-10-05 19:59:26,full target deposit associated with each distinct input identifier
13520244,635,2026-06-07 18:44:37,stake1uy6yzwsxxc28lfms0qmpxvyz9a7y770rtcqx9y96m42cttqwvp4m5,stake_address,stake1u8s4km2euam4k020tdhnvzue4mexmtwe5vzhu2ten0xgv3q07gvef,1,2551520,2024-12-16 11:57:41,2024-12-16 11:57:41,full target deposit associated with each distinct input identifier
13520244,635,2026-06-07 18:44:37,stake1uy6yzwsxxc28lfms0qmpxvyz9a7y770rtcqx9y96m42cttqwvp4m5,stake_address,stake1u98tv34cduv0dapxv6z0xlau7sp8ceg8glwy2fu2kzlcersf0nuh3,1,2000000,2021-01-28 19:43:34,2021-01-28 19:43:34,full target deposit associated with each distinct input identifier
