snapshot_utc,trace_schema,root_combo,latest_pool_id_bech32,ticker_name,pool_name,dedup_current_utxos,distinct_stake_addresses,dedup_current_lovelace,dedup_current_ada,min_trace_depth,latest_pool_active_epoch
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool17ynruzy9lvq0x55ks22vtf4lrrdrw2ucydh4tfzhg9kkyeaw8nf,ASN,AdaStarNode,84,50,38070309162,38070.309162,12,529
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1qvvn2l690zm3v2p0f3vd66ly6cfs2wjqx34zpqcx5pwsx3eprtp,VIPER,"🐍Viper Stake Pool #2",29,20,37891970790,37891.97079,12,525
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo+iog,pool1qwa8x4u4a2pff0xdv0haxpgk3tyrvl5adl2lpf3ztcftqruhea0,ELITE,01  ▫  Elite Stake Pool,6,5,37802018277,37802.018277,11,256
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo,pool19w5khsnmu27au0kprw0kjm8jr7knneysj7lfkqvnu66hyz0jxsx,ATAD2,ATADA-2 Stakepool in Austria,13,1,37395446164,37395.446164,14,558
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1j8grqucdwwcr0cwzxrtw30vqcptg0jdlrmauq5w7ytvqx6nf5np,VINCI,Da VINCI pool,6,5,37221812431,37221.812431,13,525
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool10p6wd9k0fwk2zqkqnqr8efyr7gms627ujk9dxgk6majskhawr6r,BBHMM,Blockchain Better Have My Money 💰,11,6,37083534858,37083.534858,13,453
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool19k4azhj8tye5wwy5pfj7q6m938m8fg5nglds5dkhtfwnvcg3s0k,,,3,3,36876099956,36876.099956,14,297
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool15nww4436eq733eypdq7vnllsnqyrwftw434xkvpm2mc2kfue2ux,SEED,Seed Pools,47,31,36386284342,36386.284342,11,303
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo,pool16agnvfan65ypnswgg6rml52lqtcqe5guxltexkn82sqgj2crqtx,SPIRE,Spire Staking | 💎 Delegate to SPIR2,40,3,36259963485,36259.963485,13,557
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1tdvqgy6mq7lx7d345e276xmgmhh3s4zj8dzu6xzq5m7rx4tzkg2,ONYX,"ONYX Stake Pool #3",29,14,36180726804,36180.726804,12,578
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo,pool1s6se64qce5rjjjhh6ufcdnc54p8qg78mlhjm38lymx99sqysvzx,PAUL1,Cardano With Paul ☘️,35,7,36149541423,36149.541423,12,286
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1dswpls43u0s6cpt0dh2d6npm0rnxh5qcjm9xax9y6fp3uq880xm,RELAY,Relay Stake Pool,26,9,36068351874,36068.351874,13,537
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo,pool1pfprlfz0ywcnewjegazz05ghgcfkvu40v6edsz6yn8w362sdjr8,ADI,Cardanesia,2,2,36000000000,36000.0,14,332
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo,pool1jpz5m45ff4r6tnq7n5tw63fkhpmw3cyv8sn569w24x8lj3kl68c,ADP,Adapolis,1,1,35999000000,35999.0,14,244
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo,pool1nudasuv0lljpe0tswcverqvlh0v4226vgnpsuxn0e9nkvnvcvne,STI,stakit.io Pool by TOBG,11,6,35852495818,35852.495818,13,297
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool19k9grwq9cdswn4k7vxzmwcls24jj3466g4s4xr5vucehcqpslfy,ADV4,ADAvault Stake Pool 4,5,3,35747726588,35747.726588,11,582
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool15mv5w2vvfv2kplkrt40ylylyvdudv5axq5nyw6ln3v0gkd2auew,NLD,DutchPool NLD,18,11,35552086499,35552.086499,11,348
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1850xvydng5mkjzkwqw6566y7e6hsrgakc3y87jrnqrkrwdjua2p,BITA,BITA,12,4,35404588127,35404.588127,13,278
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1hwlghkwnjsjk8370qt3dvp23d7urwm36f95fmxcz3np2kghknj9,PEGA,Pegasus,10,8,35371891853,35371.891853,11,476
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1uqrecfnsa6pqd2tz60r0lcj4kunhc4rrw8lldrpdvfx9qfjd6n0,AMS,Amsterdam Node,8,4,35212008988,35212.008988,13,267
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo,pool1f2wfjqkf2wx6jq93pdck6hgmy9zgw32lmvrq9zejl7scqxjqfze,,,1,1,35000000000,35000.0,14,496
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1gpz25s2aasmqnh9tg8a2rxmyxuvmj5s779htxk295e9ajnzjflc,MUGGY,ADA's Digital GrandParent,6,3,34935035538,34935.035538,12,326
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,cf,pool173mzegwuu0pjcrt60ekelzj5haqr8r5e4e0n45qh9jdz7xm5kh8,ROCKY,Rocky Mountain Pool,1,1,34777745451,34777.745451,14,214
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo,pool17xextu09ghdfcmsq83whq0a45geg83jxe4qt94sevu087tzdzkl,ONYX,"ONYX Stake Pool #1",10,1,34682050227,34682.050227,14,431
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1s3z5qsg75dar26ykyzcz2u8wc2swgq7pyp7f9sdh5n06qh3jhq2,1PCT1,"1 Percent Pool #1 (v1)",18,10,34662580169,34662.580169,13,256
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,cf,pool1ksrg8a964464las0ymw88slrwxkychjz9lh09lqltu5m7nw3pq0,,,1,1,34644000000,34644.0,14,212
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1zfhww5y28t303z6uyq3w47pkhfmxww9dsn89vrxteplg2zjkekl,CARE4,CARDANO REPUBLIC - BY CRYPTO JEROME (FRANCE),11,8,34457980404,34457.980404,12,325
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1kjd9ff9u5ytq4atavv2dfsg3pvxqw8d50642pzmpn386zel0ka8,HASH,Hash Valley,4,2,34396479372,34396.479372,12,250
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo+iog,pool1qqqqdktl6pq46td0mwut0qn30g7nlue0sete9wxl0hwsq37wrw8,STR8,Straight Pool,11,9,33904072252,33904.072252,11,295
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo+iog,pool1aqg6fvhcaulvss2ruvpx6ur9vj7pejvdcxv6xp0qlwuwx94evf0,SARGA,SargatxetPool,29,26,33825975319,33825.975319,12,607
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo+iog,pool12z39rkzfylvn9wfe8j6x9ucq6g2l4mw4azj70y0gd8ejczznyj3,BRAVO,Bravo pool,22,21,33804776316,33804.776316,12,474
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo+iog,pool1sjwdmeme5zs042jzwmdvxshhv27kepxke0mr02f2yzacsyd4wtu,CCV,(Crypto Capital Venture),19,17,33666227898,33666.227898,11,317
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool137cuaqqktk0rhh3a9zj4rchr75qm07pgzgekprle5qyq2xk2nzq,,,5,5,33565872863,33565.872863,14,264
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1h0prd5vcdv6uk7hglztdcqfp5czjqxdydxkxkdhg8rrk22mr4ym,,,10,6,33517888902,33517.888902,13,392
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1q80jjs53w0fx836n8g38gtdwr8ck5zre3da90peuxn84sj3cu0r,000,Switzerland Investment,50,33,33328845723,33328.845723,11,573
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool18qahj5ggudguk69g9aaztf5dvapmazql4hdvd7v0947j7gy4wqf,TMS,Tempus,2,1,32547671128,32547.671128,14,527
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo+iog,pool1zmfpd5r5vfwjmwm4cgy53exe58h7plnecny3t4948yw7zumzp4c,ALPS,ALPS - The Alpine Stake Pool,18,18,32445688948,32445.688948,11,269
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo+iog,pool14zdcvdec8qmqzsat5wg3a2h9f0u5yzrgjew534z8u3gs5durnjz,PAUL,Cardano With Paul 2 ☘️,19,17,32267447187,32267.447187,12,526
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1853ffwhtuka742fq4av7s3ssdpvzhdkpw53th3es36zkwrllj9g,ATLAS,"AtlasStakePool #2",46,22,31900236021,31900.236021,11,445
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1qakys0fxx5p2fxcnsc2tyjpqa88q7qgtdh5t3a32hplv6fg25r9,DAPP,Dapp Central Stake Pool,49,18,31897371629,31897.371629,12,568
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1ju8f57hyvaa32tp85r468kuedvmjmcy56f8u9968drea57p50l5,AICHI,Aichi Stake Pool,22,15,31566660641,31566.660641,12,539
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1q5za50d3sr707xkmjtyrs0v76ezxyj8g8uhggfk0wfl77aufd9k,,,8,1,31285474211,31285.474211,11,323
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1pf6yhzdr9vpct5rc3dtwersl4lyuglp80l4jc67kf2qj29xjg2u,TAVN,TAVN Viet Nam Stake Pool,28,19,31071111421,31071.111421,12,398
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1xdgzul0qespnz56zzrckwf4hcryyql9ypc4tya2dlu9a22h43ag,,,10,5,31020237410,31020.23741,12,253
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1c3ecg6h4m73a2mftmdm9mz3gxklxmnzuwzl9e38lzd4y26qcm8a,COSMC,Cosmic Asset Stake Pool,24,16,30530506620,30530.50662,11,315
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1vl0hlf4jecm3rk0vcc9mtpu5us2cv7hzlz396cgs8crc5df43mn,,,1,1,30349000000,30349.0,14,259
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo+iog,pool1afv4cmmjdkujtd5r9t63090a3frwwqy8f3e46gz003vyzjcj63r,,,4,4,30281755567,30281.755567,13,249
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo+iog,pool1gtphgrdj8sluxm9e7ca2spcwcq2p0dxj9zf5v0yv3gsagzq704n,ADAFR,ADAFR,28,25,30150894605,30150.894605,10,561
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1n2yp66zk6m33sg8k20hsvmk9tw7xeeswzdcfxhnx9hm9jkxv5k4,ONE1,ONE Pool,43,27,30144995952,30144.995952,12,617
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1lrnyqdlrj97d0ju5j6d9xa8prw0xeyumfd53rz5wk3gf7czqzjz,TYGAR,Tygar,31,14,30143995794,30143.995794,11,373
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1peayemzlkmcwn64c455mx8sxdaztq0xuv9hdxlp0kcsxz57up3z,,,1,1,30096769373,30096.769373,14,272
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool18ufrgfgmslekdxnk9v9345qvhrr7vfgzkvneqtwm7unnwaht6ww,OGAM,Ogam_Pool,17,11,30084727644,30084.727644,12,625
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo+iog,pool1h0524mtazrjnzqh5e4u060jsfk8lpsqqjfpa5gygjwuhqu34wvt,JAZZ,JAZZ,1,1,30018000000,30018.0,14,267
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool15676jwlm6gancffzs2jg9vf5xwzmspyktw75dl4kaucyst4qt8q,RAMA,Rama DeFi Bangkok,1,1,30015268716,30015.268716,12,358
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1utqhj9g53a5cwg7tyd8neky7jvjlgzuf470adc0e69cp5uuquzx,ZW3RK,Haskell CI Support Pool,11,9,29952815128,29952.815128,13,490
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo+iog,pool1rct5guwnp6nk9f4ldn5tr3s42j0nm5rxeayv56lxua5ck47ex39,FIMI,Tai Chinh - Tam An,4,3,29787530509,29787.530509,12,253
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1nhls8e9swnyshldgjknku4npreax075nw0ltrkmrarh4w3skxt9,DAN,Cardano Dan's Stake Pool,47,30,29699357552,29699.357552,12,311
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1vvesqladm29fuzrv93px5qse0upw82a579lz9063xsfrz7yef7z,8SQRD,8SQRD Cardano Stake Pool,4,2,29572529433,29572.529433,13,270
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo,pool1q8a7ym63gurl72wr32je0tv0lp4p2uh8vzzc6rn6un7ryslvqmu,LSSP,LoneStar Staking Pool,1,1,29566478831,29566.478831,14,386
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool15f9qklmaajysmwx9n3rkgc5s2g3rfffz4x8spnedtzdgq43tpe2,WEQNT,WeQanhet,22,14,29448976923,29448.976923,10,548
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1ekhy5xsgjaq38em75vevk8df0k0rljju77tljw288ys5kumqce5,,,47,34,29396089435,29396.089435,12,366
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo+iog,pool1xs34q2z06a46nk7hl48d27dj5gzc6hh9trugw2ehs9ajsevqffx,SNAKE,SN₳KE Cardano Staking,5,5,29388200341,29388.200341,12,547
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo+iog,pool1fm57fshvdlrgs5pnpk78tnxha0me28equyy96vj0xm85gy5chv0,BANDA,banderini,10,8,29282841090,29282.84109,12,402
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1xtrwqwu6jn896szjwsyxxjczl6hc9sq4lh5ax68f7dt3gc0y9rx,NERD2,Nerd Stake Pool,18,11,28721631056,28721.631056,12,326
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,cf+iog,pool18vej0s9gska8c847aj95g9v24duuxg2g63d5cuqngnxew643jw9,ADV2,ADAvault Stake Pool 2,15,1,28681564662,28681.564662,11,320
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1dmpzsnuwxy44ky3dskuhmwpglumy6j0rc5wyfxlu3zym798f79g,GENS2,Genius X 2,3,3,28398394421,28398.394421,14,338
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool10wcmpvjmmv7ph7cz2263f52yckvnnwu5kdppwqgu74s2qhe7l7m,4TUN8,4tun8,7,2,28387649726,28387.649726,12,259
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1py2uxkvuj926h42s40wxl26dh0ggaq882v4m0hkd99m86vzmwnz,EARTH,EARTH,2,2,27849386686,27849.386686,10,248
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1uzla0r73fvpnvxr07m98nfzlxcv3q26mkjz00cqjfh7uqsyjkju,1PCT1,"1 Percent Pool #1 (v2)",16,8,27721894349,27721.894349,10,472
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1tcmk6at0dmkytxgq5j4u7fgsx9kytvfu7gz22lrs8hp9ztu7arw,RATS,RATS Pool,36,23,27460864005,27460.864005,12,608
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1r7tn56lj5j7te7zyj3wvqn0wyw8tr3g96chw6lwnqxjmgggrfd8,,,13,7,27458906398,27458.906398,13,302
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo+iog,pool1qa6lqyu67ghpa0evxfu9nzqkj3h82qpfku82ec79zdwru4pd25m,CNODE,Cardanode: 0.00% Fee & 100% Rewards Guaranteed,15,13,27254685296,27254.685296,12,329
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1xn4kqt45xh3udf87kmtkdfz8xh9qn6trlqsf39eusk23ufmxhgr,,,19,10,26935627171,26935.627171,11,408
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo,pool17ahr5ygy48vpdfnatqn2z4wfu2te4quapk2yx3k50ce6kd7feg0,ST3AK,Steak.and.ADA,8,3,26868045989,26868.045989,13,266
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1vxz0deezj5c2950e7arpzfqxzq8zd9kawsullrzjw5rsq0yhxgr,ZZZ,ZZZ,5,5,26558309243,26558.309243,13,338
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo,pool1xkwnlr34tjrnkz6u4c0p36cju3xuls4dyynsdkf6cv22ksuhz6q,EMUR2,EMURGO 2,2,2,26449238530,26449.23853,14,535
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo+iog,pool1z5uqdk7dzdxaae5633fqfcu2eqzy3a3rgtuvy087fdld7yws0xt,OCTAS,OctasPool,6,6,26249573395,26249.573395,11,471
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1hsq2jrulgj97tna2femdhsfn2wurkkwt8uk9uvs42h9zs0a783p,JAZZ3,JAZZ3,14,6,26194650829,26194.650829,14,537
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo+iog,pool16hs0jxw7h6pwg3ru7rcq3yvg4csj7lhmcpj68kqem2sh5nt8mwk,NUFI7,Nu.Fi & AdaLite 7,27,24,26131912994,26131.912994,12,581
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo,pool1zz7x8ergn02chznayj9fjds2gk5q6prmpdr49faspd65kzqsrjs,AUTO,AutoStake I,23,3,25966364398,25966.364398,13,343
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1a8n7f97dmgtgrnl53exccknjdchqxrr9508hlxlgqp6xvjmzhej,HAPPY,HAPPY Staking 🥳 • Midnight 🕛,28,14,25899805122,25899.805122,12,589
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1r5srulgd6gpav0sympqrkt9f4ykl06lh9sgk0p20r54v7759kws,DOG,DOG Pool,5,3,25779349972,25779.349972,13,278
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1ar6nsa2uzng70uf8fdrttu5jhgxzgu2f4za8h845zr435nfcruw,1STEP,1STEP,7,7,25546241559,25546.241559,14,436
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1qqvukkkfr3ux4qylfkrky23f6trl2l6xjluv36z90ax7gfa8yxt,STAKE,🌍 PLANETSTAKE 1,29,22,25516214305,25516.214305,12,495
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool15l4plz3r2lm5x48lz78ph7qh8w89zd7ewrg62gvwv7u7kw6tmns,,,1,1,25000000000,25000.0,13,251
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1mt8sdg37f2h3rypyuc77k7vxrjshtvjw04zdjlae9vdzyt9uu34,ABLE,ABLE Stakepool in ⚜️Québec - 🍁Canada,22,10,24821980306,24821.980306,11,634
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1pfdd8d8n7jx0xnk4uev3x36se87c747w6l2d5x7fanh5w9evhw2,BRAVO,Bravo pool Two,11,6,24594862573,24594.862573,12,518
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo+iog,pool1cpr59c88ps8499gtgegr3muhclr7dln35g9a3rqmv4dkxg9n3h8,LACE,Open Source Software Fund,2,1,24031494073,24031.494073,12,335
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1cduc7ut6grhqyavrmm3gzcdf4qfdsjk7vdwcxy9c0r5fyaxh2sq,POOLS,cexplorer.io,23,15,23644396478,23644.396478,10,528
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1jpz5m45ff4r6tnq7n5tw63fkhpmw3cyv8sn569w24x8lj3kl68c,ADP,Adapolis,25,16,23466864115,23466.864115,12,431
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool155cu3s06js3llfh07vnzepatfuvt3s5s7uwldt9rzz55wz7pugt,SPS,StakePool Service,6,2,23282045389,23282.045389,13,271
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1l0pmgdsymmdntuyan4snj88q8nm9axemwefu5ymkuq2s6gr90cn,SWIM2,The Swimming Pool,17,12,23268278119,23268.278119,11,304
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo+iog,pool1lurfk0k0wwx54hlg8a7zp3jtstu57u59aeq7aketl55hknmmtu0,TNTM,TANTUM,20,15,23198465029,23198.465029,11,262
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool10qmnswfc22zm0fscg80gkwqz65ujwjkqmctv8g9l9l58wqtelgg,WAAUS,WAAUS,26,21,23197399725,23197.399725,12,489
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1rcd7qslz3xnpnk9u6tcwegy5r2574uf8suqu24ptg637jha3sr5,NINI,Nielsen-Nielsen,16,11,22909590923,22909.590923,12,454
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1dxkf7k3qwnpgpxqfye8y9jvk7lver3fk8dq7c4dpzezyyx8cf5c,SPACE,SPACE 0% fee,6,3,22843580584,22843.580584,13,251
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo,pool1dmqzwuql5mylffvn7ln3pr9j7kh4gdsssrmma5wgx56f6rtyf42,BNTY1,Cryptobounty1,7,1,22814000098,22814.000098,13,630
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo,pool13crd2ljx87988umk22er6ynwadfwdqupdpcq6prc6v59z62kxse,BLOOM,Bloom Six,1,1,22607196738,22607.196738,14,242
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1668w66pcrdjmavz0c7vym7s4d3xm7578jy0fqzhk55677t4etud,KARMA,StakeADA Pool,9,3,22580165948,22580.165948,11,264
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo+iog,pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3,ACL,A CardanoLand pool ACL,10,9,22512532950,22512.53295,11,336
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1qqq0c53vaf5ju0n3fvujmyxwca0yhp65930evw9lngmr5705csz,ANP,ADA NORTH POOL,26,13,22389984648,22389.984648,13,575
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo,pool1ng3vqzrhn3z45yjdscv3q37n26g2pj3vp99rfkgv6225y8lqg8j,EVE2,Everstake,6,4,22365015423,22365.015423,12,268
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo+iog,pool1jeu74g86ys4fekhykqcww99kdsq3nlym8a6kfw8s8ff3vskad70,KAIZN,Kaizen Crypto Stake Pool,17,14,22019534028,22019.534028,11,278
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo,pool1z7n2ruhmxmv77f6cqhd3wsy6774h2wuay77agxuf2y9mj8q55vw,1PCT2,"1 Percent Pool #2 (v1)",3,2,22008722407,22008.722407,14,257
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1qzlwlyu92fsx94qu6u5nw3sy334f5yat3dv3jgx0grrsv0kp422,BCSH1,Blue Cheese Stakehouse,23,11,21999393469,21999.393469,11,318
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo+iog,pool1egunxfppwtglyu3t864uq76y0zu05s7pjda3e9g95nwlwc5ye2h,AUSST,Aus Staker,3,2,21958101195,21958.101195,12,266
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1nkupy99hkqqqzdsenxrgenpf05auqa45e27tzlqqya70kjwjphn,MAX1,Stake with Max,10,3,21843871662,21843.871662,12,333
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo,pool1fqwnqk3phwa2s5thgym8dw34pv0z67m526uqprnjh93cvzxymef,NUFI9,Nu.Fi & AdaLite 9,2,2,21811275153,21811.275153,14,289
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1fuzqy5r9x98826zv6wp40tr27uplemmstkd57cuw8jh5v5m90vn,247,Staking 24/7,21,14,21463133696,21463.133696,13,524
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo+iog,pool1uzla0r73fvpnvxr07m98nfzlxcv3q26mkjz00cqjfh7uqsyjkju,1PCT1,"1 Percent Pool #1 (v2)",1,1,21440568115,21440.568115,13,253
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1k0xrqp03mn9u3q3sadndd6vu9udl5v38xpzyw0shm8sskuxw2av,JP2,JAPAN2,15,4,21439308784,21439.308784,11,284
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo+iog,pool10tqeu6d03p6rnalqlvdshmpsljxaq2c0ww6draq6xm8lgyl2a3p,CASP,Cardaspians,2,2,21315926667,21315.926667,13,572
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1jgwu8lq3dqddnnx7prymcgcyrqy0fdlghg33he2hmw9t2gma3zd,KIWI,KIWI¹ by 🥝Kiwipool Staking,21,16,21268680444,21268.680444,12,317
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool16wt6mzvytu9key68efv7cx6zfkqn0d9kzlnt746cyuv0zj3nxh8,BANAN,BananaBit Pool,4,3,21171287955,21171.287955,13,250
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool17taqml487n9t4r9a6ppvf9qv0qlw2lu4zcrzwfdsfcv6xp7uqym,PSB,PSILOBLOX,40,18,21162337721,21162.337721,12,592
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool18gysxqfwz4j8rm3vlh6677vs9n23prvfr7gwe88mhn5uudgx9ng,,,29,11,20991880685,20991.880685,12,574
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,iog,pool1mcvq2z34f9cfdmkd97famsh20ekqtndw246ny5e8ug3mxfdf4zq,HIVE,HIVE,8,5,20965457633,20965.457633,12,527
2026-06-11T13:49:05Z,abcde_forensics_stage_founders_depth14,emurgo,pool1pp7tn2w6ken4rpfcjwcdup3g4m5gcdhc9lgvrm3mnxz5stmrhq2,CROW,Crowdano Stakepool,7,4,20954621709,20954.621709,13,416
