utxo_node_id,tx_hash,address,address_has_script,payment_cred_hex,qty_night,block_no,block_time_utc
"ce75b0e1e203c66d5dbce3b37865114163f577a58d3d12b0ae2593f8d3a64eb2#0",ce75b0e1e203c66d5dbce3b37865114163f577a58d3d12b0ae2593f8d3a64eb2,addr1wyrfrvh7ejs6cn6nedklkq9hqyl9v8glx3qrh9tuhdd0r7s0t5rk3,true,0691b2fecca1ac4f53cb6dfb00b7013e561d1f34403b957cbb5af1fa,24000000000.0,12696233,2025-11-25 22:00:10
