source_tip_block,source_tip_epoch,source_tip_time_utc,stake_address,pool_id_bech32,ticker_name,certificate_tx_hash,certificate_time_utc
13520244,635,2026-06-07 18:44:37,stake1u9c07x9z7w35zmm5tumm5lpltdjpma8gx95y9vw7e35j67gz7r8a7,pool1mxqjlrfskhd5kql9kak06fpdh8xjwc76gec76p3taqy2qmfzs5z,IOG1,816507d47b5b6ca9b414fcab11e730e719b59e8b24f941f631353fa97d8a5eee,2023-04-05 19:51:12
