extracted_utc,tip_utc,tip_block,tip_epoch,trace_source,trace_snapshot_utc,trace_snapshot_epoch,live_join
2026-08-14 17:31:17.511538,2026-08-14 17:30:54+00,13808619,649,abcde_forensics_stage_founders_depth14.current_live_utxos,2026-07-03 15:12:35,640,live tx_in anti-join + live latest delegation_vote
