merge_tx_hash,epoch_no,block_no,block_time_utc,root_combo,root_count,traced_input_rows,traced_input_lovelace,min_input_depth,max_input_depth
419686e3e254f2eeb359fd72b3114df4a54dcd855db0c0782455e9ade8edbade,88,1913472,2018-12-11 04:20:31,emurgo+fourth_entry_781m,2,2,693151695400,8,8
9ef02077f38cf80fa641ed5640f0c62b5017605a7dfaa14eb79ce526a0b92c8a,88,1913558,2018-12-11 04:49:11,emurgo+fourth_entry_781m,2,2,699998000000,9,9
a0c0819a3ab11437a668ace7645506e7b1846505e130e1c405168671caa8adc3,88,1913647,2018-12-11 05:18:51,emurgo+fourth_entry_781m,2,2,673298112292,9,9
63743b668bf16d8d8e981758639c3c6284fe9e26528cd06c476ea698c0e2bf2b,88,1914505,2018-12-11 10:04:51,emurgo+fourth_entry_781m,2,2,600000000000,9,9
91689886a1265bf79026967513de37da73b6f258b0f299d6bf074f3f2bd8f5e8,88,1915635,2018-12-11 16:21:51,emurgo+fourth_entry_781m,2,2,8902097657508,9,9
9aa93fb75028733524ea86bdbfff288109bfd097378e20aa7c509288506cff7e,92,2001890,2018-12-31 15:35:31,emurgo+fourth_entry_781m,2,2,744000000000,6,6
7d99a62a0e1db88aea1b6cd58b35cecc3439a2fb198e83e42e2e9a21fa402635,92,2002148,2018-12-31 17:01:31,emurgo+fourth_entry_781m,2,2,2836318314,7,7
e4f63ed7206460aef3651943f1d691b10bb87a7e714ac5011e044cd8ef1e868b,93,2008988,2019-01-02 07:01:31,emurgo+fourth_entry_781m,2,2,429825262,8,8
b125de311bf7441d3e567ab2b083fbd7206d9228b50a502f9c19bcd32c7588e8,93,2011119,2019-01-02 18:51:51,emurgo+fourth_entry_781m,2,2,133455642,9,9
eaec07d87af6ffd84bfc97a86e453f7a503eac50d29238c8a49bd9508eb87fa3,93,2012491,2019-01-03 02:29:11,emurgo+fourth_entry_781m,2,2,737982806254,7,7
e488c5e1bf8deefbfaf4640aac82c93d14bbaa4f85c3fda11304fa00daecbe16,93,2012555,2019-01-03 02:50:31,emurgo+fourth_entry_781m,2,2,280841290240,8,8
aa3dea27450966158c5130467ec8e48373218da0c522bd8437ae17115c9addff,93,2027543,2019-01-06 14:06:31,emurgo+fourth_entry_781m,2,2,161111954750334,4,4
9365f419caa616f95d57cd7f81b49832ad324ce3b33cfa5ec3ecc805ec7cd814,93,2027674,2019-01-06 14:50:11,emurgo+fourth_entry_781m,2,2,17578772000000,5,5
8ebab4cc6119a3ba4a311ab1f03fce03150551f1704907536e7a0bec8548f20f,93,2027675,2019-01-06 14:50:31,emurgo+fourth_entry_781m,2,2,3252153657508,6,6
8e9b6b810a1d9327a71088a6df74b1aba2a90dc9b43ee333c6f0cd3f29228146,93,2027682,2019-01-06 14:52:51,emurgo+fourth_entry_781m,2,2,14326618000000,6,6
c71568f5714942e5117e31ec31103f59a502e80ce64c44b24571c43ee56dd600,93,2027698,2019-01-06 14:58:11,emurgo+fourth_entry_781m,2,2,14303838225688,7,7
5c9d02e4c9567a0ad9f1124830a5d5e95169553e163e97ad70fa39b6e4d22016,93,2027714,2019-01-06 15:03:31,emurgo+fourth_entry_781m,2,2,14030003162842,8,8
1ab5f8520c9928392ba5935e0a381ef365e8f44496a6a8f54a1415028df0a63b,93,2027730,2019-01-06 15:08:51,emurgo+fourth_entry_781m,2,2,13731782813142,9,9
a3bd7094846195bbd005902c93b31218ec003158bc524b8529b6b677cee00a0a,93,2027855,2019-01-06 15:50:31,emurgo+fourth_entry_781m,2,2,386829315016,7,7
f87f924e43185ffa22143ec3250498fae6f8713af40b985f96e2159d06e2c643,93,2028034,2019-01-06 16:50:11,emurgo+fourth_entry_781m,2,2,301878400000,8,8
a9e9266008e85e5a9069997aa2e679582003cb48fc6556ee401fdb1fc6bea9c6,93,2028064,2019-01-06 17:00:11,emurgo+fourth_entry_781m,2,2,260442400000,9,9
61bcc92f71cfebb1fc5074537b03235062502a5febec7db83ec043db94d8ad41,94,2031527,2019-01-07 12:14:31,emurgo+fourth_entry_781m,2,2,245273440200,8,8
6e6ee7a4163bcb6d9308ea8760dbe6e8b57d65d0e43b3eaa0121d55847ef3e93,94,2031635,2019-01-07 12:50:31,emurgo+fourth_entry_781m,2,2,245315000000,9,9
06a312920cffa3a2b123f17ff1821daecfd257698c7d39d7f50a8de655f4bfe7,94,2034777,2019-01-08 06:17:51,emurgo+fourth_entry_781m,2,2,143533182405468,5,5
023ba28c3f90c8ff7b564ba83c2492e3aeae105a9e8e56a43e19d4bb1726862f,94,2035306,2019-01-08 09:14:11,emurgo+fourth_entry_781m,2,2,143533180060954,6,6
64776283789f9585be9287a5a2fddaf279e3315fd0e3f28576f8a19c4e1a7704,94,2038264,2019-01-09 01:40:11,emurgo+fourth_entry_781m,2,2,2865324000000,7,7
6ba386bc4cec14706cf67284d06ad06b29f52fa4d7d1b7480993ef002a63f706,94,2038338,2019-01-09 02:04:51,emurgo+fourth_entry_781m,2,2,68948780200,8,8
ae6c6d1dd9654a99464a3ee8fd8e0b3902b1196d2387e237e861a11c708cf3b5,94,2041146,2019-01-09 17:40:51,emurgo+fourth_entry_781m,2,2,4199144650000,8,8
a8b47080935545c9077804a674124025b54bcbbbf0373bc0b08a8cf6602af2e3,94,2041150,2019-01-09 17:42:11,emurgo+fourth_entry_781m,2,2,4198944305486,9,9
9eeae18a48075bb637fb3d5f6db392781c3a5c1caf2ed0a64540e9cd46ed6728,94,2041983,2019-01-09 22:19:51,emurgo+fourth_entry_781m,2,2,200000000,9,9
77f3f878c666ddc1cc644c06855c79fe9481140522796de6805846f278e504fe,94,2042367,2019-01-10 00:27:51,emurgo+fourth_entry_781m,2,4,20000006000000,6,7
f135dda41cc36c34d2273fef6a91042ace5d1379df4978d9e80f5732cfac8d3f,94,2042425,2019-01-10 00:47:11,emurgo+fourth_entry_781m,2,2,10000005638874,7,7
6ff04088567e97abfcf2e1c459ca9dc65cb0fb248f8b5a8224584d83472fbaeb,94,2042435,2019-01-10 00:50:31,emurgo+fourth_entry_781m,2,4,19600000000000,7,8
ccdeea23a940b30730eb0a634365cab9b83332c9bb8a7c6a2b9ab2f8315ff58d,94,2042436,2019-01-10 00:50:51,emurgo+fourth_entry_781m,2,2,3435307641600,8,8
fd5688f4761ec9da9c1b8e95474d241123bb6307a28daffc71bd15e6ac217393,94,2042437,2019-01-10 00:51:11,emurgo+fourth_entry_781m,2,2,848957299108,9,9
1e50a2133c3de11abe5a3401cdafbd5209d1de7169e7e69255e3361b78482967,94,2042442,2019-01-10 00:52:51,emurgo+fourth_entry_781m,2,2,16164692000000,8,8
12571f2ed06574c3101f9dea400d4a79de5e58d857cbe7928739a98a78afa411,94,2042458,2019-01-10 00:58:11,emurgo+fourth_entry_781m,2,2,16161227127860,9,9
c76b03fc87c8948251d04c6e17b153245bfcd2f8e90830ff0fee6b59cc47fb40,94,2042762,2019-01-10 02:39:51,emurgo+fourth_entry_781m,2,2,2586350000000,9,9
71058c7d1dbea129539b9c8304c719372afda9c5aebdf7259ce6efbe34381015,94,2043427,2019-01-10 06:21:31,emurgo+fourth_entry_781m,2,2,400005294008,8,8
fd2712e30a71a860ed24109db83f0f2a9e274fbe8e8fcecf696ea62ae7434cc1,94,2043429,2019-01-10 06:22:11,emurgo+fourth_entry_781m,2,2,10000004932882,9,9
83e236301c8966d7d5cc77e173229c312119034b389c5d397923b86316b2825b,94,2043514,2019-01-10 06:50:31,emurgo+fourth_entry_781m,2,2,10000000000000,9,9
6bf1ff9c3bb9c64a15344ab59b238b5950af46b2ec9761af37e0079491b78c74,94,2044019,2019-01-10 09:38:51,emurgo+fourth_entry_781m,2,2,417484,9,9
86233e1c4851f1792140b7a02f0800678f0b48bbabdef7470b8339e045925b97,95,2054914,2019-01-12 22:10:31,emurgo+fourth_entry_781m,2,2,787115647918,9,9
ef732f1d7bbe8b1b5d6afb407c340ee4e545ea0be80c89c2822636b58f1e37fb,95,2056113,2019-01-13 04:50:11,emurgo+fourth_entry_781m,2,2,2205923070,8,8
e3fc6b04b119a0e89197bec30ba67e522c04f1cd0da39b92b6c24e1503d2c516,95,2056115,2019-01-13 04:50:51,emurgo+fourth_entry_781m,2,2,207643912,9,9
2794d5325fa04267c75396212160da71675f514de71a1e3056dcebc066f4ddf9,95,2056120,2019-01-13 04:52:31,emurgo+fourth_entry_781m,2,4,3310889547750,9,9
fd0cb7764e2354e3bf4014a96f37dbc64653a0e6556e251c4fbf325f4fee2f36,96,2077406,2019-01-18 03:07:51,emurgo+fourth_entry_781m,2,2,1454157382376,8,8
3da74be3c383a51a7b308bf1a9d6b1e7110e0aef75d0b14df5671b7ac3990ab0,96,2078385,2019-01-18 08:34:11,emurgo+fourth_entry_781m,2,2,1432135039884,9,9
60639bfdb22a22e804bc4b437b2ef1c2e1e4f13def1fbd21a2f0af5231d2addf,98,2118324,2019-01-27 14:28:11,emurgo+fourth_entry_781m,2,2,500000000,8,8
8e9ecb183ea7609a6948bab2aabccae71e367e2a8f27bfc15f3b5b5f01f66a9b,98,2129737,2019-01-30 05:52:31,emurgo+fourth_entry_781m,2,2,68261800,9,9
599e01f65314c837842b3b82e74ff17a53938db1163639e2a37b7301ce90377b,100,2160011,2019-02-06 06:04:11,emurgo+fourth_entry_781m,2,2,22022000000,9,9
fa076700ea0b672edd3f0bc475699c9aa8daeb97dc6f8c80ac3119d5419195d2,103,2238204,2019-02-24 08:29:11,emurgo+fourth_entry_781m,2,2,997000000,7,7
440b74a5872e16811d4a05c170f6008d5dce175ec0bf089b69b8503b47c13812,103,2243623,2019-02-25 14:35:31,emurgo+fourth_entry_781m,2,2,5367000002,9,9
2b02970a578e6fedbcbbae65c1f999de77edd50de7f04bfafe52631c678ffe76,103,2244547,2019-02-25 19:43:31,emurgo+fourth_entry_781m,2,2,96000000000,8,8
3b0c88373bc72a4a48770063791d65db709e4411ddff220426d3f95083b6761d,103,2244553,2019-02-25 19:45:31,emurgo+fourth_entry_781m,2,2,105358300000,9,9
fe4add72e3f52f847aa3d73ffe7ea1c60c87cd7c29f9ccc0b8818241c64b956e,103,2244628,2019-02-25 20:10:31,emurgo+fourth_entry_781m,2,2,740003367750,9,9
ece211016c573871990519498ee5b446b136f8149e4beb9a3c998ba551e356d3,104,2246381,2019-02-26 05:54:51,emurgo+fourth_entry_781m,2,2,24001562058,9,9
0b975107eee55999959cfef03617099f1e5449cdcf13cfd6bea7076322338007,104,2246482,2019-02-26 06:28:31,emurgo+fourth_entry_781m,2,2,138000000000,9,9
75febbf726ef3fca2dc5b9a8aa40571e6f94fbf55a122dfd18a3e8c33b91f662,104,2250757,2019-02-27 06:13:31,emurgo+fourth_entry_781m,2,2,280840931840,9,9
f7a7395251e1b76d5d50326a9c7a491d6bfa1ffabb3ee3f142c4c280e8cb2908,104,2260924,2019-03-01 14:42:51,emurgo+fourth_entry_781m,2,2,82199639226,9,9
0d85ee9e354a2356258c0a8a5804f382379b06dce8dce045d4d5d7b9d5200e6d,104,2261374,2019-03-01 17:12:51,emurgo+fourth_entry_781m,2,2,41435657508,9,9
b74e4bb72c6910453ae6c7f94daad1d473de5b9dea4e2d027a364204f3600181,105,2268733,2019-03-03 10:05:51,emurgo+fourth_entry_781m,2,2,400000000000,8,8
d03e5d32ea21eea560443c2c011e63e7fe43c38242462e8e2fb192e8b8aacfc2,105,2268757,2019-03-03 10:13:51,emurgo+fourth_entry_781m,2,2,300199104258,9,9
ae42271002c94407de7093e15bb6634d81634cc23013f38c86e6eda6f32c84b8,105,2269905,2019-03-03 16:36:31,emurgo+fourth_entry_781m,2,2,99768053720,9,9
1a68e9fdcb7224bb843b74066f534d0a4ded30d87e30531d8527d5e7e7877237,105,2276763,2019-03-05 06:42:51,emurgo+fourth_entry_781m,2,2,84950572524,8,8
bac4cfa1bfc6819c5622e2522d1892770a454858f96ba3f40e671b082296b919,105,2276815,2019-03-05 07:00:11,emurgo+fourth_entry_781m,2,2,3006600000,8,8
510c6b2e2de8acdce173d2a701c1a81d6c4482ca7bda953bef569897621ffdaf,105,2278075,2019-03-05 14:00:11,emurgo+fourth_entry_781m,2,2,31402991212,9,9
5dcb529c4dab35178375565efb1b49c7c96c9eef8046c9fdfdb64dd12e355b08,105,2278150,2019-03-05 14:25:11,emurgo+fourth_entry_781m,2,2,26612599490,9,9
f9e6a389f90c22a48350e63c4d8da91269ce93d580c740d2ec4c0bbd96db7b40,105,2279504,2019-03-05 21:56:31,emurgo+fourth_entry_781m,2,2,400000000,9,9
1acb63cbefbc9ea4a692127cd9569efc9e379720fab5d8486089f18335e5ce52,105,2281809,2019-03-06 10:44:51,emurgo+fourth_entry_781m,2,2,100000000000,9,9
874cd0ccd166418f949d2ebda78ea4940195032e6cac7b70cfc4c1428c3a5108,105,2282768,2019-03-06 16:04:31,emurgo+fourth_entry_781m,2,2,107496826890,9,9
1a4ba8ea648d538c593678690ad7d13888de6d8c8f311fdaa7a7ea6351c116fa,105,2283042,2019-03-06 17:35:51,emurgo+fourth_entry_781m,2,2,470953430948,9,9
c44a3f34e016cd1dce89495977c3c4018d15f8df69d605ab17aabc58e8a1ac3f,105,2283058,2019-03-06 17:41:11,emurgo+fourth_entry_781m,2,2,651384066006,9,9
0715f2aeadb3094cf4c05d3c8042b42faaadfaa7c36e9c8dbe21eedf0043efe9,105,2284346,2019-03-07 00:50:31,emurgo+fourth_entry_781m,2,2,16436,9,9
ebdb34a46e73fe3279cb33dd17e81643db66fb7227affdcb4075a9610c969db6,105,2284671,2019-03-07 02:38:51,emurgo+fourth_entry_781m,2,2,699999297414,9,9
7eb62493225e9854e61b644517e5476725e691216b4aaacda3805f1f614094a3,105,2284777,2019-03-07 03:14:11,emurgo+fourth_entry_781m,2,2,113918640360,9,9
471a47c6fba81fa132701e7495bd73a68feaac914412771e7de4d103c8cfb524,105,2285375,2019-03-07 06:33:31,emurgo+fourth_entry_781m,2,2,104710208492,9,9
9b71f51d29b55754a0f9fd91da7571ba7d8ddedc440bc583288b726da52602e3,105,2285819,2019-03-07 09:01:31,emurgo+fourth_entry_781m,2,2,407490357954,9,9
edd9720b44266baf471b9427e3eb6e043e8f2abacb9c78c6c1691548e9287b77,106,2293634,2019-03-09 04:26:31,emurgo+fourth_entry_781m,2,2,94008477182,9,9
fd5056075eccd53995c4853e1a8014443babdadad1be46587a9bdfa6ac993d21,106,2296523,2019-03-09 20:29:31,emurgo+fourth_entry_781m,2,2,6112000000,9,9
d43433af410d1d6c653dd424acdf1754594641196072c08b025802728f8a0b27,106,2297846,2019-03-10 03:50:31,emurgo+fourth_entry_781m,2,2,438,9,9
d8c250c721fb014b4eafc72f2beab52d3ccb8c86eeb5b227c2120bf8a32803b0,106,2298501,2019-03-10 07:28:51,emurgo+fourth_entry_781m,2,2,20999625172,9,9
cc6612df30c3c525eb4393a6c6726e7d0b1b51afa71450504f2466a4afab81b1,106,2300462,2019-03-10 18:22:31,emurgo+fourth_entry_781m,2,2,25617637038,9,9
13641668b49f81e888dd6705f37f9a063ce75cdebda808ece3771eced8817644,106,2301265,2019-03-10 22:50:11,emurgo+fourth_entry_781m,2,2,14240,7,7
bec8c95538303924883eb59cddf561274b768894745ea48a84a0505c646361e5,106,2301775,2019-03-11 01:40:11,emurgo+fourth_entry_781m,2,2,116661132480,9,9
d94184c8ae486e1c9611a066ac0372dee3ffc1222fc8e832c054f13ffaabd778,106,2306750,2019-03-12 05:18:31,emurgo+fourth_entry_781m,2,2,123533175716088,7,7
a2603fa48914f07d23ca9b1edbae9ded3ee327856f7aa4fa5e7f2f4d42b80b8d,106,2306768,2019-03-12 05:24:31,emurgo+fourth_entry_781m,2,2,40000000000000,8,8
e3c4435dace5a682bd7a908a085a75720f4c64214ccc295c84c51081e080248d,106,2306792,2019-03-12 05:32:31,emurgo+fourth_entry_781m,2,2,39698423657508,9,9
ce39e7f505a82c5b18e0b6cfa23881201b1b96701fe1bc426a2e4f9c767e8f5e,107,2310652,2019-03-13 02:59:11,emurgo+fourth_entry_781m,2,2,83533175371222,8,8
4d979536428bf8e6e5877299a0dc96dad49b9dec364b358766357ce9fad751ad,107,2310661,2019-03-13 03:02:11,emurgo+fourth_entry_781m,2,2,23533175026356,9,9
5331e1779bfdd62f4f65fa1345f9cad0831de87216ef2ccc3de537d0c2173624,107,2315498,2019-03-14 05:54:31,emurgo+fourth_entry_781m,2,2,12232429990,8,8
506bcefb125a04811fe37a988012fffbccd35b1f41dfb37e169a98a24dd07c72,107,2316385,2019-03-14 10:50:11,emurgo+fourth_entry_781m,2,2,35670099700,9,9
8c5917929b87fa79af462500b555510eff86095316e53dbbe94e15005e0946d6,107,2316399,2019-03-14 10:54:51,emurgo+fourth_entry_781m,2,2,999999151778,8,8
e02c7df38e3a894c9b1555ce4009b3372982f32a1533723784d788b1b67240b6,107,2316613,2019-03-14 12:06:11,emurgo+fourth_entry_781m,2,2,172661456924,9,9
f74e0711f685428b7ee4602e0d829bb52eab7b286cb596020163bfb21db39c80,107,2324965,2019-03-16 10:30:11,emurgo+fourth_entry_781m,2,2,122197882174,9,9
7eef1c54800bfe000d80cbba7557a75607cb631d337cef14d72f0abe756483be,107,2325353,2019-03-16 12:39:31,emurgo+fourth_entry_781m,2,2,327670000,9,9
6fe3308ba6aebfe870efcc26fe2e085fcfa9201d5c55457efa385bc2efbd9685,107,2325407,2019-03-16 12:57:31,emurgo+fourth_entry_781m,2,2,28259378714,9,9
428fa0555c2e744ccbccd78b9f0b17e8a3f316ee39d636cae406afbee0631337,108,2337490,2019-03-19 08:05:11,emurgo+fourth_entry_781m,2,2,939800832742,9,9
50ce141ade2edcd6490bc2034f558c491e3b3ef3b0ee66d542e2cbcbe7ead634,109,2360537,2019-03-24 16:09:51,emurgo+fourth_entry_781m,2,2,208175787400,9,9
ad9ec7ca35b4e4d5480969ee049f71e8d6ace1ae32e453918893fb9e50ea5b86,109,2368595,2019-03-26 12:55:51,emurgo+fourth_entry_781m,2,2,60198000000,9,9
0f2b93dccc1d42e2b92a121409984af3d501ac70ec5b68425c4978520f11a930,110,2376772,2019-03-28 10:21:31,emurgo+fourth_entry_781m,2,2,3180526084,7,7
4e241da1fa334107edc406e73f6411a2f3663c4ba35eff1c78811823b5497f35,110,2379694,2019-03-29 02:35:31,emurgo+fourth_entry_781m,2,2,3180181922,8,8
d1a55180343f61f056b2cc2bea6b63ebf9fed968e18daca027bbdbfc4ac16ecd,110,2380532,2019-03-29 07:14:51,emurgo+fourth_entry_781m,2,2,7762228000,8,8
23006cb7f5a8984fd7130f5cd40d05ea2c462aa2728c7782c28574e411c00162,110,2381079,2019-03-29 10:17:11,emurgo+fourth_entry_781m,2,2,1796200000,9,9
ec7e3f7945932749c3d3a9d3925df2ce5b4e5d95f07e201f50ce853905159320,110,2395368,2019-04-01 17:40:51,emurgo+fourth_entry_781m,2,2,2598000000,9,9
16d5e3cd96251db0532237f72e43e6432faf0bc0e9b3967a3d9377bfa6d0ca8d,111,2398609,2019-04-02 11:41:11,emurgo+fourth_entry_781m,2,2,5755236000,8,8
f11985fdedaaa76439799e4c0800263359ab1232e19197a84e92a1058c44dc4a,111,2398835,2019-04-02 12:56:31,emurgo+fourth_entry_781m,2,2,6000000000,9,9
4641c4d823e078618b92d09215399ea26bbfc86aa249ff91ddf1fcdb4477e664,111,2408489,2019-04-04 18:34:31,emurgo+fourth_entry_781m,2,2,68481206296,9,9
2bde26e10d953eeaeeb47be7dd25ffcad1dbf2576866cc9cc745fbaed3543ad8,112,2424942,2019-04-08 13:59:11,emurgo+fourth_entry_781m,2,2,18198000000,7,7
42226ba11fb12b64bb5bdb8f42b015a0ef31c248f781b2f5a4d382f397753dee,112,2425375,2019-04-08 16:23:31,emurgo+fourth_entry_781m,2,2,20000000,8,8
76be81d0c745c69d94ce98a1cd73d61af413518e3cd1eb885eb21a03313e82db,114,2463508,2019-04-17 12:15:11,emurgo+fourth_entry_781m,2,2,399998000000,9,9
d4e050a463dbf0068e5d71d3cdac17a2b30a5586a764c0366c53e280c46b9536,114,2481575,2019-04-21 16:37:31,emurgo+fourth_entry_781m,2,4,104161102630,8,9
f87b4b5b233387f10956fc2eeaf4882b3ad09bc1733648268fa576eedaf5b74f,114,2481614,2019-04-21 16:50:31,emurgo+fourth_entry_781m,2,2,28000000000,9,9
d97bc4477d9384ac3e3a17194ab6dd0f459071f34130370f096222955b57f196,116,2523687,2019-05-01 10:35:31,emurgo+fourth_entry_781m,2,2,228196688400,9,9
dbc39426d947db7c923c85c4a8442db7caba6ae0c35b2c54cb5b67cee25ce441,118,2557680,2019-05-09 07:27:51,emurgo+fourth_entry_781m,2,2,752875578,9,9
aa59ea065c70cbb9131c0bd52531f28b4dcdfd39ff9f0aba8d311fef126bbd26,121,2630627,2019-05-26 04:45:11,emurgo+fourth_entry_781m,2,2,10471595657508,6,6
5c8a4b845bd6c9e053f4ac6bfce37892606ad310181cb62794a46c3c4d808215,122,2637304,2019-05-27 17:50:51,emurgo+fourth_entry_781m,2,2,1629645592,8,8
40d662c4663097afeff71b808f0317e98e5136c7d7e5140d9f413dff2e4e7e31,122,2643621,2019-05-29 04:56:51,emurgo+fourth_entry_781m,2,2,4460000000000,7,7
de8691d088ac04170b97d02d59840f373f80b7d68abb093f8d7b5daac9fd0043,122,2645013,2019-05-29 12:40:51,emurgo+fourth_entry_781m,2,2,9221565499540,8,8
88df53504ecff6a6dd56b7d7fc91dc2d48a41de7dcfa91cbc5741b2f97938b5b,122,2645042,2019-05-29 12:50:31,emurgo+fourth_entry_781m,2,2,16987155048176,9,9
294505eab9230afeb758dfd6f095a6be6df9dd2c421d04a77b4e0133e2bf3fe3,122,2645168,2019-05-29 13:32:31,emurgo+fourth_entry_781m,2,2,9999998000000,8,8
be6729162919f4aa71f431e8a85ce5789837e166563b1cc7513aaeaa849cb999,122,2645446,2019-05-29 15:05:11,emurgo+fourth_entry_781m,2,2,5284871892864,9,9
b483e5d18c1c6e6909109cac04f21c090cabd11675a5413ae1fe8dd20d8ecbaf,122,2646618,2019-05-29 21:35:51,emurgo+fourth_entry_781m,2,2,10000000000,9,9
1ebfd4b33348c0b950cd2c3c9d81a8f279cce7f1e9e45d9462cef11e7817c18d,122,2647001,2019-05-29 23:43:31,emurgo+fourth_entry_781m,2,2,9989997655134,9,9
e06b88038a05f576b54672dc323561e35d6342f00f2d65ef17d131c15bbeca05,122,2648103,2019-05-30 05:50:51,emurgo+fourth_entry_781m,2,2,2379837760,9,9
0ae2d7415c5335fb3a16fc52ef2595b9006eedea702bbfc4f402e5e9cd2aa7f4,125,2705208,2019-06-12 11:10:11,emurgo+fourth_entry_781m,2,2,200000000,7,7
4c54e445807aa9b5d434670360568f79cd2e3f4ac17ad54e4965942584b14609,125,2705527,2019-06-12 12:56:31,emurgo+fourth_entry_781m,2,2,297480368,8,8
d91d27d3b65c841cd0b00024c11e5db3bf03bd0783d38d0a1dc783453b206dfd,125,2707213,2019-06-12 22:18:31,emurgo+fourth_entry_781m,2,2,345715869290,9,9
816603bbac546336d276dc213b8efe8d979a074ea04d2cadd2bfa37ab576bf61,125,2709850,2019-06-13 12:57:31,emurgo+fourth_entry_781m,2,2,1460366,9,9
5068df741ecdce7ea54e7d06f8f32716e7c2990033cd90ebaf1dfea9d668a7a3,125,2716964,2019-06-15 04:28:51,emurgo+fourth_entry_781m,2,2,800000000,9,9
69c8fef5a23e4acf01159d2625d643024a5b60c1d087e0d44e4d7eb327aac65d,128,2772409,2019-06-28 00:30:31,emurgo+fourth_entry_781m,2,2,301576000000,9,9
e9bb6ab4099b240e4f21499dade78e927983178f5b6faeef8b6d4d52a3dd57fa,129,2793538,2019-07-02 21:53:31,emurgo+fourth_entry_781m,2,2,1922426812,9,9
14c951c81dad6b72a7dd91512c4a2cd1b2079c6f0cc4d363c4434346d00c1c34,131,2832478,2019-07-11 22:14:11,emurgo+fourth_entry_781m,2,2,5704863610,9,9
f34ef1f2c20a14fa406f71637f06c74795b7f9fedbc695c67b428e4cc9e40f57,136,2947953,2019-08-07 15:46:51,emurgo+fourth_entry_781m,2,2,210600000000,7,7
823c5d3d99b37a1f5706290365061f55405432d96386ce96ce05ea46ef1dca85,136,2948069,2019-08-07 16:25:31,emurgo+fourth_entry_781m,2,2,2098469666,8,8
ded75d38d6ca2b46f02a7cc4d95c2823eb134ff34a7add474456be64ba318afa,136,2948090,2019-08-07 16:32:31,emurgo+fourth_entry_781m,2,2,1410429664,9,9
9a188d207af6ca7a6f8c0898ea75fb66fa63450efa21d0fbbeea90269bf1368d,136,2951925,2019-08-08 13:50:51,emurgo+fourth_entry_781m,2,2,100942725244,9,9
83875f2864af9f20883d0574762eece0b4b4d745b1182cf88952dd5f08c3050e,138,2983041,2019-08-15 18:42:51,emurgo+fourth_entry_781m,2,2,12572896606,9,9
fe3c4cdad739d0bf5a61bb4ddff9cbba86051ea5c53b27f6727c6c13dcbd0616,143,3094832,2019-09-10 15:47:31,emurgo+fourth_entry_781m,2,2,298200000000,9,9
304ea6b0ee05dc2853d36a933326beeedcffd073d9358127c3226d9cf34baaf7,143,3100846,2019-09-12 01:12:11,emurgo+fourth_entry_781m,2,2,29200000,9,9
09e8a998d185a4dad7253747d6abdda5a2af00ae08d926d7fbd9fa48b3726b42,148,3204672,2019-10-06 02:01:11,emurgo+fourth_entry_781m,2,2,174999625692,9,9
bea90a6d8964a81053c9d4f7eae604652455c28ef5c7492d1e487484d4964ff5,151,3280347,2019-10-23 14:26:51,emurgo+fourth_entry_781m,2,2,16865176858,8,8
111ac7a65dbdd10aa9d80c3cb0b1de35c72baed48e0c923ea0a876a3250815c1,151,3280517,2019-10-23 15:23:31,emurgo+fourth_entry_781m,2,2,1998000000,9,9
d3ab64db7bda1b47f527334700011185117e36480e6c2d4ad49ca6c90dfb02e0,153,3311963,2019-10-30 22:05:51,emurgo+fourth_entry_781m,2,2,445143568864,8,8
650bdc0652343272733a25fa19d9131edeb71adf0b302c8b20b206a508f340a4,153,3311969,2019-10-30 22:07:51,emurgo+fourth_entry_781m,2,2,1360350744980,9,9
d6ff2e3c54c7bcd2bb6fe08f92313f63e5989bad01b292145534ed9c9f1f3d6d,153,3317679,2019-11-01 05:51:11,emurgo+fourth_entry_781m+iog,3,3,45910099926282,9,9
6bfc11361c58b774166f0ecd1478c93a690a5b2527580addcb47f4ac819c37c3,157,3399065,2019-11-20 02:00:11,emurgo+fourth_entry_781m,2,2,3464530000,9,9
4ecf9e38080f87e2dbfc1efa051cbf7b3b6979cfeac153bd54b743233f3e1335,158,3429676,2019-11-27 04:03:51,emurgo+fourth_entry_781m,2,2,8987714900,9,9
c02e03d7a33f05a87e111744d7e12b0f0f4abb2836ee13b4419dd9ecbf65bbec,163,3521477,2019-12-18 12:56:11,emurgo+fourth_entry_781m,2,2,20000000000,8,8
ed0ef50b1ba66009ff82e1752da60e16639b846b66ee52890084bb95297c693e,163,3521490,2019-12-18 13:00:31,emurgo+fourth_entry_781m,2,2,12049545742,9,9
b05706443a4cff7c422a517d3321438e5a4717fd5f3f6bf1affd6210df517f8b,166,3604016,2020-01-06 15:29:11,emurgo+fourth_entry_781m,2,2,6000000000000,9,9
a44c715f2f4f60064b586d1c6347d648b5e54f3b220ae75b48f1336c47575fa1,167,3610521,2020-01-08 03:37:31,emurgo+fourth_entry_781m,2,2,60000000000000,9,9
b15198df5c23226040798fe60743769dea0dcac344c2b54ad360af888c01bb08,172,3730238,2020-02-04 20:43:11,emurgo+fourth_entry_781m,2,2,1997800000,9,9
48e9528052aabdf17590e649a93d80678bb83d5d8b824e437674c0a37750e6f3,172,3733113,2020-02-05 12:41:31,emurgo+fourth_entry_781m,2,2,14866832344,9,9
