hop,destination,enterprise_only,txs,total_ada
3,stake1uyqhe8zfcrs8py6xs9klhtx0q96wq3vzyak6z06ccrj4nxga7emtu,f,3,97651229.492098
3,addr1v8m0dvk84c7hg6rzul6h9f4998vtaqqrupw778vrw3e4ezqck7n2g,t,2,82911977.396442
3,stake1ux3v9cax8px3da46u9l0jjza78zq7ej6r2u3jxkvmaczs6grjkv73,f,1,80000000.000000
3,stake1uymzp8xqsh6e8x0pw7a5mm3hlfhrsuacy4pwae22jy8uz7qlgfsga,f,1,73464600.626930
3,addr1vy4nmtfc4jfftgqg369hs2ku6kvcncgzhkemq6mh0u3zgpslf59wr,t,25,70898160.160040
3,stake1u9vgulrn3al3l9ufwpq7hp0wm8g6nqdduemqn38z7guhn3sk46amt,f,1,70724267.471937
3,Ae2tdPwUPEZFSi1cTyL1ZL6bgixhc2vSy5heg6Zg9uP7PpumkAJ82Qprt8b,t,28,65409199.138820
3,DdzFFzCqrhsfszgyn6hc5jEPHfJ8BmnNHNxxTcoidPnrURntyQGX2MADLV1hVF872oavtxjj1h27pWHdoVhZg2HR5urwhkkBbbm56M3C,t,1,58623419.164740
3,stake1u80ynx47qt2dt2w7vmazw9qpdyd6d8fr44jtejphzun5m6sdd05an,f,29,49575254.040019
3,stake1u9jf5p23eqzsf84tq4x5csykz4xjkqc9jllh49g7p730xqghkfzd9,f,1,47767591.744280
3,Ae2tdPwUPEYwFx4dmJheyNPPYXtvHbJLeCaA96o6Y2iiUL18cAt7AizN2zG,t,3,46039557.667126
3,stake1uxz94d5eke582wwjc4f4n7ec6ddkdeldw4xk66yupx76fssl3r6f3,f,4,43214692.524289
3,addr1v9a8msz7yul8wet770njsfr5aqte89etjj80v6q9lyw5cks0gcuam,t,1,34573518.091210
3,addr1vx44alfg4v3x4c2ynwrdkdq69v83mn0ryyg7v7986phlgkssw8ltt,t,1,34573518.091210
3,stake1uym3nh503jku544302937xnnw50744aj63r6vm0rdq2gaycttg7uf,f,1,34500000.000000
3,stake1uyfxqvu90hd9nlmsc709aklwfequf96juhqljukxr7jzpaqwsh4lp,f,1,34500000.000000
3,stake1u97sjjensye59uvlcgxnacm974kgeenpldlpuayvlp7peeswf2pw8,f,1,34500000.000000
3,addr1v94725lv4umktv89cg2t04qjn4qq3p6l6zegvtx5esu2zuqfd487u,t,28,31972186.939623
3,stake1u96zspaqtjrwxyfp7c2cz0d5f95qt040uemmg2nl7flux2gd9spnc,f,6,29953467.082079
3,stake1uxf53lmw7479rehspdstly4vqmgrtsuzev5nghplh748wrsz8scjy,f,16,29145036.201904
3,addr1v80xf7597uqf0s5r74vvvlt5uspus2gzsddah5tmn4yj55gnkyzv9,t,1,28360990.994275
3,stake1u9w7x0secwr3uz397nl3zw4wc7w9su22rlc7v54p5q425xs9smajj,f,1,27063163.000000
3,stake1u9f9v0z5zzlldgx58n8tklphu8mf7h4jvp2j2gddluemnssjfnkzz,f,35,20256664.605939
3,stake1u8qg0xv5mgwfgqwjs3ks3r8gmj2rzjurq0ydwu3g2tw380g3j6rsl,f,1,16899875.533640
3,stake1u8sxrclt90rvlgj6y9sfpeun3n0e9fxpzjf62q3tenx8zggplypsk,f,2,15071405.550395
3,stake1uyr67khpjsten9va8yd383wq7uwpghs6uccn3fe24cxmxugtp7mwk,f,11,14265052.113638
3,stake1u833p40y8cm07ra9wgrqgp70z6khc5pttrena97c6en6p8c7pzxda,f,73,14250866.328161
3,stake1uyau4cjuzegpthfmkpeh0cjcy9vcm677dxsy6zwjtny826ca9j3ef,f,1,13886465.506360
3,stake1uxnfyqhzlqkhnapsj4lx4atsk0qv6meyggmh56pnmueecwg8xa9gt,f,6,13603298.017931
3,addr1v894f57ef27sk8dzjq06k6p86e0qk3t4q2d4nk5afp9f4rgncazk0,t,1,12936430.900000
3,stake1u9g3set27nzfff02hctuc8udjxfdzlqc7vn8ydsnepgxq7cx9ws2x,f,10,12100595.025368
3,stake1u8mpuh8edfzsfxkun76qj2ajjzt4dj077l6srjj35q4ennsutx4m5,f,1,11497400.879933
3,stake1u89xt5ewlfl0ww0a7zvn2ent0cmgl8yhh2865ppwzss9d4gltk92h,f,6,10838097.999948
3,stake1u9099geul4yunl2p9egn23j8ttqlex632fgq08au8j0m8xgypzvg0,f,1,10416438.162111
3,stake1u8tkr4lx97lkqw77apqcwfzkncfmd68xcarg9h2zeht2dxgh29hgn,f,11,10123883.094680
3,stake1uxttvx739dt505d6sxvdykj8336utdq2q92jk3sv253zp5qalcz84,f,3,9886401.535912
3,addr1v8mn6dmk7tf9u26kr09a05lmvc9j4k9d940a88ta3hdczqgyt7whl,t,31,9829579.162873
3,Ae2tdPwUPEYwNguM7TB3dMnZMfZxn1pjGHyGdjaF4mFqZF9L3bj6cdhiH8t,t,2,9563000.000000
3,stake1uykvs62f57euhat5ypu9yxfske25vy4dtptmxc5crl2m3tczmnasm,f,10,9204573.442258
3,stake1u9rdz0v6y58jx9t3qznpx2qxq5ppcqm6a5gtpe7t63lh9lqv8fg9s,f,2,8233496.693261
3,DdzFFzCqrhtBatWqyFge4w6M6VLgNUwRHiXTAg3xfQCUdTcjJxSrPHVZJBsQprUEc5pRhgMWQaGciTssoZVwrSKmG1fneZ1AeCtLgs5Y,t,13,7796110.548955
3,addr1vyz0g2ttx4tr2vy9galrvul5dma3gp5y23zz7n5zgyq552qjmqpny,t,2,7483338.397241
3,DdzFFzCqrht8U5wCYix5dwKdmgvSPNGmyzmc65tHSnyNg3aQZoL45giwke84LMckmrHhxDyLTeRUBfpf396ieRP3HG2cRCPTLUXD7wAK,t,1,7326966.121563
3,stake1uy0zkxq405sfdd63ruvcmfrm7gn0fht9my5muwyn7dselcgvsqynq,f,1,7066949.244059
3,addr1vxq0mxschnhutlzvzd4nr7puyvvrag4dxj268jdwncvcy8g5hn3kc,t,2,7024912.054431
3,addr1v9s999pae4sujg0ss59r8dwqll0aauqg8qfhvyd6jrft86ggg0lcp,t,2,7014429.185062
3,stake1uyuw296tfcd9mxppesghrun23s5gv5xnlkvets7fycp2qvg3p97s9,f,1,7000000.000000
3,stake1u8lrzrl2kyzrld0kylpaf75q2zsa3k6hxjddu8ex83yk5mcr0ndpc,f,1,6996532.336765
3,addr1v97gpkpj46fzltzqgzxvs02fgddf85z8zc06a9ae0rqw23gghyy04,t,3,6647402.538324
3,stake1uyuhcm0822fxzrf5xm458cy6l3dlfhtcjdd4ka3u542jcdq44x8a5,f,1,6343737.000000
3,stake1uxt2ggq005kfm3uwe89emy3ka2zgdtrpxfarvz6033l3fqgve6ku2,f,1,5999999.829373
3,stake1uy885wst4ccjf58mtstlrhgp5y5y9wgfpsqtqtuh4u4hctcfmcr80,f,1,5709507.747794
3,stake1uyg58xvhn7pmal7k0ml8d45jnvc30dla44r5lpsfv2z5r0gr93jsa,f,3,5570008.674242
3,addr1vxve43apgse3wh5xhf4t5eh90vkfd7wpw8kyxy9uyjw5jkszeurl2,t,1,5302099.569352
3,stake1u99yurkzdur22pazfpfthe2gu3rausz6cfll0fnc9w46flcnllj43,f,8,5108371.617152
3,stake1u9cun6zrn0rllpdtvj0par7m57752tp583vvsf3rhgnahtqxyd2qc,f,8,5058482.795253
3,addr1vycx4t5hz84n6juy40xgqkma9csn0f0wsx63cm6kvrwwcjqw4na35,t,1,5000000.000000
3,stake1uyqgnh98k99vknl7yl60le3dtcj0ha5vdjmnegr2ha9aqggcjvclw,f,1,5000000.000000
3,addr1v9364s58flr9tsm4hm4krhtd7cvxl8nqrjmvup9dfqjqhjqw7uk5k,t,1,4999990.000000
3,stake1uxhtp368c69yq0pwecz60xypal554mpwey30uj73cz8r6ccgh4su0,f,4,4992985.722758
3,stake1u8etv663naf44lnzttnyf0pl9jlqqd6nakca9jzjnu08ysqxqldgg,f,1,4670026.973344
3,stake1u9fzgtxcjdv4mxrjv668626rwdq2eys2tk2uh7r8tq5nlcqhnjhg8,f,1,4619123.376622
3,addr1v804tgee0m3ww7z93zh64wr9flqh9psdhnxg6cykfudgulg6f633p,t,41,4544505.095032
3,stake1u8xnvj99yft37zff02ag4fuhwj5qzp3qjrzuk7cd4wm2m3c8a4fur,f,24,4459414.432153
3,addr1v9c7f9fkwflmks4xu90ey2zlp4ra4wk8zzrngdg6znyhq7gsf9e8l,t,1,4457563.702500
3,stake1uxznvn29dcrgg862h4j8qvnhg6rdfxpkjk8tjz3yn6wwfjc5wcqm2,f,1,4378686.070326
3,stake1uyytcvy907n6zu09zxpjm4rgw44wcheymslkgq2nmyx4sjcygtefd,f,1,4298310.488270
3,stake1u8qeyq70rxuzj8yzvltrjjk0a7addz6u9yc35x5emd854ws9qev6e,f,1,4140262.938420
3,addr1vyzxl40nayl7m7n8mgzrnz47rw6amln6cgjd587wwatv05c0cqa2z,t,1,4100793.065900
3,stake1u864mcnlrulcd0xm2e8uvesm2d55c4jtyymcecwhc5usktgnsp7pk,f,1,4090294.717182
3,stake1uyd3ccjka7d7ykkyglmqr4j7zjudz08f7vun6pegp33ffxgvg2jyu,f,9,3921495.412123
3,DdzFFzCqrht3Gmi2RUHN8f728jPQCmpRnMibYjnQc6yp1gcbvENcEdG4kYqSbS9sQs5k9A2wmueUFm75eqhuN9DH88X4WFPZ6iGuR9Rj,t,8,3897821.509895
3,addr1vx73kqvsx9k6k26qkfwwqzgzh5nh99dpr9gmguayp6ae7hqzp32vn,t,1,3743777.237707
3,addr1v8d4u36r0kspkgq04u338ryej64rx2yvzxtwpp40tnydzscu59kd9,t,1,3605816.662674
3,addr1v9awyew0e9x79ueyl6uvf3mf5lktw085qeqlsafljpfyq7s8es2pt,t,1,3539280.714501
3,stake1uyg4fp8deynruc2jkm5mg4zxgmwjqq02u077a5swdp4t7wsttfmlp,f,1,3527322.949305
3,addr1vxurhnvszr7tcya06r0nk9t6vhvmvlrvheu0ne6ypa3qffq2klyay,t,1,3507023.079703
3,addr1v829lmpl02phgmkt8p20neply4t0nwp0v8gxu5wpnzzvssqanr8hm,t,12,3500003.379811
3,stake1u9nc2zdv49eynm0jstx4n47wv67e5ha4texen8jn0g8x5ssfcu2r5,f,4,3200000.000000
3,stake1u8wzsfttqkylfm6xkhnxnlpcvesx2kg65v56dhkmdm90t9gfmkr8c,f,1,3191345.253040
3,addr1v956e4kczrfcunenrxqzz908dwgct3jp0ll3qtf5tqpf9zqeawd72,t,1,3175269.605852
3,addr1vyykn570e6x0weurljw8dlra8xux24025xaawny309kpe9scylfv7,t,1,3089859.688983
3,stake1u8s23w7kal24tzlg0g3l896v3hm758zk8c2mhh3qzzekfdcun4vtj,f,2,3054254.278812
3,addr1vyt0j08qntyndlcdspl6xwa0gcadrlwmugyj2htxap3enqgcu6c7f,t,272,3014479.511443
3,stake1u9e0p38u5q2ga6mkjpu3gy70c5swx3ju8fal0h5s2kmp08qjxlqac,f,2,2759006.918569
3,addr1v9xhzs3wfglha049pammce977z6kvvya5qnwcx0husuk6xshu826k,t,1,2737356.085192
3,addr1v9a3j0xpkg3pgdgpm87jqv4mu9u3gjw5wxpyuujax7a2ldgu6uv6e,t,1,2600000.000000
3,stake1ux5l2qysp6nwjfgq6tza3v8wztgpww77rnp0la0fhujnk5srddjj7,f,7,2591757.525940
3,stake1u9qsg4p603amlkmrvnhzfme87gf82fj6f3asvxzhx6yk7ms6xjjfa,f,1,2572486.002117
3,addr1v8nh4ddhlfn4nexvv8muwulmg3zhdxc2w4suxvvleem7rrg0276hc,t,1,2543586.587708
3,stake1u9rh6ucawdqddla96snwjt4nc6r8l7m4g6f4a0s2g6rqqqq6208ql,f,1,2543008.298763
3,addr1vxspw26pacczy348mvg8maxvnat6d9xrdn8pgll98c42lkg7gnu3l,t,2,2541861.423518
3,stake1u8ejjt3u55lepswcfau5sy9j93fyxrvq76gtnahc8hsfnfs3tf70j,f,3,2494601.616459
3,stake1uyzawt8zx5wzt6el0v2pjy5ftlrdfze0vw5tn4g5a9zg3ssd3acff,f,7,2476715.582010
3,stake1uyssau2tk0y3hd46peesxuyn5tu3q9lp50wgth4he04fx9s7newde,f,1,2444305.156113
3,DdzFFzCqrhsqKhoiZ3Xz2LoKpj8idvnxp4yn5kGheJKnNV3vRyuTasNubsR23oCcV5ZGQRU58FYqpPVSEvj2ierUBYNUifG8WLfebgnA,t,9,2431565.739853
3,addr1vx3ysxp5pcljxq0jzcyf5ey2tqm92tlqrkppy978hd3e67smlye8l,t,1,2414572.597330
3,addr1vyclj8kr857fsj64j8j00pa32fyymnpcuw57t857v8py3xg8t0vqu,t,1,2414572.597330
3,addr1v9lendytst27cpcrht4w57fvytx4eq5tfua8aps05vz7tyg3r3ev3,t,1,2414572.597330
3,addr1vxuewrv6quv7mjqg9vrhz4srksvglwsafypj9u0h27llvhsm6frs8,t,1,2414572.597330
3,stake1uy8qghtnjvxce6705degxlzyzjkund3ef6fxq84pfkj06gce3axzp,f,3,2400000.000000
3,addr1v8adw2u5gm6klh7jr2eye3wq6plnkeuhnj2zqrrmyfv4mqs0yst0c,t,10,2243603.831457
3,addr1vx9pxvq7q7gjlputskayvpa0r6ye3vcq0hpam35fc3v9dvs966w5e,t,23,2223665.039748
3,stake1ux8mdd6uzj6dh4rhkj6rgehtf2d60j6ml996f6fd6d4rgkgwj3uz4,f,1,2203393.502824
3,addr1v8flhg6s093aalhvmupnpv4n9pgm0jgrxd02qef7wq48sqsuxxrsr,t,1,2200000.000000
3,stake1u8n0pwlvha3rnhfdqvpwe00jktkh2lf6a0dg09tthrqrwpslghaq6,f,1,2160196.377929
3,stake1uxgprz3q4hcjaw7uux7u8vkrlmu0t2fdul4skkmpwgzdskqujw746,f,2,2157193.014760
3,addr1v8h8dysuycpmtlnfpcwxvdvmgpgaq62glywawdy77ns85vc0swfj9,t,1,2145676.384061
3,addr1vyu0hct4p2cc386yx6v8shnxcmawn0a7jqpdynh36t4p52spa3v9a,t,2,2099843.818759
3,DdzFFzCqrhseuoUCU5SqkDxpLX2ii6L7bffzpWDifHeG1dmC9Y7goaYGKc1V8kc6eKuQ3m3pJG6n7YRGpKvX8651RyKrUSfVSyWbN4Ux,t,1,2032362.210536
3,stake1u87tyxdzrn9mqth4y5ejm6mcfqnq52dzjvz04n9s8j0fn6sdrxhaw,f,3,1966025.536986
3,stake1u9zsjf6nfr787nasg4kugqt6mtct35sz3hsgtxyq3xn2u9s5pm7s3,f,1,1895999.000000
3,stake1uxz367wa35qpk7dwgcehms729pjge5pjwzdhlj4jfm0pd9gfytzg2,f,1,1893023.603124
3,addr1vx4wd0gc4dswuxy0trxuuhagee35vamxfdj2ekklnyk2zyckz26mt,t,2,1889206.312981
3,stake1uxumqen09wpy75yz2un4r6m2q62xdwt7s8nnxujgyrgyrmscg76tt,f,1,1882887.226456
3,stake1u8jq7pjswms7l4cv6ccr38x9wyrnvsucg4vlrc4kfgxscaqpyk9vq,f,4,1817464.528369
3,addr1v8e3ynryzmzyjh3mdxe96t4hdxjdjnezwrceqx3y9psvw5sw7fpz9,t,1,1789974.834675
3,stake1uyucxkycrc70349xq3cxzahf4hkytyhr05lntfcg49hqpxsqlrayk,f,10,1764563.124615
3,addr1v8qxp9pka35tu6qh2l4jtdee027t63ydyqcavwqr6lstmmc7xlm6t,t,3,1710000.000000
3,addr1vy6jx9pplune3c0te4tva9sdl6tpae5dy492y0apw0x66gsn740gf,t,2,1702728.087403
3,stake1u9kdhzl28w9wde6mdl39zpwft9jfu70plcr0k8a2k8f5pngz7f3pt,f,2,1699174.621530
3,addr1v9nn84g3sg9a55cs2x98c8hk0cvztan0xslfz7ahfj8z80s4wvd33,t,2,1689659.795800
3,stake1u8vcul3cy54zzzxsr44fz9v40z0vyj92gz9qwqxdqhgwgxgjwtxfu,f,1,1664759.875750
3,Ae2tdPwUPEZ8a63pbDPDcz3aEHXipqdbaQyFLYL9SQsRvQrW9UJeppAqeZg,t,15,1661793.839748
3,addr1vysqyu9lf7nvwa0e8gse0nrjle4yw5decxyu58yk0c6taqqry3nwz,t,1,1629214.707772
3,stake1uyk3v57x3rt7km4jjemn5x2lc3zck6nazy0l5rwt4x333sc8al4qg,f,23,1579547.973740
3,stake1u9x4mmlumrxtfv7xcthvvhk4qgf7tu2jjetv5d74kxtsu4qs4hv68,f,2,1578136.201519
3,stake1u80f4qd8n7a9nwxxsdsheglsuaa5sh3354fmgvzetxtgdvg3h85mf,f,1,1567402.130003
3,DdzFFzCqrhssn3mHcVK7LWt5oUncnPg5PjAzm13AYyi6fbmGEB2Vs6XiWZyTAmLQAYRcaTDSasxA9V3PYcjCHJdd2qqFdHkr5vMdT2aF,t,1,1552190.322473
3,addr1vyd6wlmu7nshmysv4jnphhzxagd7nz7h02ejd46x8e8kcrgyrrpj9,t,3,1518492.190531
3,stake1u9ukf0ck9m3k9pwh6dg8g6s5ggyac0am2tvlgsxjgctqqxqtpne3s,f,5,1492100.593298
3,addr1vxxj8rwwalqqw2wnzysamv9jmv6w6lcsn6dcrg4dtjyquccayfhvl,t,1,1482048.063871
3,addr1v8028qx4wtxspryxa6wsff7r4f4nz3dthdpl3dpmqgcmkqc4qk5l8,t,3,1451336.000000
3,stake1u8vdhpdgys5nfj9p2509nr88cmfg7rdwu0rv7thhq09qwqqs095e7,f,1,1433395.724504
3,addr1vx7j284mqe59w2mka36gf5xq0hvu8ms2989553fk5qh3prcapfpj3,t,17,1422576.404145
3,stake1ux86ddtfap8qy5lr9s3ldsx6u9s3uy5ekxactg464kvy39cskxhje,f,1,1401778.899690
3,addr1v9wy89fq4vctrvvdt3eaf5lny8fvrpc0zfm4qersweq9atqpjfure,t,1,1362508.963009
3,addr1v82a238a2zaehrpqtyfc2z6xgmnw8wfu8apx6qmz83s3tlq23g0ze,t,1,1341553.812939
3,stake1u9afphw0vh5htqhx9ch76v2nfvk25ux5cz7cpl3evcte9ugugwlww,f,1,1341312.989911
3,addr1vxxkaykus895qyvtq3248w2p7sm54f295590j07gsx6kqpscxztdq,t,1,1321186.194259
3,addr1vy0wj3jgj2rde0vqfjs4mh43n3hnjgtjejhuhxru0lwnrrq4ym04d,t,6,1278705.819979
3,addr1vy94mhvz006xexgeypx7450rwv3hn2395d7y9xh656w50xsh3ms9j,t,1,1271267.601404
3,addr1vxtj3z3zck7j60j55fkpkf0vf7nw9p8n75pcze2xqgh03nclpekeq,t,1,1252184.534900
3,addr1vynryean2ftlkj5gp6l3dphm8722xq7zacy0l0f0czkzrpqc5a8rc,t,1,1239003.690133
3,addr1vxfycd0nmz97f7j38hzrd5uvsrq4jradq2v4g2p8zr3fcsq2ymgc9,t,1,1231164.034488
3,addr1vxq304lyzyfd6juya5yer5wdlmu6s782m408a2z554tu5ysn3gn95,t,1,1207125.277070
3,stake1u9xuuarxury6acd82efafgav5zxv8jjn9kx7dgnc7vqmxgca6vspq,f,2,1207101.902459
3,addr1v86e8f6fc9kfpp90drg009nc2dyksdsuzalw0ykxypvj3zcmdf0ru,t,1,1200408.474743
3,DdzFFzCqrhsza6ocP4UHoU1mX9jciDkfhyjDgxbC6T9c5jiHMcKKvcGiN8vg1CnTJ94FfHUvZR83BSvJ266zHzpEFx55jRo5rhp7pkQP,t,1,1162037.944785
3,stake1uydztmysf6quz5c30dv6upa2u6d5jn77um4ap8ynn04fuzsap4n2e,f,21,1161465.810697
3,stake1uyupx2y9nx89z6hldlpey3x649j2zxylffe7cn34hf5t5tgmrxmak,f,1,1122343.284980
3,stake1u88zeazj5xy8uamz47rqswpjvn9zmsyg78ahklfmku2k35g2qlaaj,f,1,1115600.243559
3,addr1vxuzsx5nmd0wacele8pfagsf8hu77wqr2qhxaxkmc84umgsa4l6vl,t,1,1106426.492955
3,DdzFFzCqrhsnfp4ikZndgVnS46P7oin2vY5vM7uwqNMY3G5kSC3NEjmSTVaau4HipTc2frntqUZqTjouNRFfr8j38rqWxirKnTtBqzbh,t,8,1087436.770000
3,stake1u9syjjz72yumjuus538m0ktrfgm5jy4ly3zy3xk08m8k93c4put4e,f,3,1085325.074349
3,DdzFFzCqrhseYWTM4jjs9Nrh8awVpZH32RzJurLwiKyAZ3fRJzN5B1mi9m4h4Pqqxkjd6k22AEgZGmzcSMvxcYmzKbU6AQR55RaiTdGM,t,1,1082844.276055
3,addr1vx4xtaygfphenazekj2n6q4azd0cflm333s5fqz9dfr6sqq5m594l,t,1,1073247.944651
3,addr1vyatyh5z6eltfp77fwnhzehp4wcqjv3n6mu2nlc9ezxrqysje4xpl,t,1,1070048.410655
3,addr1vxv63ke74rlfkaxfwufx050alazpqmgz7fs2x4sm3rm93cqsg302w,t,1,1055151.871077
3,stake1ux9w49e8vc79qzptjsy75799t744trkqua2p6ct4yrqqqpsuhpd83,f,1,1024685.515147
3,addr1vxgfsvx4w7ea68n67tyvqrt8w5e7yktd95j39txg4k3t0ega8lhr2,t,1,1004927.257102
3,stake1u9cp6hfrsvqc0jn9eeskdtk3l7usqaa35lm925f7usqtzhsy472z0,f,1,1000000.000000
3,stake1uy333ee3rnt5l4pl75fsfynnzsrhlurtpanq03wjm26sj2qr87xm9,f,1,999999.000000
3,stake1u92lq530mpyr8t0d060gr2hvxpg8dwu2v6f5xvpjzuqr3dg4px55j,f,1,999999.000000
3,addr1vyjezs9tu9ppp0seq49dl3vpwv0njj6su0fer6q8gf5jwqg6vavue,t,1,963315.775714
3,stake1u87lpc828j62f558svy3dujgfth4kcegx4mdsxdetwhnn3gzvqhgg,f,1,962837.503462
3,stake1u8afgl4qdnf2rrrusasm6lp9dn6jljcq49n4dmhtddncxdqr9nvsv,f,2,953878.004315
3,stake1u82f8x0ul3r42dxe8tgz39n2pe0z6qddzr299mghavjgdpgl8qvgs,f,1,945290.265677
3,addr1v845f02vrv8ccn0m5vm0ys2xrh48slnaqtnhqj03rpj7l3s2ktnuy,t,1,940157.537676
3,addr1w9qzpelu9hn45pefc0xr4ac4kdxeswq7pndul2vuj59u8tqaxdznu,t,2,933224.592747
3,addr1vxy9ag8nc823k0l760ku8vsks835mg67ggwhfsdp60mcc6qpjh6nh,t,1,931068.585553
3,addr1v8m6py73y76n9tyactudu8w7pjh2flpjwlcjecje6mazh0cqxus4n,t,6,921781.279916
3,stake1uxnahfm744jqetweykux94225r23zenvwal35pzdx5nk7ncel34hk,f,1,908346.817093
3,addr1v85leg239yugj2ctrqypd7w0dtugk48s96yf04uayfedupct3ux4h,t,1,901225.286030
3,stake1u9hvtsfujlj7yqf9e6n4vhhj62zrrrkylrtk7x4l679fhcc9jdkay,f,1,875677.460735
3,addr1v90d2qf0v874vdh5mn6gcls450e9l0a0lnem4w4fm8cgcsgt6ygv9,t,1,872298.715396
3,addr1vxsqjwjray638l2f0kmkc0nx4f6mh78m25qnepdhh0amuac39r2qk,t,2,866345.824410
3,addr1vxxcfxd44nncs5dudsu2897sdyzx2anyy42qyu064qz9ezcelny9r,t,1,865007.397767
3,addr1v8yzqeaelcnlnv74nxclqcgqsugqfe267jkfmqxukm0fn2gzgghtl,t,1,864742.935108
3,stake1u95u9drhsymdk4h2tj0gnuwhnqlu2v3jmr6vk5hkjrxzntgqshnww,f,1,863762.494972
3,stake1u870q3tlyku4un99j8whjyr5fzygcw5939qm7nrq7rc49gqkm3w29,f,1,847860.370860
3,stake1uygc8k40rwk49l27up8erdvh75v5qykcxg0w2ch55qx496qjyy9ve,f,1,836161.280582
3,addr1vy428glax7tkqlyud5wjddw85adnaavff3gf0s7ghwed3qc94aqlv,t,1,830394.060262
3,addr1v9hmvx38z54353a2dm64txdmxzwhn72tzcgcwjzd7qnls7qv4tenn,t,1,811936.157804
3,addr1vxjrmfkc7a475x3yudsm659vrnqnus7em48wgdnhyjf9wvsgkh625,t,1,803214.200000
3,stake1u8yr90g09a2znm4ylaspctgyteuslnrfn6flnntxkka2ysgy2750z,f,1,765390.572044
3,DdzFFzCqrhsoDehMNNjTRxuTiRiLtSvaDvxwX2Hfq5wBmRBLYupcmD4yFwJP5DAGyXKGSJt9jwhxDUrkuxazqufTy6xkWVSETRjVs5uc,t,6,762343.099895
3,stake1u8mgse9r8zhgakqlvyg5mptuk63ptj8xsk49csaur7reenswvw0x5,f,1,759872.401327
3,stake1uxt2ssy50m7gwj29zd6aemspsn4f4hd5ld8c2w55epds4mca96uqs,f,1,754564.571060
3,stake1uxvjxgpqx2trzkyhyt0w7cqazwc3pfstmkga70p7w26u2ng9t8xvr,f,1,738669.421702
3,stake1u93fwlmwsuyyt325kkd7peqh77lfmvf72e6gksm34ysw5cgvlny2q,f,2,735853.186781
3,stake1u8fjlrychu852t3cy90h6wyt6wlsld46nr0k4eavjezz8mgxyxwdd,f,8,727144.393199
3,addr1v9f63cfp964rxwpk7m0dgpgadjvujrpdzwsq4f9j76qev2ckh9rny,t,1,723225.000000
3,DdzFFzCqrhtCrSmf2j5gm5cBRi2fcf7C6TJFY43FCXAgX3pgJyVJLkS4dVYi7NygD7bxDB42mPHuhvic8SwKbHPcBSqnYr21QFLS8Aus,t,1,715679.725770
3,addr1vyj6yw7v8zsk6a34av6zl84wlz79jcm3vmgm63eq6aq7kjs4uny3f,t,1,715195.172729
3,stake1uykl92xj62q9juxfc2qcunt8w5w90v00dylva7chavmk63s0jwxkr,f,1,704127.719618
