hop,destination,enterprise_only,txs,total_ada
2,addr1v9u7va2sktlnz8dp3qadpnxxlv4m03672jy6elmntlxxs7q9nnwl9,t,1104,1118784548.764387
2,addr1v8v3auqmw0eszza3ww29ea2pwftuqrqqyu26zvzjq9dt2ncydzvs5,t,293,350231426.486075
2,addr1vypr00ss7hkqejmvh53xkyf0p9q0a4z2uprxmx6njc463vgst3pe4,t,160,327416848.478019
2,addr1v80xf7597uqf0s5r74vvvlt5uspus2gzsddah5tmn4yj55gnkyzv9,t,1,28481906.005033
2,addr1vy4nmtfc4jfftgqg369hs2ku6kvcncgzhkemq6mh0u3zgpslf59wr,t,10,26779590.012901
2,addr1v94725lv4umktv89cg2t04qjn4qq3p6l6zegvtx5esu2zuqfd487u,t,15,23688096.293492
2,stake1uxf53lmw7479rehspdstly4vqmgrtsuzev5nghplh748wrsz8scjy,f,8,19999391.007177
2,stake1uyr67khpjsten9va8yd383wq7uwpghs6uccn3fe24cxmxugtp7mwk,f,5,13493398.870000
2,stake1uy0zkxq405sfdd63ruvcmfrm7gn0fht9my5muwyn7dselcgvsqynq,f,3,10404040.606341
2,addr1v9xhzs3wfglha049pammce977z6kvvya5qnwcx0husuk6xshu826k,t,4,10089427.286544
2,stake1u833p40y8cm07ra9wgrqgp70z6khc5pttrena97c6en6p8c7pzxda,f,28,9914855.861524
2,stake1u8nfjumfactw34nck4hpsrrz8vtcvqjx25rg3ejwmdgjk4g7hf2wr,f,1,9499999.777680
2,stake1u96zspaqtjrwxyfp7c2cz0d5f95qt040uemmg2nl7flux2gd9spnc,f,3,9077059.000000
2,stake1uxnfyqhzlqkhnapsj4lx4atsk0qv6meyggmh56pnmueecwg8xa9gt,f,4,6833694.751147
2,addr1vyykn570e6x0weurljw8dlra8xux24025xaawny309kpe9scylfv7,t,3,6399266.515568
2,stake1u9cun6zrn0rllpdtvj0par7m57752tp583vvsf3rhgnahtqxyd2qc,f,6,6008370.743306
2,addr1vymu4620q8vqf4xsstfrk6dy72787syvezet8ujsdj2k3jsfvlx47,t,1,6000000.000000
2,stake1u80ynx47qt2dt2w7vmazw9qpdyd6d8fr44jtejphzun5m6sdd05an,f,13,5398404.406936
2,addr1v8mn6dmk7tf9u26kr09a05lmvc9j4k9d940a88ta3hdczqgyt7whl,t,15,4793800.785568
2,stake1uyytcvy907n6zu09zxpjm4rgw44wcheymslkgq2nmyx4sjcygtefd,f,1,4431116.674000
2,stake1uyau4cjuzegpthfmkpeh0cjcy9vcm677dxsy6zwjtny826ca9j3ef,f,1,4062922.000000
2,addr1vx7epefda6wfcd7pqey80qfl8n7zfvv34wlea4v5p7xu5jcl2t9sq,t,1,4035357.621199
2,stake1u87lpc828j62f558svy3dujgfth4kcegx4mdsxdetwhnn3gzvqhgg,f,1,4000000.000000
2,Ae2tdPwUPEZ259XJRGgx4tiPzXSgZvxzxazyBKRyf7xGwhX5xnpaByp68Us,t,2,3762563.300000
2,addr1v8s3r9mugkafdh8zw444a00cagdzl4lny7vwt09nnzvhdqgx84tzg,t,1,3740730.157383
2,addr1v9xq584wzrn7lgaj8ckuzcxzf2g8a957aarcpcglnmkpx5g270ucu,t,1,3671135.357878
2,DdzFFzCqrht7JoCDV2qDFhsMcpt7t7uztXCkPV12iB5G9thiEbfcBywS3Xufw2LSushkeDRZgNQo6p3p1Mc9SB5m8qX8JxC7FUJwMmmn,t,1,3524249.623499
2,stake1u8xnvj99yft37zff02ag4fuhwj5qzp3qjrzuk7cd4wm2m3c8a4fur,f,13,3465054.164776
2,stake1uyzawt8zx5wzt6el0v2pjy5ftlrdfze0vw5tn4g5a9zg3ssd3acff,f,6,3448813.746270
2,addr1v804tgee0m3ww7z93zh64wr9flqh9psdhnxg6cykfudgulg6f633p,t,15,3255326.543911
2,addr1v8366qjrw88tumt7vyvy2yhcyn235mxjclz5rd2vxcycexqzrqm6f,t,1,3233221.686323
2,addr1vymwsqjplenvsln5hv7m0ehguc0qls3a8v2kj5yv36wt9jc8m4wxj,t,1,3131336.081724
2,stake1u9qsg4p603amlkmrvnhzfme87gf82fj6f3asvxzhx6yk7ms6xjjfa,f,3,3104277.589939
2,addr1v82a238a2zaehrpqtyfc2z6xgmnw8wfu8apx6qmz83s3tlq23g0ze,t,2,3066908.741894
2,addr1vy4zzdg4w2ehaqad2cvt88nql7ue55f2qvs2nsm4xjqwnyq3ydgfh,t,1,3037034.379348
2,stake1uxhtp368c69yq0pwecz60xypal554mpwey30uj73cz8r6ccgh4su0,f,2,3000000.000000
2,addr1v8m0dvk84c7hg6rzul6h9f4998vtaqqrupw778vrw3e4ezqck7n2g,t,1,2802949.000000
2,addr1v94t2nv025unydjaacqkja0cvx2yrutakvnqr4v739he7agw73aze,t,1,2730552.681553
2,addr1vyt0j08qntyndlcdspl6xwa0gcadrlwmugyj2htxap3enqgcu6c7f,t,246,2711252.090682
2,addr1v99aa4mtje6yzss08jmrec0r3m6q3c8cmr0htayx66dmtqggfwdua,t,1,2671803.511431
2,addr1v9hmwxg962p0vafrwc3masmk5sv5xj3c48w2yufqcayvmeqgc06cd,t,1,2604925.517239
2,addr1vxjdf39mt8vj0fdv9fez2jxlx3yukmq6aggvty4edy3dcrc0q09yu,t,1,2459435.203058
2,stake1u8tkr4lx97lkqw77apqcwfzkncfmd68xcarg9h2zeht2dxgh29hgn,f,5,2438888.808403
2,stake1uyuznshe6qagevyg85sm2yjelad4wdhjagxap5rvalynyzgmjmhud,f,1,2268717.904287
2,stake1u9xuuarxury6acd82efafgav5zxv8jjn9kx7dgnc7vqmxgca6vspq,f,2,2250119.312869
2,stake1uxz94d5eke582wwjc4f4n7ec6ddkdeldw4xk66yupx76fssl3r6f3,f,2,2200623.405562
2,addr1vyyh499hk97j72ugcrylmr2l8t0yuyw83g4kzeuzyhrw32g622nzw,t,1,2195988.542296
2,stake1u99yurkzdur22pazfpfthe2gu3rausz6cfll0fnc9w46flcnllj43,f,4,2119329.162841
2,stake1u87tyxdzrn9mqth4y5ejm6mcfqnq52dzjvz04n9s8j0fn6sdrxhaw,f,2,2085660.036087
2,stake1uy9eaqnmwjflxpsc8a2w8ezauxfqa9zske2xfsnyua2ld4s4q83dy,f,1,2035128.390000
2,DdzFFzCqrht1vvWSFcqbBW2V6dafoNKUaSZPjCyn53sESG4w7TgdvkxUwi26EUW58iaVRSFhCq15GfmtKcewrXxfoMV8wR2oRGXFmm3F,t,1,2032429.035626
2,addr1v9092zg2ekmrrngpt4pfj9cqcey8wms83j5l9vec0gp707sfy6y93,t,1,2000000.000000
2,DdzFFzCqrhskZbSLv98vsuHMakoadt1gekNumNcKwZkTzjBUQ9Wz4sASTMDCJZYzYEBhDGurxvWKq9HP9LSsmBi23TXPgPD7tDr2UWNw,t,1,2000000.000000
2,Ae2tdPwUPEZ8a63pbDPDcz3aEHXipqdbaQyFLYL9SQsRvQrW9UJeppAqeZg,t,14,1997961.379811
2,stake1uy3t60lcq7sqq3mnahr4kxcf75j2770uv22kj6xr8pslatgfg5rk5,f,2,1949283.038577
2,stake1uxyu2ypd7rptwlneec2dv686szan2zlptsmq63a5safq6ssptphea,f,1,1931515.053798
2,addr1v8dwn3fvrxlysu048nrg07m3y5ujy0qcqq339vu02rrlksq4jyf84,t,1,1929952.428161
2,addr1vxuewrv6quv7mjqg9vrhz4srksvglwsafypj9u0h27llvhsm6frs8,t,2,1910465.712142
2,stake1uxz367wa35qpk7dwgcehms729pjge5pjwzdhlj4jfm0pd9gfytzg2,f,1,1900000.000000
2,stake1u8jq7pjswms7l4cv6ccr38x9wyrnvsucg4vlrc4kfgxscaqpyk9vq,f,3,1887000.575141
2,stake1uy0hctwkd0kqxry2xk95gvkednek4n0zvfy4cpxwhh875xqkdsp36,f,2,1870988.976586
2,stake1uymzp8xqsh6e8x0pw7a5mm3hlfhrsuacy4pwae22jy8uz7qlgfsga,f,1,1869886.716897
2,addr1v9awyew0e9x79ueyl6uvf3mf5lktw085qeqlsafljpfyq7s8es2pt,t,1,1851633.535471
2,stake1uyucxkycrc70349xq3cxzahf4hkytyhr05lntfcg49hqpxsqlrayk,f,11,1810739.970095
2,stake1u85yzeh7haekknx56fcallm3jz7nc7dfmd7x6t4p82z9glgdw59qp,f,1,1789975.000000
2,addr1vydrphu0q9pn99rrtm79ga7kp6v5t28wjxfxc5j5f3964aspv650s,t,1,1740688.272788
2,addr1v8qxp9pka35tu6qh2l4jtdee027t63ydyqcavwqr6lstmmc7xlm6t,t,3,1710000.000000
2,stake1uyd3ccjka7d7ykkyglmqr4j7zjudz08f7vun6pegp33ffxgvg2jyu,f,5,1602197.732988
2,addr1vxwcyr225eaz97dqjldvkdw7t63ep5v32k87sf04mrw7k6gsc0zn5,t,1,1559164.499862
2,addr1vy7dcujse84gex2wyfeytxvwvw76aym0c44px4ghskgpraqprsnyx,t,1,1539320.714439
2,addr1vx9pxvq7q7gjlputskayvpa0r6ye3vcq0hpam35fc3v9dvs966w5e,t,11,1444745.079979
2,addr1vyuf5parrp0ws2534q8k7kxe8sy54d7sfz9x39n4swzt5lchztamx,t,1,1441728.166615
2,stake1u8vdhpdgys5nfj9p2509nr88cmfg7rdwu0rv7thhq09qwqqs095e7,f,1,1433396.156233
2,addr1v86p8j97xd37s2crwpxfs02wudvzp9xxqjm9xdl406u8zhsmcu7qs,t,1,1430264.759254
2,addr1v9v022tns3058wlqlkg68a3zqncvmj6uru4mgmdl3xts2lgc6d3lf,t,1,1419275.050655
2,DdzFFzCqrhspsteMfUyyHBqmLbKZrSXQ8xp4iy4XPKxgUuDNCGsPKuU55SbkDpxJCPN7bSuUJchUTu7gxZM7eTzKWcFjxCEE1JmBUAxZ,t,2,1386772.200000
2,addr1vyflacymn47fjh4up24h2j0egqgq2sr3q32jvajtvp7re3sl3fzqk,t,1,1347214.833136
2,addr1vxtmfg4x5jp3pe6dnys29l2phxr6qhvl3ryzmra0r8x92tcuak87f,t,2,1346107.061747
2,stake1ux5l2qysp6nwjfgq6tza3v8wztgpww77rnp0la0fhujnk5srddjj7,f,5,1343025.267363
2,stake1u82k3t706l77fncvq2fn49specvp2q74dvlf7jkdur8wkwqf9u75v,f,3,1331245.510411
2,Ae2tdPwUPEZFSi1cTyL1ZL6bgixhc2vSy5heg6Zg9uP7PpumkAJ82Qprt8b,t,6,1296143.953132
2,addr1v8ujjewjl28fghnuza7ce0vgdy30z3zkw8tpdxptgzz5wmga6aj69,t,1,1269001.844721
2,stake1uyg58xvhn7pmal7k0ml8d45jnvc30dla44r5lpsfv2z5r0gr93jsa,f,3,1241014.374860
2,addr1vynryean2ftlkj5gp6l3dphm8722xq7zacy0l0f0czkzrpqc5a8rc,t,1,1225546.590174
2,addr1v9dfmtyh9sq3re2y4lj5xzl56aftkmh33f5v7eyat9n8xjc62t28k,t,2,1187161.030086
2,stake1u9xkxdzv8f275qx8scx8v7qt0qrzyf804lczcp0fayq375s4d6az0,f,2,1062530.025390
2,addr1vy6jx9pplune3c0te4tva9sdl6tpae5dy492y0apw0x66gsn740gf,t,1,1046867.898018
2,DdzFFzCqrhsqKhoiZ3Xz2LoKpj8idvnxp4yn5kGheJKnNV3vRyuTasNubsR23oCcV5ZGQRU58FYqpPVSEvj2ierUBYNUifG8WLfebgnA,t,4,1032323.279916
2,stake1ux24wray2ta04tp2n2lpwpy5psesalc0qv2lvyze3rqw9mqjp2ylt,f,3,1026433.269717
2,addr1v95zs2nmve0ndrz2vvwz48ed7vaq9lslchl72ym8qzqlxaquhgqxc,t,1,1024857.445155
2,DdzFFzCqrhsyRqsGUzp5uEANkjN294rfCkuLSmBAABX8uVf6jjMPRPEgnA7wTw9PUzCuvokHma9hqrRTjsoX7P9Bf7bxKmaYrWopw9Ey,t,4,1014125.279916
2,addr1vyu0hct4p2cc386yx6v8shnxcmawn0a7jqpdynh36t4p52spa3v9a,t,1,1006080.858375
2,addr1v9ct5mt977t9r9ws8wa5knmsc279jp2cxzuvak7n54uzhmsgjwhav,t,1,982804.855035
2,addr1vyd6wlmu7nshmysv4jnphhzxagd7nz7h02ejd46x8e8kcrgyrrpj9,t,1,949999.800000
2,stake1u93fwlmwsuyyt325kkd7peqh77lfmvf72e6gksm34ysw5cgvlny2q,f,1,948479.175593
2,addr1vxs7vl5jtpgapdhqlkwvp94yythf2vahdc3wpm0ayc3fcega0a4x7,t,1,931068.585553
2,stake1u9xs3xep7gyjxpxrfv0el7xm2gctntk88ax789zcrlwue3c2xzevu,f,2,875771.327346
2,addr1v9fn5n4efk4hn3nz3fav7fky63g6067avx2t749rad97q6qzxhq9u,t,1,833640.106208
2,Ae2tdPwUPEZBjQqRM7WdP7fCJK4dx5fe6MSMHRoGgvEmuaD1kWxvDcEG2jw,t,1,823820.000000
2,stake1u89xt5ewlfl0ww0a7zvn2ent0cmgl8yhh2865ppwzss9d4gltk92h,f,2,817467.898410
2,DdzFFzCqrhsnfp4ikZndgVnS46P7oin2vY5vM7uwqNMY3G5kSC3NEjmSTVaau4HipTc2frntqUZqTjouNRFfr8j38rqWxirKnTtBqzbh,t,4,807417.300000
2,addr1v8h8dysuycpmtlnfpcwxvdvmgpgaq62glywawdy77ns85vc0swfj9,t,1,803471.174912
2,stake1u8ejjt3u55lepswcfau5sy9j93fyxrvq76gtnahc8hsfnfs3tf70j,f,1,793385.100898
2,addr1v9h7clf7afc44j9wee89fvaw2kehz247v93dkdf92gxnu7ghyspe4,t,1,783049.919539
2,addr1v8adw2u5gm6klh7jr2eye3wq6plnkeuhnj2zqrrmyfv4mqs0yst0c,t,3,775404.493655
2,addr1v86ct350qjdv73m9x76p97xdwvs9q9k0y9mf692ngtsrm4cxrckq7,t,1,774331.669681
2,DdzFFzCqrht3Gmi2RUHN8f728jPQCmpRnMibYjnQc6yp1gcbvENcEdG4kYqSbS9sQs5k9A2wmueUFm75eqhuN9DH88X4WFPZ6iGuR9Rj,t,6,770210.219874
2,addr1v829lmpl02phgmkt8p20neply4t0nwp0v8gxu5wpnzzvssqanr8hm,t,3,766540.459937
2,DdzFFzCqrhsdxoR2ZfmDU9PBQMfpibHddTomuppMNCGFG9un932GVQ2vdSaNS5KbfF5j7RoBqahdtWabrGSLdk7agi8T9M4QAjpn3hDJ,t,1,756343.979364
2,stake1u8zp3xhrfyc8dnp23fdf024g3xnce5lgxe33ak636ufxhngc69s9c,f,1,724100.325604
2,DdzFFzCqrhsfZm9TaC4ZrteyhAvfNVkbzy7qUMt5vWECupVgG3LQUAeALQpYtaZTzwrR4NK7NEy92QMQZEjCAJcgVX5JnGCvy9WUqBnV,t,1,718123.322734
2,addr1vxny5zhaerwzjumh4a094lxrn7h276d9vj8l0d0gzxscm2qytefk5,t,1,710337.950373
2,addr1vyuwtfzt4rrxlq7pa2pwn34hhr7j7h8xtj845qpm0et5nxgyguw05,t,1,690674.477268
2,stake1uylm8x45r7377v7dcykxs8rz72u5ylzjhxtn2ppu55pgnrq3azjcs,f,1,662195.530110
2,stake1u9g3set27nzfff02hctuc8udjxfdzlqc7vn8ydsnepgxq7cx9ws2x,f,1,645738.368189
2,addr1v8r2t2t5s68pnhhxks4sz4d4la8x8gzkz0vn9m70wu0sjeqc4wrhx,t,1,623441.680833
2,addr1v9ur0kp2g2fgusvwuxdrfxz6wcazhszvnv4m0cqwh8pu9kc2dsk3q,t,1,621201.216603
2,addr1v9q7sn4mvrcs23uxqaux2dfpfr62t82ge5t4gyn6mpv3x3qvrv8uz,t,1,606000.000000
2,DdzFFzCqrhstvpmi9sY98KekyFgJBFA1ddRRMmVxpLSyArxMmFrPmLgtr2JbcLRNHMVPJcn6gSJCFwHBBxVwezV8t82uCmP1Dna1sfwo,t,6,591818.919874
2,stake1uycma904el6899l0jeqasttsxdqf0zxptl3tkyshfpylxhqk0mf36,f,1,589901.808973
2,DdzFFzCqrhsxwX3N1srqCv8177X81cpQUsCDfFoRcyiZcWdcB9TRxXxHWGzZ6Z7RQWBw2nBGJhyt1wzdwLLJ4BM86FxJxm2QKwWXrcdH,t,2,587030.239958
2,addr1v8ag68puv7wgr04d843jvslczd3rcmqvea87p9zerh8jxnc02rjwv,t,6,558440.919874
2,stake1u8fjlrychu852t3cy90h6wyt6wlsld46nr0k4eavjezz8mgxyxwdd,f,4,556274.927424
2,stake1u88z7snhc7s7pye6dg3g6hzncfx76whxnd6whllcgrqy74q0tscfa,f,1,549500.000000
2,stake1uxttvx739dt505d6sxvdykj8336utdq2q92jk3sv253zp5qalcz84,f,1,545110.064395
2,stake1u9w0syrmgll8gwg86wchp7vvdfem45w8hx6c5lalkjjgv0qc5e9ju,f,2,543989.287802
2,addr1v8m6py73y76n9tyactudu8w7pjh2flpjwlcjecje6mazh0cqxus4n,t,5,530776.099895
2,addr1v9elh5k74ryg2l5v53zgu3nr6jyuza8vyvx2qnjpupawhhgjxgc6a,t,2,526062.614728
2,stake1u9jf5p23eqzsf84tq4x5csykz4xjkqc9jllh49g7p730xqghkfzd9,f,1,480857.983333
2,stake1u9q6nedpj7kt7pm9sxgtu4sq37jgxk0lyfvs4wvdvz0tm2czk759g,f,1,473124.347123
2,DdzFFzCqrhsrVS8Pkngh1XwJ7vkgpBL28fvy7m5UNDXx1t3nyEdVVPiTsAXE2DaQDfXfWT31o2KbRtd71rRahShePabBY2KUrRNC2Yqn,t,1,468719.946115
2,addr1vylwq3ju4danq6vh8u0fthrlvzl8dpdtgc3k30w28y4qlrqguv730,t,1,455848.639215
2,addr1vxxr5mupwxmfgty3a9cv63naznp0nmrkglyj3swl9jyc08sen0jqn,t,1,454749.103943
2,stake1ux739px6jsqdewgg0n53dpamgpl58kyyulhpr6wksxu2yssa8t5ry,f,3,442392.869233
2,addr1v956e4kczrfcunenrxqzz908dwgct3jp0ll3qtf5tqpf9zqeawd72,t,1,437096.744600
2,addr1vxt0059jpxafdp4mvlq9fekwvlry53ze7p7j6qc5pvk30eguymxfg,t,1,435822.603250
2,addr1vyz8c8mt6msgcee4uw953q5wqz2e0pm2x3h26zwapnwsj3gal78st,t,1,432639.295680
2,DdzFFzCqrhsyj89nBnnHRDFEu3UGgHRHYo5b9vLeoPxex2ZfuXjxTvqLJdwe8hDk4XX46u2VURKrsTT2BfUyH24rsieGV984EZx2A6PV,t,2,422239.639958
2,addr1v85qqqklva26z0enlcnmg6hg9vurm5gsjd3xlgps9gz2g3g3zarux,t,1,419506.891965
2,stake1u9tgxjmnt3u06d55lqgmf6524gk7mx4e06xahu2qrp0q7pgjv6h69,f,2,415000.000000
2,addr1vx4wd0gc4dswuxy0trxuuhagee35vamxfdj2ekklnyk2zyckz26mt,t,2,409946.123683
2,DdzFFzCqrhtBmYcYMCsyLDi4kjTVhSkm9efaY1CFNJ6VYFmBi73US9Z9JCtFZN3ZL8nRgGoVYujqb29R9KKJ6LzWv9CtYrHYrvh7dWhR,t,1,404926.600000
2,stake1u8l5a3p8lku6s39eqzwtavasj9lhmjp6wspdesqud44ttaqr4jdkq,f,1,401931.404429
2,DdzFFzCqrhsoDehMNNjTRxuTiRiLtSvaDvxwX2Hfq5wBmRBLYupcmD4yFwJP5DAGyXKGSJt9jwhxDUrkuxazqufTy6xkWVSETRjVs5uc,t,3,399645.459937
2,stake1uxny3gcykgt5qxsyuwvw48exx56wf8rnhhdk7tjqplqkwfqvng56a,f,1,398999.832915
2,DdzFFzCqrht4AGyMQYosUtQzNNGdEqmN1vaV8Jm2jFEkbBrPZVw7PikpGpdQJNcBHj2NtFc1rgZ4x25fPEVxUbkyTxncVC4P4vYQFQtV,t,1,390689.819979
2,stake1u9syjjz72yumjuus538m0ktrfgm5jy4ly3zy3xk08m8k93c4put4e,f,1,386583.252270
2,addr1vxwl2hcuejm3pev35u0fmx52thgmrt76ag23hw5yeqv4j5qv2r9pz,t,1,385398.468885
2,DdzFFzCqrhsevTUVyqD4c8SFTFx4XBDFQSwaYk2BCc3nZLnri3twWL2hHrBWrWEpRJAseEPx72zAiqvKsM4F9Baask81Cro8DwL7M7X4,t,1,368710.426570
2,DdzFFzCqrhsqMHZJwrF9xLBNZcB7YSLf9BMGmD6X9tcvWZ5NGstpQvCmi5uiPv1FyTHMJDq7pgadwRZpCFW2F49ZZ5qkog7Fw2nK1XMa,t,5,368047.099895
2,addr1vx54jgkre6txzfjcwwj9mjn9vlhz4ahv62msl724zjsnjccz9d6gc,t,1,367000.000000
2,DdzFFzCqrhso56CF9jrcLMgXvL4j2wuhhAUDfGxYFjh3gdAE6QMoJpuyAJJ2nENRBYhQXiUJa4pia5s6UbtfqS2Xrn1iicQWRiZ4gBbj,t,1,365414.382931
2,stake1uxckj58pm0qtah420hzqj96xukvt5ujq63k8tvykp72s7zgt6w8nd,f,1,359000.000000
2,stake1uyudrk6f4hnyg6467keg7sm8akcjpp8gj6jc6xt9wkvp5kgec22dd,f,1,354082.013964
2,stake1u9847t2kk5zjcnwrkqau5vp47s2luzktcpdkargf4x535rspw3a8q,f,5,351408.459937
2,DdzFFzCqrhshffzAJng67FdEfrNrzFVXA1uXjG6ZwG8LyiSX9VRfasAWJacGeFEgcAtCWLSp3pks6ZHYUc5Wvgo5sNi5UsEnLBWPRjQs,t,1,339453.658267
2,addr1v8dy8a6gvlv0kxlpzvly4j5m2el4snewqxef9y4yltkqlygz7q8vg,t,1,338136.190529
2,DdzFFzCqrht1hxUg4iv2iq3kWUpSW8nrSt6ECoAaaDorPNU9mNQecifdRZoC3FcfqWQ4A7R3CpwhAsoiZ81DXunHDxNhHW2CZkscrPSr,t,1,337906.153494
2,addr1v9nn84g3sg9a55cs2x98c8hk0cvztan0xslfz7ahfj8z80s4wvd33,t,1,337435.663770
2,stake1u8snnxwcrqvdnw3m33f03wrtgfzec8qjax7m48nurama99g3gr9y8,f,1,331667.499575
2,addr1vy0wj3jgj2rde0vqfjs4mh43n3hnjgtjejhuhxru0lwnrrq4ym04d,t,2,326238.200000
2,stake1u85leh88caxw6vhzcns32ml8k0wlefgnyxawh059mlzzussaaava9,f,1,313198.616854
2,addr1v8kftzjj2q2sem8r3ev8vufvhqjqzkqr6alep4k0m7e7w7c9h8sfc,t,1,312799.133752
2,stake1u870q3tlyku4un99j8whjyr5fzygcw5939qm7nrq7rc49gqkm3w29,f,1,311283.480327
2,stake1uyk3v57x3rt7km4jjemn5x2lc3zck6nazy0l5rwt4x333sc8al4qg,f,6,300000.000000
2,Ae2tdPwUPEZ9tdPvpm4toYuR7eyrGbE95aHqBzc4AVYamEASDMucsWXb44r,t,4,295831.279916
2,DdzFFzCqrhsxNzbjWVrr9xv4nU1Y3SKJSjkkjGuq1U2TZobYK2NevNeVqDrJy3TcDRbjesjCa52u5yZvdk1Vy2SCVXDFusFS4Nm2N1ox,t,2,295443.000000
2,stake1uymzvsh0e429utyga6trhupy6fk34a3znh8zz3wfkvk5c9qxfpydk,f,4,287825.279916
2,DdzFFzCqrhtD9umjgWEt4DKG6Km4EKUNZboQsZRUi1BttinkGpFMU5X6CqmaGiiMegDbREGFFwHADvs2jwFFzZKs9hFYdJFzAd86wjAR,t,3,287791.459937
2,stake1u9x4mmlumrxtfv7xcthvvhk4qgf7tu2jjetv5d74kxtsu4qs4hv68,f,1,285773.991585
2,stake1uykvs62f57euhat5ypu9yxfske25vy4dtptmxc5crl2m3tczmnasm,f,3,281666.447103
2,stake1u9e2vk2fy225lkqh26u6hxzyqsxxe85sfpy325cesktmlugtjse5z,f,1,277515.819979
2,stake1uyl9hhfw6ypjl482w8xmcyujzdkfchwwqhxtkwxsjq5ffmqrjh9fh,f,1,276856.720907
2,DdzFFzCqrhskNxxVqqknm1Qy18rCTr2338su8SAUTr787wCgSWyMhYZEKAQRskF6TZJkxY8GKFqpPdcvmULyBEPcjM2Mhbg7rJ8jPHqN,t,1,271204.819979
2,stake1u9f32k37g3yx2yrynm42qfe4454wfwxvjz7n2ttkg7q5lfgu5m38y,f,1,261321.562179
2,addr1v9qqjas2rkedtpem88sjh28xez8x8u3vj7ty6ygnfjzacycgcdxt4,t,1,250000.000000
2,addr1vx7j284mqe59w2mka36gf5xq0hvu8ms2989553fk5qh3prcapfpj3,t,2,235372.662600
2,stake1ux5r7myfhycj234wpqyhh3h8skgwvq0hsstpw52f66857uq95cas6,f,3,233830.021749
2,DdzFFzCqrhsjbRW8KN8juJbdwJGn7AqgLkaXFevToDsc3LzgczfBLrbNQo1CZn9iRoYGeoint8u2MDfccaCMUFYzHWUPywa4aHha4avv,t,1,233569.645326
2,Ae2tdPwUPEYzoSkAhMyank7VY2NL6Z7Fm3mkagM5LHgz6qvRkYMxbq9fHSQ,t,2,229470.639958
2,stake1u8n0rkfkt7pvkgw0dmmsrv9lhvytwlc36rcjs948hf56qnsd6xcdx,f,1,229439.030461
2,addr1v83l2mszurn3q7g68xzcee8q24234zenghn3hfhx7gt0xjs3wgl8e,t,1,220179.650000
2,addr1vy52t2lhnufqvlwt6h9p7atur2etct4mv3lcyu2mzhtpd8qwm8t8r,t,2,218579.819979
2,stake1u8yuspwf57pxkwc9z6kakax4d2wuslwrlv5rjqhr25lsr6sjaul23,f,2,212131.792619
2,DdzFFzCqrht6ts5hn4hCFksZ3oTdvc1jvToLJXiPJzu6aWysHE2ifC3iVw8GCJ6hwDd6teZCCtCuDAWjM5psmdx4YjbK5wfbQGTJRU1B,t,1,210502.946162
2,DdzFFzCqrht8fFxd4cXTSatke1aA8XxfzsGgQouj6hexXWdEZuMGKUP43t5kYiWNuxnstQPomM3EqFPZXdNBiER5xBj6g5sZryQziAu7,t,1,209566.483009
2,Ae2tdPwUPEZHk6pFXcpemVWuumbHpgYhQLCwRMc6cqhx5qbVArpLbUmm5a1,t,2,205858.639958
2,DdzFFzCqrht4C2CvQKuCk4vKyjfFQT3NHRV9KmTUNkPDCEP5k65apxBzaTsjLonNgL7XhfEhFYD9Sc9zBtHZ3FUh7AhCSUHz5Yj8i42G,t,1,199999.819979
2,addr1v9zteemnqm87ml20npg2qfu0rhzyfx4jfrlypvyj964aheg8svpy6,t,1,199157.000000
2,stake1u8y4eqkt2xcr8vrm2576qy0z770wpqkv4lhke02pmevyu6gqwjweg,f,1,198323.935961
2,addr1v94hmtz2lwckuqlxefy08zyz20f8zdgz8gvu37thn5k2xes6ysayk,t,2,197829.639958
2,addr1vx3rdxaxgx33n5sxx5lkg0utqepq6q5qdn3erk3e4ff6h4sshxaj4,t,6,196424.719874
2,stake1uxw8tfdg5r5d88y2ljcfdm4spfqw94qg3qfs4ha3rm9uynqplzn6s,f,1,192334.449621
2,stake1u9frvl4a0wgmk4e28gu4asyqrd6ezd3wn3e2wdq4h3hn73q6dxecw,f,2,189243.298704
2,addr1v86r4623x2esthj695mzn4f5ect85uvlt7xz3245e3zkn4qeymc9d,t,3,186416.300000
2,addr1v8xs05fem33jmg9l6sk6gpmfh56snq63tnl606sm3cglaacqvgxh0,t,1,186178.000000
2,stake1u860z40m2kzd54utv28prslhuq5njmh6sjwdl3t9smy966q72dazc,f,1,183999.819979
2,stake1u8ctlkmtyfrv0x8x77upc2vqxax9hdzkf43kzfk04z0ls7s43gaf5,f,1,180930.105363
2,DdzFFzCqrht2srnmPxvMa4WUZcCik6wVhhLAXNx8LkYwLVkJqTcbwCSdWGA4DR2oxdkG6ZaQQZvpvP1JyEAwgjqPoX2hpCewnSrUhvKu,t,1,173441.819979
3,addr1v95sf69jcfhnmknvffwmfvlvnccatqwfjcyh0nlfc6gh5scta2yzg,t,696,1188025772.570641
3,addr1v9u7va2sktlnz8dp3qadpnxxlv4m03672jy6elmntlxxs7q9nnwl9,t,875,1093785260.751065
3,addr1v8v3auqmw0eszza3ww29ea2pwftuqrqqyu26zvzjq9dt2ncydzvs5,t,425,815764138.626121
3,addr1vypr00ss7hkqejmvh53xkyf0p9q0a4z2uprxmx6njc463vgst3pe4,t,229,470230609.129768
