source_tip_block,source_tip_epoch,source_tip_time_utc,payment_tx_hash,payment_time_utc,payer_type,payer,input_lovelace
13520244,635,2026-06-07 18:44:37,a28bddfaa018937419357e94f564d4919ee36a68b494a74348bf2ad7de3a9483,2021-04-02 16:15:10,stake_address,stake1uy807crqvtpr0qq0ccvptgsvfvpaul2x3ae4vxlgcegrwgs4mltrr,20980710823135
13520244,635,2026-06-07 18:44:37,f98e5cfe1a3870b829228de3f7b13361d74e1b1e276f9cc41e1379342999837f,2021-04-26 21:25:35,stake_address,stake1u9hvz2uxyt75fk470k9r2zy54puk90q729f8gnte8dl5k4g30c5zh,23019278160076
13520244,635,2026-06-07 18:44:37,091209d4bf7c1a3a59990cca5e62ba22e2f3efd968f1a5aa5173cc62b5729f34,2021-05-24 23:32:35,stake_address,stake1uy807crqvtpr0qq0ccvptgsvfvpaul2x3ae4vxlgcegrwgs4mltrr,20200001058746
13520244,635,2026-06-07 18:44:37,428dbf03c356ddde0ddcae609980b4fd25691d9fe16dc97a2851bc3caf630c4a,2021-06-28 15:06:57,stake_address,stake1uxt2ggq005kfm3uwe89emy3ka2zgdtrpxfarvz6033l3fqgve6ku2,22199999829373
13520244,635,2026-06-07 18:44:37,99dc49521444e8407828ab0de630c32adc44d87182a1266424f0ae51a187a74a,2021-07-26 17:19:16,stake_address,stake1uxt2ggq005kfm3uwe89emy3ka2zgdtrpxfarvz6033l3fqgve6ku2,20199999829373
13520244,635,2026-06-07 18:44:37,cbed28ac74254206e2792c958e72829e58ee36390d1847149522f5e9bedf1b3e,2021-08-29 22:31:44,stake_address,stake1u8wh6mjgfxhlvq3fn2mzzcds8l3cps0hmhh48ktp8lcfjhsmrsyww,50000000000000
13520244,635,2026-06-07 18:44:37,d2d7a601b930722ff6c7c036a22a760f18c9b786bd79ec7118f100e4b79859b2,2021-09-27 22:49:46,stake_address,stake1u9hvz2uxyt75fk470k9r2zy54puk90q729f8gnte8dl5k4g30c5zh,45041096004675
13520244,635,2026-06-07 18:44:37,0501a2ad9980262f46bfd5fb48d7a7feed00be3896698c784e03b5a7a8681357,2021-10-25 18:51:18,stake_address,stake1u9hvz2uxyt75fk470k9r2zy54puk90q729f8gnte8dl5k4g30c5zh,24841095836138
13520244,635,2026-06-07 18:44:37,dfa5f400e0a13d0fb12191c587cc3b786506bc3e1c9e795a9fc4f9821a981f23,2021-11-22 21:44:47,stake_address,stake1u9hvz2uxyt75fk470k9r2zy54puk90q729f8gnte8dl5k4g30c5zh,20784659324232
