source_tip_block,source_tip_epoch,source_tip_time_utc,pool_id_bech32,ticker_name,declared_pledge_lovelace,registration_tx_hash,registration_time_utc,reward_stake_address,owner_stake_address
13520244,635,2026-06-07 18:44:37,pool1x5ge78ks6jc0j8nsfwyqqhk2ukxlkvz7zxlm9utgk6405hh490n,IOGP,1000000000000,17765cd5600e70becc1356b48f370e8623f9a3b89e247b94e77b141a54254ac9,2021-02-04 18:53:24,stake1uxnwfdn9samwjqj6n3sfgtflxmca47l4dns8snkz0tp9v6c5nnhs3,stake1u8j97tdpg2m69dl9augnj9zqrh95t3dd6cuxuner6eypzpctfdkkx
