root_seed_id,drep_id_bech32,latest_distinct_stake_addresses_with_current_value,current_lovelace,current_ada
fourth_entry_781m,drep1xz3vmptcqz60srhcdxgr5uxrwm948zul8e0g6wewdhm3w3u5cln,1,242156600,242.156600
fourth_entry_781m,drep1g0g4ntlgxfnanvtqaa405y3ruszqyfhx46snptktzwg8xvtce0u,1,239000000,239.000000
fourth_entry_781m,drep104534qle8pq34satg3xxr2vp67v9630wc67qfq0ly0vycfrx5l3,1,177120488,177.120488
fourth_entry_781m,drep185yt5r9avk7m9zfyx4cuycak9eeksj0w6rfua6t9c4q6k23mz02,1,171739323,171.739323
fourth_entry_781m,drep13yw08r2vm4fek08uz0qvz6le379fsdalt3tmwkntxqlgjcdfekw,1,100000000,100.000000
fourth_entry_781m,drep13hw8d4m6pc9wfj2xmpr3xjhvl4wyhkvkqwq6qxn9atw9ssqheer,1,99000000,99.000000
fourth_entry_781m,drep1ng2exqa5zjz8wfd87wd7kkmlmurx2ef79ddlag7lww8hvtnjzuq,1,60938000,60.938000
fourth_entry_781m,drep1xet3sscmgq2ma7d495h3yxj7uxpmfxq0ja5nspsqaus7k9ugq3t,1,49000000,49.000000
fourth_entry_781m,drep1duf9wj2007jp8zd2k2khq69ppykwq68zsp8vksselwaj5nvnr3n,1,20000000,20.000000
fourth_entry_781m,drep1afljuuafncq4qg46r5zdtjwffenf3gkn4cdeqlqq6e5kkgh6v6t,1,19000000,19.000000
fourth_entry_781m,drep1du87slp2v6esqfw3pjdpz2kds3fdjjwghp9q7y56mhnzwqd580j,1,3103380,3.103380
fourth_entry_781m,drep158mfwdv7lvqzg0yrdxwhsmkq5406nmvw4yvjyyfcawlwus2eylt,1,1500000,1.500000
iog,drep_always_abstain,1152,668242722998892,668242722.998892
iog,drep1navsrqral9w6kjy8v9kl0vpmyhzhuytaa65rmdcvnu2eg9jac55,1,11951110635866,11951110.635866
iog,drep13d6sxkyz6st9h65qqrzd8ukpywhr8swe9f6357qntgjqye0gttd,41,6334304021756,6334304.021756
iog,drep1qe2l8gw8v7ydswfp9twytxcc3wzwdq8npt55f3vnlgv2u8sx3nt,126,3771475671820,3771475.671820
iog,drep1at8ej9hllmfjms7c5j3xm579qrn7xcn95avesf4s2za22ukhurv,2,1385341612243,1385341.612243
iog,drep1mkmnzmtlflcadyyy7g6ju3sn9ppcrut5wn73x00mfwmw642g5qy,6,1287050559809,1287050.559809
iog,drep1kyppjlhz4lawh4g0ewx2d8a5l20t4yclfnppnuvdkmt7vccg836,17,1223444685609,1223444.685609
iog,drep1npqc9m60dg9a27e852jn8wse9h3l975qsgwgh22mmh2eqzrlsfc,5,939090220179,939090.220179
iog,drep1nvuyn6ldjenkcnjd005qt76ygmxuv5x2l2ram7eud4uywtrhp7k,1,739358637831,739358.637831
iog,drep_always_no_confidence,61,723978998668,723978.998668
iog,drep18c6dw0e6z9lx65f22zrzgl0z49j48k39ttxqk4q6h953utzepy5,1,611593257137,611593.257137
iog,drep16tsw66jtrver8ur3y3zzq2fl0m4swl4lwk88fvu8d4z4ydukrj0,21,472820521412,472820.521412
iog,drep17r90fhh5r7vcx2dxsyj06dtfc5jph8l9k7f0zdqf7z002zj2ckn,1,466360673931,466360.673931
iog,drep16f203ahsan44w8xh65myl2j4k0pf8y9dsqkracyqtvwhy74judz,1,437346837278,437346.837278
iog,drep1ydvwp8x9j8u4flwjqwxf8jdjwp9p4zf2x4rk7vv7fgzk6j2k7c6,11,423135953216,423135.953216
iog,drep1km69g7ksf8t5g0h9d9tkrcd2tezxelx0wtr76rv2mrkl5nzd6v3,10,340642270987,340642.270987
iog,drep1jnmmkfwpta0yuwjchw0gu6csh75vy62088egy9n67d0zc7sn83m,8,335238615620,335238.615620
iog,drep1xa90kae89lneyj6ktjrl3mwyvvkq7pxegtjw5rpy50kvclrsl4f,2,330659495476,330659.495476
iog,drep159gyj5naypamldy257r9g8hsmj8caxrjdw8j3ez0zl0qqu23zd6,1,322060191548,322060.191548
iog,drep1yzzd7prdl628lwac455e0sc5wtw2fldg3f2th6jg7r5c7pvf3mk,7,312456040325,312456.040325
iog,drep1rz95fefgxufcjamls4x8a6vnqjd72k624n9sq6fsfvgayqd6r5x,3,308599619436,308599.619436
iog,drep143lxtf54ps3xe3sjtls06r6apndw779njp0m4n4m0m3xvynaq4c,2,304684724563,304684.724563
iog,drep1jde8rt3uh9yw23wkyf8zr8874u2g0qaue4d860fwdx7gzlktygq,1,300018654126,300018.654126
iog,drep109rd2sz08kvw089d4hw7zy2ygjs575rwh429ntn37fx5v3pwhtl,4,275717225822,275717.225822
iog,drep1qgswagyfc60x0zhyxdz7df8e95avxmy8kp5jjzr9j7y4sn0xmcy,1,240017454326,240017.454326
iog,drep13hw8d4m6pc9wfj2xmpr3xjhvl4wyhkvkqwq6qxn9atw9ssqheer,3,235506400796,235506.400796
iog,drep1phvyckc7tqqlftyxqvp9fjdgczac4swsc7ssj26h785uxhwx0tt,1,225003000000,225003.000000
iog,drep1n6gwr6wsyhawt2lewpssmqqnfu4ss75h0stc25lkpsl2q72gycy,14,203571900755,203571.900755
iog,drep1ju2udpph53uuaut4sy6ss46rs9595yeaqnxjsvsms5htkyup4cn,3,177761377020,177761.377020
iog,drep1qz8frp3eq58v3dcguhv0753yt9gf3g50plrxw8rxu2f2krf2p5d,8,171849581059,171849.581059
iog,drep1lrtg6qx8tend00wuxs0eg5mgwxejrcu8s5w6zyk07745xuzqf7a,1,165658272918,165658.272918
iog,drep127pc58jyky40fvess0c4tjxkrnkf8ta3sfltvm4ptypqc5fgav3,9,139168737289,139168.737289
iog,drep1q8l8jsn35qkpnasrg5zad52xjf34dhmkxcdn6w88y59nzyyhrdt,1,90928517637,90928.517637
iog,drep125s4lx920k0z38fptf2lvtf933kr5udts3ahdh5am0nxzcqwua9,5,78291278400,78291.278400
iog,drep1xgzlpyy3pvywm5wvhkvyz9cpga5wylme6wdu6l9vn5g6cp38jdj,3,65885349073,65885.349073
iog,drep1sy4x93yl9c6q59ewmhxpkumkjnlz8th4wfetddj8lzryvsu7hqk,1,60817000000,60817.000000
iog,drep1lhkqu7uhq9532xr5558q7gh5rl54m4ezav8p5yfkgz27yrx735a,1,56637827200,56637.827200
iog,drep17vw9clp7lnv2qjqtnx68vm6yjfslpgewprqa4kxg7rmkznaryj5,4,55898678079,55898.678079
iog,drep1c59ehxlwkrsulmzhxpx86gr5d4vl9vl8rwa6s3l53du7yeus3y6,3,46390947145,46390.947145
iog,drep1gzutjmmzhr9lt330vcjgze9fhjrnhratsse0xz8dfr0k7vszuvm,1,41530039905,41530.039905
iog,drep1lzv2vk9u0l9qahz6zgnmkyv6y5qs8lzaukhstwfrqdf0ywhsfd3,1,38517000000,38517.000000
iog,drep15nvw9d6zr6m08dpckkx4d3g6dplc5vh7yhekyjw0vq07spk38ak,1,25000000000,25000.000000
iog,drep1ksd86wmjajshc6yvjyaur963827qnhfmtjfy0gjpl92eg3l9cl6,1,24000000000,24000.000000
iog,drep1wgxemjt24eg22kpfpvdgy9hr5gnavx0ccglkvzd2rv86kfgu3y5,2,23672720897,23672.720897
iog,drep1a0ezt6thcc3ak54xtrvgennuqqwhs94uw58pflf0sygyxlapnwj,3,22440095218,22440.095218
iog,drep16wxc6kg9nju2jv3jzc5erx2ulzgdv7d78dsx6ltumhassgasegz,1,21123249567,21123.249567
iog,drep120m237kstm7pzywv5nwtjm8gj8dl55j9nupwlkapz77mgv7zu7l,2,20687909356,20687.909356
iog,drep1gdgxcfaf24rur87f6rjkayn5slf7k0kspmq30nsfff6w23q8qgc,1,19999000000,19999.000000
iog,drep1z4vr6q5kxpr7kmm667zgnpm7p2yps56zp3mqhjynt7sjyf4p65k,2,18271887880,18271.887880
iog,drep1g2d3y3skgr806wj2ryhhc5ca3akx6vmppde87jq7kgknjmv589e,3,13963157248,13963.157248
iog,drep1000002hneyj7jl9y95m0zxdsg6dp9n9y59lvlm7xjqp4qh2jx7h,6,13646120172,13646.120172
iog,drep1c604nf9akj2u2gqsqq8vqhw7jz6j0usvrr4ny68weqm95h8v2vk,1,13552465234,13552.465234
iog,drep1ectemlv45xsnvenfgkhwsxncfvxev4qllj7x5w6vlfc7kmd9zcs,3,13320515874,13320.515874
iog,drep1k3m6nhttv64uvzgmf24fsul9je4ww6qj3gyqmzd2yg9a239p5hr,1,12623363000,12623.363000
iog,drep1wwmwukesapdkwzqycnfmtlva4hxdgmvuudxpczv88ujewk5tgkt,1,12398000000,12398.000000
iog,drep1sfr9rpws87tesvdzdlmznn5hrf3ezktmwqt9juj3jgelz6mqn60,1,11661873323,11661.873323
iog,drep15l8ngwtywu59eshrw6nswa5y2mh2p2699za5w6v2nzsqg7x33af,1,9337491580,9337.491580
iog,drep1qev0wwxdu7edrslhzgt2k75396k7pmyclhjtm5v2plqfx9nyu2c,1,7867779953,7867.779953
iog,drep1h6l2ea5sq7u62v0a4sf3ru4zu7knvwm6px4twp2hvz2azu54xhp,1,7509927644,7509.927644
iog,drep1duf9wj2007jp8zd2k2khq69ppykwq68zsp8vksselwaj5nvnr3n,1,7175174591,7175.174591
iog,drep1h92sg90589pmhaexdfxz04w00lsaldpllvjf5wwa2d5j5pcehve,1,7035885751,7035.885751
iog,drep14l69ewnmc5h6uftda9ghs3mw49hdu7w93e9alhzxckp0v5pczql,1,6701254641,6701.254641
iog,drep17h6rggykfz37srj63lkuah5rg9ed8tzwmwd2nqywl6u3yqvsasg,1,6384630042,6384.630042
iog,drep1asj4l0kevmyqegyezfrjky0jdjdkee0sruxxu2cj5c0uvmucfcj,1,6273687017,6273.687017
iog,drep1g0g4ntlgxfnanvtqaa405y3ruszqyfhx46snptktzwg8xvtce0u,1,6187775682,6187.775682
iog,drep183kpqfxmxtttuu6jxyug4m4mzn24y6270p5pg7d80530kj4u6m4,1,6004518806,6004.518806
iog,drep156ve0n0022grgwz5yu49n6t0w60njz2veehux865e5e5kyfc0lq,1,5781723953,5781.723953
iog,drep1tu2ttdwdmvyrnhczd9segf5w7jr88qmdwam60szll5hnut06n7t,1,5720400000,5720.400000
iog,drep1wfwvaduzxyg75a67m5k0u4m746ymzefqs4nsxz2mrv5dwm22ntt,1,5125780973,5125.780973
iog,drep14pjm8ytt682wkp4jcegdj2yerkcy9a20xevvp7udlcd0ggjxdud,1,5026500000,5026.500000
iog,drep1cx4vnd4zwg8r6j3c5lwvvtvv7y9rlyhlsxtrlq8e50he7a3g67q,1,4958888668,4958.888668
iog,drep15jspgw8ea9pw3w0fwyqam2lw58ulw7z6qhr8qyuah7j0yj962w7,2,4698762682,4698.762682
iog,drep1h95f0wrxasn0fwfajwe8jtjfdw5nd880d073wh2llvxk54rvnus,1,3721992081,3721.992081
iog,drep168a76y8ehsuszd2l26m6ndj5jv6v526ysudv70sdp0nfj54v7pt,1,3601000000,3601.000000
iog,drep1zx9u26d8jyulc0klk5jwg7dhku0jm8ntc3s3643kse7ks2na5ud,1,3561434000,3561.434000
iog,drep1m8mnpykcjfyax5mcs42whu3dt347u8aq43x45ucs6dv3ztw0lez,3,3366951299,3366.951299
iog,drep1vlx2m8ymj0eug8g9w0n869r3mtn5k66avkjce2w2qrzx6hx8jje,2,3082798419,3082.798419
iog,drep1pmy58hz70shnprfexg4z6ykfxnavtv5jdemvvl5yktydzml6wlq,1,2890437374,2890.437374
iog,drep1kxetjk2yxfzxv3r26rttvur3gngwxhfpzfe4a8vxzg92cwyeu2q,1,2663019259,2663.019259
iog,drep1xet3sscmgq2ma7d495h3yxj7uxpmfxq0ja5nspsqaus7k9ugq3t,3,2514207500,2514.207500
iog,drep1jjx7efq77a0gtx49h9vvtraq9prsp45u5q3qrah6vw7p5t2sx66,1,2369109132,2369.109132
iog,drep1cm6mupj0lszffgnfe3t0we7r7c9kwc6lxd4ad7dstf6gggtdqc3,1,2353551237,2353.551237
iog,drep1ya6hzdt4kplm2zfnshschz8vweujcxt3f4azyvaplk6xjyw262e,1,2333260290,2333.260290
iog,drep12ukt4ctzmtf6l5rj76cddgf3dvuy0lfz7uky08jfvgr9ugaapz4,2,2293511102,2293.511102
iog,drep1smycdt70dg58adcxm7t9gyhznay3hkc48hznr5sss6dr72duwlz,1,2244840079,2244.840079
iog,drep1esmla69yhjn3yr8f0wzjyya07942pxveer34szw9uqzygjfq3ap,1,2065144000,2065.144000
iog,drep1afljuuafncq4qg46r5zdtjwffenf3gkn4cdeqlqq6e5kkgh6v6t,1,1134203519,1134.203519
iog,drep1l27namn7weftgru78t9q9d55rgpkyva8kh0q9s33y44qwysx3uj,1,1000000000,1000.000000
iog,drep1vjwg9fm0h8f0qeg7txujermuzcum8tnxrafpqjj23yr02urhgjy,1,1000000000,1000.000000
iog,drep1t2vz3lrh2vjxcah2mwdjlcsm9l2kxmqy4lqhnm7tawltsm6rugp,1,999400000,999.400000
iog,drep1ukanq0sluynnjnumywfp5du3w9qtkgs4q48gpcwvj8nyg9264gf,1,919000000,919.000000
iog,drep1rmdgqugrj694apvu4m2ystnwwkpmxc8fnee5fpahlqfnq2xkmv4,1,899000000,899.000000
iog,drep15mr008j83j7n0aet3rfpw92trx24gc7hjmjdrk50fh9xslp09mx,1,885293943,885.293943
iog,drep13yw08r2vm4fek08uz0qvz6le379fsdalt3tmwkntxqlgjcdfekw,1,783213000,783.213000
iog,drep1rsmldjj7vg9a9r5lqsegynzw03yyfhzdqwfs8fq3ctsk2rwjlfy,1,669225524,669.225524
iog,drep1taxuxp3f9yvw5txzssxx54n6qy73r9ecc40c5mx4wthuw3r3mj6,1,582976441,582.976441
iog,drep185yt5r9avk7m9zfyx4cuycak9eeksj0w6rfua6t9c4q6k23mz02,1,554917247,554.917247
iog,drep1l0yurnsfze54j5h0k9y8psus48nzc9geqh8sga3k7atngxrvmfl,1,505333383,505.333383
iog,drep190xv8v32n43luhu9ag05s5mvcs6079lg4zghzyg3j9vlgsm80cs,1,293643215,293.643215
iog,drep1jkdeccjwuun37e64l7zpjwe67xmsxmgpzkuhqtt0qjcrudkvfx2,1,264000000,264.000000
iog,drep1hsy55c300sxskmq0vssqgp8uahwhcdnxxevzysmd7gzmcgzgzsu,1,261797601,261.797601
iog,drep17wflxwksrg9jg8q9xpdlm0jcaenqrgldq06de8ql2xzvzdxskhu,1,203000000,203.000000
iog,drep1p3yfyl3hsez09zkz5fj5an5ullhprdxhz3tq26fpfl4p258xyj9,1,168070040,168.070040
iog,drep104534qle8pq34satg3xxr2vp67v9630wc67qfq0ly0vycfrx5l3,1,157702012,157.702012
iog,drep1qjj5qs8aynj9aj5csp7vgk5xpaxykcenk5dnrync444dggyfuqr,1,153596362,153.596362
iog,drep1efj8hmm06p550extkumgsc9rs552dvlyrds20fvlsjdvy4wl890,1,145000000,145.000000
iog,drep17rksqsgqx8ej3rtc3x4gjm8a44u6w3qcshfm46yc9tq4zeffuzj,1,89000000,89.000000
iog,drep1y99u6r8vdexm854trlwt3svysy953tv7e855vs4rxvaqsqehclg,1,82533828,82.533828
iog,drep1j9lhu5vjeetyx5g6caty4z908e47c0jmmd4747x0et7lu4506zv,1,30332454,30.332454
iog,drep1lw0n54ypc0pcqeptzwycpp0nk3c3wh62gnss79txgcdjgds4tvl,1,22022732,22.022732
iog,drep13lrngcjhwpqdv4hdzgq2j0vdctahcw7fmhzy2dq239dq5xgtv28,1,3000000,3.000000
