tx_hash,epoch_no,slot_no,block_time_utc,fee,tx_size_bytes,input_count,output_count,total_output_lovelace,total_output_ada
5ec95a53fa3bb7dc56864bb6e75f369f00aa20e8d8cdc3b66b2fb88ec1b225ef,0,19513,2017-09-28 10:09:11,0,134,1,1,781381495000000,781381495.000000
