source_tx_out_id,source_tx_hash,address,lovelace,spent_in_tx
8064253,a66e639963ddfbe81f1f1cbb7dafe5827c1d4cd1458e91b5a9379e27d96961de,Ae2tdPwUPEZHiXixpj6Xdju5jti25cY7QhjHZ3WiZypCsfEJoJx5fGujAKn,910915170105,571f776c0698c576ddecae145f97e7f284b82ebea70fbc924fa4e2a4a6258020
8926255,cb60f72cb3fa8b421c6df258b34bea849d9fe1f8929763bf0ffa0bfc1413e8d7,Ae2tdPwUPEZHiXixpj6Xdju5jti25cY7QhjHZ3WiZypCsfEJoJx5fGujAKn,561453520694,571f776c0698c576ddecae145f97e7f284b82ebea70fbc924fa4e2a4a6258020
9036401,7ef156177588a4205ef8339a02457b69fd8b2a00dadc5a6596f5aaf642771e72,Ae2tdPwUPEZHiXixpj6Xdju5jti25cY7QhjHZ3WiZypCsfEJoJx5fGujAKn,474635146535,571f776c0698c576ddecae145f97e7f284b82ebea70fbc924fa4e2a4a6258020
10748217,d1f9929510f8f69185299a2916d595284810b778313bb08e3b1d71d97a418fb1,addr1q84qw26450qz5raerf6yvupnr8crk3z8cjrhvkmvfw6u95yyk3s302tp7mt5qt2vhyfuyj0y5h8xkm58qa726gr62jjqn9uju3,999748890172,571f776c0698c576ddecae145f97e7f284b82ebea70fbc924fa4e2a4a6258020
