feeder_address,untagged_creator_count,total_feeder_ada,first_creator_epoch,last_creator_epoch,exchange_entities,exchange_likelihoods,exchange_categories
Ae2tdPwUPEZKcWWSLT5Dn63iYTyQkq87NBKLqmqfrkrVVi5oCzfTcvQr7GY,1,41665.700000,232,232,,,
Ae2tdPwUPEZ8vdeiyRAGvfPusf66WmwPhbnSAcUCCWMyMGP6f3G186eFz2B,1,41037.000000,239,239,,,
Ae2tdPwUPEYy28evDF3rhyKqEyCw1BYVCKPwdGeWf285hm4SSoJ1CcrQyh4,1,40000.000000,239,239,,,
Ae2tdPwUPEZKA86wn7xe889vh3AF4DQDZ1SjR4suteW9xXenQxPtwH24egy,1,39998.000000,227,227,,,
Ae2tdPwUPEZ9shooAi5fHzWdPSwkzciGkqUpkaBU5LrENh8mhQA85wLcst5,1,39465.928000,201,201,,,
Ae2tdPwUPEZ2bBnrusW9Y6r7nZz8vi9SNg2cePecwcmHr8CmkPCVpaoV28M,1,39385.000000,203,203,,,
Ae2tdPwUPEZCR2Xcp5vKeeuWeAHgwSzhGbhZY1haWpJvziAQgcXaeNifpSC,1,37990.000000,245,245,,,
DdzFFzCqrhsmhQDRsMRgvKTRmBCmXiQZXq9KrohTroCgXa2YaitVHitvGa4nrbzuFvENBcBy7dusoLWZhQuMmrwzyWRPaUAhTrkq3czG,1,37817.222474,227,227,,,
Ae2tdPwUPEZBzqsFoto9K4YoDrHusnfbjjT6dmnuv1K39dMYVfzn8zUV15F,1,37210.038822,242,242,,,
Ae2tdPwUPEZ3cfPrSdWhdC2BXHuitZrMCHV3jYUGCKodiyCXDcmSKbHzUvm,1,35666.900000,245,245,,,
Ae2tdPwUPEZ9TB2UVnjNPVAd6Lu6wD6LuJJFUy4kC3Fk9HDX17qZt34U6AQ,1,33514.127791,240,240,,,
DdzFFzCqrhtAfpmVRZD1cSiGMatY6koQjdfajJrPcE6WvMPext5iJyFSL4bYvDGRLYLsFDsg4VGUakRzJvGe1WTEvRDrajcRVgvExP33,1,33289.497163,227,227,,,
DdzFFzCqrht6WVDKQjqhv35yS2DL7HBRAHuF9CjRU6szstpVhVj4qwUHV5azabYPLKLXinFWNJ1zA2hGZX1RKY85JRpfQcE7j6e8CUUK,1,32371.806212,227,227,,,
DdzFFzCqrhtCZqaBwBnx6duf68sSaRmeyx2i5UuLPyM97Mr9WC85Y7qtnvFp2GzDibKnQB9PEvKmSCKoGoZavRoRYfbMAXJrUE32vnKE,1,32282.919437,227,227,,,
Ae2tdPwUPEZGcX3sVnrjruaNrtWcmgLDCy27JTKWwGvGrUcDb5ZQ4j51FVP,1,31492.800000,231,231,,,
Ae2tdPwUPEZ4WrtE9jE3Y6SP2tvBM7YXp5Pu2ZzL2zBMKS8jo2AfSjY24pP,1,30257.000000,243,243,,,
Ae2tdPwUPEZ9qZafuCkK4i3RwRegVFb1ppAUEi7KZBmMkK6sAmKCvjq74MR,1,30000.000000,248,248,,,
Ae2tdPwUPEYxHKnZ9QdN7MFA8N1VpJipxrVik5M6RDrns223mBx5ZfoKbXB,1,29089.957420,240,240,,,
Ae2tdPwUPEYxexq7cgxzBXhecaijKckD7AVZSCnCpVo8DYFBrFyzPtnRkoC,1,28757.420654,249,249,,,
DdzFFzCqrhsduWc1fctgY1QrBPhXQ1o5UB9SEMStNbWNicFVQP5UBhEoTYhE2mdvePaRJgAMJBAiMTZV7Ey1x8VAkrdSyckmnhYj6P29,1,27573.182836,227,227,,,
Ae2tdPwUPEZG4Fc9CKBNWkR3Yh3zdGPKGvsgeFEyUfiZri2Kiz7jxWF6cVR,1,27065.832709,198,198,,,
Ae2tdPwUPEYyp7ypQ7GrWRz83cDTgHUqfLKTGapj8QFyisV2rG7LVTPxB34,1,26829.143000,230,230,,,
Ae2tdPwUPEZMCAqzezWHshPEgRP9TDX2FV5DhocAuiTnkfL3L8tXoJSESun,1,25966.721900,246,246,,,
Ae2tdPwUPEZApWu8ZEweADWQWHDejHuC7jg2yCR7S4KmsXzsiPAsXwiQbw8,1,25276.915662,197,197,,,
Ae2tdPwUPEZ16Uwk32vu3yS3q3KhcNTqYsizQh6vDfhPfkWucTWeipTB25e,1,25000.000000,244,244,,,
Ae2tdPwUPEZ75rZjKHt9DXkxfV5hHGhWCiqyR1FDH2B7o8uu1tkMapfKXXm,1,25000.000000,247,247,,,
Ae2tdPwUPEZEJCnwigKLhhf9kh1Vqqqo7ZdmHrXnFC5z83ZPixTov7avrtX,1,25000.000000,242,242,,,
Ae2tdPwUPEZMT58gP9xKEEhuHoVtTRKqTU3Toe3psdyk3PDaAVgCbX8yTgf,1,24970.822971,249,249,,,
Ae2tdPwUPEZHm367cSbLJkJ5UCCXWb63CKyRfvxR629Eo2mZ9Ez2nZfs4W7,1,24561.129990,197,197,,,
DdzFFzCqrht1JMp8pUDYVBJozBiFZopkL9NtJP9kAn3h3pj6tc2DdK6rqTndLUj4mibDhPyQCXxGyigDkfXXLdrYeNG76fT7rwR7zS9q,1,23858.485491,227,227,,,
DdzFFzCqrhsts43B8BTt3GL3ftjACUa8pW9K7twWLoHAfebhatGRTe8ssdgFKK5eTC783HxWXemviAfcVKfczJAVEicVm9jw6EqoVnQe,1,23566.915365,227,227,,,
Ae2tdPwUPEZH6brJE4K2ZfGj7ihbGQAdM8psyiorJnXzZWkUVdfTHqWuKjN,1,23205.614076,248,248,,,
Ae2tdPwUPEYyxhviLwoWcYAYyzjH3GTQNo9b6RzRHuwZzKrQxXCg42DWeWn,1,22422.435529,196,196,,,
Ae2tdPwUPEYy4Voqvs2tNgXPHeqJhLUcrFB4dVrw9EGZxonMDrUkzgE6sdj,1,21697.342800,197,197,,,
Ae2tdPwUPEZMDr8kns6xaATyx9xBfrrY7EfCPuYvi22DZ14pBtFzuPoytoy,1,20969.868417,239,239,,,
Ae2tdPwUPEZHND36ZY1JVswSahfmZNxvhWBmZJ6haKUTA4tBGo1DfQNMoUq,1,20726.535000,246,246,,,
Ae2tdPwUPEZC4P9BurHs3eFQJqN8H1J7B7vWmNpCJCz822NkgAkavuoTerE,1,20327.000000,238,238,,,
Ae2tdPwUPEYwSvufNJ2gtNc46nYbnwnifDq3ApJezACJPr2mNPFAezsVky1,1,20200.000000,213,213,CF,LIKELY_EXCHANGE,EXCHANGE
Ae2tdPwUPEZ5Qp3RGjtyGQgAtBFkUTaEtGZa5AbBoCeRHTR9cVGa2DqVLhQ,1,20039.388841,247,247,,,
Ae2tdPwUPEZJ3gBvN7kbYb1voVxT4seKuG429Bb9uNjSgiJS5FZ81go91Co,1,20000.000000,231,231,,,
Ae2tdPwUPEYwu4imT9XQTJxBc2i68NJotA8YjMPkzU9icA1tpEeGpv8H8z9,1,19977.621780,236,236,,,
Ae2tdPwUPEZ6Eba7ZNUJs4zUJ2rvcczt3C8JjBCve3U2tgS9TdGwcjyPMT9,1,19953.397753,249,249,,,
Ae2tdPwUPEZKZHXZaEkRV1D4Rqo37aKfA7RYQUvvU4fAd4AJpbK9bZ7Mod4,1,19919.060451,244,244,,,
Ae2tdPwUPEZLjZNH6bEC5bENA9Rh72MQ2LbWME5CgzXtidCMMgdRS3iC6Za,1,19662.943300,233,233,,,
Ae2tdPwUPEZD8yNURBkU1BB4JQnHUeFYMVo8w1JbmCiFYujY1yrZuhn8aUQ,1,19249.848740,245,245,,,
Ae2tdPwUPEZ8Z88EBy66KS2hcVLDtwCTQnYPgV9i1svwg17bmE2C8ctKWY3,1,19249.522814,197,197,,,
Ae2tdPwUPEZLRLnRuEFupyv8QQmsRsLKwk689JJkB82aX1Qtz8FDPyjHT9B,1,18999.757000,242,242,,,
DdzFFzCqrhtCgHyJHo93j83V5qvLPEKrveQrGT66U9vipJheKg9Jys9T97oJVVrdMF71ScUHuQCpayKVJVknQKr5TnhFaZVhwkAwrGPL,1,18749.900000,227,227,CF|EMURGO|IOG,LIKELY_EXCHANGE,EXCHANGE
Ae2tdPwUPEZA6Smr9i5g1tTimJkZSrYRLXtb8wAs5kijK7uP75yiJMv7jcy,1,18276.349900,204,204,,,
Ae2tdPwUPEZ9Asmb4Y2xVBp8civx9KGD1ksxU5cZD2SxtjxpYbr3FdCgUPt,1,18236.639057,240,240,,,
Ae2tdPwUPEZE8GhUnEobD9KbfUfAqF4tLRMtUZ1rQf484kYZ4Hc6cNod2Xo,1,17799.000000,238,238,,,
Ae2tdPwUPEZ8SeQgfxerTTFQ8kwt5xPJQ3Maxji3bUuETJdLAr39iH8aGth,1,17709.374642,202,202,,,
Ae2tdPwUPEZ9VQXTZHWUq4ru5VDJ94WqqpZhee7uyx62hUBCuompvTRcSZ4,1,16857.714780,198,198,,,
DdzFFzCqrhshg1b4fF2bTJjFFXQtHNP8MsixXqdDdEDP7JTbMVdNyMWYfwuP8WfSdDwQVeTG9QGq5Y1k6ndJjSkaFcfa1G932qEJjXTH,1,16289.306147,227,227,,,
Ae2tdPwUPEZFweDSgjvcER6bMZTUr619MxDf4m1NjYpJ4Lzoqefiz2qxbsg,1,16220.000000,232,232,,,
Ae2tdPwUPEZCTq6xw31PMbU5EttxXvyEpfux8Qbx5u1tWiZSsKx21DN3h2i,1,16145.000000,230,230,CF,POSSIBLE_EXCHANGE,BYRON_DORMANT
Ae2tdPwUPEZGiq9c3gM4WitJUjGW1mZ94gQQv9btPfqUzKqiR9Kh4T6G9Z7,1,16028.472266,248,248,,,
Ae2tdPwUPEZMkDayQxi829dBxbUcmjUZSYyj2iXGvXKW7rY6mDcqYyocB4v,1,15995.600000,239,239,,,
Ae2tdPwUPEZ7QN4ov44RKsgFi62PBrKAT9P3FRjgG9xrYNNcCpLWUoyX7jn,1,15656.150349,232,232,,,
Ae2tdPwUPEZ834KE4W6ocj6HBogpHYcriRMs8wd18adK1aHte54dk5orbeg,1,15383.000000,213,213,,,
Ae2tdPwUPEZAAQxnxZwwsHUtfzUbPfdgjKgZg4ujv9SufwSrmM2JtW8TWZB,1,15206.545800,244,244,,,
Ae2tdPwUPEZKXkZ4dATfxJW1TFhZ7HFRz1tTA9nAZweQz2AAu7mBhnSVj7M,1,15205.138266,231,231,,,
Ae2tdPwUPEZFk8nmgQ7HDXTU7e2ivAf9WicrvZskDLLhuC46y4gm153pVp3,1,14999.000000,222,222,,,
Ae2tdPwUPEZ7rs9MovWbabNXFRLugYRAkw4RJjSfQwLxoEYAnH1b7RPB17Y,1,14500.000000,240,240,,,
Ae2tdPwUPEZ1qNZjssgxgxBsC4PhqET8qmTH5HztDUbGD9qCCHeadC2tN5x,1,14499.000000,243,243,,,
Ae2tdPwUPEYyosQ257frvvScJMLMqUiZQmAfHmhUFJ2xc8KbB3edFMun5Wu,1,14335.700000,216,216,,,
Ae2tdPwUPEZ1zVph6aeuz9t3eEmtjpdpJU59dhv5wXsEpYvY4suH8hZmLyz,1,14130.944960,225,225,,,
Ae2tdPwUPEZ68ymFmQuTTogwPGFmkfLXkGwXnGvkZXnz4qG9oqzLvGSjGuF,1,14117.726485,197,197,,,
Ae2tdPwUPEZFH5SyCpnZ6bFcxeMW9rYMGSjJRtQbrp6CdHyfjp194a8WCKr,1,14014.783980,242,242,,,
Ae2tdPwUPEZ2GtF55nezcfM8gVaNroQJNvkp3XKZSr12fdg2knSoeKptxku,1,14000.000000,243,243,,,
Ae2tdPwUPEZ2YBTKS42zsRQ9x4AtBxvF9h6e1xA4h4HhrZZGQczevvs3k91,1,14000.000000,237,237,,,
Ae2tdPwUPEZLu6nUQMYZPJv8TW4QKmn2RMwoaCEZWuUFokYPCnxa3jfAPRV,1,13942.000000,237,237,,,
Ae2tdPwUPEZ9qERRy9zC8nWKYGuWSUMiu7JhUoC3LRVtWvYVUZ74Yh7yRhj,1,13930.452566,248,248,,,
Ae2tdPwUPEZEDRN8zR7UnbewQ66vfuTkNVLTECm5Hr1V2Ji8ZyM132zmprv,1,13885.307064,238,238,,,
Ae2tdPwUPEZBA3f4TYmJEemxzdXmTWEPNYmALTsCFWC5YX6ZSRGvSzDLr89,1,13657.423171,228,228,,,
Ae2tdPwUPEYzHD8WNzNtqgVCEmQWVkjt7biw1DC5LiEzCHjCE6WYMegUgz1,1,13641.877000,244,244,,,
Ae2tdPwUPEZ6rfwgsGh5E44jaypEym14DiP67RKmenaeHbnZZqYyyCWLnYH,1,13474.000000,200,200,,,
Ae2tdPwUPEZDpc9Zy1kqCmdkndZ8sbCn4sSgeG46VbCMr8EGwaDKpawDVpp,1,13111.289484,239,239,,,
Ae2tdPwUPEZ7DHacumBGr1WAydkyrHEnXta9MJ3mdBV8PeG6huogw1y2DVK,1,12999.400000,237,237,,,
Ae2tdPwUPEZJDoX7WL1wVS8V7fuFySAVPba1Ch6qoKjkvyok61MWdnZNcrb,1,12967.088995,242,242,,,
Ae2tdPwUPEZ8oqUy219zSc7955ynAz9msuYsD56PbmEDWKZju4piUorWmY4,1,12296.252532,202,202,,,
Ae2tdPwUPEZ3C9wYNtqA1XUbAesYwux75kqacfbkhSzFPBodhyUu124c1Hf,1,12285.949540,214,214,,,
Ae2tdPwUPEZDDGiQZ7wsh3W7G4CTcZxA5m2HjNgyT3VPVPxBzoafVTBrqBW,1,12078.569625,244,244,,,
Ae2tdPwUPEZHKeHYzdNtZ1S9SmRTc6vxJBrzWv5eZu8dgGwYXhMg9Yw3qJy,1,11994.000000,245,245,,,
Ae2tdPwUPEZ6C59iwz9h9An3SSLN8VYDAncrBUPnuBV9SdVkv96dWePmG2X,1,11851.623030,200,200,,,
Ae2tdPwUPEZLm3Z3V7K23J8TZvbact3nvPC9WWtELLxwpYVddwo4VcMUttJ,1,11793.498295,245,245,,,
Ae2tdPwUPEYxePTokce61MX8BvAQfve7morfW3RU3U6FtnmzUwRXg1e113b,1,11723.613022,234,234,,,
Ae2tdPwUPEZHn9YyZZeZiFcongahzUuA37ZiSGLDLeJPAUreHAPhYyexqKU,1,11481.487000,239,239,,,
Ae2tdPwUPEZKtno5mZeyRjbwDVGuKrQEekwZ5DJcqFpsdjDEgXPGvS89x9y,1,11470.200000,242,242,,,
Ae2tdPwUPEYxKFahTGg6mFex6uj1rHPzqSRATy6xkeRisbCzEAwBtkm2Djj,1,11447.000000,247,247,,,
Ae2tdPwUPEZ8XAhcfnVb5Wf5U1b2rYpssqvu58CYWnh9ad6RC84sC4UwA1c,1,11198.050000,199,199,,,
Ae2tdPwUPEZ3SQMYM8chK8Si9Wq5hVU91UEUn5XWBekKB7VmjPdkGCPe22E,1,11167.005155,244,244,,,
Ae2tdPwUPEZ98AvrcHpBX6uay2aTimAFfUZJudFdEXCKVLngEJgStDDPwaK,1,11111.000000,238,238,,,
Ae2tdPwUPEZ3ScaA9aBXuMFfyaJqiXf85FMitTMKKxUxgGrWASMtobnvAgf,1,11070.667879,246,246,,,
DdzFFzCqrhspR1xvSTr9twE56JgTyvUig2r26rppvRmF7esPyJyEhg7bmA9n3zjvSUhY43idvK1SdCqR3fty5uk4nGojYr84FVb6GqUi,1,11068.080750,227,227,,,
Ae2tdPwUPEYxAVtZR5SJhLVC6GG87xnZgJmiikMS23AihTdVkBDS5cwrdRp,1,11013.323776,241,241,,,
Ae2tdPwUPEZFdWbWScWowq1XeEYGqjX5Zie4Sgr7YfWC3NMdJGwUX53mBBe,1,10955.000000,231,231,,,
Ae2tdPwUPEYyot9317myoiXXAitJ7MGNFhs6DC62Xf4tmkjzXnhnPgxKtdB,1,10951.543500,246,246,,,
Ae2tdPwUPEYxjrgxh7zenusASt3hVR7J9zEqLBPhj9ocCNoGqjH6JabVRhE,1,10949.000000,212,212,,,
Ae2tdPwUPEZJD48pi2MMEn5MtBsUyDqHhxspf7K9gSvhwjqDrk6f36Vmd8h,1,10417.516970,246,246,,,
Ae2tdPwUPEZCHzRY4aBHAPanJEdvyiuCzcda1Jz7DU93baXYZzFAhp1aCG1,1,10372.000000,245,245,,,
Ae2tdPwUPEZH9eWJNpL4phtC92kdDbFgR3iVxPJwNuuFPtfcrWWTYiaA7hy,1,10370.000000,243,243,,,
Ae2tdPwUPEYxgftd1kzwvYGQ3PFugWsyeUMChvGwR7VDR29neRSLpu2yJ7B,1,10294.928823,240,240,,,
Ae2tdPwUPEZCLKPvnA18WXUFN1cST8QTXrgRnnoP6zJnKu91D2HXHCxNFmU,1,10243.292000,239,239,,,
Ae2tdPwUPEZLqtzymdwcDqVeWGrLHZG8eQXtjou1xvDYEkYyPgGbT5kbYgy,1,10216.450000,197,197,,,
Ae2tdPwUPEZB5PpRYeHkPHrkZ8hppdNsDDNcPQANppcoMgtLuB929L3Brw7,1,10174.797000,248,248,,,
Ae2tdPwUPEYy8tZX9C8ds24iBTQ7GpZg8fvUYbgpuq4KvbXsMq4MGQXETSP,1,10139.744399,242,242,,,
Ae2tdPwUPEZAwa8sfJr5Zc3gfdPtGnVMhQE3bE1Vd6jnjXHVCACWJWn5rzF,1,10118.074447,197,197,,,
Ae2tdPwUPEZK5hXqog2BVRrUUpQN38J7322jdhL3qmsiMhAxbr59nGCGkTd,1,10091.880270,216,216,,,
Ae2tdPwUPEZMVV8JhJx4NhP643uCS13nP3vuJz5ME135BbCQqFHVVhzkcqy,1,10036.000000,229,229,,,
Ae2tdPwUPEZCmV5cj5z7jbrspZ9oqJCSkqHFRdW4yUfBvRMRuAG4UJvLtwf,1,10020.000000,240,240,,,
Ae2tdPwUPEZB4goUAaW7bYuh37DX7rVtYzvMXBUDvPHr5d3b35mMnghCGH6,1,10008.800000,242,242,,,
Ae2tdPwUPEYyGbMGZfmWPb1rHLvTQTNE7X9fJPKb56kTHUEYGoLezhjnd6v,1,10000.000000,237,237,,,
Ae2tdPwUPEZ4eQbqSkcfncnp2ph4kQsqLodvNKtuTpa2wd3v5f8jb7xerzn,1,10000.000000,247,247,,,
Ae2tdPwUPEZ6yfCygrnPvWyj5PuooZCNm63vuYQsLRbPhwpinAB6RTE5weE,1,10000.000000,248,248,,,
Ae2tdPwUPEZ9eC2fCfPSLewxaPSHa13qk5snxhcQw8pQpmAfKVzeZASZq6y,1,10000.000000,215,215,,,
Ae2tdPwUPEZBYSsiUAn42uL9iFjZG7m7JrC9Q6R9VmUr4BKgZZdkRv3UxzF,1,10000.000000,244,244,,,
Ae2tdPwUPEZDmytncZoRWe7HsGCTuE3gX3QP5PtQr6Z17tQsqmtxL7o54gZ,1,10000.000000,239,239,,,
Ae2tdPwUPEZETjKdjqYL4sQtU32URPFor3We1aKc9FXouZNGgR2TCYRbij4,1,10000.000000,247,247,,,
Ae2tdPwUPEZGRRmnpegrcJkbE6JVRJYVhSc28vLMT2V74CvgBDCCw2fjk1u,1,10000.000000,246,246,,,
Ae2tdPwUPEZMX7LqHnxqFoKwtyBTHwMgARN2wdLDWmcgsD18cY8rnvoFxc6,1,10000.000000,240,240,,,
Ae2tdPwUPEZ5MVWexqky7HCDJYTgFtNoEGeg2YqSZXrMUfpiQpTNDzhz7wQ,1,9999.508964,200,200,,,
Ae2tdPwUPEZMRNay1q4mbBodaG9eBFpBKPHpoYgqzrpNe17oKCD4Gwe35C1,1,9999.400000,222,222,,,
Ae2tdPwUPEYzTCE2APB9S1rtyxw5nNDdB3uGWXvLo9Fo7YqYXx9HBbeZuJo,1,9999.000000,244,244,,,
Ae2tdPwUPEZ7EcGLsPJuNova4qaDFKBkhd4J5rNgA63KedvMRqniKpXKUUD,1,9999.000000,226,226,,,
Ae2tdPwUPEZHwG8oe9hqGdmVh1EqgnMAEJ3eYCumJUf5cFSdLCxFuV4Un4e,1,9999.000000,246,246,,,
Ae2tdPwUPEZ4cLmoYohEEAHQb5CxpSEh7XJG9gyinUZxz4q98jnomN6abfv,1,9996.616550,248,248,,,
Ae2tdPwUPEZLkmU2b4M3QrBRBJPFNVNfiT91PxfqkNLm7TRAZUTGwnCcEr4,1,9991.947390,244,244,,,
Ae2tdPwUPEZKorkDwCjBBRu3E9ZHaeYymDoah92Y8zncK1b5KKnnftfT3o1,1,9980.000000,239,239,,,
Ae2tdPwUPEZEKSYncVBkiQkENaDSVDqXyUTbcRHqTDEF1yKUSYKcSs91dGx,1,9959.665302,244,244,,,
Ae2tdPwUPEYzHjtT4db7JBgHXW8Hd4RVfavBzGANP7mQ1oJA2FUfj92MxVj,1,9939.833443,244,244,,,
Ae2tdPwUPEZD1EffBwrNNrNaCxmeUqR8ZtXtapJp1JGEYtNG1WT2FRPVTcY,1,9924.079100,248,248,,,
Ae2tdPwUPEZN8K544dvrGgtuEsnypYBWfmAJhun7o6tiw1UvPtdNC58YdNS,1,9899.090000,242,242,,,
Ae2tdPwUPEYvwZdB6sairxcAmVuL4Uy9b6CJdUkenFSQpQ7XD42iepaxKrs,1,9735.861000,247,247,,,
Ae2tdPwUPEZGfkZjM4LAB12LRyU6sPGAVS3MzoFoEUULT7ig1gGinAhraaF,1,9570.500000,248,248,,,
Ae2tdPwUPEZFsb56VPFrfkuMsJKrLtbJiaqsjDqVVJZvFGRVRJvznUPJdbr,1,9540.000000,230,230,,,
Ae2tdPwUPEZDKtTYoHptv62wNqTm7xQ9ydCHhTB4g2ddVWekyqSCiztmPyp,1,9186.939599,245,245,,,
Ae2tdPwUPEYwcmLLbd41C5HNxi7n8ZXhLqickQh5eQLscS5LmcySJibsv8k,1,9044.581757,236,236,,,
Ae2tdPwUPEZLB1mRDNRkQXzsUrzogU69hbMrNpUvngqn4rdYWeQcfFWyQrz,1,9040.549400,242,242,,,
Ae2tdPwUPEZ9YFuWE6e2qbftKurccHkzrYY3WCjV1srkWpTRc78AZcNast9,1,8978.000000,221,221,,,
Ae2tdPwUPEZ6kQaLujW9VxmpbV3KgrYsttdhRdN7nquFKDTXh8t2cnrekoW,1,8607.000000,244,244,,,
Ae2tdPwUPEZLN8huuYoi654AowCqbt38RmfMdNz2QcywkpxMC1CW7WWTA7W,1,8500.000000,242,242,,,
Ae2tdPwUPEYyKH9phRxdwMSoB7sVt3WzJ6yDCnLn2EAMUMKvD7UZ7743QDk,1,8498.000000,240,240,,,
Ae2tdPwUPEZHSSfY5rFLWBojonbjEZfd2gniL3qLbf17vjwvL898xEBv6xW,1,8459.557875,202,202,,,
Ae2tdPwUPEZFes34qG1bf82cqVeFAYbDyfkoQ3zsQh2CZwCA5zDx7vyDKM7,1,8380.829067,242,242,,,
Ae2tdPwUPEYyjSrPptv8j7eoG6yCvZUbHmC2yqnZArhv79zaiJQnGg7sAGb,1,8361.593300,246,246,,,
Ae2tdPwUPEZ8oNHs39mRuujYqa2WLbvBKWbShzUk4EBo9cW9ejD3v4QcyJC,1,8042.948000,198,198,,,
Ae2tdPwUPEZ4ffvMfPbkXRJkCWyDe22sDptvE8zqEdCzqJiBgQSfHybs77q,1,8000.000000,225,225,,,
Ae2tdPwUPEZAak4GXBgGsegsRUcSbfha9jfmggScZUazLPwePoecoTeb1vQ,1,7941.073676,245,245,,,
Ae2tdPwUPEYzHvgwChd1AmsVGPMpQTYFCktmGAQtgogYMHR8hzYd7un2wx8,1,7900.000000,247,247,,,
DdzFFzCqrhsmoG4GgxbQxQrQVsDsJobXR6iP6QpeVRbFycwgoJo4dyyJsoTGv1BvkGvnbiAi66equVpxRRYxVwdGaCCten2EjPi1kmLk,1,7543.800000,227,227,CF|EMURGO|IOG,LIKELY_EXCHANGE,EXCHANGE
Ae2tdPwUPEZKC13i2Ac6if4VtsUTvnDQBTVdXjizpD3G96iUzu6DKej97vv,1,7500.000000,248,248,,,
Ae2tdPwUPEZ2sa5auq54bzTaHbcYCSQ67HVann1KXub8SHbr5Z3kr3ocFdQ,1,7438.203297,246,246,,,
Ae2tdPwUPEZ2vLimXi67PSLCPga2GPvR6HQJGv2UD5JC36YZUeEsybh4YgH,1,7397.000000,248,248,,,
Ae2tdPwUPEZE9URDz61hKbEYdbugM45YVee5JQc48Eb7HyssvsCmCRgP5gY,1,7367.521767,239,239,,,
Ae2tdPwUPEZ1dVQ5NcmCHrwXhMKUAjTTtguJU3PuUCMwcaY2oFe6RNjoXtY,1,7329.162500,225,225,,,
Ae2tdPwUPEZCR7wv1BxfgP8BWy2pUBTVQ9QuL7816DUYGYMbPqFy5quRYpa,1,7138.989776,240,240,,,
Ae2tdPwUPEZ2BFibtPXPQU9BHJq69uCJAzTEihqFiSR2Cuh56Fhq4HkpWe4,1,7105.716742,240,240,,,
Ae2tdPwUPEZEWLtMHCBU7dpXGGGhQUVoCcipmvGPhFE9bUKt9KrkPnMNkFx,1,7089.800000,244,244,,,
Ae2tdPwUPEZ7TkdSR1KVAvRNLEQEqrbKj2arg3yDcqiorFQH5aBYgKSRt67,1,7041.946000,246,246,,,
Ae2tdPwUPEZBB6dZz7dEu24q76Et74FVti9XdvCiiHKgxNdig3tf926k8Fn,1,7010.351991,226,226,,,
Ae2tdPwUPEZB5gQbSKveDafPeTf8cmwEvPaJHmsjdk39wMoDXVyK8XxB9ki,1,7000.000000,242,242,,,
Ae2tdPwUPEYwKSYfMEN3ek3oRb1k93m3onuPGermyuxuiShaLyjSJsasAjJ,1,6985.999999,224,224,,,
Ae2tdPwUPEZJkdBjrGoW6VUmyqdNv5H1LpS1RqKHdTADLNHoWcWiMPhqkgg,1,6847.500000,238,238,,,
Ae2tdPwUPEZBZuxDYGx38azkoec4XjWa9SvGNpJThS8J67amEAenMjVS2e4,1,6806.900000,242,242,,,
Ae2tdPwUPEZJ7RdPDrNSjjcG2rzfVzHMMoKeUZ5S9KHcVkgtzeFJFQ6VpUK,1,6789.193000,245,245,,,
Ae2tdPwUPEZFLFNerc6R4mGwmB4DiSzSpqgdUBQTegsdowYR3vh5KCQ23AD,1,6771.046077,238,238,,,
Ae2tdPwUPEZ99BTgakTjmK1pq8UBoFJzNaTiaJ9FPXedthEkFUJDSw1q8C8,1,6759.832402,204,204,,,
Ae2tdPwUPEZJRvGHgs1HPUCN9CNB66oes6WswbBVLpniR35SQ3UGirTSGdz,1,6742.182706,249,249,,,
Ae2tdPwUPEYxa7HeLsH6cF1iz35JmGxjSF5AtZYNeBJWhhLhd7hrAmTFcwF,1,6715.376900,249,249,,,
Ae2tdPwUPEZAGWWtgquaj5E8Au1yae4PNYKgJ9uKbu29A8ZECqeR9EGPo3D,1,6711.294982,242,242,,,
Ae2tdPwUPEZAaf4RgPGeqUQksuuFZQ64ptSexCQQgSNrA6z56SfGqMJW468,1,6662.370000,242,242,,,
Ae2tdPwUPEZGxjFTnebUcAV8YpmQXc3w553WUU3tLXujYr63x8AukNUpxCo,1,6603.000000,243,243,,,
Ae2tdPwUPEZ2ZouK6T2YUw1C5ChXTXGa3PzQdKVm9S3M7y8nLCz1rCWq3Bo,1,6528.478714,240,240,,,
Ae2tdPwUPEZHC7YqwiADNsREP6WPMsMWsxsXJQgjW8aXQsu1FutzTUWw4kM,1,6500.000000,214,214,,,
Ae2tdPwUPEZ7kN1cFUkcPr1pXx7VKAVPFdsMez8q1YmhXdG1QyvjsgZZiTb,1,6497.891755,206,206,,,
Ae2tdPwUPEZ2i8Lxi1oMF9jZp8vKQpjLQNmjMhnoirs8fxUUUGAxG8oeYqw,1,6479.614600,240,240,,,
Ae2tdPwUPEZLGvrj6aqRNUkzA1zrj8BYbxLjYz3vTC2V6U3YZ6GgWT7HBWN,1,6354.037457,232,232,,,
Ae2tdPwUPEZ7KEXVJTGwWJqUnuyaV6fomfv7A2qW6nieyxEricAARkgzEeF,1,6309.031606,245,245,,,
Ae2tdPwUPEZLLxfNSTBis51EvqGyWV23GFkLwMdiG1JHpttCGxDLC44ffzt,1,6200.000000,238,238,,,
Ae2tdPwUPEZKuBVeobUyfack2uPwxwjJtrT6SNxk42jeEKcX9zC1oNWKi3n,1,6086.000000,230,230,,,
Ae2tdPwUPEZ3YqeDqWgzS9tNoTJZmAYWou12B3rr5PPph3ysn1a8BjK9dxk,1,6082.209053,238,238,,,
