feeder_address,untagged_creator_count,total_feeder_ada,first_creator_epoch,last_creator_epoch,exchange_entities,exchange_likelihoods,exchange_categories
Ae2tdPwUPEYyaUL5xp6BsVAKXsMe5KRrzcquMdsiyKSrtL6epHN51KvqPwq,1,6077.895026,231,231,,,
Ae2tdPwUPEZA2MUbrEy6LzxFJr6P5weFh377RtVvEoQESRZaJfTRCoE4cFD,1,6040.900000,221,221,,,
Ae2tdPwUPEZ2sZt65iPUcPyXB5c6ZifnA7pd9gDRAdceVrGigY5XAaBNdKz,1,6016.000000,231,231,,,
Ae2tdPwUPEZ11uwD4bUJiR3VYaT74uHEHD6tAsFBcoTXdw5aC5F8PvJ99TB,1,6000.000000,241,241,,,
Ae2tdPwUPEZEiPWFrrnhWUAepkEFX7ETiLAAuEQRzfFTnwDRcYBRGz139Q6,1,6000.000000,246,246,,,
Ae2tdPwUPEZNLhWYBF7pQ9HufmCiJAJjA5JgfbHq2h36JS2obgMRcsbuAxY,1,6000.000000,246,246,,,
Ae2tdPwUPEZ3GsnUXKna7yy4XY7Et1iNkT7DgJU9EYB8RpdNi6z75iJx1Lc,1,5998.000000,245,245,,,
Ae2tdPwUPEZCD9NSNis95A3smBA3w2ADbFPwBgcjzg7iXmTHamjkKtDsh2R,1,5860.193127,246,246,,,
Ae2tdPwUPEZCDTiGudZxpokvfRYYQ88ar6pZggDMrgH8MepJL8yFjaK7ntc,1,5840.900000,238,238,,,
Ae2tdPwUPEZ3eJRUodsUG5f9ie1K7F7B4WR3ndaYU8iPNnGQNdy8VHcepzr,1,5792.232221,239,239,,,
Ae2tdPwUPEZ5obS7WqeAEf2B9DCPW7B3yU9QKaEVFgAD2iaiKVyK5zMvSjU,1,5760.378706,244,244,,,
Ae2tdPwUPEZH1djV55sUsrZNgcGrSrhnNVd9CYvGGysoBmHTnZEA9ZXLQJu,1,5664.506000,240,240,,,
Ae2tdPwUPEZ5aXfE5AhGNEfhxDTfQmigesEq2MBaPm75JCFpNsetdRdJzrM,1,5603.470125,245,245,,,
Ae2tdPwUPEZMRmrcGbA2dx58VjFbxwpu7kBEJH8fupsbxNYZEmv5KhJVvAx,1,5588.660000,247,247,,,
Ae2tdPwUPEZKPRiT6K7nc5bcSLsPtpdbAUiFiUL8tuJPoDHK3d3NPnzEWux,1,5557.747892,249,249,,,
DdzFFzCqrhsgS9cMp1qsACpN5XHH9nG8zhzjkCVwiLi29PoRPbcuXExyLZm1MQFt3BvQqnz2w12dKkndy2dh69qWTUW9bMmD1hyieHn4,1,5554.044749,227,227,,,
Ae2tdPwUPEZ9fMuHyYmfRUb1tdHNXYPSdyFymAtbA5vjV6EfaAZEY7LomCM,1,5540.130751,247,247,,,
Ae2tdPwUPEZFrW5NhaaXrVmuazFPMjcSrtygvRJeN9JgNCA9xrDvaqipJmY,1,5538.047100,227,227,,,
Ae2tdPwUPEYzR95FDUu6WUEeyHuqcrMGGT83nhHcQFEog1b49TbqKUAmLt5,1,5499.000000,248,248,,,
Ae2tdPwUPEYztjxd9FRb1iNo8mwEoRDZiGFaYmZconZ6Frjg1XwTSEpWjQG,1,5498.000000,248,248,,,
Ae2tdPwUPEZEoiJGtHg1gzvRwxJ2WZA6qLJcYhE5tQoTrR2RDUbQYBavM1n,1,5479.077095,248,248,,,
Ae2tdPwUPEZ3EGrtZP2iEzfUTNhuFCzsf8jYj5w2DZeuRpwT5QGUotSKXD8,1,5434.100732,245,245,,,
Ae2tdPwUPEYzP1hQQK3of2S6Vgh86wyTW7VGtgowf631PUDDGk8mMxsu43E,1,5410.232758,240,240,,,
Ae2tdPwUPEZBFBQVHyo68k4JYggPPMraLn6MY1mQu4xjNFkpeNPfBqkCanY,1,5201.035769,238,238,,,
Ae2tdPwUPEZ6X3m48v4YPSzjHFNPN4pq4aERF7LBAhm6xNPh7o9fnaBG9Cy,1,5199.360511,239,239,,,
Ae2tdPwUPEYxd8zy51AHSww9fVzYqNu4b7KJRCD8LKLErkQoPVPvhWSXmsi,1,5184.401890,244,244,,,
Ae2tdPwUPEZ1YM8fpfHeKK2i8e7yYh1yh8w9A1xcAy57yBuqFLs1AMkKpCN,1,5168.936000,242,242,,,
Ae2tdPwUPEZMZZXfuphZ4uEHg4R1igoDcaZ1vum8t64yDm824AvChGYFt1Y,1,5150.843000,244,244,,,
Ae2tdPwUPEZ2x5Veo1VCrkwy4Ua45fdULXTAE48xGgm4AhynC7DXo9uJpLC,1,5118.698184,242,242,,,
Ae2tdPwUPEZ7EXv1qyqmwqDbLiMvq66Q9yrpRf4sB8rCELradA5tNLXEp2w,1,5043.332671,244,244,,,
Ae2tdPwUPEZMUavnadspAWWtEp1Hu9tuQx1epJXeizc9Hcv9BiER3AEPVLq,1,5030.537000,244,244,,,
Ae2tdPwUPEZKhAziGKZoqvgFFhUqFHc3V4uqDajPK7G9G18arLXPBHXFTpb,1,5025.000000,240,240,,,
Ae2tdPwUPEZFW9miLXhuD9PwhWn2nvDUyz7tfbvrxXvJh6LbJrsframUmWb,1,5010.000000,242,242,,,
Ae2tdPwUPEZAyoYZLBLsKSUHEuZJvdqio3oG5GoHYwwB14hFsrJLBcYriQM,1,5008.997742,244,244,,,
Ae2tdPwUPEZ4TznDWk36ULvyEbGKvk5RMYjfXSxB6YnK1c7zAmzQL4EQHb8,1,5003.683978,223,223,,,
Ae2tdPwUPEYxAPw9PMnaxYQN649VvxEhc6xUxKNEEGyxronBqi7bCwot7Yw,1,5000.000000,248,248,,,
Ae2tdPwUPEYxPPei57nV7rHcpGiUvya7RPjMUgKYSvgMNEYLz89Yx7ngWEC,1,5000.000000,240,240,,,
Ae2tdPwUPEZ4SCDi6WST72QmMovGw22qqdn4UCQyQnePDzBEcju9Kkk34Qe,1,5000.000000,248,248,,,
Ae2tdPwUPEZ5DYyAKNUYTRuFASEUh1JTMMHHrB66v87gKeM8SpED7BfJeQr,1,5000.000000,245,245,,,
Ae2tdPwUPEZ7YPVAnoLEvkuRePmVhM4r1NbMttvhDRbJr1i4fEknEHNhesW,1,5000.000000,230,230,,,
Ae2tdPwUPEZ9anAqhLzWnf7iZazFpU9nkU9TAQPdfCqm2bNDPyANxQK8K7a,1,5000.000000,243,243,,,
Ae2tdPwUPEZ9cTSAkd9wNSU54Nzjj4ESbmhprmkFBep5F9e2PiNFsgmg7Tx,1,5000.000000,246,246,,,
Ae2tdPwUPEZCMRAUGLiv2LP8merheTzvYC76rWGkYVVvsqqyJZSnwc3TWFa,1,5000.000000,238,238,,,
Ae2tdPwUPEZGXmYwVs1Ts5Mej7QWzW5AQJ98b7jsv48kCyN9sMqgt1w4n74,1,5000.000000,246,246,,,
Ae2tdPwUPEZHW8T2sz2FDnX3cJ3fS1mvdBHnhY57mAiXxCXvAZD6WXgQM6h,1,5000.000000,249,249,,,
Ae2tdPwUPEZNGVgWZAEvTJyYDPSfgnuatB3P56A4wPag6ajMHB7rRRr1qRi,1,5000.000000,239,239,,,
Ae2tdPwUPEZ9muhiziz7PXwhysxaCS6KwnQpRKbs5kmvnom3ESw8yh8rUSx,1,4999.833443,242,242,,,
Ae2tdPwUPEZL3SzS8jaPzTKT3zUn6KCDu4WGPZ6YLrqfvKf15JPbc8UVLoU,1,4999.400000,246,246,,,
Ae2tdPwUPEYxDWBAFnYUV2dS9KHX1McrBFnoPpMkFX7WKgdKzSekwyvC6mx,1,4999.118501,248,248,,,
Ae2tdPwUPEYwLNtXvoQRg9fQsfYKqkFGQ9qfhJEyJxZ9TJ4eCewAqFg2GZh,1,4999.000000,242,242,,,
Ae2tdPwUPEZAJ3yneFouy1qau6oc2NeuG8njqsE2gsTw9aXJuwQVwH3tQWB,1,4998.900000,248,248,,,
Ae2tdPwUPEYvurZU76pq8XwAwsJC9en2v4GnVBw5bAGZufRsMgG4cQm7CjN,1,4977.728725,244,244,,,
Ae2tdPwUPEZGGNX6iqwn7Dx1ehnCr9HWTdsfMadfwosV99ti9EYefaRRAZ2,1,4922.127922,248,248,,,
Ae2tdPwUPEZGvDwcYStXjmXwYqc1d9ZMS6VL5h4ZaSkjfRUGDDarqRXebja,1,4910.316400,245,245,,,
Ae2tdPwUPEZCM8bH8CQamuPvaD6aZ1DqqAtPKuZgfptVdyQibMtBrxbrePt,1,4899.600000,245,245,,,
DdzFFzCqrhsvVdL4gKSais3nJoTwRSK5fHetrpCtDJehP87fCuJynxN45F7KUyX67kNAEDJufo6yFVvQCh5cA3WKD1nSVj3JkRBLw876,1,4891.263000,227,227,,,
Ae2tdPwUPEZ2ieguwnvftYJNHn1PBajucAuzdcN9yBXVhRf9AbCXsUh7p9q,1,4854.739400,197,197,,,
Ae2tdPwUPEYxnjhq7f89KNh1LVwKiju87nbXx2mkjV3GdzbCjSeyYtiCYYL,1,4800.000000,249,249,,,
Ae2tdPwUPEZF5dc5hQvZ1JZX85awDKaePTEfPiBM22UQW1m9iQ6bdknCp4U,1,4768.000000,238,238,,,
Ae2tdPwUPEZAg6apVt9oqChYD1wmZY79ZGE625fBsuWfYduwRaPQfyA7sth,1,4759.289800,230,230,,,
Ae2tdPwUPEZ9JP2mq8PcJodoUX1kPjZuQtZVg31NWGfRPERismBB54RkeA4,1,4748.670202,226,226,,,
Ae2tdPwUPEZBQpT71ayA1fvMExyvpRmBsAsESrVxuRupitY7Ex1WhNMpAYD,1,4726.900000,238,238,,,
Ae2tdPwUPEYxHMkSPafiFQbQKGzFJgJJZM6VMbbwP2HN2J91PBh7muuYSYx,1,4686.612743,212,212,,,
Ae2tdPwUPEZBVS2WX7X5aYUmL3G1TGB5ACMWUwwd1NtZjtdCceMnvVKCPdU,1,4597.693113,220,220,,,
Ae2tdPwUPEZFpBGSPdePKX2s2JAqoFRwyFKqT38VrZV4fKqp7AcNekiH5eU,1,4561.487136,248,248,,,
Ae2tdPwUPEZCgBxcAaAyjvnKFVNGyP1kE15cWs5WkJYkaHNaohg8Jk3XGcE,1,4521.603902,226,226,,,
Ae2tdPwUPEZ7q9erHFBERqqubhsCeock2k7wPpb5s83pSkxfL3s6jK4aV5G,1,4518.134000,240,240,,,
Ae2tdPwUPEYw3b8btN7WbvQeputbdiKAnureetMaE7dgGiBUEmh7CKTnZDj,1,4511.428001,242,242,,,
DdzFFzCqrhsiFFm2tC4Yp2aZHnUYoBNhFLYj4iZmK5X2LCyp5EWr5bqboYtGcDgq9hF9soHsDzMuSjwSwXyUXRNjp3FpKjPJ2dTTEcuz,1,4510.960000,227,227,,,
Ae2tdPwUPEZAyBPU51BxDQyyhiXjrsWGucQfXPBBKFvDrJXZkdsCJe7F3UE,1,4500.000000,240,240,,,
Ae2tdPwUPEZKaLy21yjJCyCerKF7BbT6ZJpWHn3zsyuqrsWPcuYHLrHztMB,1,4499.000000,227,227,,,
Ae2tdPwUPEZ83bafbtcrF3HJuPHn523EBGXkRXjpKGwX1Q8gcppEA2XvtCL,1,4466.481629,242,242,,,
Ae2tdPwUPEZ3TgBYw9XTBaPLk3PKQipg4rPpv1GraVENBDq5NB5w9zfuYRp,1,4403.226303,247,247,,,
Ae2tdPwUPEZMR3VCky6TJZ8dGmYJoVhNgQ5QwCJhaFwPn9Eq4m3MXDFH2sn,1,4389.001094,230,230,,,
Ae2tdPwUPEZB1PdwGVSYjh9aHYtHphESvUM7KT34q6X2tgL3JVn2jMT35dp,1,4266.000000,245,245,,,
Ae2tdPwUPEZ15c9HNTBZLJRUvLZAYtVJn1itqGWey8bAWkzfRRjERsSDHrS,1,4219.000000,246,246,,,
Ae2tdPwUPEZGePrYhzQ686rpG16wyjhsLZiydm3JhJrMabtsTXTeF3jA7Y3,1,4178.588000,240,240,,,
Ae2tdPwUPEZ4TZpCWWSZoeew156U6WwsobeNCTpBjdSq8jdZC1dnibzfKw5,1,4167.278406,211,211,,,
Ae2tdPwUPEZKyZM89V1okvv95Xm6HoytGxq95cp4L8jKVVhNoP8kcnivRij,1,4155.303701,213,213,,,
Ae2tdPwUPEZDimQ7BjR9G1g1XMx4qsEkW5cuZpTHjEvp1YGyYkhVz5D9s1A,1,4154.877906,247,247,,,
Ae2tdPwUPEZ4wipXHP11wWGpP7F6WApsMWgjs1J4j9sGthi6UNoSRfjAZB7,1,4154.000000,243,243,,,
Ae2tdPwUPEZ2DQpRgMhbQzd7iAuha3TD2AjyAiuyGLx5okHsKvTJyVm9ifk,1,4148.193548,227,227,,,
Ae2tdPwUPEYy45TCAWFr3U6JR8MRm37EgPF8tjL2WWJiyvTANium4kXkQTs,1,4139.335949,242,242,,,
Ae2tdPwUPEZG7U8L2qAr5dMdyCoVsNBeMLG4PjqBNnq8NbrXmDG14sQtAKA,1,4131.584846,240,240,,,
Ae2tdPwUPEYzeuTY2jiGnhknLSq6vpfXLdfmiiqzTbip2tXXVakkmWZ4CSA,1,4118.955651,203,203,,,
Ae2tdPwUPEZLxkC1yNNr5UdsNAdaC8xXjpNSzHjUqrp4TfDqcxAiJXRsStN,1,4065.954431,242,242,,,
Ae2tdPwUPEZEBK9mK5nveCJXgZBm5v5nxGP6GLQgZKa3fkaTL378Qs2u5PZ,1,4042.505175,244,244,,,
Ae2tdPwUPEYy9i3jwmXpnoBpE7y4s86rxLpxeecaB43YJyqRTweBroo6ZiL,1,4016.659324,238,238,,,
Ae2tdPwUPEZ6BG3ToaUYZ6Pwrjt5vLq76Uzv4xRu8HMfiKkpsr7v2uNYeB7,1,4000.000000,197,197,,,
Ae2tdPwUPEZEwjb6Ci3WQFte2npEqQZ2ZDjZrJLa5v7Gbzbaavn4hTecahX,1,4000.000000,199,199,,,
Ae2tdPwUPEZJ3Szu7PHMwovo2WGEACznkDGcuHPpp3K4hjkQvs98syG1nud,1,4000.000000,244,244,,,
Ae2tdPwUPEZKdh4KPU74ZVyyfo24UDJ9YXWj5VPKXEnHJmy33KnTQLVTw2F,1,4000.000000,247,247,,,
Ae2tdPwUPEZLt9HabqDhYnHkCnSzui4Uwos9F1RNJM27HKiKqXyttMxDFPh,1,4000.000000,242,242,,,
Ae2tdPwUPEZ6uM9xyfMpbeHuAiyU2qaq7XpovypbngLqCCy3GqubBdMpxaL,1,3999.000000,242,242,,,
Ae2tdPwUPEZ981ibHUQLVxhh9P7ikbSSWReTac31zCYf7zF6Ede5dcwjp8Z,1,3999.000000,248,248,,,
Ae2tdPwUPEZDqGCCwxHY2c27Z5kPibo6ApLzYBYZhxSRMeo9PsqqRyr1Uc3,1,3999.000000,242,242,,,
Ae2tdPwUPEZ9xbuWs3oiU1iBh43v4VoFfCeYyspthBzZMgLGFoSnWzyHjte,1,3996.000000,197,197,,,
Ae2tdPwUPEZ55mSxm9N9iby26VGKb28vYkQ1s9oahLdUEtSjcwv4uMBNfUa,1,3989.618600,229,229,,,
Ae2tdPwUPEYyzcsKuHr33FvBjyrRzXTLDzKAz6R7pW7TVJidkmo1mXLfxed,1,3984.000000,238,238,,,
Ae2tdPwUPEZJdBAKRLR5SuL7np9P8mDH4WhqL9iiTAAQtD4XibwKxeCiSmo,1,3948.000000,246,246,,,
DdzFFzCqrht9K79rWtoBvSfWqpEXqfigfrVXM88xJEfg3EUVq5dQWkXGKnMeR9erejAnWDikDKVcoRZq2sVpALYVfM3EYRWqtiUidhMU,1,3922.140000,227,227,,,
Ae2tdPwUPEZ3V782adEuzDwbmJXKdJFVw8s3R6S5XP7yxLEHZ4A1iUfXcsd,1,3904.600000,246,246,,,
Ae2tdPwUPEZ3ipAUd1gXi7M2Dk49gd813Azh9PycUekjRAZuwrkCysJzf6q,1,3843.183724,238,238,,,
Ae2tdPwUPEZ52TbPxH3wmv5zuezayyWg3oiuXhZsK31ywVfYC6NGXWpxZ6F,1,3815.090000,237,237,,,
Ae2tdPwUPEZ6KxvtFtLjKnrnGCnRiSaW9HWcUSApb2BkEjh4BN8Th5eDMZH,1,3800.000000,244,244,,,
Ae2tdPwUPEZ9EEarNdK5DyNxvL63S41NL5B5KHJu9r35jJRQhCexxaXCi1h,1,3729.665600,249,249,,,
Ae2tdPwUPEZCQyX8yhPxiYrHLGbZzc9sfZn3PgypN2TpUqTRmo3BYCRhSdi,1,3695.123722,237,237,,,
Ae2tdPwUPEYzWBFYpfRK7tEm5orbJNWmv1BvWPLchbiteeDGisjUkDxyDJB,1,3690.309004,232,232,,,
Ae2tdPwUPEZBk7ZF8araCtMToDGPDhE76gkQ3JJ4sqGoaTQikfMhVQvrpHX,1,3677.300000,244,244,,,
Ae2tdPwUPEZ9JRPv6qpH2Qc6Sbbb8Bq6xxCcMZoBk4LoysJbkmpcu1mZ1NU,1,3674.881299,248,248,,,
Ae2tdPwUPEZBD5fWqQCGSERGDBrRtMjsym24jnww5ZadfDLNmN8naMTt3AX,1,3659.000000,236,236,,,
Ae2tdPwUPEZDdHKTu9NNaHGGaRpeXpAYXaBBudCUfSZih196zFtLUoJD1DQ,1,3595.108300,247,247,,,
Ae2tdPwUPEZE2N1V43oyQb7HzVrAhSCtSQsmHGVkFqFw6rPf4iAVmdiWk43,1,3588.918600,240,240,,,
DdzFFzCqrht8xjDAPrebVrAziMEXmgSxYryY47WDgUAQ71dLqHXcJQ4P1nHcwmGuDHHuZ9JCobXcRjd614PraZRhgKR7oCLbtyEC6Y1q,1,3569.900000,227,227,CF|EMURGO|IOG,VERY_LIKELY_EXCHANGE,EXCHANGE
Ae2tdPwUPEYy8Bo6xaAWBXQbjFV5za5Y375QAWeRkCiHkdWRB2mjpbgpCX3,1,3539.000000,249,249,,,
Ae2tdPwUPEZDAMqFZd7RrueBysY6RZPPNGCF7gCD2U4X9Gz8RFhG9y5oRzX,1,3538.605696,244,244,,,
Ae2tdPwUPEYxHbJpoREy6o3k7Q3gjJhaW5PyPZ9recEgEnJeb7b33Y1yZWN,1,3511.484000,242,242,,,
Ae2tdPwUPEZ97Vpa6FkEs2yxEkfLjdnvmcH4w5Qwmfmc4qja5XaD1bqR69N,1,3509.486000,245,245,,,
Ae2tdPwUPEZ1AWB9hA2K6zWzGqNq8MCc8ajjqDWvzaF9Rcq9WNrPddTQV4P,1,3501.494000,233,233,,,
Ae2tdPwUPEZ6S8tCG6TBHJ8aVMWxUDgGszpokokuYYQ8gBMQwruhV3WHJkc,1,3491.742082,245,245,,,
Ae2tdPwUPEYwgrS1KraZamagaJdKVmerhBYe7bZDrsnEFjse7WbLreET48x,1,3466.958929,223,223,,,
Ae2tdPwUPEZ2Q88sPpFL2ZdDEYZyusCidnEJbXw9KvoAQksoJBr4RS9sXXw,1,3437.911700,238,238,,,
Ae2tdPwUPEZDT9FLoHaHjqWApCrE9aUeK9hnbHcNYsyGcmdGQNRG3XGZJry,1,3409.000000,214,214,,,
Ae2tdPwUPEZ5Cajofu6pm3aF8gfVsGC5cvrskRQZcaov5fAqwbzxvHg7y3S,1,3400.000000,248,248,,,
Ae2tdPwUPEZ6ompBXEaeviExnYA3Nm2fHNEygNvWDwP8XqEUh2X9pX71aG5,1,3395.311200,246,246,,,
Ae2tdPwUPEZ8LiNxVNMNVpGiqjbzegqrVmwDwLrqHWHP2RhPnBGVaqf57Vv,1,3355.744570,243,243,,,
Ae2tdPwUPEZLrTp1sfwQcTvoecKexqQTFGnPeeBGDXaBMMrTCTsaXNJ4miz,1,3335.503155,243,243,,,
Ae2tdPwUPEZ5wAcH1PWZpTyTbcn1HtcuYGiPV59c4BLG4LmJ4VrxrKab9RH,1,3319.448878,243,243,,,
Ae2tdPwUPEZ4JLvRYvW9hWVgY8B3RpdBp2LKXUvhiK9gbWM2QsjMDuYDeKX,1,3298.000000,246,246,,,
Ae2tdPwUPEZ3zYzSEq8k6SRm2v6fzJPFdue9Ab4HZ7NytJLzYkFHxAG7sjt,1,3229.456281,240,240,,,
Ae2tdPwUPEZKnxAKMwJR6N5iE7cRwRssLTQuVg7qNjNJL8xhBfY1WusQmd6,1,3226.708536,223,223,,,
Ae2tdPwUPEZD2ntkrecFc35FSS1pXuYqRnyGuRUeMuiWvvEWGZoR2TqVFQV,1,3174.123000,246,246,,,
Ae2tdPwUPEZKdhZu9gEnJ9LD6CA8Sn9phvhLqzsHKBBKdBmnv5sWkzMfpwa,1,3172.009176,242,242,,,
Ae2tdPwUPEZ66dTcA48khtchsuDHtXsFVwGLh6TtbF3t4ooz1S52ZoDUVht,1,3163.995271,199,199,,,
Ae2tdPwUPEZM6FXff9bbByNvkZoYUXkFirkkh66TbRabnQEzHffVGXF88ym,1,3135.225045,244,244,,,
Ae2tdPwUPEZAEXFSQu1S78gGX8XsaAmSdcgx6mWQ6nKE2KfwrGme2AJYb95,1,3103.098800,240,240,,,
Ae2tdPwUPEZFDn83EBfZi6DjD6gZvi5xs1XGxMG6tS4LrDTuAXq4u25PP3s,1,3100.000000,240,240,,,
Ae2tdPwUPEZKiytapUKHVVBixRTrGmQn2AKgdAMrXSGcE73nJesgn2VA31F,1,3081.714200,246,246,,,
Ae2tdPwUPEZNB6oqqagK5YwjgnZr5H3fZJtbgY39PCG88mpiEcsM8PJ3VS3,1,3076.000000,245,245,,,
Ae2tdPwUPEZAzxamvVN4uEXgbRYF5cR2A2SsyEHy7pfquGE5fU6FYUQvTv3,1,3072.729042,240,240,,,
Ae2tdPwUPEZAsz4JMKmNGHHAfaW3H8dgg5UofPsSLwCcExGDxMEEjVpB2Qp,1,3071.018300,232,232,,,
Ae2tdPwUPEZMWJhWxDVZBv3n2qA6gkY8zjDKrspu1WcjzRGZjauLJG76zs3,1,3038.796990,247,247,,,
Ae2tdPwUPEZBsH3DHB4fFovWNav6DqMrswSmpqKG5DwMoPpJ5sFXZtU5Pcp,1,3023.848750,242,242,,,
Ae2tdPwUPEZ1sjrHv18EMhU3abPQhDAiHkv47R3sgcBcQpEUJimxnpHHFmR,1,3020.000000,242,242,,,
Ae2tdPwUPEZ3NBL8b3KQ6aS9MbZTShLQTyXaqudCxgCvfUAbHP85WATnBoM,1,3001.000000,245,245,,,
Ae2tdPwUPEYwW7ZRje6ZDXWcj5Fyr8ecFS1DpKpZ1qysHgD9buByyqNT9fW,1,3000.000000,237,237,,,
Ae2tdPwUPEZ5duUPJhqHnpVTXqhd2XWDeMFXVhc47jvLfdgYEGEi3FFYwxt,1,3000.000000,242,242,,,
Ae2tdPwUPEZ9foVRTwxj5ewywvdxkBNNn15yQAnejV6XJSracrJsPDkTYVB,1,3000.000000,244,244,,,
Ae2tdPwUPEZFPwVfjKHUyUvaQD37KRiV7vWWVeU7ywJw6kzQHuYp4NweBea,1,3000.000000,244,244,,,
Ae2tdPwUPEZJQpxNJ8w7RNH1fAPcasgZk7Aez3EajzmRjztyP3rJQDd8RaL,1,3000.000000,238,238,,,
Ae2tdPwUPEZ2C9ELrHtsAaWHJBkYjZZkAGmLScEK8pu9fA1smTiwAATkQKT,1,2999.400000,246,246,,,
Ae2tdPwUPEYvwe41x1CW8U11YfKc7t3s1hK1iZRwnXXMfybQ8Ecr5TRmp6V,1,2999.000000,242,242,,,
Ae2tdPwUPEZ9qXf4Db48Mx3uFj34NT4bLSjFoofeb9dmbYaY8EuWuv5YXEG,1,2996.850100,236,236,,,
Ae2tdPwUPEZK5wfewnjdjmmXgMYMGb475vTZTaRmjPhLoENCrtA6SHSikDp,1,2996.000000,203,203,,,
Ae2tdPwUPEZDF9vF9qP1Zb2PNQCvKt2SmWwzQXdZDD3xmTBwfiqP4WDQj5E,1,2994.000000,246,246,,,
Ae2tdPwUPEZF4B2bhNXJhypPiYm1BuViLCQ8aMk6bq9aKhbnZKbS19mQsJW,1,2981.100000,243,243,,,
Ae2tdPwUPEZ7VHD6GARmvqKiZVecJ9hSdaYNnj3cb27cVJd66Cvfj3aMBzf,1,2958.419900,244,244,,,
Ae2tdPwUPEZ8oMAQxA3nc4Bmz1USKoSHMnnFtGgoNQ9JrMUvXmimKqKajS9,1,2928.695359,246,246,,,
Ae2tdPwUPEYwzv6NgGcZE6kyLHYtVrpDFtaSrkzyQuFgjvjKZU7BhSggHGG,1,2920.000000,238,238,,,
Ae2tdPwUPEZ4eJkf3aX7cjyzczV9MBjASkn2mC5YLnxVebo9heNRozQPrWv,1,2871.746000,246,246,,,
Ae2tdPwUPEZMmjbjR1vFJFRCk8GwZ4hnqvKrLVrCpViLKW8SejUBzn9db5b,1,2866.100328,244,244,,,
Ae2tdPwUPEZMhXYRAPeXtgGb7opKBfkYMwAP9F3K3DDJ412jtj5rHxZ3GQp,1,2866.000000,229,229,,,
Ae2tdPwUPEZMfqv3YuRNrH7tiQzhXLGWLzXyfN6DSCCHGBzcbvwAHTm5Ryi,1,2850.000000,248,248,,,
Ae2tdPwUPEZD1qLAyhSc9KjV2q6yFpivcz7hpaMutQMi54VGQxyZLDZ2wcK,1,2841.945443,242,242,,,
Ae2tdPwUPEZ5SCdhR8zhARnMB2Vnr87fdfaoFp5rGJogSQiTsFda9DZRLJy,1,2833.053326,246,246,,,
Ae2tdPwUPEZ3XLwfLASkmBAHHRtfAVX9tFhUv17FiiDFMiLKdGPFUhH8YN7,1,2825.656965,245,245,,,
Ae2tdPwUPEZJnpSmf1BSXZqWhqjRNL4PdxxQBnwfXofCgZaUsBRqbVRxTEt,1,2799.000000,238,238,,,
Ae2tdPwUPEZ32rCkxPKjLMcDU5xf1pLHBK4s9N4W6WEZtvFBQ1q5BNdt3xn,1,2749.158876,242,242,,,
Ae2tdPwUPEYy1qRwuGJCzuHA4LxKfAQZxYSR26bb9izfamNYonXdXTbzxzF,1,2733.525614,238,238,,,
Ae2tdPwUPEZJZkjKktp9RZtiQHVA39GG7rEfwVhAg8qtVht5M8LoBTW8ST6,1,2731.092491,240,240,,,
Ae2tdPwUPEZKTKdcrKYUNSeeTNsAPaZUR4idZT3cZgnEkHMZmMBm9H6FXrd,1,2722.400000,246,246,,,
Ae2tdPwUPEYxjjuW4tqXAZBLetahgdVKEaSWPJLbaPqr23LmNDoH8vdhWcn,1,2716.457981,238,238,,,
Ae2tdPwUPEZMfuHUJuVAErRoWkVNCVRLs4sqT2YTM1q4G7GuPDqgy6kSYxC,1,2694.242068,203,203,,,
Ae2tdPwUPEZAeNvCkEVGPTet6R2C9yKVW1cYB4sYuyscWCWricsh1TdwMdp,1,2693.103300,237,237,,,
Ae2tdPwUPEZBg3drNdkUcquxwjHJjFvmPk8yCqDEFP85n7cNoF2jj6Xe2Lt,1,2686.516100,247,247,,,
Ae2tdPwUPEZ4DPHJHYyNqRHUVhpRk8GuPPtGmNPeXLko41ceDk45v8yC5yo,1,2676.000000,230,230,IOG,NOT_EXCHANGE,BYRON_DORMANT
Ae2tdPwUPEZ43mjWjFNZjfM6htWNKWLFujUMdcNs7aUSMu6jtbbJEqg5x11,1,2660.000000,246,246,,,
Ae2tdPwUPEZGaUXfNdv1aFbVAJSW3ZYEcj3GuRdr9UD9gSUQ6fC44UfG3P5,1,2655.590869,248,248,,,
Ae2tdPwUPEZBouzf43a1TdmgeULcLQ8w2zfdQ3KdkrDetk5Xx98kf4sfXJ2,1,2579.986733,244,244,,,
Ae2tdPwUPEZKNXmTZwtN8q4W9XaK9aYKbvYxxLfgbGDkQbvqojp6G2sWB7a,1,2561.756932,198,198,,,
Ae2tdPwUPEZHnAMvfH1TwMaRPgwZQEkmpyC3EPyvt7bq8mn7SAQ1GoLh6T2,1,2556.000000,242,242,,,
Ae2tdPwUPEZAZ1zneyrNfijnMurQDQmuFXwGintkL4AMJQ2vTv3AEdJLDcf,1,2555.414000,238,238,,,
DdzFFzCqrht8Uf2yKHZ32RPyGSrd2mo2dyPuge7xEsAxW16WS7i8TrqSY8FrbKrbDvgZyqoijUV26L2mphRC8uQZNYwYGAhZWNAqHjP4,1,2548.892000,227,227,,,
Ae2tdPwUPEZ7eoABDAgVZw5XngaqmSDwdS57CnVKEy1Czg2jL74SEKdbrZ2,1,2544.400000,249,249,,,
