policy_id,policy_key_hash,study_name,study_site,native_script_expiry_slot,tip_slot_no,mint_window_closed,deposit_metadata_label,study_seed_metadata_label,participant_threshold,node_key_rule,edge_type,participant_unit,tip_block_no,tip_block_time,exported_at_utc
d8d5539ee11f21a6748735aeb69d3ed935bb14570f57709279031119,55bf845d5be91cf210e50511fc34ff35aad645f92290c13c5c3b4186,The Red (or Blue) Pill Study,tracer.adagenesistransparency.com,223391762,193355371,f,674,1985,2,"stake credential when present (s:), otherwise payment address (a:)",exact-nft,distinct pre-deposit wallet-cluster key,13720473,2026-07-24 19:34:22,2026-07-24 19:35:32.21723
