address,ada,genesis_date
Ae2tdPwUPEZ8ZGVzPtCyEzLnEKB6vrvEPHNix4mbSAMm7inH3WVjxsbvfBu,459285.000000,2017-09-23
Ae2tdPwUPEZ3tKqwffV8HCYZ5THp7CZ661f4jdLz7AREax1ubeFseYEU4zR,458787.000000,2017-09-23
Ae2tdPwUPEZ8dUyboH4XKrGwrCgXhKUrvaYUkAp43BPbonhGnAemVuWHVZj,458632.000000,2017-09-23
Ae2tdPwUPEYyuaidZHGaUo5s1TjzGEsXG2FdRCPg3eKFh3aE59tMy9BMXsF,458448.000000,2017-09-23
Ae2tdPwUPEZ7U3udXrieWMrJYnoHvkokefXJrrvhjnt7GbGLD8JsJkUijT5,458399.000000,2017-09-23
Ae2tdPwUPEZ6YY6gqKwqnLn6dazf8V9DMGFNKCU8gmBzjZiBwRnpmHxyiRs,458399.000000,2017-09-23
Ae2tdPwUPEYxytJgvPgmuyh5QJroAjQ26PLf3Me9ERtqB3nBg6QnLxn2ko5,457772.000000,2017-09-23
Ae2tdPwUPEYwi17a9TVAsmt4oagLokX3nwfxVJ68GR2aypNedEZ1eC5kLB2,457736.000000,2017-09-23
Ae2tdPwUPEZ6Jh2cQL1R1cb2Xd5pdL2hFu39mdMbuDxidYSLMhcxCFUizzR,457648.000000,2017-09-23
Ae2tdPwUPEZC4tdBt8Mumf7FjtcaUEsRqkJotZiS7sMjfRCfk6tXQLDtG5a,457433.000000,2017-09-23
Ae2tdPwUPEZMckVBY1v5dyToXrzzSbYyP8RVWgk87wKaodjC2NRXNnz1c9g,457429.000000,2017-09-23
Ae2tdPwUPEZ7tPykGaGN4ztwd4nFNvXocuKSywfooATTyfUAK1Czw7P1ZQs,457058.000000,2017-09-23
Ae2tdPwUPEZKnWLZad22uZm4DXTjEBAUAwJzYWCT8YcEAEa6tSazPPasDgV,456915.000000,2017-09-23
Ae2tdPwUPEYzT66k1n13D6W3B3UR17V4EnWu4sbSKK1tjnLMVu8acTZ9XoC,456871.000000,2017-09-23
Ae2tdPwUPEZAhEv7VLhbSua6oSt7ji2zCjWaEhhmgpbXPpMPqS9aTNiTBwz,456839.000000,2017-09-23
Ae2tdPwUPEZLVhUZP2EA6KZyoMSKF7ZR8Qd2dns7ofohrZCeDMSp476mRfy,455600.000000,2017-09-23
Ae2tdPwUPEZKvgpCjEe7XvYMFtxYEdvEJRkY1UBkhYFVfW7sxeZtRMeax4A,455600.000000,2017-09-23
Ae2tdPwUPEZMkjmCH4XULzGqNiazGzs2Jtfwzyxxb2ZFGya2sx2EF6Q8RcA,455600.000000,2017-09-23
Ae2tdPwUPEZ9B4cw7cJR8SgpM99yRru5Apg29AWYqnY6CHQYjmHYMAvskc5,455600.000000,2017-09-23
Ae2tdPwUPEZ3N3eEbKMSciw1TV37Y2KRRepLH46uW7ifFVa9BBTRh41J2Qa,455600.000000,2017-09-23
Ae2tdPwUPEZ1nzYUWzzz4EdZy7raczR7fSkLDQRvh1QHiGCnSBVyAyDoAgi,455600.000000,2017-09-23
Ae2tdPwUPEYwjR9LbhqVPgSCzcYdKWJefMR62B6JCYKSUL8kJD6oJ7zw9dv,455600.000000,2017-09-23
Ae2tdPwUPEZ9xdSkzGJmSCqRKTpDBqvjuxPTes5guS8xEPejoexUwy3Y9Aj,455600.000000,2017-09-23
Ae2tdPwUPEZ4SRNDgJeY2eohoRn6KY3jNhWKeKVYmrcxZJvQi9pPbL97mWp,455600.000000,2017-09-23
Ae2tdPwUPEZJihzfPYW7X9ZUpJtDVoDgcoJkGaKUrPgtAmGBzvddgLkTTHq,455519.000000,2017-09-23
Ae2tdPwUPEZ8ocp6qZrEATGZLko6ZjsBBUuCnNh6udRkYw6fF85GuqQAecf,455402.000000,2017-09-23
Ae2tdPwUPEZF76rF8in3NkSHKbkk7FvTjbKnthYZ4M9KLUttRLpq8YR9HSn,455383.000000,2017-09-23
Ae2tdPwUPEZA734mLiqdkWDbHHXtsbPSFiziQb9KvdbWUJUh4hD994EDhDj,455125.000000,2017-09-23
Ae2tdPwUPEZ9XULZmpdoL2EoJNP4tPHj7gokEkmyrRygUvUqN5LpW7gvGSE,454545.000000,2017-09-23
Ae2tdPwUPEZ7rJi8bfvfExqggMBp1UitFRna7oUKSUkrEx3fkqUpbhybuQ2,454545.000000,2017-09-23
Ae2tdPwUPEZGYcWyqty9u9m8KvxEBb66q7chdsasVV5Y2CskEwqWj1MkMMQ,454545.000000,2017-09-23
Ae2tdPwUPEYzMjYNKyasCC4XNW2pCzxszdVkFw2uFhkeW9oJBGnyWWAXtd9,454400.000000,2017-09-23
Ae2tdPwUPEZBhYUve5gDBj3bRshUSsciP638iyCkXBKM7vHpTJ2Ke2ERYuw,454137.000000,2017-09-23
Ae2tdPwUPEZDrsLJKuchxa3wDtB6BDFuW28CBMdnN4XMpZKs2xsYvbU4BgR,453908.000000,2017-09-23
Ae2tdPwUPEZD7ozwAspS9Yz4mieuc3hZhVEui8wazab3CxHiRB7q9H6xuwY,453777.000000,2017-09-23
Ae2tdPwUPEZHuf42DuV1kPVUgzP5bJWQz3PxT3paJMsxTsjqt2rcETHpKju,453695.000000,2017-09-23
Ae2tdPwUPEZD9Y6gSRYJGWKQHnF1sADWnZTfw83vLazHsWVkVbpVdNwZLH7,453645.000000,2017-09-23
Ae2tdPwUPEZ1gr6H4rV9v3ok2pjZhRSxrnkzsHFtZoReCQtzKp8eUYbndCB,453420.000000,2017-09-23
Ae2tdPwUPEZHyFafddRYxFibeCBnzfeD2UzhaLdFWVSmehDR36z3rXexicJ,453082.000000,2017-09-23
Ae2tdPwUPEZJ8bYrFMEa3RvduBj6rDkE1ca4WijXe3Qk34khYt37Q5wWxs4,452559.000000,2017-09-23
Ae2tdPwUPEZ9WCBuuNAWz2avBdDjacZerb7QG3mkKa9KPduUCWCdhBYScxm,451665.000000,2017-09-23
Ae2tdPwUPEZBwk1iCNE547cZrbbC1NFPF1uFEwW3HhSjQk16RH3hZ3wuPSi,451562.000000,2017-09-23
Ae2tdPwUPEZD1htBmo3fELzBGTryjrgMoi2m39QTetdP7JiWUfuDRhkBRmw,451456.000000,2017-09-23
Ae2tdPwUPEZHD4DEgz7VWpfGCUGvNNRp5kK6ssp4U1gEWXP558E3zEMhkQZ,451418.000000,2017-09-23
Ae2tdPwUPEYyr882xcDVUy7zMiDFoJPjWPzbeAH4344pzoLUkx2GkDD5C1q,451333.000000,2017-09-23
Ae2tdPwUPEZLFm9XGLLWhDsmAzqbHukaD22zX8H3aSAJ1V1NUGpfhDpY42E,450965.000000,2017-09-23
Ae2tdPwUPEZJkCnSVuQZoLoD41QVh9dAZq2ACMkPA4vXFx7aVWyLPGdEvzK,450857.000000,2017-09-23
Ae2tdPwUPEZAtbnR7zWyBjbtikYkZumvxMsmcoCZ6T4wJ4JwQE3J72ho2Xw,450062.000000,2017-09-23
Ae2tdPwUPEZ9LEYCV6L1EuTxKPjLVwgqT8wxavS6NVTEvYJ1SH2RwqfVtog,449746.000000,2017-09-23
Ae2tdPwUPEZNEtCigCtkUmUoFn2MfXtGXctmJSodgaB4jHvoRdpnyrhSMJg,448672.000000,2017-09-23
Ae2tdPwUPEZERZHHoovpjsHQGtYQHDEHDQNBTMvT2q6XKWo6LqBLsbsHBv6,448467.000000,2017-09-23
Ae2tdPwUPEZ1A2KauUfMGVm5BMg2ac949MMQPG4h7xAbbZjT6P82k5Y6jXb,448357.000000,2017-09-23
Ae2tdPwUPEZ25zjybMmfvnCSWkfoiX6yPavnFY7NnezRH9swaddCLKYJpyJ,447411.000000,2017-09-23
Ae2tdPwUPEZ6HL4kv4xoQQMWz4Vk5TLy1G2qnyRS1UWv2quMSiAtDbfqQT9,446718.000000,2017-09-23
Ae2tdPwUPEZCwqvMZvhHBZhxi7GsdMTX7jssbke3JTpBjovo91BwAHy6TJG,446674.000000,2017-09-23
Ae2tdPwUPEZMZXJGPvfYXTpcUdCskCh5koEQx2phHu1e3TncuZy9k6v4ahX,441049.000000,2017-09-23
Ae2tdPwUPEZ1KRb8SDQYagSVKKLQVWnxQovyvEdY6cSzT9W8FwZb2DGvcwH,440082.000000,2017-09-23
Ae2tdPwUPEZLmVXSSMz4evaG7gH93Wzj4DXYYdMNkFFVoPok7Mjqu6hpep9,424835.000000,2017-09-23
Ae2tdPwUPEZ6kjoKLsk3JJihsFwFZBUsRXrQyezMfLLEfxVsZoksDy6b2vo,424796.000000,2017-09-23
Ae2tdPwUPEZKKbxwJ1kd9d1epF234ygxhqmNKyhmsUYH9uuHNL6w3MXTEZ2,424045.000000,2017-09-23
Ae2tdPwUPEZCWHYd67SXL7jR4kc7XF5EoBTCYhvV6qUxPYw4hhQQQBiGNuF,423029.000000,2017-09-23
Ae2tdPwUPEZ1kZESkYcfAnnCCGHn8oZfYTBsGzVkwtWSDoCBzf8btTACwVA,422561.000000,2017-09-23
Ae2tdPwUPEZ7mM1MTZGGfSy64dhxKjVmw1WYtXVunpjAPkNLt243qe2KS2n,422196.000000,2017-09-23
Ae2tdPwUPEZBQczaPsbjiaDpiDHhGHNwzHYXE1yi1qSbTrsDxCiFw4yoVT8,421947.000000,2017-09-23
Ae2tdPwUPEZKUzmW4YVmh3AJ3DZKCFJjRVxFKNDdg3pHTtG5wuJ8q1SAXww,421597.000000,2017-09-23
Ae2tdPwUPEZ8uwNN2MFpigKJD6oCRTzhTDDXkdNQFaHRR3iiX8XWPxSDGSs,421393.000000,2017-09-23
Ae2tdPwUPEZKQ5JWvWkcYQFfPs7GshnCYj6czfEWmYhqmtBJNrrUxqTD21L,420807.000000,2017-09-23
Ae2tdPwUPEZLUMrXJXbPL6L97ccnpD1PT4AWCz7VUQL6fmYnKmqSswFW4RZ,419271.000000,2017-09-23
Ae2tdPwUPEZBJMYN32aNuZBG1cnPHyQ2AuAPQ9ixHwdEby3Qq23uSDswuMu,418720.000000,2017-09-23
Ae2tdPwUPEZHPaEqwhuzfufscYZBdU8irz7baZE7S4hbDTEUjvhCMPcPUmH,418474.000000,2017-09-23
Ae2tdPwUPEZ5uATT55czxoYqsaSjYh5M4uzvTHNupjrfKbUbHNgRcpapWe9,417637.000000,2017-09-23
Ae2tdPwUPEZ6QifxM4i1H1GZ48u1PQe14PZxiHsC7B2mYvHUjk7MCz6NsBf,417635.000000,2017-09-23
Ae2tdPwUPEZJWBkCHcwZBCr7aVoPVD3BookjcVgySMA2rn7DgVHj6yciJxJ,417634.000000,2017-09-23
Ae2tdPwUPEZ2GtSL7rWnjWLXV9bofZkACg4Eh4BeARfC8ASj2WfmyfyUkUN,417634.000000,2017-09-23
Ae2tdPwUPEYwesRwYmPqJvB8ReStw5VxJrtzptpJ44HvTwMLwERNMjQp4V4,417633.000000,2017-09-23
Ae2tdPwUPEZ1mA4C49nNSzLcFuY3tQNPv7gxCc4CyaW3Ca3MHwbxS2Lruvb,417633.000000,2017-09-23
Ae2tdPwUPEZ8wCHriVh38yY9m1LnTUYUzcnA5apXye3uiL6KTodN7xWT5kf,417633.000000,2017-09-23
Ae2tdPwUPEZEgmyXxtna8K2xZ3qZEHQ5sowT8HnUiBCQHovFJtjdox4mNJ6,417632.000000,2017-09-23
Ae2tdPwUPEZ4YdbiDABUaEZYvdiaBXaEL1JyumMfFuSfjAKKcVobYpAr2P2,417632.000000,2017-09-23
Ae2tdPwUPEYwAKfHSYdctApnzRhzGuyaH85YL437ysCCSENuScS3GyyqPSa,417589.000000,2017-09-23
Ae2tdPwUPEYwks7BeH7kmXWbqzYb3a7ucs364gsLTiyRXzSy1Egb4pCmrZr,416901.000000,2017-09-23
Ae2tdPwUPEZLx2Seq99qZfrTRhRnvhSviQNyUvsGopqaJYTNe749pzQt4Mq,416886.000000,2017-09-23
Ae2tdPwUPEZ9bkhyKvBnKT2hLABn14TsiGCgMd8zFyKgQdBvAS4raAFw486,416666.000000,2017-09-23
Ae2tdPwUPEZHoy5TzqGFHbR6RwxXHmE6stSUn42jULj7v6SrjGzKvGmLgvM,416666.000000,2017-09-23
Ae2tdPwUPEZAfH1DdYWVLN1wPmtmFGdosEP6s3E1YD8WwUeBoD7pVnXKarr,416666.000000,2017-09-23
Ae2tdPwUPEZ8EMeRvnyPRbrwWdpVZsavAn2tDVEwe7rZ3cY9eyZWQHxTCsp,416559.000000,2017-09-23
Ae2tdPwUPEZJywimxyy3ME3GUM4zp21muLVNc4waQDeN4fP97sLAQu1Y4MZ,414551.000000,2017-09-23
Ae2tdPwUPEZ6GpX6WgBgxmtYYQrwsuLiprKdKzaE7gY82zzkNBwhafod6MP,412863.000000,2017-09-23
Ae2tdPwUPEZFrguRXreWoxBYhVCcnh7Zn3un1inTdRAPYaKwpQerFjeL9RX,412720.000000,2017-09-23
Ae2tdPwUPEZA2PmrubZ9udA6ABRyqHz6iFM5CrkH9zJZa9DwjvNq1oa9onp,412207.000000,2017-09-23
Ae2tdPwUPEZCVrFW82ggcZgXgWBT4frpM7LnuruETeszGyA9rEmf2fRTkEQ,411085.000000,2017-09-23
Ae2tdPwUPEYwa8tFjfbQ2u8vuAE9rYthMLg5XDKk1z3a5BjEKShiYykLpqx,411085.000000,2017-09-23
Ae2tdPwUPEZHcV72Gp2gi4cATcST1QHmaFPax4EgxnrdPU1C4hEeCJ33ppH,411085.000000,2017-09-23
Ae2tdPwUPEZ4yR2u3io4YNkpBnNdfBdkdLUfBR88C9j9LAnPrknBtzSsm79,411085.000000,2017-09-23
Ae2tdPwUPEZ4JW2aa9RjLmuop5LLqJeSDJozbDJ1AYmPmMm8pJq2XqJ8nw3,411085.000000,2017-09-23
Ae2tdPwUPEYwRfE31GULFvTVgkfCRKH1LDsPuazrmS6ycs7rXCPnEEAkzSf,411085.000000,2017-09-23
Ae2tdPwUPEZ5VZ5degjkMFHxQQHaXvrDahDgGmWR6zr5V9wnEgrQg6LEAL3,411085.000000,2017-09-23
Ae2tdPwUPEZ7LYXLMUjaDBMwuD8y1E5V4ro4WUNhjfceiSGWvyn4Rm8humv,411085.000000,2017-09-23
Ae2tdPwUPEYz78LGo6uCMTSyWZToryaJq3X2hEfDhTBFhWQjQfMjP3LG8oz,411085.000000,2017-09-23
Ae2tdPwUPEZ1Gwsebjz7qAKWqmfayuvX8N5n8RFf9U7oN9vjDMGcFTKQyRo,411085.000000,2017-09-23
Ae2tdPwUPEYzqB3dSd3rDcDCoxpQtVoaBnYkaeTJ68UXHFBdN1ca6Tvvjwe,409110.000000,2017-09-23
Ae2tdPwUPEZN5DiP7wuCZF3qwXiwiZSWohiQrYwSKCykbhdCkU3z8LLeBWY,407808.000000,2017-09-23
Ae2tdPwUPEZAhnYjjA4aPEWtJWbdPEjjFUzARuH3mbrJH1rJR4QdzvMQMLJ,407560.000000,2017-09-23
Ae2tdPwUPEZ83YtwS15CW4g2CibTAKzjRg4duLJv9vWe4ZfbNifaeBw8e4q,407469.000000,2017-09-23
Ae2tdPwUPEZGhrakf5ebYi7UvDHBtQ1eAXg4QQwx5xYjVTNiCTaWyVD3vuK,406805.000000,2017-09-23
Ae2tdPwUPEZCHwLxvSzJdKXcbFNhxFtPUaqQXaH42AFLEh27aTf8WzR1VXt,405357.000000,2017-09-23
Ae2tdPwUPEZML2weqeKTsrAZiyHoE2aLPxePsRppH7zpUg3wXmhgrcC5Fre,404478.000000,2017-09-23
Ae2tdPwUPEZ5VTDFccraeq8DoYMUcG7i89ewM4XJPpGvn7aUJcrUerYrsvm,404015.000000,2017-09-23
Ae2tdPwUPEZ9Mf92z4eucLHwHrrXGxTpFSpzi5NDGxGicLambgQmnvBq6oB,402470.000000,2017-09-23
Ae2tdPwUPEZCKPDapRKB6jSk51pYo9E85GVKuDpPBv5RzDgeNwyw6mDS42n,398329.000000,2017-09-23
Ae2tdPwUPEZEa11GLK92xLG8REU7w8Gmg7fP1E2vrNTntwrSLttVp2YyDpP,396966.000000,2017-09-23
Ae2tdPwUPEYvthc9D7KwaarRPsjDiC7Qb1ANQZ4LehAdCzJzJP14KxKCfvm,396485.000000,2017-09-23
Ae2tdPwUPEZ2nHPY1R2ap2CL4WfBABjfMHhuq2v5iUM3sDpdUX4xMLqLad6,395545.000000,2017-09-23
Ae2tdPwUPEZBras9RSA3ReBYykGRLabNm6zEEFsRWDZhFA44JW3PvYE6EBT,395499.000000,2017-09-23
Ae2tdPwUPEYymvuUtpDT3L2aoZUV15XHWRxiNQzmkQyZGyUhAr9X8S1Qnpd,394620.000000,2017-09-23
Ae2tdPwUPEZBjbbCZMyxFK7uZ1AFAezDMSvgLJXZYFxEo719jyMY4d2YkQ1,393573.000000,2017-09-23
Ae2tdPwUPEZ6DeAuc9TkVTgS6Fun3HA2DP3XNR8eEXg8eG9Pi7RcgVakGtR,393313.000000,2017-09-23
Ae2tdPwUPEZ4LkVn4PVxvNQo3KeTqe7cPTCc9z9itYQHgNPe7xxGmqYiPet,391797.000000,2017-09-23
Ae2tdPwUPEZ3eFKKABP5gA1baT3xAUBDomFU6RCnWhMU513HSWmoKXgiVcx,390816.000000,2017-09-23
Ae2tdPwUPEZK2yRVyzo2Ce5m6SFShT5wMkrGG1EoBakJ4rA1mYDnKYZ2sun,390808.000000,2017-09-23
Ae2tdPwUPEZ8G7aFczm4h8ezPhVhR3LfjUKcsh3y1MU4QDXf8iPHVhqgdAh,390632.000000,2017-09-23
Ae2tdPwUPEZ1rW7vvZpQ1wY2744AAC7fiAR9i7osZE14W3t5wCBjLP246o7,389898.000000,2017-09-23
Ae2tdPwUPEZ2yK9qdW91vzxNtuB9BWv6CeUCPoA676WJPd3aALYqAwYk7ri,389459.000000,2017-09-23
Ae2tdPwUPEZANJsnPYzajuFZoarqjrDMHK7hfbGDCe9NMzeyxKFmh3rhtT2,388085.000000,2017-09-23
Ae2tdPwUPEZBDgNp8Fqre8WrLhtsA28Lz4qGXWtT7AyaqepdemBmnfe4chi,387745.000000,2017-09-23
Ae2tdPwUPEZ2uVub3VVHWxN95WDHEDcotMGZ7B9mLVqNUDnAKb5Hqamaarj,387357.000000,2017-09-23
Ae2tdPwUPEZEW5gYmVSQaeAyFYHq39JfibQmXjrvNAvDw1PMYivTzJBwkD2,387334.000000,2017-09-23
Ae2tdPwUPEZLbyhTP8khQ9aM1C2acQtrbY47wmLRRGZX7YWm4qBAcipw5U6,386870.000000,2017-09-23
Ae2tdPwUPEZGruJgnoQQjoiQTxHJX2YgjdNazK5Peqff7jwdNgD4nUadMRX,386615.000000,2017-09-23
Ae2tdPwUPEZ3RtYfrucvALZ2XvSqaoz3NSkNVWLSCmgfP5hiZ3BVq5Z3Nvz,386127.000000,2017-09-23
Ae2tdPwUPEYx9syoT2SvcK8m4U99AhVHUBc3sycu3kqg77KitGYs9L4XPFn,385721.000000,2017-09-23
Ae2tdPwUPEZ8ZrbLW7vM26ttn3RGmhG6gKgz9WxXsgsvugbhvebD48CfNmV,385562.000000,2017-09-23
Ae2tdPwUPEZENPLQDSUjaPmd6XjBgpe6f2UzJHfcKcxUXfbAvY2ZRdU2tZN,385514.000000,2017-09-23
Ae2tdPwUPEZ7PfmVeirhwqYcc3at6bVNjRN6roGeBKpoy25YGkSKs5t4GYR,385510.000000,2017-09-23
Ae2tdPwUPEZ5yckiFCST5p9gx2HfAbsjgFcBwRwHJ31f3SUQyVPZB7Hknmn,385510.000000,2017-09-23
Ae2tdPwUPEZ28nBmiFCHq7LQkyFWt1DRbNRd8m9qzdTrsNTctu1mAXeJQpp,385510.000000,2017-09-23
Ae2tdPwUPEZGgf8uqajYjwmYxLvVCqES7JqqAbxBX9TW3tHeM67xfbBoa5i,385509.000000,2017-09-23
Ae2tdPwUPEZKs4U45ezrXMNaGH1DMM2EZnV85mb6qUxEmqvgXfCeQD9utsk,385509.000000,2017-09-23
Ae2tdPwUPEZ1TJxKjTg9eNsZSFJde9NUgkrXER6Wc4zaUFzQ5dcpnzCvPzu,385507.000000,2017-09-23
Ae2tdPwUPEYxdHk13iKsd6VhaB5xKaeVGS2YJbLw9ofhwxPnTSzp5phF2r9,385507.000000,2017-09-23
Ae2tdPwUPEZGzXQSWMM527EQZChBjLKWnFprwQhBEmW3wKFcwn56r24iScx,385507.000000,2017-09-23
Ae2tdPwUPEZDFUwmGqwsQdWFkaPKXCDqzXsHKnFr4FeeeBLGTe1xPGXfSUR,385507.000000,2017-09-23
Ae2tdPwUPEZ7aZebMZnvNfAbwCWFYvaybKYpcsGhbAKso5F5w8AwxES65D6,385507.000000,2017-09-23
Ae2tdPwUPEZ4AV3cn4CvCoMGDPQUirZfuEtcCXbZfvjPU1uDNoP4SarU4SX,385507.000000,2017-09-23
Ae2tdPwUPEZHF7kLcroXcGyKyhtYMtHeAi51Wz73sSoPsdB5twmiJ8C9cTo,385506.000000,2017-09-23
Ae2tdPwUPEZE88r4rJqLdDB3Jio5NFJWXTaH8QGAvLDDi55ewUYfPP9iUGj,385506.000000,2017-09-23
Ae2tdPwUPEYynkNzSDTBhZEuK3nFaau13Sk3Va7sMXNCj3uHd6Utyx4fmCL,385506.000000,2017-09-23
Ae2tdPwUPEZE9z2bqLQTwbZnSVDLbBg68P3jPQ1J7VrNjGg5FBj8WnxQRLG,385505.000000,2017-09-23
Ae2tdPwUPEZ8BCFB83RrS7kKUxPqFKBV5dhCs7LJvkpLHyAneTKUudrCReV,385505.000000,2017-09-23
Ae2tdPwUPEZH4ezMsEsUFSjkucvyvxxzw1Efat2Q3vK9qahfrPyxTmPtxKq,385505.000000,2017-09-23
Ae2tdPwUPEYyReZUP7b5K8krL9ToxFiYaB8F7NRy5HXHNgnLmYwapKbjMjE,385505.000000,2017-09-23
Ae2tdPwUPEZAAvxJ9nQ1nx88X9Jq6dskyG9uFUWG69wC6TJ7DKNCp6QCEM2,385505.000000,2017-09-23
Ae2tdPwUPEZ33b8EdXmnx16HJunzYtzhRzgAg9thCSvw65XUm7rXMDLRyzH,385505.000000,2017-09-23
Ae2tdPwUPEYy7Qa7jp2UJAzCV7uqvoXCnyvikWVm5EVrAn6anyZgqnoQ1Rh,385117.000000,2017-09-23
Ae2tdPwUPEZ8Dmaebrr33k7e1KPWPfSJRjBBR1BkuY65ugsJTvWuMxwWH61,385061.000000,2017-09-23
Ae2tdPwUPEZGMgtyDdLopVuwi6nBmQhPKQTNU8KRFToNnYETwMtBHziQyaX,384968.000000,2017-09-23
Ae2tdPwUPEYz3j1fEymiqE1iWvM4KLDhsa5TKXy6FFNVLyFEmExJM7i6pqy,384631.000000,2017-09-23
Ae2tdPwUPEZBLsfTZyvhSz6eU2aLCiq5DHmLiEwGMhfejYkrNbcVNXNvbzY,384615.000000,2017-09-23
Ae2tdPwUPEZLxPE9J7jdxL1qKEzfrRuxXUBqcgaxGRsoHTx6HCTH5Twek1D,384615.000000,2017-09-23
Ae2tdPwUPEZG9j1YGhKsCPUFhf9ToHM9QuQuLj17T9KveSGvF6Ydotob2EJ,384615.000000,2017-09-23
Ae2tdPwUPEZ5KABctsYJ3BbqHw3CmzhfAZiQMDyjUACt5A6LPfXTif53dGL,384615.000000,2017-09-23
Ae2tdPwUPEZ5vwMDxzHAiGxVcUNtgupX8dJBs8jD7mSomKPvtTJ5KWn3W8r,384615.000000,2017-09-23
Ae2tdPwUPEZ9uXMrFcu9jphjKkpVvfqHskPgGgP7s7s6GAXpJ2sxgcNen9G,384615.000000,2017-09-23
Ae2tdPwUPEZ7TnQJXXQBaBVX7c4XhAhD4dbGvr38wQt8cTm92mYmo4TFYfN,384615.000000,2017-09-23
Ae2tdPwUPEYwmKAcaqPTBu4fyGkMwV5vD3P9JUjVuER2G6RSpVKRkFzpd7h,384528.000000,2017-09-23
Ae2tdPwUPEZEiXgiVcbRgzyvcANRLVyTVQhEA5VvWgGhZBEhrgEfjrWBcud,384268.000000,2017-09-23
Ae2tdPwUPEYxsnoJTLLynXkfPHqgaXMznrPcpAgG1m7jFYSCwz2omtY7nFT,384250.000000,2017-09-23
Ae2tdPwUPEYxE9cUPnAbMxu2b1y23F73GTENzFENLn2snX2mrdy4nhRVvCm,383485.000000,2017-09-23
Ae2tdPwUPEZ8UNuw579yrTd4AUxaSp4V5SFvjLadXxzJ9WjttiCJevRcNRd,383289.000000,2017-09-23
Ae2tdPwUPEZEmc4rfHgJyyHg5gFzCfesoT17CLc7r6vc6uDuVxZEtc4b98r,383005.000000,2017-09-23
Ae2tdPwUPEZ5NXzEvtap9oXvXBbYnS22dUJcXjrKMLmZyud6pZuJYXqAfoa,382479.000000,2017-09-23
Ae2tdPwUPEZKoWEtp5sN3oNZtTBd6QQY87jTw8cX2CKRpLghjGd2mg4Ekyq,382394.000000,2017-09-23
Ae2tdPwUPEZKnWbu8vKepz5QuRWZLAj9e2Moy3Hzv8qvzYqi4VVx9ceSzq4,382394.000000,2017-09-23
Ae2tdPwUPEZ3CZh9jAiHtjJEJThcqZHfqNMaipj2orhofhS3J8rsGBdNhau,381976.000000,2017-09-23
Ae2tdPwUPEZEVerGFMX8rj3HtLNnmt16EyBUtyD1FTBCt9EdWehLBXaQbw3,381805.000000,2017-09-23
Ae2tdPwUPEZBTP43YeD5bPUYaawWNkwi1iuM45zpGUonN1DwrB3RskvNQfq,381802.000000,2017-09-23
Ae2tdPwUPEZJn5QH1xKqNFmtEfvBXFHJ5RacD1xtR9kcvndvebirJHG7Sam,380723.000000,2017-09-23
Ae2tdPwUPEZBVMuzm9CTseWnPgfdWsWXu3aU27emQW6mJFGaCQKS8EfGod9,380680.000000,2017-09-23
Ae2tdPwUPEZ8yRmQAoaKG2Q6bZvkeaQmnFJFVBDqTyCVgAT1ssWSNGgGpET,379667.000000,2017-09-23
Ae2tdPwUPEZCn3yuFsbDmVhAmUbYq3TYddwpWFbzcixH4XQnmcntvxbfVtK,379573.000000,2017-09-23
Ae2tdPwUPEZMHtJAcXj2SZwRjiQSsm2XYQE1bJS2XFLBgm2A1XKd8kMvupH,378717.000000,2017-09-23
Ae2tdPwUPEYwZUHVx4BhYtrqtwcFp6grN6j57E43ZmSV4YJNLFYszTcJDym,378711.000000,2017-09-23
Ae2tdPwUPEZJLBabvw7QcZYL5rDpC55qTUaLom7Y23cTnnJwogTvPkxtWjs,378341.000000,2017-09-23
Ae2tdPwUPEZLTSytBLL9sRRmHAzG34VtAMnUTiXwZzq14cxBwmxNyG65tf2,378310.000000,2017-09-23
Ae2tdPwUPEZ1NZjfQ93KnbyHvGFmKbpjUWpP7eS6KPyMYTruWC7mszgdiSm,378137.000000,2017-09-23
Ae2tdPwUPEYyT3PCwCrUy7XvYgEX9hsaHTupXJyAujFqd3ZG9K13h3vLsHu,378078.000000,2017-09-23
Ae2tdPwUPEZ7c2RHAM6A4dkegcibDN9BTwbJcGZm7747rdhNJGQbPpMu2us,378037.000000,2017-09-23
Ae2tdPwUPEZLxuyfd2cgxa77m3qnbr2NjKGzWoYJMPe3UxSU51KPY1aaVWD,377868.000000,2017-09-23
Ae2tdPwUPEZN6AxxwBv3Jn4mSmyoP9DJBWAXaCyS6ifUqwev1HqDvZnT1dn,377410.000000,2017-09-23
Ae2tdPwUPEZ3Q3RpGHMUSY5H2c5dPEVzQDaEjLusv3FSeCxZhGFs2B7adH3,377410.000000,2017-09-23
Ae2tdPwUPEZJQTgHTesk1QgWSyuitZqvZP4DckRckCop67yh6SoJQ8JffKF,376909.000000,2017-09-23
Ae2tdPwUPEZ9KNLAJvh3Fqj3fQ61wKGtJxV9aW9gcRx9ouT62nEhYnm7arC,376125.000000,2017-09-23
Ae2tdPwUPEYw8ZhrPLfsF94xNZ2cNCKppdSf3B49aNkDQoaK7knmD3guACt,374928.000000,2017-09-23
Ae2tdPwUPEZF5RugGjWFWffwoy3RdKJS26a32maoRjGvUiQYwoMxKH4JHCd,374878.000000,2017-09-23
