stake_address,overlap_type,emurgo_outputs,emurgo2_outputs,emurgo_ada,emurgo2_ada
stake1u86w7a4ycwdsl87gz85x40mt3mvp6ddfugcpzc8dn2ny49s8s4rtr,BOTH_EMURGO_SEEDS,1,1,317.6486680000000000,317.6486680000000000
stake1u9z9fq3ruljhs3dtudzvnn3gz9k70xj2k4rv0suen5kh3hqq6vv5e,BOTH_EMURGO_SEEDS,1,1,317.4000000000000000,317.4000000000000000
stake1u93y4ykjn477k7dt3yqtzk0keksm2dq5c29m476848v7vdg3l7dnp,BOTH_EMURGO_SEEDS,1,1,317.3431630000000000,317.3431630000000000
stake1u87gh6u5rwv6snknv0q5fv6e9zx7wd9q3m2ny4lhrehxk5qdsdr3a,BOTH_EMURGO_SEEDS,1,1,317.0441550000000000,317.0441550000000000
stake1uyqqtakl7hajz3s5nlmt0g2hmdgdak0dgqvacl00ptkf29s70w9w8,BOTH_EMURGO_SEEDS,1,1,317.0000000000000000,317.0000000000000000
stake1u96eyk8f5c6mqq59dqpqjtjcn9sa0709wgeyvwkrrf2777cdy6mad,BOTH_EMURGO_SEEDS,1,1,316.3343910000000000,316.3343910000000000
stake1uxreqh6v9ekr3ck93ytqmdc7mm06scvmkw00r7vfe9gpkkcuzqdal,BOTH_EMURGO_SEEDS,1,1,316.0000010000000000,316.0000010000000000
stake1uxpswkshpun8haf7v062z4vppcz0ck78nm9ea777n3vl38gu6afj7,BOTH_EMURGO_SEEDS,1,1,315.1544530000000000,315.1544530000000000
stake1uxq5n6g86yk97rswq8ystt3765gjxu8utmvxzwxaa0rs3lshjtfvs,BOTH_EMURGO_SEEDS,1,1,315.0006120000000000,315.0006120000000000
stake1u9xaqfazndq063wz3t96ac3v8mcku4y6grw0qj56vqdurasuj4av5,BOTH_EMURGO_SEEDS,1,1,315.0000000000000000,315.0000000000000000
stake1uxepektdzclm9ykzlrf3y5ltfkmfxdyj04gmunmeg82zmdc9zl6kw,BOTH_EMURGO_SEEDS,1,1,314.0000000000000000,314.0000000000000000
stake1uyjee7rtn789vc3d69l66tvjpt3sgy76mskfvvf9leeyhwc39ses7,BOTH_EMURGO_SEEDS,1,1,313.2413230000000000,313.2413230000000000
stake1uykdjhw3vdu8wn5ew3j883nkptjc4yl0htq9xkql6j5zuhgygueq9,BOTH_EMURGO_SEEDS,1,1,313.1359260000000000,313.1359260000000000
stake1ux82y64qyvu20khd8dkv2zmzxhr0gv768um36l39tusnpzgl5ts7r,BOTH_EMURGO_SEEDS,1,1,312.5114490000000000,312.5114490000000000
stake1ux9hyz6khy0mjzjg2e00fuwzdjd3ekxqdxdr7vqqsn30x8gvn2zkx,BOTH_EMURGO_SEEDS,1,1,312.3719490000000000,312.3719490000000000
stake1u80yx54j92guqtz7ulrlwlqw74n4ygckcqn8eurdn4d6smgx068r5,BOTH_EMURGO_SEEDS,1,1,312.3233640000000000,312.3233640000000000
stake1uxywqct65tvvav2hdu9wf7mpz0cl3uv6gka0we4jk7gyq0guaszhe,BOTH_EMURGO_SEEDS,2,2,311.3889650000000000,311.3889650000000000
stake1u8gk0jcd744m57kzvgrrdgqc5wkraa3de0m46688hr50vqqnjdyar,BOTH_EMURGO_SEEDS,1,1,311.2999990000000000,311.2999990000000000
stake1ux2237dagdgggvs5qjcw4pjp6u7j452ne6nmjnat0v8g74chuzllg,BOTH_EMURGO_SEEDS,1,1,310.7880720000000000,310.7880720000000000
stake1u9hj5j2car73wz00efecse3x2cdjvnktcmp6fm537z0vmlshqzzva,BOTH_EMURGO_SEEDS,1,1,309.8302290000000000,309.8302290000000000
stake1uxslr5hk9fltk7vz0nld6gc774pnf3wtf20ael4n0e5p96qz6ye9e,BOTH_EMURGO_SEEDS,1,1,309.6890000000000000,309.6890000000000000
stake1u8sc8f28l4mevft5dd4026dalk5z2q6ndtkkkwc3f564vlq7qf4d9,BOTH_EMURGO_SEEDS,3,3,309.4755000000000000,309.4755000000000000
stake1uxalgfjqq50ce6pl80fqkmfxvjsyf8vcu2fz4dycx38504gn8tylp,BOTH_EMURGO_SEEDS,1,1,309.1544570000000000,309.1544570000000000
stake1u8l5n0fhq95qh73dsc73eqtwmjjjjhv466nh9gcsvkc9azsjvvj49,BOTH_EMURGO_SEEDS,1,1,307.8929600000000000,307.8929600000000000
stake1u8hrun9gtc7swqu3xhjxvlvddl80hspfc8cmnh2vxwjx4xcttmsx3,BOTH_EMURGO_SEEDS,1,1,307.8116310000000000,307.8116310000000000
stake1u9zseruk59ta0p983xjchn2nja4qmksseyya5pg6qccwwlqttewkm,BOTH_EMURGO_SEEDS,1,1,307.0285130000000000,307.0285130000000000
stake1u97747yh8p00jnkdxl8g38ezejnn5mhlacpzza8yyx9qxkskkwm0g,BOTH_EMURGO_SEEDS,2,2,306.9927960000000000,306.9927960000000000
stake1ux90r3syc8uwzrm5qr0zasrp7gvgcl5k8d06ys8798tkyzqr90rvv,BOTH_EMURGO_SEEDS,1,1,305.8787150000000000,305.8787150000000000
stake1uxtdvyy2y83f3uytheuryhyp98f9yecqzp6c6v6fn00eqhcdxn8dv,BOTH_EMURGO_SEEDS,1,1,305.7377980000000000,305.7377980000000000
stake1uxezdvsqwwshq3gmjvmzmnmltdk0cujprh5kj3j06mtl3qg9katxh,BOTH_EMURGO_SEEDS,1,1,305.0211440000000000,305.0211440000000000
stake1u94ygeexhgv5z7cxufcn2gmlkprd2lcn5dsejqdskahz5rcjan0y7,BOTH_EMURGO_SEEDS,1,1,304.9790000000000000,304.9790000000000000
stake1uyqx8n4knnylqmfe6dlex8ptzg0cvvh7wkujmh2z4e6xn7qgf3adv,BOTH_EMURGO_SEEDS,1,1,304.7063850000000000,304.7063850000000000
stake1uxl2dh6qd0687axnvgr4tgcljqa9zcr2stuknjcwtkc2suqhwk5v4,BOTH_EMURGO_SEEDS,1,1,304.6330260000000000,304.6330260000000000
stake1uxpld6ywql72txu7f0c77gffeh2pvgutgr0qgvzapexlthcd06m05,BOTH_EMURGO_SEEDS,1,1,304.4548100000000000,304.4548100000000000
stake1u8z66mvh9saezz35662ldzmm3my358wq0ayx2pswtypdk7sfp8czz,BOTH_EMURGO_SEEDS,1,1,304.3758840000000000,304.3758840000000000
stake1u8t2phdcc8wf84wapuulkvgfp9j0huzzmmd7a3fw9m45crqgpvhvd,BOTH_EMURGO_SEEDS,2,2,304.2837650000000000,304.2837650000000000
stake1uxsmgpktrc8zxqv9d0nrx0r8yy0jhrd66mrf495lu7vvhpgqh54gr,BOTH_EMURGO_SEEDS,1,1,304.0000000000000000,304.0000000000000000
stake1uxtj6xq73usfj8y7r0a4dugueaxvdjjsk4mud99aerz97xc9kf54e,BOTH_EMURGO_SEEDS,1,1,303.3594180000000000,303.3594180000000000
stake1uyxuzy9kfk64aeuufzmzcqj7v2ealud47vxkclzfq7ytpcqpugstc,BOTH_EMURGO_SEEDS,1,1,303.1006680000000000,303.1006680000000000
stake1uyw4fn2qwwu9t7spvd62zwe5qngyq399g9khwqy9f8wtv8sfzj496,BOTH_EMURGO_SEEDS,1,1,303.0000000000000000,303.0000000000000000
stake1u9xfqsd4kqd5ahh7yfkzz3namhtg7np5x462kymyhna00vcf46xf4,BOTH_EMURGO_SEEDS,2,2,302.7024740000000000,302.7024740000000000
stake1u8f79g99fg7yms9ky0ku4enyj86j47a0wu2l624l7s6reag6v4wxf,BOTH_EMURGO_SEEDS,2,2,301.5024740000000000,301.5024740000000000
stake1uxn2e4sd59q82ddcjrnctv7d68zmn8d79rjljq89tj8nrpgfpzzes,BOTH_EMURGO_SEEDS,1,1,301.1620250000000000,301.1620250000000000
stake1u9eflzwe9s6ctts7qys2f6v0cv782g9qah9z6q0gf8g25nqy5jjsz,BOTH_EMURGO_SEEDS,1,1,300.9929700000000000,300.9929700000000000
stake1uxu7n9fts4sh8acc6dma0chzk7knf4aaptxvj37spu6a2dcqfmj2u,BOTH_EMURGO_SEEDS,1,1,300.8834220000000000,300.8834220000000000
stake1uxl3mmav53767whddtjlrt2ady5w226wzlfd7xrmwmsvxxcrx3e7t,BOTH_EMURGO_SEEDS,2,2,300.7537920000000000,300.7537920000000000
stake1uy8zs6xanepjkyq4rcxlq6a48h0fc9vuyj0l6uuhgvmp78q5c9n26,BOTH_EMURGO_SEEDS,1,1,300.6318280000000000,300.6318280000000000
stake1u9fexfzgyur3aspqz4etqcxemuyawk2q3v44sn29x2h3u9qh5yf53,BOTH_EMURGO_SEEDS,1,1,300.6000000000000000,300.6000000000000000
stake1uxcqtays8darcj73xhwxfw6l2rvzx7zv9k8h53662hlq9ngpxzmve,BOTH_EMURGO_SEEDS,1,1,300.1420980000000000,300.1420980000000000
stake1u9n2dh0a4jdxet3p35dpgnr6j93f6ln9dz0msrwyh3dfaaqkdu08q,BOTH_EMURGO_SEEDS,1,1,300.1383030000000000,300.1383030000000000
stake1u9yxjgc54dh3u06j79tmkldfcty64h2yz5fp2xgld7khwfss94nyd,BOTH_EMURGO_SEEDS,1,1,300.0000000000000000,300.0000000000000000
stake1uy2ephwnhut8qd7w8ew334zdg4k2chhe6hgrweerm935mecr2skxn,BOTH_EMURGO_SEEDS,1,1,300.0000000000000000,300.0000000000000000
stake1uydta68ffzy4hu65wxt7ngtya2cmp5c4t0xm2qumwp3hnaqt84y80,BOTH_EMURGO_SEEDS,1,1,300.0000000000000000,300.0000000000000000
stake1u9gy5wrfc89rgu6y30dgj2yedveqtcqaz9j2y5jxjlg97cgwxspwm,BOTH_EMURGO_SEEDS,1,1,300.0000000000000000,300.0000000000000000
stake1ux5pt0d4w9kj24d7w5urnekzu6emzwnzncvwrtve85wzw6qhj5u06,BOTH_EMURGO_SEEDS,1,1,299.8295000000000000,299.8295000000000000
stake1u95l90gn0m2p6j2lqumjen0n6a07cj6kg9q4lcyzdr72xhq6esmru,BOTH_EMURGO_SEEDS,1,1,299.8000000000000000,299.8000000000000000
stake1u8wtwmla07rxznnf5gadwhf6dr5c0hfex8dryzwwa8rvkdcq6hg8f,BOTH_EMURGO_SEEDS,1,1,299.6770000000000000,299.6770000000000000
stake1uxhzlpwdvr3drsnp04c9sm973azf80ydpwz9428sj0j9qjs93vc7s,BOTH_EMURGO_SEEDS,1,1,299.6695510000000000,299.6695510000000000
stake1uxy6qrzd0jrz63av9da2v7c0n9ufsc3jypdxnpgdsf2cl8cpe04jk,BOTH_EMURGO_SEEDS,1,1,299.5000000000000000,299.5000000000000000
stake1uxwz0m244g0a5s7dsuxur7tsqd9qcp7hfjkvrqvruv5nq5czn6z5m,BOTH_EMURGO_SEEDS,1,1,299.3277700000000000,299.3277700000000000
stake1u9h57n7z3udn68k2rkl3tdyr27mvczme87cm7azqry3hkagg5c66j,BOTH_EMURGO_SEEDS,1,1,299.1175380000000000,299.1175380000000000
stake1u93l4h7x0gwk9s3sp42h9tegq6vaxylkm0nfmt56def5jtgk6t0ln,BOTH_EMURGO_SEEDS,1,1,299.0927500000000000,299.0927500000000000
stake1uxdxragl04rkq9j5gtnhzx3q2q8ax3dtyhl564f5ysquhug557c6h,BOTH_EMURGO_SEEDS,1,1,299.0000000000000000,299.0000000000000000
stake1ux8hj2gn2tlq2yymtd3r536j35vafy655y3um3zc0nqwqmqsdn96d,BOTH_EMURGO_SEEDS,1,1,299.0000000000000000,299.0000000000000000
stake1u9wcm4caqsv66slks8q7f2ghca4tlcxuhtwvwc8t599m47gpmw8v4,BOTH_EMURGO_SEEDS,1,1,299.0000000000000000,299.0000000000000000
stake1u8agszvtswxugrzxuh73zqfsqdqeflhcwxgdpnhn9ar4h0ch643p8,BOTH_EMURGO_SEEDS,1,1,299.0000000000000000,299.0000000000000000
stake1uyaakpslpezek82qkf9fngvr6ja2jx50h2efvym0dw28nlcfs05dm,BOTH_EMURGO_SEEDS,1,1,299.0000000000000000,299.0000000000000000
stake1u8yvgk900vdshurlwtjqqvxeltzk0n74ytmxqhgfp7rmxgcnjj648,BOTH_EMURGO_SEEDS,1,1,299.0000000000000000,299.0000000000000000
stake1uydsjpdzqj75mrtm39zp49n5uynu773l9cmg4q59ngpgznchsg77f,BOTH_EMURGO_SEEDS,1,1,299.0000000000000000,299.0000000000000000
stake1u8ewrsec8ygrea5f36kqth7rgxj8m4mlj6w5fle5mmz266sl4tn8w,BOTH_EMURGO_SEEDS,1,1,299.0000000000000000,299.0000000000000000
stake1u9vus8tscya5zls0c79p25yn3ve2vpjnhndknaqwn8xytxsjxhwna,BOTH_EMURGO_SEEDS,1,1,299.0000000000000000,299.0000000000000000
stake1ux2sqll6cgcajyk83mkhj2xvnjqvjy2ncjvql607ht03asqmxukvm,BOTH_EMURGO_SEEDS,1,1,299.0000000000000000,299.0000000000000000
stake1uxm5lqmxp7923dcf9zqtljydl84vcnqlfcrz99ncntzcsjqwmcklp,BOTH_EMURGO_SEEDS,1,1,299.0000000000000000,299.0000000000000000
stake1uyhnh0ypfcdl9mp9uqhdl3x3nvfqxyf8n9nspr4amvlum0sceuwd7,BOTH_EMURGO_SEEDS,1,1,298.9486720000000000,298.9486720000000000
stake1uxnppmwjuh73axk3tjen909h7gadx4k8gvhee95pe9mc6zc2kwf0e,BOTH_EMURGO_SEEDS,1,1,298.7000000000000000,298.7000000000000000
stake1u8fc3vvs5x4lg0sa50tymuq2a4pwj4eztp7ta6jc6jta95q90cvfz,BOTH_EMURGO_SEEDS,1,1,298.0000000000000000,298.0000000000000000
stake1u99tkup2k3f62hd75w37g7kjf900uqnv4vvazayfcre3aks0yke4n,BOTH_EMURGO_SEEDS,1,1,297.9049470000000000,297.9049470000000000
stake1u94qcvjfm3mxl6w8yvaeyua5ugtqmd7jldee8vx2v8v0xrgs9qunu,BOTH_EMURGO_SEEDS,1,1,297.0000000000000000,297.0000000000000000
stake1uyt8wwmfp9uxy9fe8q630hwsklfqu7mh9t3xhfxs0xatzlg6hggxg,BOTH_EMURGO_SEEDS,1,1,297.0000000000000000,297.0000000000000000
stake1u8c8erd5hc5muzxpr9k50tl5akfzt6cduxw2r95n3784d0s9dcm5p,BOTH_EMURGO_SEEDS,1,1,296.6520000000000000,296.6520000000000000
stake1u9tjyedvepxl07u3f5csdp6px609ppvz5fpt7m093jev87qjffpsd,BOTH_EMURGO_SEEDS,1,1,296.6021000000000000,296.6021000000000000
stake1u860knz6jc489nmdlkk0wxhdmrsf0004rkjqz74uj9tq79gc4yfuk,BOTH_EMURGO_SEEDS,1,1,296.2726590000000000,296.2726590000000000
stake1uxa5rtvdpsdqc8ecl7nuezp7k4zhlwr8xx2spqd86xt594qqzpxet,BOTH_EMURGO_SEEDS,1,1,296.0000000000000000,296.0000000000000000
stake1uyvf6tfv52ex0l02w77hg7wvyuhs5uueaf6f3p2t0x3m5ms2h5k2n,BOTH_EMURGO_SEEDS,1,1,295.4334340000000000,295.4334340000000000
stake1u85ggwxyj8swpl0yn7j3lqg886rk8mnvcj8e7md57htjcscwcf6s7,BOTH_EMURGO_SEEDS,1,1,294.4300000000000000,294.4300000000000000
stake1uyjakv58l4v34wzhz6zvajcn2qzdr6nl4lfc8dv5ajes5jghhd6wl,BOTH_EMURGO_SEEDS,2,2,294.2341980000000000,294.2341980000000000
stake1u8p9wleqr7tpvkwvpq4uzzgphkwgyk7kg4k75xp630xm8vgy8f47p,BOTH_EMURGO_SEEDS,1,1,294.2174830000000000,294.2174830000000000
stake1uxx32rxv383yvjt004gu5m8h3e07kq04agra85ttqz0p9qsm2hnvd,BOTH_EMURGO_SEEDS,1,1,294.1853380000000000,294.1853380000000000
stake1ux5yzcxg4zcty5ljeckklzgdff8hwnj29hm0z0nl9w5ehpg4jxzpj,BOTH_EMURGO_SEEDS,1,1,294.1323000000000000,294.1323000000000000
stake1u9juergzna9685apts4qcryk7sx7f7vymy3uktyfccpv8mqfy99gf,BOTH_EMURGO_SEEDS,1,1,294.0000000000000000,294.0000000000000000
stake1uyu9le4r9cresptg2pc37tej255eq9m5spehg03jsch9rsqgkxkuc,BOTH_EMURGO_SEEDS,1,1,293.5052000000000000,293.5052000000000000
stake1u9wdmkqepmkeunas5mek23pmxevdnjutaqnx4vfat0d68mgh45lg6,BOTH_EMURGO_SEEDS,1,1,292.5400000000000000,292.5400000000000000
stake1u9c8wcpyuhcvzulsxlkc4qxxf3dylu08nda4vxeklyj9c6sgkge57,BOTH_EMURGO_SEEDS,1,1,292.4000000000000000,292.4000000000000000
stake1ux2h8gqag65lfm8guemwwuzddg0q9ss35zlz4ad77ulx6qcfzq07k,BOTH_EMURGO_SEEDS,1,1,290.8103600000000000,290.8103600000000000
stake1u98kqpy2jyczd30lpxeh09u78tlq8sn8yf30yyxq4p8jeusgyzf2c,BOTH_EMURGO_SEEDS,1,1,290.7080000000000000,290.7080000000000000
stake1uy2lrxcy2xej8x6q2hz6hgvfa8h9kxvjastxhh5pd8al0gc720epz,BOTH_EMURGO_SEEDS,1,1,290.0000000000000000,290.0000000000000000
stake1u8m5gt4q630ec4aqprrjvzwp86rzehyv596smfsxvae7rxqglcwah,BOTH_EMURGO_SEEDS,1,1,289.5612530000000000,289.5612530000000000
stake1uxppxwxtpt25lgpjsd70a27aleyxvqm3v8tla2f85j7tn2cqq3zpe,BOTH_EMURGO_SEEDS,3,3,289.3390540000000000,289.3390540000000000
stake1uyc2j8jm72e8gsrp2ukklsjygq2kq0qrmq86kl5q6ltjx0caaq9j2,BOTH_EMURGO_SEEDS,1,1,289.0000000000000000,289.0000000000000000
stake1uym4rl9fqefu3mmdf0q3qaxglv056s8zpecp6a99m6pknucdfw9n0,BOTH_EMURGO_SEEDS,1,1,289.0000000000000000,289.0000000000000000
stake1uyxw8tzkwpmxd5sw8fu3xdet46fa9az57m3jvwp05axc62cfcdxst,BOTH_EMURGO_SEEDS,1,1,289.0000000000000000,289.0000000000000000
stake1uxl2x7ysclq35ppadna0nhtryr7qwzg3cyhuq62uqj33zccwutqkx,BOTH_EMURGO_SEEDS,1,1,288.9150840000000000,288.9150840000000000
stake1u85fkcl7n3almjnamkmn3kakext8zms4w56hpkdlax3xh2s30arhn,BOTH_EMURGO_SEEDS,1,1,288.7100000000000000,288.7100000000000000
stake1ux33v4z3gsyd3e6dakgq7lwhjgy9dkzt529rv9ajg7sw04sy79z5w,BOTH_EMURGO_SEEDS,1,1,288.7100000000000000,288.7100000000000000
stake1uyrp39rvqct9xjc966ff43j6wug5n0sauq22y7wlyf2aanqdtrj8u,BOTH_EMURGO_SEEDS,3,3,288.5705980000000000,288.5705980000000000
stake1uyy5p9hvkyhae4slmt40fyx3c6j4uajnf6v3qcfv3l3a7qq7k4yhu,BOTH_EMURGO_SEEDS,1,1,288.2227030000000000,288.2227030000000000
stake1uy0yjeqtjluu3lvp4x2gc0a673ua7xprzws9ycm9pfcw25q5dunup,BOTH_EMURGO_SEEDS,1,1,288.1574890000000000,288.1574890000000000
stake1u87z3yqux7swax6uku3jufxg2u4rhf7hhlkq53786teeh4s8axsk6,BOTH_EMURGO_SEEDS,1,1,287.6000000000000000,287.6000000000000000
stake1ux6xdmqahlxapde23x452mhgh5p2fvshju9ucsr8lx9qkaqxlm4fk,BOTH_EMURGO_SEEDS,1,1,287.5601200000000000,287.5601200000000000
stake1uywe2gurjwn2kwl67jrtyfsy9xftjg8qhzrkqzndy6w8dcq0lp7h7,BOTH_EMURGO_SEEDS,2,2,287.4224510000000000,287.4224510000000000
stake1ux5cmfk4pn9gyx3cmj4h2t9r4k0dtuvexteljexdjemmc3cpkpx3y,BOTH_EMURGO_SEEDS,1,1,286.3680310000000000,286.3680310000000000
stake1u8328c646pj8uh7z2kdrptwrhmwkjmshyfkm595qcdu835gdequlx,BOTH_EMURGO_SEEDS,1,1,286.1621000000000000,286.1621000000000000
stake1ux26u7s8apqle9eejrrcrm7hz5myhpa0skyer5ue6yljtss4qql6k,BOTH_EMURGO_SEEDS,1,1,285.3413820000000000,285.3413820000000000
stake1uytz7pet4lgp9kmjyg5kn65x4wn5tse0f0thy0vpls4h54c7prjfs,BOTH_EMURGO_SEEDS,2,2,285.2319820000000000,285.2319820000000000
stake1uymea6drv5zldf25dhty03uw5xlllk4sgfv4tj7fymja4lqllxp75,BOTH_EMURGO_SEEDS,1,1,284.6000000000000000,284.6000000000000000
stake1u89qde47z40hyep6uxf40pdjrevvrqcarlzlr7mwpnva5mszzfjh0,BOTH_EMURGO_SEEDS,1,1,284.2729000000000000,284.2729000000000000
stake1uyjchr78g8vh4rqde5f7crqncjdce40ygm4kdrwxxr467lg66hmz6,BOTH_EMURGO_SEEDS,1,1,284.1011100000000000,284.1011100000000000
stake1uyep25vf70rpz9pfssmxy6c3wvtu446xaafkh9d26fu7hlspdkznf,BOTH_EMURGO_SEEDS,1,1,283.7177730000000000,283.7177730000000000
stake1u95x75xmun7gchxdldna4ncu7nywdgxf0fd6ndgad98yg5sm2c268,BOTH_EMURGO_SEEDS,2,2,283.4858820000000000,283.4858820000000000
stake1uxhns25u9777an9vymdse5hfk2mrl994mpmqjpfzdl7lj5gjhjfsv,BOTH_EMURGO_SEEDS,1,1,283.4000000000000000,283.4000000000000000
stake1u98zxrdklcm53kx3slav7cpefhcldjkvv68t3lu35wv3nqgdg55fg,BOTH_EMURGO_SEEDS,1,1,283.2742570000000000,283.2742570000000000
stake1uxwx7ztm079caxp5s295ah5ysceh8wrx60fe0hwyn6hesqshqv2xd,BOTH_EMURGO_SEEDS,1,1,283.1000000000000000,283.1000000000000000
stake1u8xf85vg27u5yfwntueetnldccdrvhn83795xlxsckqrqjshtxpvh,BOTH_EMURGO_SEEDS,1,1,282.6658270000000000,282.6658270000000000
stake1uyej0vtrwmldwm247n6ss3de05vhrqlq26cszhhedfkuhnq48aan8,BOTH_EMURGO_SEEDS,2,2,281.8257430000000000,281.8257430000000000
stake1uxqgcu85wq9wuq2lw445ase0dejp7288uw9vfv7tzzkk07cwqlztd,BOTH_EMURGO_SEEDS,1,1,281.1263700000000000,281.1263700000000000
stake1u9t3ru5cplr39rz0j7k3360gpwx85f2cl3k5t4eavyc944sdvd2yg,BOTH_EMURGO_SEEDS,1,1,280.7536340000000000,280.7536340000000000
stake1uxueezvry57mm9qt47rt4lg0cfumpegdcdpt3yphp5acwhqxr48u9,BOTH_EMURGO_SEEDS,1,1,280.6232380000000000,280.6232380000000000
stake1uxtzglspr9unfmafmryf5pzxa6wkhx8vd4ej2eu6a69lq9g0u9cvs,BOTH_EMURGO_SEEDS,2,2,280.0000000000000000,280.0000000000000000
stake1u9zc3x7k5vhgn0kxfdmvcxjjvfgtelrg2rxn8xmfvtxr50qew2fgy,BOTH_EMURGO_SEEDS,1,1,279.9188000000000000,279.9188000000000000
stake1uxxklqt82jfv3y37j4rszxjznftnjln6n3g3p9ud8cjsf2g99t7ss,BOTH_EMURGO_SEEDS,1,1,279.8210760000000000,279.8210760000000000
stake1uy0stk3r6uvkgzmfjmyu3uy90mvcgwvuuhe34t39uf275zq987vat,BOTH_EMURGO_SEEDS,1,1,279.7903700000000000,279.7903700000000000
stake1uxrmcgdseknekjuupr8ysupw5u8ej5ck62mm98ful9npr9q9ucprm,BOTH_EMURGO_SEEDS,1,1,279.7654330000000000,279.7654330000000000
stake1u9pqn3d3uw40028pfpcu4fuqr84hklea3dxh63pchdz7jucwjp932,BOTH_EMURGO_SEEDS,3,3,279.6493820000000000,279.6493820000000000
stake1u9dqgax7qpa2lyul8gnl8kk927chh6dplg9wh8mp5t7pw0c79vxl3,BOTH_EMURGO_SEEDS,1,1,279.2018100000000000,279.2018100000000000
stake1uxvu5wgyeux4wu4xyh9qhmdqtx9w0atq2vrtc9t08q357rcf0wf72,BOTH_EMURGO_SEEDS,1,1,278.8834400000000000,278.8834400000000000
stake1u8vzwxdkegsg7pjjjzxnze0mez2vn5tlyxvncunm5dm9uks82m6x9,BOTH_EMURGO_SEEDS,2,2,278.6735990000000000,278.6735990000000000
stake1u9xj7n3a2m4qm2gt3f7k02ltd2dkmdumcsxef5qjwe4pt3gjjlwdu,BOTH_EMURGO_SEEDS,1,1,278.5378860000000000,278.5378860000000000
stake1u83824ev245k54hmtc5jz25x74hcw6lthe8xpua3tksssys3umtrp,BOTH_EMURGO_SEEDS,2,2,277.7200000000000000,277.7200000000000000
stake1u8vusuynry0hp2x4tvqcu6v28l6ejw5nap9sxk9uffuhsnc9fpl4t,BOTH_EMURGO_SEEDS,1,1,276.5992790000000000,276.5992790000000000
stake1u9h6tfq7xvrad6rlxup6plc52pllazy7csl2m9ed94l0u6c6acagk,BOTH_EMURGO_SEEDS,1,1,276.2776630000000000,276.2776630000000000
stake1u8yrpdc0lyntudelhhyvuluapju683l4c295crqrk5ltqusq73jgs,BOTH_EMURGO_SEEDS,1,1,276.0000000000000000,276.0000000000000000
stake1uyjtgvxnmd5vzjsaey4cswntgr57kcr6llfhmw47xr6hx0cu7qqwy,BOTH_EMURGO_SEEDS,1,1,276.0000000000000000,276.0000000000000000
stake1u9u73zaquc46p3qj3rx0rhrknt5vuevjlchfwsmjfjczeaccutjhn,BOTH_EMURGO_SEEDS,1,1,275.6946650000000000,275.6946650000000000
stake1u83zwzq00r9gn5r43qg6kdt6y43k9mpm0rpntqgnkqnsvugmp6cgz,BOTH_EMURGO_SEEDS,1,1,275.4724970000000000,275.4724970000000000
stake1uyu9xjrgmp2tz8jcvplh0qcfkyn0g2apzfh0u9nz3n6hqpcstrnmn,BOTH_EMURGO_SEEDS,5,5,275.3407840000000000,275.3407840000000000
stake1uydj827eah8uw68x4v57tmf7wqmmxdmqgxhwslezpnj37ggera6ts,BOTH_EMURGO_SEEDS,1,1,275.0000000000000000,275.0000000000000000
stake1u944k66jv4s7acrhz7jdzaf9vmhg78jqygmet0e228e0pss0h6827,BOTH_EMURGO_SEEDS,1,1,274.8700000000000000,274.8700000000000000
stake1u84xalncexxa5gpd98vdpjdck7hznkrcwqlk293c2zutujsvd6vn5,BOTH_EMURGO_SEEDS,1,1,274.8198950000000000,274.8198950000000000
stake1uy85c98nddntpe7d7aj8czfxl6ea79fxq0c3kfg4306gfnsjfp9ru,BOTH_EMURGO_SEEDS,1,1,273.6287720000000000,273.6287720000000000
stake1u8agxpzgw864s5yfypdur5ey9vnzm3t9wgg3d8nfhrm4gxsdyze9j,BOTH_EMURGO_SEEDS,1,1,273.2196710000000000,273.2196710000000000
stake1u8r3yjry0w8n9cy03cd5s7verg6ye9lcv079lqtjjhnap7gzrpqmr,BOTH_EMURGO_SEEDS,1,1,273.0237670000000000,273.0237670000000000
stake1u8kwsxgttwcm6tanhfl72va2epn4nvg5qq89glcas3u4ydgvhpvp9,BOTH_EMURGO_SEEDS,1,1,272.5748540000000000,272.5748540000000000
stake1ux9q6agrqt7ktguwzdw2x5mf58ewkwn20tk5deklucpztdsqle0d3,BOTH_EMURGO_SEEDS,1,1,272.0000000000000000,272.0000000000000000
stake1uxwctwtvvvppmhxcgp504cfph9fv3cvzf00trnpgzzfjwgq49hypr,BOTH_EMURGO_SEEDS,1,1,272.0000000000000000,272.0000000000000000
stake1uyuuvxj6qmruf8pt6j3h8uwsk4e5y97y3dn3zvqtlqfpyrclq82hr,BOTH_EMURGO_SEEDS,1,1,271.9080220000000000,271.9080220000000000
stake1uyvqr7jx20f46s69648m9uvyxk7du9j0jta3e8j0es9af7cevp4tc,BOTH_EMURGO_SEEDS,1,1,271.7030590000000000,271.7030590000000000
stake1u9h429u0xym6mszxh5ked86xnq6er4eplu27msyrxhd4tksax39pw,BOTH_EMURGO_SEEDS,1,1,271.4149430000000000,271.4149430000000000
stake1u9mqhqaavz920leq75cscnrjvlzfm23mf3q53a3zpk8mvxctq3uz8,BOTH_EMURGO_SEEDS,1,1,271.3000000000000000,271.3000000000000000
stake1uxjk5pl593vpns7udnheu9sayn75rq3uf06u3dns9c24l2s4arps2,BOTH_EMURGO_SEEDS,1,1,271.2713970000000000,271.2713970000000000
