stake_address,overlap_type,emurgo_outputs,emurgo2_outputs,emurgo_ada,emurgo2_ada
stake1uxjm38x2zpdx9fhm5vuddlmg3azuwmxfact6j248tlc79ag0w9vfh,BOTH_EMURGO_SEEDS,1,1,4499.0000000000000000,4499.0000000000000000
stake1u8w6g9yk5c6crvgchk9y7vdguga2swxdfw9zjhylyw778mssa9r2f,BOTH_EMURGO_SEEDS,1,1,4499.0000000000000000,4499.0000000000000000
stake1u8yzrwr560w6wrlq0wxzwr7fcdfzhfrq2hh79j0n3aamr8g230xe6,BOTH_EMURGO_SEEDS,1,1,4499.0000000000000000,4499.0000000000000000
stake1uy4asl2cua4mparfx3gcj7gac7zp9ul7s8fgdl4m6mq2lpsdtf48v,BOTH_EMURGO_SEEDS,1,1,4499.0000000000000000,4499.0000000000000000
stake1u8754wkymu34ncymudcchvrj9wtl82wlxfltrd8zppp8ulsh4arn2,BOTH_EMURGO_SEEDS,1,1,4499.0000000000000000,4499.0000000000000000
stake1uxqmwl0vcuhx3urn9psp3mlze7algcrt4vqchnm9arm5jwcs9a42e,BOTH_EMURGO_SEEDS,1,1,4497.5336340000000000,4497.5336340000000000
stake1uxjfe3lrga7l89dj5fgxwqwhvry9u6e7f0z07jzyw8rvm3gw6upfm,BOTH_EMURGO_SEEDS,4,4,4491.3187320000000000,4491.3187320000000000
stake1u8nl79kmrjx8d7vpg8e7fmjkmc7k3hgf3cjkshnfr5yvh0qznazm6,BOTH_EMURGO_SEEDS,1,1,4455.2280000000000000,4455.2280000000000000
stake1uyqfe7mkxsnjf60v48g765mga6nxdp4syjy3hsxrgvk56zsc2edrr,BOTH_EMURGO_SEEDS,1,1,4445.6098000000000000,4445.6098000000000000
stake1u9z0wml0tcnjxzlvj0y35a637mqtzdzcthd94r2annks2kgddvz2t,BOTH_EMURGO_SEEDS,1,1,4441.5027400000000000,4441.5027400000000000
stake1u8j8kp73st3ar32r6vxgt38d94yx3tud2esqvsrekkvgrkgr4as3w,BOTH_EMURGO_SEEDS,1,1,4438.6000000000000000,4438.6000000000000000
stake1u8ch78rmaep2rduu0xx00ghqe9as5vgvxmn7jrn5uaqut8qkyvd02,BOTH_EMURGO_SEEDS,1,1,4434.0000000000000000,4434.0000000000000000
stake1u89a8q5xlhepmwcvhlmfc38e83udky6lvrc3tw52mje5f3cy4x3em,BOTH_EMURGO_SEEDS,1,1,4425.1893800000000000,4425.1893800000000000
stake1uyupr6cmyydjpj5r330gvqnjwwzc5ac4wqxrs5qhe2cycjgdetmep,BOTH_EMURGO_SEEDS,1,1,4407.7200270000000000,4407.7200270000000000
stake1uy7wfspx8rvfhmtu7ja4fv74pj0k8dyq3k8vs6hmf7r3cscplymwl,BOTH_EMURGO_SEEDS,1,1,4400.0000000000000000,4400.0000000000000000
stake1uxdscgtnd4pquz6qrlhnklazmp9s5r6fgmyex5f5rzta4ss75qteh,BOTH_EMURGO_SEEDS,1,1,4394.5833700000000000,4394.5833700000000000
stake1uy7mnsn2p3rn78wv36qanswewsj7qh4w5e9d5s38e5zq2ggpm7h7s,BOTH_EMURGO_SEEDS,1,1,4391.2658050000000000,4391.2658050000000000
stake1uyk4lqyg8zskjlkme25vlj4hjulvvv6a2gs67ck6jmwveyc6d669e,BOTH_EMURGO_SEEDS,1,1,4367.6097040000000000,4367.6097040000000000
stake1u9nhzzvgky48mgr2lvumewu6nvkafpq3dk7ksgknfm9z0lqpvw9gq,BOTH_EMURGO_SEEDS,1,1,4357.3750000000000000,4357.3750000000000000
stake1uxrzyp7qg572yfv3tac6h5kk8y2y94pww6y8ujuygu0a65cm7e5pp,BOTH_EMURGO_SEEDS,1,1,4347.2522000000000000,4347.2522000000000000
stake1uyzs0kwvy4sp5ydpw4rf92lg2j6xypfha8rzl8fp4wn5kes6yxp8a,BOTH_EMURGO_SEEDS,1,1,4338.9542590000000000,4338.9542590000000000
stake1u84s25f4mhkmwdfgearpn4r3e3twz5m78knqpkhjcn4mrqscddpyq,BOTH_EMURGO_SEEDS,1,1,4322.6625010000000000,4322.6625010000000000
stake1uxkkma4ajnujhuk492ljlft8qdc3fxw8jpuf8w4v2an9a8qrge55w,BOTH_EMURGO_SEEDS,1,1,4318.4862690000000000,4318.4862690000000000
stake1uy7976xx6ftnd5khvt0n03qnfja629rxuuvduareqryvefg3tdam9,BOTH_EMURGO_SEEDS,3,3,4315.9863830000000000,4315.9863830000000000
stake1u98x359us34yrx6fes3hmunlw0ehr7uxdwffu7duhcu69fsv2842m,BOTH_EMURGO_SEEDS,1,1,4310.4828150000000000,4310.4828150000000000
stake1u8suaun7kda88geyzpxm9jzrqqx3xk6xj4j2vxhg84c3qzcy73v9c,BOTH_EMURGO_SEEDS,2,2,4308.0000000000000000,4308.0000000000000000
stake1u99j2gagd7maunavfcd79lmydepqlxcnm4ftrk99dvkah3qvgpnkd,BOTH_EMURGO_SEEDS,1,1,4296.2739610000000000,4296.2739610000000000
stake1u98gkv8p3d4p5fkmjmk7flm3ysx25n77xl8nmhsqvqdl7ccku55pt,BOTH_EMURGO_SEEDS,2,2,4291.6798790000000000,4291.6798790000000000
stake1uxgsxujhgzzmkrldtdvneqtpcq9hhhdjne0fcha9n5e4xsq0pnvg3,BOTH_EMURGO_SEEDS,2,2,4256.5557470000000000,4256.5557470000000000
stake1uyqp4rxs639e09z2uu8r6umyr38ppmsr4w5d3glvwg2y3vcpur4jr,BOTH_EMURGO_SEEDS,1,1,4251.3000000000000000,4251.3000000000000000
stake1uyn3vsts8zrjharf6zt7rztnlew2nnym0qqvfpv4sml40tq9c4kuy,BOTH_EMURGO_SEEDS,1,1,4246.3571690000000000,4246.3571690000000000
stake1u83hmdy999nk5s4rgzl6ceccprwgv7vqfw8wlqfjxnmgtwswuwptt,BOTH_EMURGO_SEEDS,1,1,4230.7640000000000000,4230.7640000000000000
stake1u9vf8725846mmv35hxzjs4sl64mwqqjt8enevtd9u0v973cx9nwan,BOTH_EMURGO_SEEDS,1,1,4223.8347570000000000,4223.8347570000000000
stake1u9kpflrdtavyltjz7se75cum8qzuqz0l9jevf0jl0pcktuqh3pqm7,BOTH_EMURGO_SEEDS,1,1,4219.9759870000000000,4219.9759870000000000
stake1u85rphlq6vdekwu54kl5p6extfyvzctqjghr2qdhyk2m5wg3cerdn,BOTH_EMURGO_SEEDS,1,1,4213.6646310000000000,4213.6646310000000000
stake1u9v7hga57se4cvez6mqqkza2xnssup0jwkww5j4tcm8r9uqfkslwv,BOTH_EMURGO_SEEDS,1,1,4207.4000000000000000,4207.4000000000000000
stake1ux284lns2f9ru7e4rhu30e78fdtcn3q8cfpy6qgsgqmx6sqp2d0je,BOTH_EMURGO_SEEDS,9,9,4204.3491350000000000,4204.3491350000000000
stake1uygty8l8e9xd550tjuw2eqmtaydwsexla5a6kmengpkjylqxk86f8,BOTH_EMURGO_SEEDS,1,1,4178.8160000000000000,4178.8160000000000000
stake1ux2kqe5t0ytwfj94va9cfug8n4auakdd3j3ww8m765xrrfq44ry5t,BOTH_EMURGO_SEEDS,1,1,4168.0000000000000000,4168.0000000000000000
stake1u8h85amkc3mh5qqm8ep9d69sw82quwd23x962nxt39jg0wgs8er6j,BOTH_EMURGO_SEEDS,1,1,4168.0000000000000000,4168.0000000000000000
stake1uxrx4nzf5y9hq22h7p88dqadv3rt8wl8zcfjfsmugatwqvcra3s6j,BOTH_EMURGO_SEEDS,2,2,4166.6654260000000000,4166.6654260000000000
stake1uyqm6kfw24c5yplcrncjwme5685mmep6t3kuujpm25f0zzs0ua420,BOTH_EMURGO_SEEDS,5,5,4162.2111510000000000,4162.2111510000000000
stake1u9u80csud5h8f03lpv5z77y0a0ppyahfzjlzjvl7kyquknctgs0tm,BOTH_EMURGO_SEEDS,3,3,4159.6428150000000000,4159.6428150000000000
stake1uxw0svk4f3xpkrg07l8rzh0wzy6hplddr27kllplvj4gptssv6twm,BOTH_EMURGO_SEEDS,1,1,4157.4278220000000000,4157.4278220000000000
stake1uy49pnq7ea24gn2nnram6kv4hzp7v25a8uee7hjazzujc7sn7gcnh,BOTH_EMURGO_SEEDS,1,1,4156.4356520000000000,4156.4356520000000000
stake1uy6acy0vhpj9k9xk76np0xlw73ztf08re9hc68pskxn5z6qg0jefs,BOTH_EMURGO_SEEDS,1,1,4151.8579090000000000,4151.8579090000000000
stake1uyd7aj4mw0xph4wd9335zrlh2mjrm2tl8ttpus8fkwmjhksvz692v,BOTH_EMURGO_SEEDS,1,1,4140.7959680000000000,4140.7959680000000000
stake1u945sar6kpem9dc7e3kuzszuezyxw6qtyshv9z9ak3pu3sshaged8,BOTH_EMURGO_SEEDS,1,1,4138.3213300000000000,4138.3213300000000000
stake1u8h3vkpw5kuh2wt4v07nmpxwx2tcmjdxrxy9z5kzwvdmm9qtu6th4,BOTH_EMURGO_SEEDS,1,1,4123.8716910000000000,4123.8716910000000000
stake1uyj6e3dkxhpqvaz9unjhfquxyahkc3apr0yln6kq9z553zc9s9hls,BOTH_EMURGO_SEEDS,1,1,4100.3952650000000000,4100.3952650000000000
stake1u8dxsqgzhkks4rh45myzhynzu7rlq2p36fa4s8xlqsfw7fsc07d85,BOTH_EMURGO_SEEDS,3,3,4098.7383890000000000,4098.7383890000000000
stake1uymz2rt0835yr6lgn2upjh2uayvgqy26jqlhhe7m6rk5v6ggkef0l,BOTH_EMURGO_SEEDS,1,1,4097.2277200000000000,4097.2277200000000000
stake1u8e4up7502z2ckqpcrqencc72y0389t2duy6ejmx40thn2qpcsvu2,BOTH_EMURGO_SEEDS,1,1,4092.0000000000000000,4092.0000000000000000
stake1uyle4kv7sdp7eq5gdszejjzlv2ekqzqetfuyl09cc4gp0wgldd39k,BOTH_EMURGO_SEEDS,1,1,4089.4573000000000000,4089.4573000000000000
stake1uxffvz9xr5tcuf2ds0hy2duz9adypfwy3zaw60pa8l974wcvt60tf,BOTH_EMURGO_SEEDS,3,3,4086.5975840000000000,4086.5975840000000000
stake1u9n3d0tch0v9thyq3wq0h5u946e8q2tjcz36la9hyrxxnzqcstqdz,BOTH_EMURGO_SEEDS,1,1,4086.3609290000000000,4086.3609290000000000
stake1uxxaf8dghplnw6uvmukurrmsw7uurxkwd35q843sphlc5hs68r3kh,BOTH_EMURGO_SEEDS,1,1,4065.4898050000000000,4065.4898050000000000
stake1u9p668lt4zp9f4qxjyxdnr74fl3guqad7jf39fktznuph7qv8w7fq,BOTH_EMURGO_SEEDS,1,1,4042.6859700000000000,4042.6859700000000000
stake1uxaq3k45cnrd7dqspczkkx698x6dvlz7f8axa0jljhjr5csg9tzp9,BOTH_EMURGO_SEEDS,1,1,4042.5382740000000000,4042.5382740000000000
stake1u9thap4mwjl7h0epy2ucqrj30ewlg3ezzvwre06pun2ufyska2pjs,BOTH_EMURGO_SEEDS,1,1,4041.9810700000000000,4041.9810700000000000
stake1uxazl0zu09l8fkuyhmylgnyp7rr2uxakkkzt8hypezvlxcc2hpyam,BOTH_EMURGO_SEEDS,1,1,4032.4806380000000000,4032.4806380000000000
stake1u832gwuawy4mn6pmudzs2243kktnqwnjheltuuwzfdm4g9c9llk63,BOTH_EMURGO_SEEDS,1,1,4031.8760050000000000,4031.8760050000000000
stake1uyfffc3udpk2rt06mfy0lk27acwrr2ukntynz988mxqrg0gny42er,BOTH_EMURGO_SEEDS,4,4,4030.7550190000000000,4030.7550190000000000
stake1u9uefcmuqs7vjl6g0v67cwsdeeud9ws2kqgs3xtupn6zm3s6zgxcn,BOTH_EMURGO_SEEDS,1,1,4019.3244050000000000,4019.3244050000000000
stake1ux7d6sgzelt5t22f23z3w390n2hl2ya6lx2rq9k2099lwzgas5rx0,BOTH_EMURGO_SEEDS,1,1,4013.1809900000000000,4013.1809900000000000
stake1uxv32amsqf69rgrtkacjnjvanmne0qpayk523dhnwpt3ynsgrw3jf,BOTH_EMURGO_SEEDS,1,1,4008.0000000000000000,4008.0000000000000000
stake1ux4fjdqcrtcuqsgr42jxgxmgd6vxj087jaerm377zp006kcjcj3v8,BOTH_EMURGO_SEEDS,4,4,4007.9919380000000000,4007.9919380000000000
stake1u8ffru3t9trjhf9lm69qxtr7xye6j4dvu909nvgws3qn62gnxkdfk,BOTH_EMURGO_SEEDS,1,1,4001.9137740000000000,4001.9137740000000000
stake1u9ccfzpy6gvnkzwmkxv6nnwtkeje0vx6cdzdyyyp25zu54cdwvayg,BOTH_EMURGO_SEEDS,1,1,4000.0000000000000000,4000.0000000000000000
stake1u8n9udze5u35369xjt7wxcjsqhdn6gqpl53f5g0nqwpk7egzrtlwz,BOTH_EMURGO_SEEDS,1,1,4000.0000000000000000,4000.0000000000000000
stake1uy47tsvwhjyf049darcpgys6lktqy3ps96gr9anvqkayr0gnhcv68,BOTH_EMURGO_SEEDS,1,1,4000.0000000000000000,4000.0000000000000000
stake1u9eppzzg4haafd7qz0gkcsgla7fylq3zjprc2hmzhh4qy4sr0zv9t,BOTH_EMURGO_SEEDS,1,1,4000.0000000000000000,4000.0000000000000000
stake1uxgsfy57ug3s6jmcs826nt8mm0z72k3x57a48nu40tehh2qmmaxtd,BOTH_EMURGO_SEEDS,1,1,3999.3378450000000000,3999.3378450000000000
stake1u959v63zklavt27xfn3mwm84l2qfvewvx3z7zxlp940fj3qvl8760,BOTH_EMURGO_SEEDS,1,1,3999.0000000000000000,3999.0000000000000000
stake1u9nv8vfnm237kfzzq9z4h6g43juqld75la3af0ctdtvfkcc8rgkgl,BOTH_EMURGO_SEEDS,1,1,3999.0000000000000000,3999.0000000000000000
stake1uxgtx50znslhd3p2tljqfq9rtv7rd2rpadaxrav5mmwkcwg9tnajp,BOTH_EMURGO_SEEDS,1,1,3999.0000000000000000,3999.0000000000000000
stake1uxxujkrw52r0yav40nref27zm0nle865q8mqqq4hk8s7tjqj5tvps,BOTH_EMURGO_SEEDS,2,2,3995.8248630000000000,3995.8248630000000000
stake1uxflutklf3fkvxhkan6cn3fp0pzple8x8fc6vh5ldptj95cmrrm3e,BOTH_EMURGO_SEEDS,1,1,3995.0000000000000000,3995.0000000000000000
stake1u9l3e05ehleleegt8hysvefpujlfdjsxywu2c3dmd0yf7mcffwzpl,BOTH_EMURGO_SEEDS,1,1,3991.0000000000000000,3991.0000000000000000
stake1ux8xxnmjtq0nqp2k5mfwpltlvyrxzra7r5z4jan0nfgg0usc0xwa0,BOTH_EMURGO_SEEDS,1,1,3985.4340300000000000,3985.4340300000000000
stake1u95ls220eez9qqwwk9as0wjfhq9lxed5k2w3nqw40yefxds6sq6nc,BOTH_EMURGO_SEEDS,1,1,3980.0000000000000000,3980.0000000000000000
stake1u9veddj039jvxkgkhd2qpwl5a680x42j5q4djfudxrlu57cltdj09,BOTH_EMURGO_SEEDS,1,1,3979.0000000000000000,3979.0000000000000000
stake1u94nwvtamjkynyw63ke3cju3eqkeldly2umnhj3sjav98dq4h2g3f,BOTH_EMURGO_SEEDS,1,1,3973.8212000000000000,3973.8212000000000000
stake1uyl4ympr6kqvqemvc0pmyx39tauj6v9qw6mfc2mxt64adxgqm6cxg,BOTH_EMURGO_SEEDS,1,1,3956.0000000000000000,3956.0000000000000000
stake1u986qgzx7fsvhtvm6f35kys2mclm0pccdj09jf6836uk47g7d0dlp,BOTH_EMURGO_SEEDS,1,1,3944.0000000000000000,3944.0000000000000000
stake1uxel0mj5wh2c3j4ywm4xqnnnr8pgp4ap4zc8p5kk7zrhshqrp5spt,BOTH_EMURGO_SEEDS,1,1,3916.8188450000000000,3916.8188450000000000
stake1uy4yzvyn095dzyacpm50syxm8305e80u8sz3etjenhspcjcj29zvt,BOTH_EMURGO_SEEDS,2,2,3914.9316360000000000,3914.9316360000000000
stake1u85tgznzn3fpfh8l4e4kfhjlayg4w5c3rk3q90szfkfft3gxr3967,BOTH_EMURGO_SEEDS,1,1,3912.1704240000000000,3912.1704240000000000
stake1u9w9mxpd7qx4gu6f0gwu0m7exjtv7rm3msymq9k72h2v9scdejfva,BOTH_EMURGO_SEEDS,1,1,3901.4289980000000000,3901.4289980000000000
stake1uyy2dg6khwyz48a9hld6qnpucpzmaa4phmkknx7s8f9ck5cmlfake,BOTH_EMURGO_SEEDS,1,1,3899.0000000000000000,3899.0000000000000000
stake1uyghjlpah6j9gjgpq2cj4kyvvnh48cu7wkenp5wy3n2dw5cnext8r,BOTH_EMURGO_SEEDS,1,1,3895.0000000000000000,3895.0000000000000000
stake1u8ncsrqy5w7tk9ghrsh6fsdr0adffza9a9kve42vz7md23gxmd7mr,BOTH_EMURGO_SEEDS,1,1,3878.9554080000000000,3878.9554080000000000
stake1u9mw70p3kfrehkugh96rd5pvphl3kthjafuw08qp6kznn6c5s5h04,BOTH_EMURGO_SEEDS,1,1,3877.0000000000000000,3877.0000000000000000
stake1u806tj6dxuedg73n4w6n8eesd2gus04pm9wkkvjlhehqp2cuvxsw0,BOTH_EMURGO_SEEDS,4,4,3876.5101440000000000,3876.5101440000000000
stake1uyl8mswcm47fwr3fzjw4ehczklue46z9zrjz4zladrn30cgum7r9p,BOTH_EMURGO_SEEDS,1,1,3861.0000000000000000,3861.0000000000000000
stake1u9kee4gjrffcxlmj28ax2yj7agwpknu0hjqd73gyv73a83s2lvll2,BOTH_EMURGO_SEEDS,1,1,3860.7332450000000000,3860.7332450000000000
stake1u8ju0mh83v09wm0skj0mp5eyx57073dfq6cw6g8mw96l7hgf47y8l,BOTH_EMURGO_SEEDS,1,1,3855.8908920000000000,3855.8908920000000000
stake1uxcqyzkjf5cnmdwyxyt06wvef9gv90uetufyv0xkl4ajh4sf30589,BOTH_EMURGO_SEEDS,1,1,3851.8961590000000000,3851.8961590000000000
stake1u8dpwrsyua4s7cnqylv83r46xpx74mrqha86pvffj3ye8cgvsaceg,BOTH_EMURGO_SEEDS,1,1,3849.4401420000000000,3849.4401420000000000
stake1u9f4umyweln9m0t6g9gc6huk09vf6f4l5ps6sxuv6nk4zhqcnns9z,BOTH_EMURGO_SEEDS,1,1,3840.1561840000000000,3840.1561840000000000
stake1u8rlern9jnmqfu28g2jm8ynrmqrr49d32gapdvsgq6unpwqq3zn82,BOTH_EMURGO_SEEDS,3,3,3838.6257270000000000,3838.6257270000000000
stake1u8pzs6lu6e9cllp30jkv5n2qerrtdz85s5klwqsggjuek5c23jc5u,BOTH_EMURGO_SEEDS,1,1,3829.7443590000000000,3829.7443590000000000
stake1uyr6vw9s44fckcxyltu52hpphvvtrd2c7nc9465jtjunlqs68zpz8,BOTH_EMURGO_SEEDS,2,2,3815.8248630000000000,3815.8248630000000000
stake1u95570g2m5uy84d6v4vm7lspz3t30yjxkpjdc5cl2k54msg9uzpmp,BOTH_EMURGO_SEEDS,2,2,3801.0000000000000000,3801.0000000000000000
stake1u8gehgzgd77zzn47drzh0yv22d0xwx0mqh9n7wz06zmd8wck38yjw,BOTH_EMURGO_SEEDS,1,1,3799.1555280000000000,3799.1555280000000000
stake1u8l8qhwu7gm7t0v6svd2qm50j7uev9vh56l3q0em4qxk49qxdglfd,BOTH_EMURGO_SEEDS,1,1,3794.4559250000000000,3794.4559250000000000
stake1u9m55sm86p9cgk8ljsh7q9u3mvpxctskkk4wwnw6mdqxefql2emma,BOTH_EMURGO_SEEDS,1,1,3788.4008020000000000,3788.4008020000000000
stake1u9h5ledf47e5xngzw26yxgfs9qepzj2vt9g5mc4hjc4vytcjpjt5z,BOTH_EMURGO_SEEDS,1,1,3766.4918400000000000,3766.4918400000000000
stake1uxmegu8ueda2yfzrr2nt9asmc5n3fgj2fwkk8xhrhgzk0fc2quh4u,BOTH_EMURGO_SEEDS,1,1,3759.9725650000000000,3759.9725650000000000
stake1uxgd6gqyyzamyhe2mmtfz8zfq397lf9dr38pdagkjax3m6q8v0q3k,BOTH_EMURGO_SEEDS,1,1,3751.0676420000000000,3751.0676420000000000
stake1ux5m823puuapn2vv5zjfy8lfey6r8wvupv2hzxvgvcp7eqgdzxc6r,BOTH_EMURGO_SEEDS,1,1,3749.0000000000000000,3749.0000000000000000
stake1uysu7ewz8wlhuj6dfd5ul3szkzjuynml2cn8jkz9gm9z5wg36zfpy,BOTH_EMURGO_SEEDS,3,3,3736.6415160000000000,3736.6415160000000000
stake1u8fserhmpwzhtsdqury67jsvrq4qzzw7duvslplq50j4yzc6c832h,BOTH_EMURGO_SEEDS,2,2,3736.1613460000000000,3736.1613460000000000
stake1uyzwazhgekxqfmxzwnzq7yk6gmtxqdenzpqdx00pfv0w3cc7radz0,BOTH_EMURGO_SEEDS,2,2,3729.8044830000000000,3729.8044830000000000
stake1uy64p8q26yr5e028t72ujvuxd6zx5ngy4sqmd5nc2rgz5jgq8k74d,BOTH_EMURGO_SEEDS,1,1,3722.4635510000000000,3722.4635510000000000
stake1u87vvcne2up9u3lcuy3j4g5y2mmq4703zmrhuarp76mm39cprxxr4,BOTH_EMURGO_SEEDS,3,3,3705.7603850000000000,3705.7603850000000000
stake1uy4xwxjhry55qv5f4x2d8adlkmtcurahfpm2jyxu2mug2ks96uj36,BOTH_EMURGO_SEEDS,1,1,3705.7473670000000000,3705.7473670000000000
stake1u9gtrsd3mz3luggd77vhv32kc8gr0udjgdxzclcv38dsv7se3anr6,BOTH_EMURGO_SEEDS,6,6,3700.0592910000000000,3700.0592910000000000
stake1uyqkufk070fu55wxqmnm0e03undk404ugd538cmuszz6qpcjxc7pz,BOTH_EMURGO_SEEDS,1,1,3699.0000000000000000,3699.0000000000000000
stake1uydmeaqupkknp74tk347af6403vanpyf82cuea8q6f2jgxgkclqkw,BOTH_EMURGO_SEEDS,2,2,3689.2037460000000000,3689.2037460000000000
stake1u84echmudlzqrvpy5crx8evqxg3hvhjq99kuvpkdc3as53q7p2m3l,BOTH_EMURGO_SEEDS,3,3,3685.3804460000000000,3685.3804460000000000
stake1u9nd577tjzd8s36xxemjj52g90js6wjdnkexlwnl5ze8kdghhevzp,BOTH_EMURGO_SEEDS,2,2,3680.4003480000000000,3680.4003480000000000
stake1uxm6a6suk2usntvzhqnnwmvzzy4hfnvrvuegkqr6xztp9tq8q4xm0,BOTH_EMURGO_SEEDS,1,1,3675.0000000000000000,3675.0000000000000000
stake1u93qwjcz6gfgezrk74t6f57rgj3rmx3e2zy5834r2qwudeglem0k4,BOTH_EMURGO_SEEDS,1,1,3668.3270000000000000,3668.3270000000000000
stake1u9ldckwzfglu5e4g2vgtn349m6tlmkkn6sn9y7jqy8lw6nc0r04g0,BOTH_EMURGO_SEEDS,1,1,3668.0000000000000000,3668.0000000000000000
stake1uy0k9mrjlyu2plkxj304anuuztvg3pntq8az5q3xn0uuemsuc94pe,BOTH_EMURGO_SEEDS,1,1,3666.5000000000000000,3666.5000000000000000
stake1uxyxkdm4wu7n3cw52q55yq3h5qfpv5xawy2q4njwz4ue49sanpqme,BOTH_EMURGO_SEEDS,1,1,3665.3300000000000000,3665.3300000000000000
stake1uxu76c84l6hqzksda7ekj2wqgy5hyxya9wunt9r4h3zp0lqyfzjrg,BOTH_EMURGO_SEEDS,2,2,3656.5648390000000000,3656.5648390000000000
stake1u9w3r2jezgkj3rwgehpu9nls3d7emejzma7m0upzlfqatlgyladr2,BOTH_EMURGO_SEEDS,1,1,3653.5743020000000000,3653.5743020000000000
stake1u8ngramfzjhsp5l50xeha8knmn36nkjz87d06rdmpewgvcqrud9mt,BOTH_EMURGO_SEEDS,1,1,3646.7689800000000000,3646.7689800000000000
stake1u88x6m95xl45fpygl5fr49alznfw063aaj9ptuy7hmeypfcjx2zes,BOTH_EMURGO_SEEDS,1,1,3630.6662410000000000,3630.6662410000000000
stake1uxmwlru8xqd8c0gkgafplrdvatrg94g5eflpr0w9t57rergq0qtxk,BOTH_EMURGO_SEEDS,2,2,3628.0000000000000000,3628.0000000000000000
stake1u83vdaqljvxqgs4v2xha7rgdvr3sjq0k4n9zxryqp750cmga2ugp8,BOTH_EMURGO_SEEDS,8,8,3626.7398990000000000,3626.7398990000000000
stake1u98kv89825stgjfspujtyxqfqzgchj3xkq55llahvh9ap8sw06w8a,BOTH_EMURGO_SEEDS,2,2,3607.2286910000000000,3607.2286910000000000
stake1uywnyu6t7gn07gnk6zjp05fc4v40p0xq54p82fjay78qa2gzd4cm7,BOTH_EMURGO_SEEDS,3,3,3606.9877590000000000,3606.9877590000000000
stake1u8mz8ftz5xltpnarm77ydt6fmec2w6syukscz96kjcfucncesut6n,BOTH_EMURGO_SEEDS,1,1,3605.7554000000000000,3605.7554000000000000
stake1u9fhd8wzgj8sfqc78fju4zxvdxq6zv96sc55ufmdys7htmsfft92c,BOTH_EMURGO_SEEDS,2,2,3604.9711550000000000,3604.9711550000000000
stake1ux0yg278f5p2mgk8tppetwmaaesl58c4k7h9nqh8gmtknygqt2d75,BOTH_EMURGO_SEEDS,1,1,3599.4000000000000000,3599.4000000000000000
stake1u90p7fenxrnjnjhn2sv4pejg6n8m9v0lehdeqhmc9vtsp3sruad3k,BOTH_EMURGO_SEEDS,1,1,3599.1950780000000000,3599.1950780000000000
stake1u9e77kwkn3l8wj6r8nqgy35jws2jv87skz2tgde7c8cl97gljl269,BOTH_EMURGO_SEEDS,1,1,3582.3261640000000000,3582.3261640000000000
stake1u97f360l6n504jlyp5lavtq4hfk5h3g4kx3gg8vrtg25heqwcvugj,BOTH_EMURGO_SEEDS,2,2,3573.9283540000000000,3573.9283540000000000
stake1uxtyh3h264mlc3p3zwtjvtf354h68kc4ycqgjzq4c9cajdsddxtc5,BOTH_EMURGO_SEEDS,1,1,3552.0580000000000000,3552.0580000000000000
stake1uxzfssk4sqave5xs6nf8297772nxsxv4wrsalnf0rt5kcrghntzn8,BOTH_EMURGO_SEEDS,1,1,3552.0385800000000000,3552.0385800000000000
stake1u8pk0ntfh3sz2k62036k46wapjsllqh2hen952rfqu0p6mg29jlne,BOTH_EMURGO_SEEDS,2,2,3548.7829000000000000,3548.7829000000000000
stake1u9palu3eda3svjx3hfgkaz6dg23svgg3xekynemqzggs0ucfw6pc3,BOTH_EMURGO_SEEDS,1,1,3540.2236030000000000,3540.2236030000000000
stake1uyxdvgjnud3nrx5j52rf4hy6h2pahedl7gptmf03u2trw2s9djj88,BOTH_EMURGO_SEEDS,1,1,3529.0041400000000000,3529.0041400000000000
stake1uydh44c8arvh38sn23uudh443z7gvf5c5nzqq66wzyvtz8c0n7hnv,BOTH_EMURGO_SEEDS,1,1,3506.6198730000000000,3506.6198730000000000
stake1uxh8a947eva8mgm9tmu0fjnkfh6uszeem6rkf3ljratmw3scs0ree,BOTH_EMURGO_SEEDS,1,1,3504.5000000000000000,3504.5000000000000000
stake1uyam79a82pxmm9tdlexs6h2mqntl375acaaq8gyaeffdkag32arwa,BOTH_EMURGO_SEEDS,1,1,3503.2281350000000000,3503.2281350000000000
stake1uy8zjwx2dtvev2vagkep5zv2dr3x4r9650p4ge8wtlr703cfy4amr,BOTH_EMURGO_SEEDS,1,1,3502.8174090000000000,3502.8174090000000000
stake1uyla44srswvpzjau7fk83ergu8rehejdq8fdljk7dc4u5vsaek6t2,BOTH_EMURGO_SEEDS,3,3,3501.8438950000000000,3501.8438950000000000
stake1uxyqs8hpk67pmgjmfgquj5xwpa5p4adqjw4m5jdf7nvmcdsa27w2w,BOTH_EMURGO_SEEDS,1,1,3499.4000000000000000,3499.4000000000000000
stake1uxtvxfmwl829yqzexrtth7ps96d8mh2exw20fh7kwm68zhgrfqq65,BOTH_EMURGO_SEEDS,6,6,3495.7421510000000000,3495.7421510000000000
stake1ux5rd5ahty5lx9j6wmlg8x2we6rkqj362sejhgdh9j84txgm9psvd,BOTH_EMURGO_SEEDS,1,1,3491.9297240000000000,3491.9297240000000000
stake1uy9lueffqa3fm6e3mxcdg9lyqkhnus3n9svmujzum0zv3gg268x2e,BOTH_EMURGO_SEEDS,1,1,3474.0981350000000000,3474.0981350000000000
