frontier_kind,frontier,frontier_ada,spend_tx_hash,epoch_no,block_time,frontier_input_count,frontier_input_lovelace,dest_index,dest_type,dest_address,dest_stake_address,dest_lovelace,current_pool,current_drep
enterprise,addr1wyh9nq6fjw72mqud6w7yfe0h4tv04fxdfgcz9akczxgey8c649vxx,2637603.0,e2c085fc07fdcb0855e022bb02edffd9ed25e872d5f884a98e8bba483a7838a6,400,2023-03-20 06:20:22,1,160000000000,0,enterprise,addr1w8pnjdf9qusshun5rpanrj3z5spty06dru6arn7spt3pyhgk7zd9g,,183000000000,,
enterprise,addr1wyh9nq6fjw72mqud6w7yfe0h4tv04fxdfgcz9akczxgey8c649vxx,2637603.0,cc88d3cdeb774a81d5a12ec4adefb071ed1018a09b8710693e7790f3a80013c9,309,2021-12-17 14:15:30,1,10000000,0,external_stake,addr1q9mymn640v59n3mwyfdsg5t6yu34ut9ufvynavsn0ey40utkfh8427egt8rkugjmq3gh5fertcktcjcf86epxljf2lcs642j5p,stake1u9mymn640v59n3mwyfdsg5t6yu34ut9ufvynavsn0ey40ugqdj6lh,123248692831,pool1xn4kqt45xh3udf87kmtkdfz8xh9qn6trlqsf39eusk23ufmxhgr,drep1r497ue4s2pk737mmvy3erg49jlql3lzc9farq5hqevhfcrwmexm
enterprise,addr1wx5gn92erwwd639twe3m46g3z6c9mdjdpkhcqduzq8g3xgqhwvjwu,2314240.0,18deb34b37de92439f80d5dea898d222f6e57537973669d7b8f20c750b2d8553,415,2023-06-02 23:48:38,1,10000000,0,external_stake,addr1qykws5pmwjxktdhlkz0pac3cu2guw6fjys2zaanmdew6xr3vapgrkaydvkm0lvy7rm3r3c53ca5nyfq59mm8kmja5v8qvygvru,stake1uykws5pmwjxktdhlkz0pac3cu2guw6fjys2zaanmdew6xrs5lgv4n,292168499383,pool145dkdplkqke4g0unzkjljeh2wr797d08k2jv822rhmmc68xak38,
enterprise,addr1v8aak8psnwz72gvhaawupj5fgl4ukvxz55d3jqt743z8n2sc8zwyh,2067000.0,f2c66192aafd7b2ed839a368170e6afc1b981ce1af902a94849d23ee911acdb0,519,2024-10-31 23:07:06,1,100000000,0,external_stake,addr1q9mymn640v59n3mwyfdsg5t6yu34ut9ufvynavsn0ey40utkfh8427egt8rkugjmq3gh5fertcktcjcf86epxljf2lcs642j5p,stake1u9mymn640v59n3mwyfdsg5t6yu34ut9ufvynavsn0ey40ugqdj6lh,5389649866781,pool1xn4kqt45xh3udf87kmtkdfz8xh9qn6trlqsf39eusk23ufmxhgr,drep1r497ue4s2pk737mmvy3erg49jlql3lzc9farq5hqevhfcrwmexm
enterprise,addr1v8aak8psnwz72gvhaawupj5fgl4ukvxz55d3jqt743z8n2sc8zwyh,2067000.0,73b88873b25758f789d6f0c6a49754cf86be86fa7b3b2656abe39f2b91b702b6,519,2024-10-31 23:06:27,1,750000000000,0,external_stake,addr1qykws5pmwjxktdhlkz0pac3cu2guw6fjys2zaanmdew6xr3vapgrkaydvkm0lvy7rm3r3c53ca5nyfq59mm8kmja5v8qvygvru,stake1uykws5pmwjxktdhlkz0pac3cu2guw6fjys2zaanmdew6xrs5lgv4n,5211648796984,pool145dkdplkqke4g0unzkjljeh2wr797d08k2jv822rhmmc68xak38,
enterprise,addr1v8aak8psnwz72gvhaawupj5fgl4ukvxz55d3jqt743z8n2sc8zwyh,2067000.0,19ec041319fa6318405c204a440476d3bbc5a6d93a1eb5272bdacd2396fc12f1,519,2024-10-31 23:09:08,1,100000000,0,external_stake,addr1q887jrylddch0vh4d2kx72h2ax8t7aeq49zvmry4g9wcj4w0ayxf76m3w7e0264vdu4w46vwhamjp22yekxf2s2a392sjqwpcp,stake1u887jrylddch0vh4d2kx72h2ax8t7aeq49zvmry4g9wcj4g3gty8j,5074146306337,pool1cyq3v3v43hu7spwlfxdm6vq9djpsjjueerhlu5qr2rvd57vqk84,drep1r497ue4s2pk737mmvy3erg49jlql3lzc9farq5hqevhfcrwmexm
enterprise,addr1v8aak8psnwz72gvhaawupj5fgl4ukvxz55d3jqt743z8n2sc8zwyh,2067000.0,dc04e6f80418c718168110a118a06b791b0a049caaa6813a6ab0ef99d8e7a9ac,512,2024-09-30 22:19:58,1,5006750057681,0,external_stake,addr1qykws5pmwjxktdhlkz0pac3cu2guw6fjys2zaanmdew6xr3vapgrkaydvkm0lvy7rm3r3c53ca5nyfq59mm8kmja5v8qvygvru,stake1uykws5pmwjxktdhlkz0pac3cu2guw6fjys2zaanmdew6xrs5lgv4n,545206764240,pool145dkdplkqke4g0unzkjljeh2wr797d08k2jv822rhmmc68xak38,
enterprise,addr1v8aak8psnwz72gvhaawupj5fgl4ukvxz55d3jqt743z8n2sc8zwyh,2067000.0,d96d2045f3c2e015beb374b1a408c8c09e76b0a16cb636336f2a6dfd34ed1804,421,2023-06-30 20:34:44,1,6095613458711,0,external_stake,addr1q887jrylddch0vh4d2kx72h2ax8t7aeq49zvmry4g9wcj4w0ayxf76m3w7e0264vdu4w46vwhamjp22yekxf2s2a392sjqwpcp,stake1u887jrylddch0vh4d2kx72h2ax8t7aeq49zvmry4g9wcj4g3gty8j,467860618248,pool1cyq3v3v43hu7spwlfxdm6vq9djpsjjueerhlu5qr2rvd57vqk84,drep1r497ue4s2pk737mmvy3erg49jlql3lzc9farq5hqevhfcrwmexm
enterprise,addr1v8aak8psnwz72gvhaawupj5fgl4ukvxz55d3jqt743z8n2sc8zwyh,2067000.0,797724130e0c411ce4f3e28f86a989449acf86997172644265db237bd98ebc1d,512,2024-09-30 22:27:37,1,6095613458711,0,external_stake,addr1q887jrylddch0vh4d2kx72h2ax8t7aeq49zvmry4g9wcj4w0ayxf76m3w7e0264vdu4w46vwhamjp22yekxf2s2a392sjqwpcp,stake1u887jrylddch0vh4d2kx72h2ax8t7aeq49zvmry4g9wcj4g3gty8j,283094014578,pool1cyq3v3v43hu7spwlfxdm6vq9djpsjjueerhlu5qr2rvd57vqk84,drep1r497ue4s2pk737mmvy3erg49jlql3lzc9farq5hqevhfcrwmexm
enterprise,addr1v8aak8psnwz72gvhaawupj5fgl4ukvxz55d3jqt743z8n2sc8zwyh,2067000.0,d3e64e86f693b1b2cdbdfda71af0ec578d0a22c5450282fc4d783e7e6c72fe2b,506,2024-08-30 22:04:58,1,6095613458711,0,external_stake,addr1q887jrylddch0vh4d2kx72h2ax8t7aeq49zvmry4g9wcj4w0ayxf76m3w7e0264vdu4w46vwhamjp22yekxf2s2a392sjqwpcp,stake1u887jrylddch0vh4d2kx72h2ax8t7aeq49zvmry4g9wcj4g3gty8j,270617858822,pool1cyq3v3v43hu7spwlfxdm6vq9djpsjjueerhlu5qr2rvd57vqk84,drep1r497ue4s2pk737mmvy3erg49jlql3lzc9farq5hqevhfcrwmexm
enterprise,addr1v8aak8psnwz72gvhaawupj5fgl4ukvxz55d3jqt743z8n2sc8zwyh,2067000.0,f94c94d2d77b56ff18b3f3bfffebf33eb784500ef70766873b473ad8bb3d5510,488,2024-05-31 16:46:12,1,6068591159384,0,external_stake,addr1q9mymn640v59n3mwyfdsg5t6yu34ut9ufvynavsn0ey40utkfh8427egt8rkugjmq3gh5fertcktcjcf86epxljf2lcs642j5p,stake1u9mymn640v59n3mwyfdsg5t6yu34ut9ufvynavsn0ey40ugqdj6lh,210856047110,pool1xn4kqt45xh3udf87kmtkdfz8xh9qn6trlqsf39eusk23ufmxhgr,drep1r497ue4s2pk737mmvy3erg49jlql3lzc9farq5hqevhfcrwmexm
enterprise,addr1v8aak8psnwz72gvhaawupj5fgl4ukvxz55d3jqt743z8n2sc8zwyh,2067000.0,47ba422ff680c2e7780b49593f3e52690ad82db5a5d191dcf8dee2283830897c,506,2024-08-30 22:02:02,1,6068591159384,0,external_stake,addr1q9mymn640v59n3mwyfdsg5t6yu34ut9ufvynavsn0ey40utkfh8427egt8rkugjmq3gh5fertcktcjcf86epxljf2lcs642j5p,stake1u9mymn640v59n3mwyfdsg5t6yu34ut9ufvynavsn0ey40ugqdj6lh,210726906639,pool1xn4kqt45xh3udf87kmtkdfz8xh9qn6trlqsf39eusk23ufmxhgr,drep1r497ue4s2pk737mmvy3erg49jlql3lzc9farq5hqevhfcrwmexm
enterprise,addr1v8aak8psnwz72gvhaawupj5fgl4ukvxz55d3jqt743z8n2sc8zwyh,2067000.0,8282abe4f3e94afeab1816590f03a6a8aba863924dea2068c0ab0d2e18ddba5a,500,2024-07-29 22:00:45,1,6068591159384,0,external_stake,addr1q9mymn640v59n3mwyfdsg5t6yu34ut9ufvynavsn0ey40utkfh8427egt8rkugjmq3gh5fertcktcjcf86epxljf2lcs642j5p,stake1u9mymn640v59n3mwyfdsg5t6yu34ut9ufvynavsn0ey40ugqdj6lh,201531070228,pool1xn4kqt45xh3udf87kmtkdfz8xh9qn6trlqsf39eusk23ufmxhgr,drep1r497ue4s2pk737mmvy3erg49jlql3lzc9farq5hqevhfcrwmexm
enterprise,addr1v8aak8psnwz72gvhaawupj5fgl4ukvxz55d3jqt743z8n2sc8zwyh,2067000.0,573b9abc01c78c72349eb6845255fa6cd7d1b1a33ea746c99f0219fc9ce5a355,506,2024-08-30 22:00:05,1,17962769000000,0,external_stake,addr1q8kgcfdpefrnf5570v47manyyg85jshlrg4p2hrsx3wdsplv3sj6rjj8xnffu7etahmxggs0f9p07x32z4w8qdzumqrsquz66j,stake1u8kgcfdpefrnf5570v47manyyg85jshlrg4p2hrsx3wdspccdda8v,160711000014,pool1af03lvsktpekmnnw333629hfuhtytcgyh8hmlweet4lxs6p56fq,
enterprise,addr1v8aak8psnwz72gvhaawupj5fgl4ukvxz55d3jqt743z8n2sc8zwyh,2067000.0,2fada35571b56a26a829a2470b401254cc61711e5fcb09c3ed4c0886f82fd83d,500,2024-07-29 21:58:44,1,10000000,0,external_stake,addr1q8kgcfdpefrnf5570v47manyyg85jshlrg4p2hrsx3wdsplv3sj6rjj8xnffu7etahmxggs0f9p07x32z4w8qdzumqrsquz66j,stake1u8kgcfdpefrnf5570v47manyyg85jshlrg4p2hrsx3wdspccdda8v,116317034882,pool1af03lvsktpekmnnw333629hfuhtytcgyh8hmlweet4lxs6p56fq,
